geoid,ct,pop,households,grp_qtrs,inst,pop_u18,hisp,white,black,asian,other_race,multiracial,housing,occupied,vacant
36047041700,3041700,3348,3336,12,0,637,2114,352,650,152,20,60,1401,1319,82
36047041800,3041800,2645,2507,138,0,734,310,1921,35,260,32,87,932,890,42
36047041900,3041900,3880,3880,0,0,740,2334,601,639,151,37,118,1413,1333,80
36047042000,3042000,1912,1912,0,0,629,207,1516,36,45,46,62,572,537,35
36047042100,3042100,4866,4700,166,0,793,2574,1238,537,351,41,125,1816,1723,93
36047042200,3042200,3663,3637,26,0,1055,587,2408,71,417,39,141,1231,1142,89
36047042300,3042300,4566,4321,245,222,653,2554,1291,251,259,31,180,1686,1597,89
36047042400,3042400,4175,4160,15,7,917,680,1588,96,1613,19,179,1515,1459,56
36047042500,3042500,3026,3012,14,14,449,1731,845,192,115,38,105,1144,1095,49
36047042600,3042600,4350,4350,0,0,863,769,1531,26,1862,16,146,1653,1493,160
36047042700,3042700,4920,4920,0,0,753,2658,1523,240,268,81,150,1925,1822,103
36047042800,3042800,4290,4133,157,0,807,349,2275,89,1355,25,197,1581,1532,49
36047042900,3042900,5556,5556,0,0,1039,3282,1498,170,361,68,177,2062,1965,97
36047043000,3043000,3842,3842,0,0,835,552,1583,41,1483,19,164,1402,1361,41
36047043100,3043100,4884,4866,18,0,846,2750,1449,165,290,60,170,1864,1779,85
36047043200,3043200,4514,4507,7,0,942,1010,1391,53,1897,29,134,1629,1557,72
36047043300,3043300,3843,3814,29,0,705,2487,584,399,246,47,80,1455,1377,78
36047043400,3043400,3866,3866,0,0,787,522,1616,44,1528,22,134,1428,1363,65
36047043500,3043500,4709,4693,16,0,914,2801,812,632,256,63,145,1635,1539,96
36047043600,3043600,4694,4677,17,0,1033,955,1948,42,1504,20,225,1696,1640,56
36047043700,3043700,5282,5226,56,0,902,2791,1149,883,183,95,181,1952,1798,154
36047043800,3043800,2905,2905,0,0,828,255,1910,75,467,23,175,1026,994,32
36047043900,3043900,4097,4042,55,0,738,2530,654,418,333,43,119,1441,1339,102
36047044000,3044000,2878,2869,9,0,894,380,2100,29,266,36,67,974,896,78
36047044100,3044100,5526,5522,4,4,1031,3607,1015,190,504,84,126,2025,1924,101
36047044200,3044200,2631,2601,30,0,830,178,2316,20,52,23,42,913,839,74
36047044300,3044300,5195,5195,0,0,905,2931,1385,174,502,72,131,2070,1904,166
36047044400,3044400,3260,3257,3,0,966,304,2531,64,252,45,64,1256,1158,98
36047044500,3044500,4207,4207,0,0,746,2160,1100,111,624,78,134,1689,1593,96
36047044600,3044600,2026,1999,27,0,434,427,802,25,723,3,46,728,680,48
36047044700,3044700,2459,2087,372,0,528,1080,805,357,125,34,58,909,854,55
36047044800,3044800,1965,1965,0,0,515,156,1454,42,207,40,66,841,774,67
36047044901,3044901,2694,2645,49,0,597,1113,518,865,77,30,91,1134,1088,46
36047044902,3044902,44,44,0,0,6,16,20,2,0,0,6,22,15,7
36047045000,3045000,645,641,4,0,243,51,561,8,13,8,4,186,177,9
36047045200,3045200,2618,2613,5,0,853,76,2327,54,79,28,54,942,863,79
36047045300,3045300,1886,1721,165,0,200,694,827,180,74,32,79,786,734,52
36047045400,3045400,2036,2017,19,0,666,178,1587,24,149,44,54,630,576,54
36047045600,3045600,2767,2577,190,0,717,220,1481,140,738,15,173,891,848,43
36047045800,3045800,1558,1558,0,0,435,28,1421,5,49,29,26,556,537,19
36047046000,3046000,3828,3816,12,0,953,413,1586,180,1402,66,181,1318,1272,46
36047046201,3046201,2700,2691,9,0,716,238,1693,70,503,38,158,1134,1073,61
36047046202,3046202,1891,1891,0,0,677,227,1349,37,134,37,107,603,555,48
36047046400,3046400,2732,2730,2,0,1195,171,2263,31,108,97,62,691,649,42
36047046800,3046800,2138,2131,7,0,1031,58,1908,9,52,80,31,527,481,46
36047047000,3047000,2823,2820,3,0,1185,60,2420,13,68,180,82,811,746,65
36047047200,3047200,3099,3015,84,84,1361,58,2805,16,20,150,50,782,715,67
36047047400,3047400,3232,3232,0,0,1389,60,2771,12,137,131,121,900,843,57
36047047600,3047600,4054,4050,4,0,1774,173,3533,20,113,120,95,1138,1063,75
36047047700,3047700,4226,4115,111,0,405,660,2821,158,363,33,191,2172,2003,169
36047047800,3047800,5308,5236,72,0,2073,871,3428,81,483,256,189,1401,1284,117
36047048000,3048000,3824,3798,26,0,1361,613,2154,152,630,81,194,1152,1106,46
36047048100,3048100,3105,3083,22,0,267,847,1658,81,310,47,162,1641,1556,85
36047048200,3048200,6122,5999,123,0,1517,684,2378,429,2133,117,381,2235,2142,93
36047048400,3048400,5922,5904,18,14,1884,822,3306,250,1101,114,329,1845,1739,106
36047048500,3048500,2470,2323,147,0,221,736,1209,212,161,50,102,1054,956,98
36047048600,3048600,3597,3597,0,0,989,775,711,113,1876,50,72,991,956,35
36047048800,3048800,4536,4494,42,0,1193,668,1931,261,1382,115,179,1520,1454,66
36047048900,3048900,3757,3757,0,0,926,2176,62,1401,32,19,67,1447,1416,31
36047049000,3049000,6036,6005,31,10,1505,829,2569,448,1679,84,427,2307,2204,103
36047049100,3049100,6366,6366,0,0,976,2157,1338,812,1885,50,124,2766,2669,97
36047049200,3049200,3366,3243,123,0,776,658,1110,413,941,66,178,1163,1101,62
36047049301,3049301,1897,1897,0,0,387,1260,53,495,45,18,26,973,918,55
36047049302,3049302,5476,5471,5,0,801,2878,1515,580,280,55,168,2370,2242,128
36047049400,3049400,5527,5314,213,195,1082,743,2488,615,1299,75,307,2162,2070,92
36047049500,3049500,3114,3114,0,0,316,762,1739,122,302,37,152,1522,1427,95
36047049600,3049600,4646,4511,135,0,1085,968,1625,220,1685,33,115,1554,1479,75
36047049700,3049700,3141,3130,11,0,337,359,2253,97,271,23,138,1768,1651,117
36047049800,3049800,4517,4512,5,0,989,730,1818,136,1642,35,156,1686,1598,88
36047049900,3049900,2147,2141,6,0,260,268,1512,36,193,24,114,1080,1010,70
36047050001,3050001,2062,2002,60,0,447,272,1248,153,237,27,125,936,882,54
36047050002,3050002,1607,1607,0,0,359,251,941,91,217,12,95,694,660,34
36047050100,3050100,2951,2951,0,0,274,530,1964,37,250,26,144,1625,1504,121
36047050202,3050202,2312,2275,37,0,487,226,1700,75,138,26,147,1084,1025,59
36047050300,3050300,2759,2759,0,0,251,634,1680,56,237,34,118,1414,1319,95
36047050401,3050401,2997,2989,8,0,638,395,1879,213,286,24,200,1335,1279,56
36047050402,3050402,2004,1987,17,0,363,381,871,206,402,34,110,882,849,33
36047050500,3050500,4567,4490,77,0,598,1816,1222,700,648,31,150,2146,2024,122
36047050600,3050600,5612,5488,124,111,1098,1895,1010,1873,502,77,255,1999,1930,69
36047050700,3050700,3545,3539,6,0,1815,559,2625,142,35,97,87,785,742,43
36047050801,3050801,4311,4287,24,0,845,1011,460,2410,148,52,230,1557,1496,61
36047050803,3050803,2548,2390,158,0,384,470,515,1261,120,44,138,1044,1013,31
36047050804,3050804,6196,6196,0,0,1004,1666,1358,2422,344,84,322,2711,2614,97
36047050900,3050900,5112,5102,10,0,2646,308,4435,38,77,160,94,1126,1072,54
36047051001,3051001,3740,3740,0,0,615,664,469,2319,66,44,178,1440,1409,31
36047051002,3051002,4600,4577,23,0,775,970,593,2536,206,46,249,1890,1814,76
36047051100,3051100,4545,4500,45,0,543,1684,1484,312,882,41,142,2058,1983,75
36047051200,3051200,5946,5946,0,0,1052,1451,896,3027,257,62,253,2385,2325,60
36047051300,3051300,5526,5447,79,0,493,1738,2711,278,486,44,269,2887,2594,293
36047051400,3051400,7023,6989,34,0,1182,1887,1275,2825,682,61,293,2759,2677,82
36047051500,3051500,2451,2444,7,0,288,362,1658,84,208,16,123,1331,1263,68
36047051601,3051601,5407,5190,217,95,1182,963,599,3244,242,75,284,1952,1899,53
36047051602,3051602,3874,3742,132,132,731,741,349,2374,121,72,217,1365,1320,45
36047051700,3051700,2636,2636,0,0,251,309,1841,60,259,37,130,1592,1456,136
36047051800,3051800,3528,3499,29,0,646,470,1045,1369,420,43,181,1488,1411,77
36047051900,3051900,6101,6070,31,0,542,822,4131,114,676,50,308,3518,3201,317
36047052000,3052000,4175,4148,27,0,889,873,1175,618,1279,55,175,1457,1407,50
36047052300,3052300,5405,5383,22,0,653,2875,1860,172,321,36,141,2490,2390,100
36047052500,3052500,3720,3720,0,0,1129,952,2050,301,161,135,121,1425,1344,81
36047052600,3052600,4353,4329,24,0,876,808,1515,717,1012,54,247,1743,1678,65
36047052700,3052700,6045,6026,19,7,889,3640,1745,166,272,51,171,2603,2411,192
36047052800,3052800,1804,1804,0,0,380,160,869,141,501,42,91,700,646,54
36047052900,3052900,4299,4205,94,0,1867,254,3839,31,33,81,61,1178,1085,93
36047053000,3053000,3606,3518,88,0,950,444,1808,227,915,50,162,1207,1155,52
36047053101,3053101,2997,2997,0,0,1598,116,2638,7,55,125,56,685,652,33
36047053102,3053102,5890,5890,0,0,3428,169,5320,19,46,219,117,1106,1067,39
36047053200,3053200,2510,2504,6,0,552,293,1333,204,548,62,70,1026,933,93
36047053300,3053300,7115,7097,18,0,3397,175,6540,17,6,223,154,1954,1797,157
36047053400,3053400,4777,4616,161,161,1472,400,2523,342,1237,63,212,1425,1345,80
36047053500,3053500,4469,4396,73,0,1903,289,3889,37,31,142,81,1309,1200,109
36047053700,3053700,4304,4107,197,197,2214,80,3912,46,39,121,106,877,840,37
36047053800,3053800,5535,5519,16,6,1287,474,3671,256,832,83,219,2318,2220,98
36047053900,3053900,2668,2668,0,0,990,366,2114,85,8,50,45,840,828,12
36047054200,3054200,4750,4721,29,0,1251,461,3559,76,408,98,148,1715,1622,93
36047054300,3054300,5,5,0,0,2,4,1,0,0,0,0,2,0,2
36047054400,3054400,3785,3785,0,0,1004,199,2759,43,591,72,121,1359,1289,70
36047054500,3054500,7304,7304,0,0,2673,1819,4402,795,33,111,144,2391,2320,71
36047054600,3054600,5409,5393,16,13,1255,383,3516,207,887,56,360,2213,2119,94
36047054700,3054700,7855,7845,10,0,2763,1097,5764,289,363,129,213,3102,2626,476
36047054800,3054800,2189,2167,22,0,588,91,1870,20,86,25,97,788,752,36
36047054900,3054900,4748,4748,0,0,1094,772,3225,163,302,87,199,2276,2081,195
36047055000,3055000,3956,3950,6,0,914,399,2699,120,477,44,217,1611,1542,69
36047055100,3055100,6343,6301,42,0,743,2232,3163,251,381,61,255,3555,3196,359
36047055200,3055200,3735,3708,27,0,721,286,2266,109,827,28,219,1524,1465,59
36047055300,3055300,3078,2878,200,0,314,588,1895,168,266,24,137,1656,1486,170
36047055400,3055400,4813,4813,0,0,1150,597,2780,75,999,46,316,1868,1771,97
36047055500,3055500,8688,8677,11,0,1231,1400,5321,263,1141,78,485,4922,4516,406
36047055600,3055600,3880,3855,25,0,1020,305,2853,27,506,34,155,1418,1356,62
36047055700,3055700,1848,1848,0,0,181,225,1345,31,138,14,95,1087,978,109
36047055800,3055800,2736,2736,0,0,686,216,1772,25,569,28,126,989,954,35
36047056000,3056000,3882,3858,24,0,869,161,3028,59,427,8,199,1662,1537,125
36047056100,3056100,3460,3402,58,0,363,428,2632,64,165,30,141,1785,1643,142
36047056200,3056200,1695,1695,0,0,509,48,1458,13,141,11,24,589,511,78
36047056301,3056301,4923,4752,171,0,485,1064,2982,196,381,69,231,2650,2384,266
36047056302,3056302,2002,1987,15,0,500,614,845,282,155,22,84,1117,942,175
36047056400,3056400,2626,2626,0,0,552,157,1815,67,519,22,46,1087,1011,76
36047056500,3056500,3738,3685,53,0,407,567,2699,69,189,27,187,2017,1864,153
36047056600,3056600,2548,2546,2,0,489,194,1224,310,709,20,91,1049,990,59
36047056800,3056800,1310,1310,0,0,217,86,774,22,407,9,12,546,505,41
36047056900,3056900,1624,1624,0,0,159,191,1197,27,130,23,56,880,817,63
36047057000,3057000,3534,3350,184,184,499,379,1797,257,1015,18,68,1529,1454,75
36047057100,3057100,4267,4256,11,0,421,367,3468,42,219,16,155,2300,2126,174
36047057200,3057200,5221,5221,0,0,1332,1422,548,2585,422,53,191,2209,2174,35
36047057300,3057300,2590,2590,0,0,258,230,2061,49,135,23,92,1322,1218,104
36047057400,3057400,2560,2555,5,0,474,175,1039,57,1234,19,36,977,882,95
36047057500,3057500,4902,4862,40,16,469,901,3258,76,424,38,205,2622,2421,201
36047057600,3057600,2912,2912,0,0,572,203,1130,56,1408,13,102,1059,996,63
36047057800,3057800,3332,3332,0,0,689,374,1572,74,1143,46,123,1248,1134,114
36047057901,3057901,1416,1317,99,0,134,396,764,70,115,21,50,657,599,58
36047057902,3057902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047058000,3058000,3502,3502,0,0,775,400,1449,95,1410,25,123,1302,1247,55
36047058200,3058200,3044,3044,0,0,788,309,1578,53,959,9,136,1114,1033,81
36047058400,3058400,3797,3781,16,0,802,262,2553,50,798,12,122,1553,1479,74
36047058600,3058600,2655,2648,7,0,527,207,738,106,1564,15,25,902,856,46
36047058800,3058800,3532,3517,15,0,636,295,2345,67,712,25,88,1566,1485,81
36047058901,3058901,1781,1781,0,0,242,117,1464,30,95,8,67,871,789,82
36047058902,3058902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047059000,3059000,2014,2014,0,0,460,284,693,100,833,17,87,737,692,45
36047059100,3059100,3856,3856,0,0,504,494,2969,51,165,26,151,2017,1888,129
36047059200,3059200,4268,4268,0,0,800,298,2380,75,1229,14,272,1792,1727,65
36047059300,3059300,2274,2274,0,0,316,370,1645,33,111,12,103,1063,1002,61
36047059402,3059402,5105,5105,0,0,881,280,3212,49,1394,23,147,2088,2007,81
36047059403,3059403,3779,3779,0,0,714,211,1830,51,1544,15,128,1464,1394,70
36047059404,3059404,4426,4424,2,0,887,330,2421,58,1442,18,157,1718,1648,70
36047059600,3059600,2569,2569,0,0,403,128,2013,61,290,16,61,1191,1161,30
36047059800,3059800,3617,3599,18,0,814,221,2492,165,439,24,276,1483,1377,106
36047060000,3060000,6844,6836,8,0,1255,368,5226,88,866,32,264,3013,2820,193
36047060600,3060600,3178,3164,14,0,528,309,2075,112,583,7,92,1469,1394,75
36047060800,3060800,4015,3905,110,110,694,268,2811,149,621,6,160,1802,1714,88
36047061002,3061002,5064,5064,0,0,750,104,4669,29,127,37,98,2608,2475,133
36047061003,3061003,2418,2418,0,0,608,810,613,25,839,32,99,740,693,47
36047061004,3061004,6669,6669,0,0,1125,523,5059,78,679,49,281,3188,3059,129
36047061200,3061200,1063,1063,0,0,209,31,961,6,22,14,29,474,386,88
36047061600,3061600,1854,1466,388,388,309,58,1692,28,28,19,29,588,534,54
36047062000,3062000,1767,1767,0,0,368,41,1633,5,55,2,31,721,661,60
36047062200,3062200,3325,2910,415,133,588,257,2315,392,211,37,113,1566,1342,224
36047062600,3062600,3152,3141,11,1,668,339,1554,246,856,42,115,1207,1130,77
36047062800,3062800,5222,5215,7,0,1049,573,3862,44,620,27,96,2027,1855,172
36047063200,3063200,1476,1464,12,0,209,144,1073,38,171,8,42,727,681,46
36047063600,3063600,1317,1317,0,0,273,132,846,18,273,24,24,488,455,33
36047063800,3063800,1617,1606,11,0,311,122,1082,78,293,7,35,684,624,60
36047064000,3064000,1620,1620,0,0,473,117,1253,23,191,4,32,534,487,47
36047064200,3064200,2865,2703,162,142,635,305,2019,123,288,31,99,1068,1007,61
36047064400,3064400,2702,2660,42,0,836,278,1844,130,343,49,58,862,787,75
36047064600,3064600,2226,2216,10,0,705,165,1663,107,172,72,47,694,655,39
36047064800,3064800,1993,1986,7,0,544,233,1129,274,233,31,93,653,606,47
36047065000,3065000,1439,1423,16,0,276,239,335,544,254,7,60,518,484,34
36047065200,3065200,1197,1197,0,0,265,127,743,42,211,23,51,476,412,64
36047065400,3065400,1681,1681,0,0,479,145,1229,30,209,18,50,567,542,25
36047065600,3065600,1795,1795,0,0,432,170,1323,5,257,7,33,627,598,29
36047065800,3065800,1844,1844,0,0,399,205,1165,31,380,12,51,747,682,65
36047066000,3066000,1762,1762,0,0,377,165,1229,11,311,4,42,679,638,41
36047066200,3066200,1497,1490,7,0,303,201,849,62,345,8,32,609,551,58
36047066600,3066600,1,1,0,0,0,1,0,0,0,0,0,1,1,0
36047067000,3067000,2876,2876,0,0,601,388,466,1377,482,14,149,1084,994,90
36047067200,3067200,1435,1435,0,0,257,149,135,936,111,35,69,474,440,34
36047067400,3067400,1992,1984,8,0,401,203,241,1174,205,53,116,633,593,40
36047067600,3067600,1622,1622,0,0,287,141,133,1127,84,36,101,605,567,38
36047067800,3067800,2874,2872,2,0,595,195,259,2193,87,21,119,1041,959,82
36047068000,3068000,1887,1887,0,0,391,264,206,1141,149,19,108,609,581,28
36047068200,3068200,2489,2480,9,0,490,289,381,1362,253,34,170,889,826,63
36047068600,3068600,1749,1749,0,0,316,199,710,520,232,20,68,750,696,54
36047068800,3068800,1706,1698,8,0,269,233,383,853,136,16,85,622,607,15
36047069000,3069000,1880,1871,9,0,351,300,274,1077,119,26,84,639,610,29
36047069200,3069200,2512,2512,0,0,452,230,220,1812,107,33,110,899,851,48
36047069601,3069601,3932,3932,0,0,791,481,1131,1929,199,47,145,1632,1490,142
36047069602,3069602,6275,6258,17,4,1322,540,3578,1443,478,71,165,2355,2243,112
36047069800,3069800,1417,1347,70,70,270,134,1057,108,82,3,33,516,480,36
36047070000,3070000,1650,1635,15,0,328,153,1356,45,48,10,38,701,627,74
36047070201,3070201,6719,6705,14,0,1521,308,5918,72,247,64,110,2582,2393,189
36047070202,3070202,21,21,0,0,7,3,12,5,0,0,1,11,5,6
36047070203,3070203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047070601,3070601,2703,2703,0,0,599,168,2342,44,69,18,62,1067,982,85
36047070602,3070602,4,4,0,0,0,0,2,0,0,0,2,3,3,0
36047072000,3072000,2205,2205,0,0,454,135,94,1806,74,19,77,721,697,24
36047072200,3072200,2893,2881,12,0,517,138,74,2341,103,30,207,1063,1002,61
36047072400,3072400,1911,1909,2,0,326,85,35,1672,21,16,82,727,694,33
36047072600,3072600,2582,2287,295,0,570,301,52,1950,79,43,157,749,725,24
36047072800,3072800,3645,3645,0,0,611,183,145,3006,64,38,209,1526,1469,57
36047073000,3073000,2170,2157,13,0,388,125,100,1711,90,32,112,746,716,30
36047073200,3073200,2173,2173,0,0,360,179,66,1604,114,39,171,736,704,32
36047073400,3073400,1818,1818,0,0,321,155,63,1332,112,31,125,592,547,45
36047073600,3073600,3473,3455,18,0,767,406,167,2205,462,73,160,1207,1158,49
36047073800,3073800,3290,3263,27,0,797,333,964,1534,266,54,139,1154,1079,75
36047074000,3074000,3446,3446,0,0,784,355,307,2131,392,72,189,1114,1056,58
36047074200,3074200,3023,3009,14,0,783,236,1269,1183,103,42,190,960,922,38
36047074400,3074400,2481,2470,11,0,918,63,2179,122,68,22,27,648,609,39
36047074600,3074600,2100,2064,36,0,579,156,1334,360,173,27,50,696,638,58
36047074800,3074800,1936,1936,0,0,539,112,1333,353,43,48,47,682,638,44
36047075000,3075000,2928,2899,29,0,859,136,2162,389,99,83,59,982,937,45
36047075200,3075200,1042,1042,0,0,310,12,961,12,12,4,41,334,309,25
36047075400,3075400,1402,1388,14,0,431,8,1343,13,0,15,23,470,442,28
36047075600,3075600,1934,1909,25,0,484,84,1560,69,136,34,51,698,665,33
36047075800,3075800,2005,2005,0,0,456,59,1654,39,144,22,87,775,739,36
36047076000,3076000,2832,2824,8,0,671,178,2139,49,324,26,116,1105,1073,32
36047076200,3076200,4391,4355,36,0,972,518,2127,423,1045,89,189,1661,1593,68
36047076400,3076400,3783,3762,21,0,727,644,941,1676,316,48,158,1494,1447,47
36047076600,3076600,1990,1989,1,0,350,258,236,1268,103,16,109,748,724,24
36047076800,3076800,4049,3861,188,0,1094,320,2687,131,673,77,161,1427,1280,147
36047077000,3077000,2776,2754,22,0,526,471,311,1637,111,65,181,1226,1025,201
36047077200,3077200,3070,3060,10,10,667,395,1007,1249,176,46,197,1185,1112,73
36047077400,3077400,3029,2998,31,0,707,396,545,1698,229,33,128,1156,1135,21
36047077600,3077600,3784,3784,0,0,650,337,209,2700,235,56,247,1716,1631,85
36047078000,3078000,2197,2169,28,0,320,149,54,1710,49,47,188,708,678,30
36047078200,3078200,4081,4081,0,0,797,267,65,3281,94,69,305,1581,1482,99
36047078400,3078400,2441,2441,0,0,404,218,137,1830,39,61,156,882,827,55
36047078601,3078601,2374,2374,0,0,479,315,90,1536,278,20,135,1004,928,76
36047078602,3078602,2073,2053,20,0,328,215,141,1536,53,41,87,913,850,63
36047078801,3078801,2040,2040,0,0,411,248,77,1449,82,16,168,775,728,47
36047078802,3078802,1328,1328,0,0,269,80,18,1097,9,13,111,490,477,13
36047079001,3079001,1347,1347,0,0,246,189,133,882,36,10,97,550,519,31
36047079002,3079002,3769,3762,7,0,715,338,181,2850,101,68,231,1422,1345,77
36047079201,3079201,1743,1743,0,0,348,269,128,1161,48,19,118,659,633,26
36047079202,3079202,3171,2351,820,0,1005,492,140,2241,120,26,152,939,859,80
36047079400,3079400,2742,2202,540,0,810,407,203,1888,36,59,149,806,752,54
36047079601,3079601,4125,4092,33,0,597,529,1010,2135,175,53,223,1965,1823,142
36047079602,3079602,4489,4489,0,0,701,700,711,2597,158,72,251,1977,1861,116
36047079801,3079801,2957,2957,0,0,421,289,836,1513,104,37,178,1346,1290,56
36047079802,3079802,5647,5647,0,0,802,680,1584,2652,310,87,334,2719,2623,96
36047080000,3080000,3562,3546,16,0,529,363,1019,1815,118,22,225,1512,1380,132
36047080200,3080200,4521,4521,0,0,737,536,802,2613,191,59,320,1999,1881,118
36047080400,3080400,3327,3310,17,0,524,283,661,1933,142,50,258,1487,1371,116
36047080600,3080600,3781,3742,39,0,1076,201,1442,1758,73,101,206,1327,1215,112
36047080800,3080800,1940,1106,834,790,240,445,179,1126,93,35,62,696,674,22
36047081000,3081000,2907,2452,455,455,552,187,520,1896,91,71,142,1033,941,92
36047081400,3081400,3121,3102,19,0,625,166,172,2422,114,80,167,1127,1052,75
36047081600,3081600,2580,2580,0,0,492,231,101,1989,87,55,117,983,916,67
36047081800,3081800,4830,4629,201,0,755,521,565,3160,201,53,330,2119,2011,108
36047082000,3082000,5495,5487,8,6,928,586,609,3708,155,62,375,2331,2212,119
36047082200,3082200,7201,7038,163,138,1108,850,866,4809,219,75,382,3446,3003,443
36047082400,3082400,4963,4942,21,0,949,535,303,3616,134,86,289,1960,1792,168
36047082600,3082600,5165,5146,19,0,953,421,256,3962,99,58,369,2082,1925,157
36047082800,3082800,4206,3912,294,265,810,470,211,3150,92,66,217,1528,1414,114
36047083000,3083000,6167,6082,85,0,1313,501,122,4875,112,90,467,2331,2220,111
36047083200,3083200,2362,2357,5,0,475,150,43,1836,119,45,169,765,738,27
36047083400,3083400,1733,1733,0,0,308,118,29,1373,55,25,133,597,562,35
36047083600,3083600,2160,2160,0,0,386,157,20,1763,85,17,118,810,752,58
36047083800,3083800,2226,2223,3,0,376,128,34,1756,42,30,236,830,760,70
36047084000,3084000,2324,2317,7,0,435,145,36,1928,24,44,147,784,759,25
36047084600,3084600,1986,1979,7,0,422,126,23,1604,26,44,163,747,686,61
36047084800,3084800,1728,1713,15,0,304,101,16,1353,69,36,153,599,565,34
36047085000,3085000,1509,1509,0,0,274,73,26,1263,16,14,117,508,469,39
36047085200,3085200,32,32,0,0,6,5,0,19,6,0,2,9,9,0
36047085400,3085400,1962,1962,0,0,316,155,64,1488,70,32,153,730,691,39
36047085600,3085600,3568,3568,0,0,693,330,138,2677,66,50,307,1489,1396,93
36047085800,3085800,2474,2474,0,0,462,137,42,1974,125,33,163,865,817,48
36047086000,3086000,3809,3784,25,0,786,374,39,3035,52,46,263,1342,1291,51
36047086200,3086200,3427,3427,0,0,739,242,39,2834,51,43,218,1230,1178,52
36047086400,3086400,2499,2499,0,0,473,148,45,2122,18,17,149,878,843,35
36047086600,3086600,3385,3380,5,0,641,216,135,2715,21,88,210,1340,1273,67
36047086800,3086800,3413,3390,23,0,685,199,86,2803,31,31,263,1349,1247,102
36047087000,3087000,3570,3558,12,0,678,208,99,2885,46,24,308,1312,1257,55
36047087200,3087200,3128,3128,0,0,641,125,132,2514,59,37,261,1171,1102,69
36047087401,3087401,3740,3740,0,0,920,311,619,2487,22,85,216,1515,1430,85
36047087600,3087600,2098,1959,139,0,477,171,538,1175,45,50,119,818,750,68
36047087800,3087800,2730,2639,91,15,458,183,78,2233,26,40,170,1041,980,61
36047088001,3088001,2127,1725,402,402,312,186,187,1625,8,45,76,769,727,42
36047088002,3088002,1374,1374,0,0,315,61,140,1036,22,17,98,543,488,55
36047088200,3088200,6804,6796,8,0,1542,606,175,5473,57,62,431,2750,2597,153
36047088400,3088400,5513,5488,25,0,1149,355,105,4580,41,127,305,2175,2017,158
36047088600,3088600,4547,4500,47,0,978,409,68,3715,22,35,298,1889,1787,102
36047088800,3088800,4001,4001,0,0,846,371,18,3305,16,44,247,1540,1472,68
36047089000,3089000,6683,5847,836,675,1263,653,150,5375,38,83,384,2402,2270,132
36047089200,3089200,3673,3533,140,0,752,519,70,2808,20,54,202,1580,1514,66
36047089400,3089400,3834,3673,161,0,992,445,43,3017,32,44,253,1353,1209,144
36047089600,3089600,4081,4065,16,0,920,412,71,3268,33,54,243,1704,1608,96
36047089800,3089800,2329,2329,0,0,591,310,36,1755,28,38,162,821,757,64
36047090000,3090000,5434,5430,4,0,1367,1139,49,3938,20,30,258,2045,1980,65
36047090200,3090200,3817,3136,681,0,1200,860,77,2620,73,54,133,1043,993,50
36047090600,3090600,4534,4509,25,0,1397,1521,62,2747,48,39,117,1627,1600,27
36047090800,3090800,5893,4228,1665,0,2241,1858,158,3579,39,61,198,1644,1583,61
36047091000,3091000,5814,5649,165,0,1460,1914,69,3516,100,50,165,2440,2404,36
36047091200,3091200,6572,6572,0,0,1897,2127,53,4077,60,59,196,2367,2338,29
36047091600,3091600,5309,5283,26,0,1380,837,62,3930,95,114,271,1941,1847,94
36047091800,3091800,2703,2698,5,0,631,1116,29,1421,15,25,97,1004,977,27
36047092000,3092000,3491,3481,10,0,880,529,29,2667,36,31,199,1226,1189,37
36047092200,3092200,3031,3031,0,0,571,262,19,2508,21,39,182,1372,1265,107
36047092400,3092400,3628,3396,232,59,1048,603,73,2693,17,50,192,1178,1132,46
36047092800,3092800,2861,2835,26,0,567,190,57,2330,22,42,220,1125,1051,74
36047093000,3093000,2567,2567,0,0,442,91,8,2311,6,49,102,1000,951,49
36047093200,3093200,1277,1277,0,0,215,56,13,1049,50,17,92,441,430,11
36047093400,3093400,2466,2466,0,0,399,126,40,2086,29,27,158,969,921,48
36047093600,3093600,1854,1854,0,0,357,91,4,1620,7,13,119,707,671,36
36047093800,3093800,2662,2412,250,0,517,263,67,2106,10,24,192,958,897,61
36047094401,3094401,3447,3447,0,0,610,128,58,3030,20,20,191,1263,1197,66
36047094402,3094402,2810,2810,0,0,650,458,66,2147,18,27,94,1193,1172,21
36047094600,3094600,2079,2073,6,0,361,103,25,1756,18,21,156,821,772,49
36047095000,3095000,3170,3170,0,0,629,142,111,2704,32,24,157,1076,1055,21
36047095400,3095400,5156,5156,0,0,999,219,100,4450,38,45,304,1728,1679,49
36047095600,3095600,4391,4391,0,0,888,252,168,3594,66,68,243,1469,1403,66
36047095800,3095800,3770,3759,11,0,739,220,119,3135,103,34,159,1330,1249,81
36047096000,3096000,6,6,0,0,4,1,0,3,0,0,2,3,3,0
36047096200,3096200,1701,1693,8,0,335,150,78,1336,27,14,96,573,548,25
36047096400,3096400,2621,2621,0,0,639,187,146,2005,76,24,183,863,815,48
36047096600,3096600,2353,2353,0,0,492,188,96,1793,72,44,160,810,763,47
36047096800,3096800,1555,1529,26,0,346,179,65,1160,31,22,98,494,471,23
