geoid,ct,pop,households,grp_qtrs,inst,pop_u18,hisp,white,black,asian,other_race,multiracial,housing,occupied,vacant
36047005800,3005800,3450,3450,0,0,622,637,2236,69,380,41,87,1681,1571,110
36047005900,3005900,1742,1569,173,0,286,503,821,269,44,22,83,741,691,50
36047006000,3006000,2876,2868,8,0,579,705,1572,42,422,25,110,1216,1133,83
36047006200,3006200,2958,2919,39,0,557,535,1851,75,374,25,98,1293,1216,77
36047006300,3006300,2007,2007,0,0,479,219,1483,40,133,11,121,985,895,90
36047006400,3006400,3623,3604,19,0,679,720,2254,57,469,27,96,1579,1488,91
36047006500,3006500,5461,5433,28,0,1157,514,4267,81,280,29,290,2696,2441,255
36047006600,3006600,3974,3959,15,0,771,928,2237,76,512,43,178,1717,1617,100
36047006700,3006700,3618,3618,0,0,902,256,2860,35,213,15,239,1604,1481,123
36047006800,3006800,5491,5465,26,7,1334,1486,2607,161,986,80,171,1995,1917,78
36047006901,3006901,1631,1618,13,0,273,175,1189,46,105,7,109,853,779,74
36047006902,3006902,1962,1962,0,0,383,261,1367,57,131,19,127,891,855,36
36047007000,3007000,2454,2426,28,0,429,510,1290,104,458,16,76,1128,1060,68
36047007100,3007100,4362,4362,0,0,994,1481,887,1485,311,50,148,1807,1731,76
36047007200,3007200,2082,2066,16,0,515,1141,264,41,587,4,45,642,618,24
36047007400,3007400,5829,5829,0,0,1547,3629,411,53,1638,35,63,1694,1613,81
36047007500,3007500,4691,4682,9,0,929,535,3483,79,269,41,284,2310,2121,189
36047007600,3007600,4872,4856,16,0,1109,3004,553,76,1099,93,47,1590,1488,102
36047007700,3007700,5690,5665,25,0,1137,588,4111,207,416,36,332,2908,2711,197
36047007800,3007800,5333,5300,33,0,1222,3808,524,168,719,48,66,1722,1639,83
36047008000,3008000,4024,4017,7,0,863,2839,453,104,503,51,74,1462,1400,62
36047008200,3008200,4008,3989,19,0,843,2667,634,112,445,51,99,1485,1409,76
36047008400,3008400,3311,3197,114,0,722,2213,624,153,215,32,74,1128,1063,65
36047008500,3008500,6673,6673,0,0,1715,3152,109,2752,380,81,199,2875,2785,90
36047008600,3008600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047008800,3008800,3258,3245,13,0,691,1710,800,101,531,30,86,1227,1154,73
36047009001,3009001,1886,1886,0,0,501,958,216,21,638,16,37,561,539,22
36047009002,3009002,1391,1391,0,0,364,602,115,37,609,3,25,446,431,15
36047009201,3009201,2087,2087,0,0,487,665,301,12,1071,6,32,684,649,35
36047009202,3009202,3424,3424,0,0,832,1394,303,98,1514,49,66,1079,1029,50
36047009401,3009401,3127,3127,0,0,810,661,152,9,2246,33,26,863,820,43
36047009402,3009402,3168,3168,0,0,893,468,621,39,1977,18,45,907,865,42
36047009600,3009600,6462,6441,21,0,1532,3283,804,141,2113,24,97,2045,1935,110
36047009800,3009800,7440,7432,8,0,1991,3342,298,81,3653,29,37,2042,1942,100
36047010000,3010000,7741,7725,16,0,1967,2425,434,71,4701,42,68,2167,2064,103
36047010100,3010100,4590,4184,406,0,976,2343,1430,340,300,55,122,1611,1480,131
36047010200,3010200,6578,6548,30,0,1754,1487,297,46,4690,20,38,1784,1697,87
36047010401,3010401,3015,3015,0,0,757,208,156,18,2600,11,22,933,865,68
36047010402,3010402,2965,2965,0,0,758,214,247,25,2445,0,34,941,859,82
36047010601,3010601,3037,3037,0,0,732,451,134,10,2399,17,26,923,874,49
36047010602,3010602,2820,2820,0,0,649,160,77,3,2554,12,14,824,757,67
36047010801,3010801,2876,2876,0,0,764,396,84,6,2372,5,13,821,768,53
36047010802,3010802,2840,2840,0,0,652,411,240,31,2128,12,18,938,846,92
36047011000,3011000,2709,2709,0,0,824,1142,648,47,789,46,37,806,720,86
36047011200,3011200,6636,6614,22,0,2079,1944,2283,135,1963,147,164,2159,2075,84
36047011400,3011400,4150,3673,477,449,1206,640,1947,184,1113,159,107,1357,1138,219
36047011600,3011600,5529,5505,24,0,1510,558,478,42,4388,25,38,1649,1556,93
36047011700,3011700,2672,2672,0,0,421,729,1425,103,252,29,134,1308,1201,107
36047011800,3011800,2578,2578,0,0,594,283,203,21,2036,20,15,798,771,27
36047011901,3011901,1589,1430,159,0,237,350,879,156,119,17,68,720,653,67
36047011902,3011902,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36047012000,3012000,1176,1176,0,0,296,144,93,3,906,4,26,361,342,19
36047012100,3012100,1916,1914,2,0,295,463,1046,76,222,13,96,952,830,122
36047012200,3012200,5521,5509,12,0,1332,2357,630,73,2394,27,40,1715,1626,89
36047012600,3012600,3085,3085,0,0,722,735,1053,80,1098,16,103,1019,951,68
36047012700,3012700,4036,3802,234,50,692,1183,1117,1265,265,39,167,1782,1700,82
36047012801,3012801,2567,2567,0,0,597,214,494,18,1799,4,38,818,779,39
36047012901,3012901,2333,2333,0,0,343,405,1266,197,272,18,175,1156,1073,83
36047012902,3012902,3318,3298,20,0,498,466,1681,610,319,21,221,1705,1629,76
36047013000,3013000,5347,5283,64,0,1227,1163,2661,141,1100,66,216,2005,1912,93
36047013100,3013100,3979,3933,46,0,655,692,2263,434,328,27,235,1913,1791,122
36047013200,3013200,2870,2870,0,0,712,413,746,17,1617,14,63,870,823,47
36047013300,3013300,4411,4411,0,0,919,525,2919,190,462,23,292,1996,1894,102
36047013400,3013400,4212,4194,18,0,905,839,2168,71,941,40,153,1658,1541,117
36047013500,3013500,3799,3697,102,0,881,454,2447,233,351,33,281,1615,1524,91
36047013600,3013600,4079,4054,25,0,819,830,2446,58,546,40,159,1661,1558,103
36047013700,3013700,3406,3386,20,2,622,506,2176,180,280,35,229,1663,1562,101
36047013800,3013800,3247,3230,17,0,544,665,1937,72,430,49,94,1449,1353,96
36047013900,3013900,3727,3727,0,0,619,625,2280,273,313,21,215,1643,1545,98
36047014000,3014000,2136,2118,18,10,422,288,1418,18,357,21,34,865,820,45
36047014101,3014101,1621,1369,252,0,388,309,829,216,176,10,81,616,573,43
36047014102,3014102,1858,1858,0,0,349,343,1088,67,231,19,110,955,853,102
36047014200,3014200,3434,3423,11,0,641,728,1988,74,535,25,84,1498,1434,64
36047014300,3014300,3705,3705,0,0,646,1072,1903,138,349,43,200,1726,1570,156
36047014500,3014500,4404,4356,48,0,703,1494,2087,209,302,50,262,1966,1857,109
36047014700,3014700,2242,2242,0,0,494,631,1287,77,122,30,95,959,914,45
36047014800,3014800,1244,1244,0,0,222,143,907,4,169,5,16,523,483,40
36047014901,3014901,1529,1470,59,0,301,192,1002,84,139,6,106,701,655,46
36047014902,3014902,3601,3589,12,0,682,655,2260,105,302,28,251,1610,1505,105
36047015000,3015000,1791,1784,7,0,386,218,1045,3,493,1,31,720,667,53
36047015100,3015100,3696,3687,9,0,818,369,2713,105,265,32,212,1684,1564,120
36047015200,3015200,2545,2346,199,179,474,370,1481,36,563,28,67,972,882,90
36047015300,3015300,2633,2624,9,9,575,247,1976,71,198,17,124,1252,1127,125
36047015400,3015400,9,6,3,0,1,2,3,0,0,1,3,1,0,1
36047015500,3015500,3466,3458,8,0,810,277,2625,109,222,18,215,1572,1466,106
36047015700,3015700,4447,4437,10,0,894,325,3339,150,298,52,283,2199,2056,143
36047015900,3015900,5206,5206,0,0,844,378,3802,273,384,65,304,2752,2563,189
36047016000,3016000,4462,4455,7,0,951,1115,2154,142,892,56,103,1851,1773,78
36047016100,3016100,3450,3448,2,0,581,436,2051,380,327,30,226,1637,1549,88
36047016200,3016200,2218,2196,22,0,357,373,1296,130,305,26,88,1161,1046,115
36047016300,3016300,4088,4088,0,0,739,368,2312,664,415,50,279,2037,1907,130
36047016400,3016400,775,775,0,0,273,189,319,105,81,16,65,280,232,48
36047016500,3016500,5080,5064,16,0,1113,427,3825,128,359,57,284,2402,2205,197
36047016600,3016600,1968,1968,0,0,395,120,1548,4,252,10,34,777,727,50
36047016700,3016700,4754,4741,13,0,1064,504,3525,110,275,46,294,2151,2009,142
36047016800,3016800,1695,1695,0,0,338,107,1016,17,527,1,27,750,697,53
36047016900,3016900,4459,4453,6,0,843,797,2694,137,543,47,241,2093,1996,97
36047017000,3017000,3604,3604,0,0,759,406,1587,13,1521,21,56,1345,1227,118
36047017100,3017100,3717,3710,7,0,832,316,2822,69,261,37,212,1668,1544,124
36047017200,3017200,3300,3291,9,0,696,422,1237,46,1518,12,65,1175,1104,71
36047017400,3017400,1950,1950,0,0,418,237,938,9,720,15,31,778,713,65
36047017500,3017500,5,5,0,0,2,2,0,0,2,0,1,5,5,0
36047017600,3017600,2418,2418,0,0,482,454,970,30,911,12,41,964,907,57
36047017700,3017700,15,13,2,0,4,5,2,7,0,0,1,7,7,0
36047017800,3017800,2959,2770,189,178,629,545,966,45,1336,10,57,978,909,69
36047017900,3017900,3895,3574,321,321,610,590,954,1818,291,31,211,1611,1567,44
36047018000,3018000,3125,3125,0,0,704,681,1033,36,1313,13,49,1139,1035,104
36047018100,3018100,4204,4181,23,16,595,367,2477,764,334,40,222,2374,2226,148
36047018200,3018200,3745,3745,0,0,829,523,924,17,2196,16,69,1282,1177,105
36047018300,3018300,2784,2784,0,0,527,306,1630,425,156,39,228,1390,1255,135
36047018400,3018400,2460,2460,0,0,447,146,895,7,1360,0,52,925,865,60
36047018501,3018501,4461,4385,76,0,1128,1332,316,2138,493,41,141,1798,1732,66
36047018600,3018600,2364,2364,0,0,457,287,809,20,1216,5,27,825,782,43
36047018700,3018700,1336,1305,31,0,227,217,667,236,102,34,80,650,570,80
36047018800,3018800,2955,2948,7,0,555,526,1121,19,1243,23,23,1067,997,70
36047019000,3019000,4853,4835,18,0,1069,1353,1262,61,2087,33,57,1717,1616,101
36047019100,3019100,3427,3356,71,0,600,570,1634,562,411,60,190,1640,1472,168
36047019200,3019200,3541,3528,13,0,1221,677,1492,23,1194,104,51,955,892,63
36047019300,3019300,6279,4629,1650,0,674,891,1942,2073,973,141,259,2736,2503,233
36047019400,3019400,3570,3557,13,0,762,804,681,32,1995,5,53,1236,1139,97
36047019500,3019500,3684,3670,14,0,517,509,1773,899,236,72,195,1919,1807,112
36047019600,3019600,4691,4469,222,123,1017,973,1541,38,2050,17,72,1639,1542,97
36047019700,3019700,3585,3568,17,0,595,312,1879,866,249,25,254,1842,1696,146
36047019800,3019800,2061,2061,0,0,439,322,900,22,765,18,34,748,680,68
36047019900,3019900,3978,3978,0,0,530,472,1838,1039,349,38,242,2304,2053,251
36047020000,3020000,2442,2442,0,0,583,419,1005,24,936,15,43,851,795,56
36047020100,3020100,3862,3852,10,0,606,324,2037,1020,220,41,220,2084,1774,310
36047020200,3020200,2147,2147,0,0,465,220,1062,21,802,10,32,760,716,44
36047020300,3020300,2132,2064,68,0,376,295,1070,324,264,41,138,961,893,68
36047020400,3020400,2040,2040,0,0,459,144,1115,0,732,15,34,736,688,48
36047020500,3020500,3405,3405,0,0,600,295,1942,555,312,50,251,1700,1616,84
36047020600,3020600,2505,2482,23,0,533,381,1214,14,854,6,36,891,827,64
36047020700,3020700,4871,4871,0,0,808,495,2745,911,366,65,289,2368,2253,115
36047020800,3020800,3782,3782,0,0,871,430,1111,34,2159,4,44,1247,1171,76
36047021000,3021000,4488,4488,0,0,1003,562,1130,26,2657,24,89,1511,1419,92
36047021100,3021100,2505,2502,3,0,444,613,708,793,246,38,107,1264,1147,117
36047021200,3021200,5278,5234,44,0,1180,691,950,79,3499,29,30,1677,1599,78
36047021300,3021300,3880,3861,19,0,517,434,857,2177,132,49,231,1865,1790,75
36047021400,3021400,2502,2502,0,0,864,184,1017,12,1185,69,35,697,655,42
36047021500,3021500,5569,5569,0,0,806,556,2552,1686,357,48,370,2751,2627,124
36047021600,3021600,4280,4263,17,0,1803,208,3141,23,661,138,109,1129,1063,66
36047021700,3021700,4351,4348,3,0,694,718,1377,1585,355,37,279,2074,1952,122
36047021800,3021800,4191,4106,85,0,1775,439,3162,43,258,210,79,1123,1046,77
36047021900,3021900,4225,4159,66,0,474,395,1594,1633,294,28,281,2095,1907,188
36047022000,3022000,5660,5633,27,0,2516,399,4419,31,350,365,96,1493,1419,74
36047022100,3022100,3897,3706,191,0,423,565,1321,1495,215,76,225,1914,1702,212
36047022200,3022200,5633,5633,0,0,2513,506,4407,82,183,285,170,1558,1466,92
36047022400,3022400,6117,6077,40,0,2702,917,4282,34,596,195,93,1564,1430,134
36047022600,3022600,2664,2568,96,0,1019,1027,984,65,435,72,81,665,613,52
36047022700,3022700,4515,4426,89,0,677,545,1446,1816,338,52,318,2252,2007,245
36047022800,3022800,3638,3594,44,26,1391,423,2008,112,927,103,65,966,911,55
36047022900,3022900,3923,3885,38,12,577,376,1629,1358,262,42,256,1901,1715,186
36047023000,3023000,4442,4442,0,0,1930,888,2948,67,352,134,53,1191,1065,126
36047023100,3023100,3832,3812,20,0,527,386,1742,1115,276,40,273,1875,1755,120
36047023200,3023200,6382,6380,2,0,2920,398,5038,50,483,270,143,1709,1528,181
36047023300,3023300,5961,5961,0,0,1450,1223,1720,2304,420,60,234,2317,2183,134
36047023400,3023400,5923,5904,19,0,2742,107,5299,40,77,274,126,1670,1564,106
36047023500,3023500,5921,5897,24,0,2389,755,3948,532,360,154,172,1775,1678,97
36047023600,3023600,6548,6548,0,0,3012,78,5712,8,278,327,145,1844,1752,92
36047023800,3023800,5414,5414,0,0,2407,184,4624,12,114,318,162,1529,1432,97
36047024000,3024000,5165,5025,140,68,2219,204,4348,36,136,286,155,1474,1396,78
36047024100,3024100,3175,3163,12,0,693,485,1702,460,254,120,154,1451,1315,136
36047024200,3024200,3289,3149,140,0,1393,216,2401,24,116,465,67,922,792,130
36047024300,3024300,4347,4347,0,0,587,694,1532,1587,214,59,261,2120,1957,163
36047024400,3024400,3651,3641,10,0,1467,453,2540,32,427,147,52,1015,945,70
36047024500,3024500,4257,4257,0,0,636,391,1218,1926,421,50,251,1999,1829,170
36047024600,3024600,3436,3416,20,0,1029,345,1924,37,1036,39,55,1099,1014,85
36047024700,3024700,2820,2607,213,0,491,298,644,1461,248,46,123,1256,1154,102
36047024800,3024800,2647,2647,0,0,634,443,1093,29,988,34,60,920,854,66
36047024900,3024900,4264,4238,26,0,649,443,1259,2100,170,37,255,2051,1880,171
36047025000,3025000,1748,1735,13,0,327,275,264,9,1179,9,12,588,530,58
36047025100,3025100,4209,4052,157,0,764,794,771,2156,237,49,202,1647,1539,108
36047025200,3025200,5300,5300,0,0,1076,941,1882,35,2324,22,96,1938,1869,69
36047025300,3025300,3517,3517,0,0,602,496,1296,1262,212,63,188,1631,1456,175
36047025400,3025400,3650,3650,0,0,783,431,1055,47,2012,38,67,1258,1189,69
36047025500,3025500,4799,4799,0,0,1151,2815,58,1721,89,31,85,1721,1708,13
36047025600,3025600,3366,3366,0,0,694,373,958,33,1906,30,66,1133,1082,51
36047025700,3025700,2822,2822,0,0,815,867,1227,434,139,53,102,917,870,47
36047025800,3025800,5073,5073,0,0,1149,864,1843,50,2155,16,145,1746,1687,59
36047025901,3025901,2328,2186,142,0,515,744,773,598,93,9,111,822,773,49
36047025902,3025902,3560,3560,0,0,1034,1707,52,1593,72,48,88,1163,1140,23
36047026000,3026000,3656,3656,0,0,697,650,1066,35,1839,22,44,1267,1210,57
36047026100,3026100,6479,6137,342,0,1059,1469,1787,2440,367,88,328,2826,2615,211
36047026200,3026200,2726,2726,0,0,567,453,623,12,1554,9,75,890,861,29
36047026300,3026300,2088,2073,15,0,348,389,454,1058,76,22,89,956,901,55
36047026400,3026400,5103,5103,0,0,1178,1282,1494,31,2193,36,67,1757,1651,106
36047026500,3026500,4385,4322,63,0,771,714,994,2228,170,70,209,1849,1700,149
36047026600,3026600,3961,3961,0,0,783,565,1201,47,2066,20,62,1342,1276,66
36047026700,3026700,4228,4090,138,129,496,389,1197,2075,213,52,302,2014,1804,210
36047026800,3026800,4686,4650,36,0,1023,843,1779,75,1854,22,113,1611,1526,85
36047026900,3026900,3005,3005,0,0,420,298,689,1568,223,30,197,1409,1303,106
36047027000,3027000,2719,2719,0,0,560,231,1309,19,1067,15,78,1000,951,49
36047027100,3027100,3493,3487,6,0,659,423,488,2082,309,37,154,1541,1404,137
36047027200,3027200,3633,3633,0,0,861,619,1363,31,1513,11,96,1269,1213,56
36047027300,3027300,3131,3125,6,0,494,260,574,1998,98,49,152,1396,1310,86
36047027400,3027400,3272,3269,3,0,725,482,1172,53,1473,8,84,1109,1011,98
36047027500,3027500,4071,4046,25,0,583,383,1107,2118,162,58,243,1875,1716,159
36047027600,3027600,3886,3886,0,0,893,895,1140,63,1672,15,101,1332,1257,75
36047027700,3027700,4351,4340,11,0,973,671,543,2820,74,33,210,1794,1662,132
36047027800,3027800,3542,3538,4,0,779,474,1459,46,1423,32,108,1276,1232,44
36047027900,3027900,3674,3665,9,0,597,501,714,2135,97,39,188,1734,1510,224
36047028000,3028000,1862,1847,15,0,369,379,584,52,784,21,42,705,659,46
36047028100,3028100,4800,4714,86,0,890,1674,718,1922,246,49,191,1983,1848,135
36047028200,3028200,3282,3280,2,0,700,349,1452,36,1274,20,151,1338,1238,100
36047028300,3028300,3933,3710,223,34,847,1369,474,1764,137,58,131,1502,1427,75
36047028400,3028400,4396,4388,8,0,973,973,1706,53,1503,11,150,1524,1455,69
36047028501,3028501,636,529,107,44,64,263,202,104,40,3,24,233,218,15
36047028502,3028502,2658,2658,0,0,585,1312,13,1227,33,10,63,1107,1083,24
36047028600,3028600,6094,6094,0,0,1713,610,2358,124,2640,41,321,2135,2036,99
36047028700,3028700,3103,3093,10,0,526,1036,603,1037,265,38,124,1348,1229,119
36047028800,3028800,3900,3900,0,0,786,734,1486,23,1561,29,67,1336,1298,38
36047028900,3028900,3933,3632,301,0,706,1078,764,1672,173,50,196,1585,1460,125
36047029000,3029000,4377,4361,16,0,1024,662,2103,83,1238,54,237,1622,1562,60
36047029100,3029100,3042,2967,75,0,433,472,641,1627,98,43,161,1485,1301,184
36047029200,3029200,2781,2781,0,0,573,505,1086,35,999,21,135,1051,1005,46
36047029300,3029300,3402,3400,2,0,603,598,530,2027,79,39,129,1547,1426,121
36047029400,3029400,2298,1675,623,456,356,229,1180,97,656,6,130,641,621,20
36047029500,3029500,3851,3851,0,0,517,375,932,2128,129,37,250,1900,1694,206
36047029600,3029600,5993,5986,7,0,1249,679,2936,64,2064,31,219,2301,2185,116
36047029700,3029700,3921,3909,12,0,739,339,693,2560,102,39,188,1795,1610,185
36047029800,3029800,3955,3955,0,0,857,838,1446,42,1487,4,138,1376,1320,56
36047029900,3029900,2496,2275,221,190,524,601,270,1375,135,23,92,889,842,47
36047030000,3030000,4224,4224,0,0,893,568,1192,23,2320,13,108,1479,1405,74
36047030100,3030100,2970,2941,29,0,550,420,287,1994,58,50,161,1230,1116,114
36047030200,3030200,4391,4391,0,0,887,388,1324,58,2522,18,81,1604,1507,97
36047030300,3030300,4952,4728,224,22,1234,817,158,3600,96,55,226,1988,1876,112
36047030400,3030400,4686,4673,13,0,987,593,1627,105,2158,26,177,1755,1687,68
36047030500,3030500,7249,6966,283,283,988,1104,2916,2160,577,92,400,3299,3190,109
36047030600,3030600,2215,2194,21,12,451,412,695,40,1019,16,33,804,729,75
36047030700,3030700,5625,5625,0,0,1359,1119,302,3721,127,93,263,2543,2359,184
36047030800,3030800,2314,2203,111,0,408,316,1137,127,678,14,42,899,832,67
36047030900,3030900,2209,2184,25,0,524,417,168,1390,111,22,101,941,856,85
36047031100,3031100,3191,3144,47,0,488,411,590,1743,154,53,240,1411,1239,172
36047031300,3031300,5109,4803,306,0,695,615,966,3030,119,66,313,2481,2266,215
36047031401,3031401,5142,5129,13,0,899,660,2819,69,1486,28,80,2168,2063,105
36047031402,3031402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047031500,3031500,5613,5508,105,0,679,560,1881,2490,298,57,327,2813,2609,204
36047031701,3031701,3999,3999,0,0,519,349,1289,1804,238,55,264,1810,1703,107
36047031702,3031702,3714,3713,1,0,486,465,1400,1348,180,42,279,1798,1651,147
36047031900,3031900,3452,3433,19,0,746,270,1153,1664,85,87,193,1424,1330,94
36047032100,3032100,5488,5194,294,7,1003,909,979,3094,180,66,260,2296,2186,110
36047032300,3032300,3509,3509,0,0,495,504,686,1957,93,39,230,1532,1469,63
36047032500,3032500,6218,6195,23,0,1087,525,799,4459,113,56,266,2562,2451,111
36047032600,3032600,7075,6829,246,20,1822,2197,883,2654,1058,74,209,2514,2398,116
36047032700,3032700,3074,3051,23,0,407,364,805,1567,140,25,173,1511,1416,95
36047032800,3032800,3090,3070,20,13,638,612,288,1034,1081,12,63,1097,1064,33
36047032900,3032900,5707,5707,0,0,1169,721,1848,2564,98,198,278,2412,2299,113
36047033000,3033000,4423,4423,0,0,1164,1192,775,1946,299,51,160,1773,1712,61
36047033100,3033100,4217,4211,6,0,1185,178,2476,1217,10,186,150,1531,1467,64
36047033300,3033300,4503,4492,11,0,1394,208,3002,949,32,181,131,1441,1379,62
36047033500,3033500,3231,2967,264,0,824,195,1840,813,67,197,119,978,909,69
36047033600,3033600,4765,4631,134,0,956,464,3480,267,327,106,121,1997,1759,238
36047033701,3033701,2510,2466,44,0,601,177,1088,991,54,71,129,898,839,59
36047033702,3033702,2116,2000,116,25,598,136,1152,562,16,175,75,689,630,59
36047033900,3033900,4676,4649,27,0,882,454,1102,2586,181,88,265,2088,1917,171
36047034000,3034000,1958,1414,544,423,299,509,614,716,72,3,44,672,647,25
36047034100,3034100,2685,2431,254,229,319,268,638,1543,55,35,146,1106,1030,76
36047034200,3034200,7060,6883,177,177,1548,1615,1933,2689,516,90,217,3188,3078,110
36047034300,3034300,5024,5001,23,0,1193,1007,446,3131,133,49,258,2161,2027,134
36047034500,3034500,2738,2730,8,8,495,355,374,1725,65,52,167,1188,1042,146
36047034700,3034700,3645,3571,74,0,742,483,257,2628,56,48,173,1619,1516,103
36047034800,3034800,2828,2824,4,0,800,1324,664,186,517,30,107,914,849,65
36047034901,3034901,2067,2058,9,0,473,311,99,1470,23,45,119,808,764,44
36047034902,3034902,3347,3347,0,0,597,405,322,2332,65,34,189,1399,1317,82
36047035000,3035000,3082,3082,0,0,291,42,2932,21,32,7,48,1577,1518,59
36047035101,3035101,2243,2237,6,0,443,331,244,1409,75,27,157,939,892,47
36047035102,3035102,2626,2597,29,0,668,312,884,1146,35,104,145,948,889,59
36047035200,3035200,1367,956,411,243,99,251,637,331,90,11,47,664,647,17
36047035301,3035301,2566,2489,77,0,418,311,389,1645,39,40,142,1116,1052,64
36047035302,3035302,2811,2791,20,18,685,427,932,1234,63,60,95,1043,956,87
36047035400,3035400,5493,5493,0,0,678,135,5073,102,61,16,106,2946,2844,102
36047035500,3035500,5192,5167,25,0,1139,494,1029,3303,40,104,222,2054,1954,100
36047035601,3035601,2902,2902,0,0,300,92,2650,94,1,13,52,1552,1528,24
36047035602,3035602,5474,5462,12,0,678,155,4882,104,139,47,147,2973,2865,108
36047035701,3035701,2322,2322,0,0,528,441,80,1605,65,22,109,951,924,27
36047035702,3035702,15,0,15,0,2,7,3,3,0,2,0,0,0,0
36047035900,3035900,5617,5371,246,0,1324,876,253,4085,47,76,280,2224,2130,94
36047036001,3036001,3387,3354,33,0,409,116,2882,25,201,20,143,1863,1774,89
36047036002,3036002,4203,4186,17,1,480,191,3431,28,353,23,177,2239,2171,68
36047036100,3036100,2964,2696,268,0,659,592,137,2014,41,18,162,1167,1101,66
36047036200,3036200,4140,4089,51,0,921,1159,1721,128,952,23,157,1528,1418,110
36047036300,3036300,5385,5369,16,0,1453,1025,124,3808,46,82,300,2127,2024,103
36047036400,3036400,3006,2981,25,0,662,585,1383,55,830,33,120,1070,1004,66
36047036501,3036501,2959,2957,2,0,565,354,94,2287,52,21,151,1297,1241,56
36047036502,3036502,1902,1454,448,0,390,552,113,1118,23,25,71,626,560,66
36047036600,3036600,4681,4396,285,285,1013,1053,1889,61,1481,30,167,1618,1504,114
36047036700,3036700,1796,1504,292,0,414,655,107,880,49,33,72,566,516,50
36047036900,3036900,6136,6075,61,0,1220,1613,672,3323,159,83,286,2470,2278,192
36047037000,3037000,4750,4396,354,354,909,507,2881,154,1080,49,79,1735,1622,113
36047037100,3037100,4503,4503,0,0,830,698,403,3021,114,45,222,1813,1660,153
36047037300,3037300,4385,4356,29,0,792,988,502,2522,103,42,228,2020,1863,157
36047037401,3037401,4696,4696,0,0,986,397,3105,160,786,67,181,2007,1890,117
36047037402,3037402,5367,5367,0,0,978,517,3214,219,1146,24,247,2316,2243,73
36047037500,3037500,3809,3765,44,0,533,862,772,1684,224,35,232,1678,1553,125
36047037700,3037700,3970,3858,112,0,573,433,783,2371,80,44,259,1732,1560,172
36047037900,3037900,3851,3851,0,0,674,493,435,2562,71,52,238,1653,1551,102
36047038100,3038100,5313,5313,0,0,1084,842,660,3428,131,40,212,2199,2074,125
36047038200,3038200,5882,5867,15,0,1293,1817,336,1797,1754,44,134,2170,2125,45
36047038300,3038300,4338,4310,28,0,699,433,866,2548,133,63,295,1928,1743,185
36047038500,3038500,3969,3792,177,0,600,660,793,2082,150,67,217,1775,1615,160
36047038600,3038600,3812,3806,6,0,827,775,1383,28,1487,20,119,1300,1209,91
36047038700,3038700,4908,4727,181,0,760,922,1012,2313,345,58,258,2104,1904,200
36047038800,3038800,4047,4046,1,0,1054,461,2714,98,597,51,126,1534,1399,135
36047038900,3038900,3570,3340,230,0,500,1614,1041,452,284,57,122,1488,1379,109
36047039000,3039000,2321,2321,0,0,695,147,1960,7,157,26,24,878,764,114
36047039100,3039100,5776,5688,88,0,694,2376,2003,560,502,62,273,3008,2703,305
36047039200,3039200,2908,2908,0,0,758,310,2214,33,253,25,73,1105,1028,77
36047039300,3039300,4141,4117,24,0,541,1746,1251,655,273,56,160,1821,1707,114
36047039400,3039400,2187,2187,0,0,637,195,1738,10,144,48,52,782,705,77
36047039500,3039500,4030,3939,91,0,537,1617,1136,771,292,77,137,1725,1575,150
36047039600,3039600,1948,1948,0,0,501,169,1580,35,112,14,38,785,695,90
36047039700,3039700,3868,3847,21,0,540,1193,950,1326,176,48,175,1763,1602,161
36047039800,3039800,2841,2841,0,0,613,522,957,25,1278,15,44,1013,951,62
36047039900,3039900,4378,3790,588,0,725,1804,837,1342,180,50,165,1532,1416,116
36047040000,3040000,3281,3269,12,0,723,621,1235,49,1298,12,66,1202,1130,72
36047040100,3040100,3778,3557,221,0,668,1341,781,1209,171,94,182,1510,1377,133
36047040200,3040200,3025,3025,0,0,576,492,735,22,1710,12,54,1050,980,70
36047040300,3040300,3892,3842,50,0,625,1272,727,1502,162,69,160,1612,1447,165
36047040400,3040400,2812,2812,0,0,509,320,885,33,1491,14,69,1006,932,74
36047040500,3040500,1829,1812,17,0,361,744,298,602,94,24,67,732,683,49
36047040600,3040600,3599,3599,0,0,734,448,1044,17,2009,18,63,1299,1223,76
36047040700,3040700,6,6,0,0,3,2,1,0,0,0,3,1,0,1
36047040800,3040800,3933,3933,0,0,763,770,924,28,2120,36,55,1303,1208,95
36047040900,3040900,3800,3800,0,0,720,2311,617,588,130,31,123,1420,1343,77
36047041000,3041000,2136,2112,24,0,447,292,1055,39,701,20,29,802,759,43
36047041100,3041100,3332,3319,13,0,561,1484,571,980,131,31,135,1283,1178,105
36047041200,3041200,3375,3375,0,0,784,543,1354,53,1351,17,57,1187,1137,50
36047041300,3041300,3951,3951,0,0,754,1720,672,1203,136,49,171,1446,1349,97
36047041401,3041401,1480,1480,0,0,437,171,1106,19,147,3,34,524,490,34
36047041402,3041402,1855,1855,0,0,462,86,1480,24,137,12,116,755,717,38
36047041500,3041500,4032,4032,0,0,740,2019,697,965,151,44,156,1464,1316,148
36047041600,3041600,2112,2112,0,0,628,134,1720,74,100,42,42,751,703,48
