ed,hochul,zeldin,gov_votes,voters_nov22
67028,480.0,87.0,577.0,995.0
67029,484.0,73.0,565.0,891.0
67030,734.0,157.0,913.0,1456.0
67031,373.0,99.0,479.0,909.0
67032,633.0,133.0,791.0,1274.0
67033,511.0,128.0,654.0,1040.0
67034,828.0,119.0,964.0,1566.0
67035,584.0,97.0,693.0,1245.0
67036,801.0,122.0,940.0,1309.0
67037,775.0,153.0,949.0,1506.0
67038,833.0,156.0,1002.0,1491.0
67039,969.0,170.0,1151.0,1550.0
67040,903.0,148.0,1064.0,1463.0
67041,683.0,200.0,900.0,1409.0
67042,767.0,153.0,935.0,1315.0
67043,345.0,155.0,508.0,950.0
67044,839.0,161.0,1019.0,1472.0
67045,381.0,146.0,529.0,914.0
67046,0.0,0.0,0.0,
67047,620.0,241.0,867.0,1666.0
67048,488.0,102.0,594.0,1330.0
67049,338.0,105.0,448.0,893.0
67050,403.0,63.0,475.0,1231.0
67051,275.0,42.0,319.0,1338.0
67052,513.0,143.0,665.0,1240.0
67053,339.0,73.0,413.0,882.0
67054,370.0,108.0,480.0,1146.0
67055,324.0,84.0,413.0,1057.0
67056,495.0,102.0,614.0,1195.0
67057,696.0,137.0,848.0,1611.0
67058,591.0,111.0,709.0,1402.0
67059,587.0,141.0,732.0,1515.0
67060,532.0,97.0,642.0,1279.0
67061,336.0,92.0,433.0,1211.0
67062,580.0,87.0,670.0,1409.0
67063,585.0,109.0,705.0,1330.0
67064,446.0,78.0,536.0,1106.0
67065,559.0,159.0,722.0,1566.0
67066,212.0,70.0,289.0,846.0
67067,413.0,68.0,487.0,958.0
67068,315.0,74.0,393.0,780.0
67069,0.0,0.0,0.0,
67070,0.0,0.0,0.0,
67071,0.0,0.0,0.0,
67072,0.0,0.0,0.0,
68001,281.0,37.0,322.0,1012.0
68002,257.0,35.0,293.0,1259.0
68003,244.0,26.0,272.0,993.0
68004,413.0,19.0,436.0,1070.0
68005,341.0,19.0,363.0,793.0
68006,271.0,48.0,326.0,1132.0
68007,195.0,32.0,235.0,892.0
68008,690.0,102.0,802.0,1492.0
68009,204.0,23.0,232.0,994.0
68010,225.0,27.0,253.0,1024.0
68011,403.0,36.0,444.0,1279.0
68012,424.0,60.0,491.0,1109.0
68013,399.0,55.0,459.0,1434.0
68014,236.0,22.0,261.0,709.0
68015,188.0,24.0,214.0,1047.0
68016,176.0,29.0,211.0,1065.0
68017,295.0,40.0,340.0,1473.0
68019,276.0,22.0,307.0,1308.0
68020,212.0,34.0,250.0,1156.0
68021,377.0,44.0,426.0,1542.0
68022,296.0,49.0,350.0,1258.0
68023,214.0,24.0,242.0,1124.0
68024,29.0,3.0,34.0,409.0
68025,308.0,47.0,369.0,1366.0
68026,197.0,30.0,228.0,935.0
68027,211.0,25.0,243.0,1154.0
68028,312.0,42.0,356.0,951.0
68029,346.0,65.0,417.0,1441.0
68030,159.0,20.0,182.0,997.0
68031,256.0,61.0,318.0,1013.0
68032,372.0,52.0,432.0,1450.0
68033,372.0,77.0,456.0,1503.0
68034,283.0,49.0,336.0,1485.0
68035,421.0,50.0,474.0,1482.0
68036,193.0,30.0,223.0,979.0
68037,451.0,121.0,577.0,1508.0
68038,460.0,66.0,531.0,1303.0
68039,200.0,37.0,241.0,1103.0
68040,247.0,44.0,296.0,1061.0
68041,288.0,41.0,339.0,1406.0
68042,214.0,35.0,255.0,1057.0
68043,383.0,78.0,466.0,1401.0
68044,457.0,101.0,568.0,1527.0
68045,304.0,60.0,370.0,1385.0
68046,361.0,68.0,438.0,1308.0
68047,368.0,80.0,451.0,1542.0
68048,484.0,63.0,551.0,1342.0
68049,163.0,11.0,177.0,936.0
68050,153.0,37.0,194.0,994.0
68051,362.0,86.0,458.0,1484.0
68052,440.0,146.0,598.0,1051.0
68053,288.0,64.0,360.0,997.0
68054,610.0,205.0,833.0,1437.0
68055,670.0,203.0,890.0,1485.0
68056,264.0,39.0,310.0,1070.0
68057,282.0,26.0,309.0,1159.0
68058,270.0,48.0,325.0,1309.0
68059,219.0,35.0,259.0,948.0
68060,270.0,31.0,306.0,1005.0
68061,136.0,38.0,176.0,736.0
68062,504.0,91.0,601.0,1309.0
68063,521.0,89.0,610.0,1047.0
68064,270.0,69.0,347.0,512.0
68065,663.0,152.0,823.0,1404.0
68066,693.0,222.0,928.0,1677.0
68067,448.0,167.0,619.0,1288.0
68068,406.0,52.0,462.0,1018.0
68069,507.0,116.0,634.0,1524.0
68070,486.0,105.0,595.0,1092.0
68071,312.0,71.0,387.0,1025.0
68072,0.0,0.0,0.0,
68073,0.0,0.0,0.0,
68074,0.0,0.0,0.0,
68075,0.0,0.0,0.0,
68076,0.0,0.0,0.0,
68077,0.0,0.0,0.0,
68078,0.0,0.0,0.0,
68079,0.0,0.0,0.0,
68080,0.0,0.0,0.0,
68081,129.0,14.0,145.0,401.0
68082,0.0,0.0,0.0,2.0
68083,77.0,24.0,101.0,217.0
69001,181.0,23.0,207.0,872.0
69002,217.0,31.0,250.0,866.0
69003,251.0,36.0,291.0,1156.0
69004,190.0,30.0,226.0,835.0
69005,441.0,38.0,487.0,994.0
69006,899.0,70.0,983.0,1460.0
69007,487.0,36.0,539.0,1162.0
69008,399.0,28.0,441.0,943.0
69009,410.0,45.0,461.0,988.0
69010,201.0,19.0,237.0,828.0
69011,700.0,47.0,770.0,1299.0
69012,871.0,70.0,955.0,1601.0
69013,560.0,45.0,613.0,920.0
69014,556.0,68.0,649.0,1360.0
69015,608.0,75.0,697.0,1673.0
69016,279.0,33.0,313.0,510.0
69017,0.0,0.0,0.0,
69018,621.0,92.0,726.0,1474.0
69019,493.0,63.0,563.0,1510.0
69020,433.0,50.0,493.0,1220.0
69021,319.0,37.0,360.0,918.0
69022,620.0,76.0,708.0,1285.0
69023,586.0,75.0,678.0,1421.0
69024,312.0,43.0,361.0,1540.0
69025,412.0,54.0,474.0,1578.0
69026,199.0,33.0,238.0,973.0
69027,451.0,65.0,527.0,1491.0
69028,299.0,24.0,329.0,478.0
69029,720.0,75.0,814.0,1520.0
69030,737.0,70.0,819.0,1450.0
69031,335.0,28.0,369.0,784.0
69032,219.0,27.0,253.0,571.0
69033,644.0,87.0,742.0,1411.0
69034,553.0,56.0,617.0,962.0
69035,551.0,51.0,610.0,932.0
69036,644.0,79.0,738.0,1253.0
69037,640.0,66.0,710.0,1180.0
69038,624.0,64.0,699.0,1200.0
69039,728.0,61.0,805.0,1310.0
69040,476.0,39.0,522.0,838.0
69041,1122.0,111.0,1254.0,1827.0
69042,837.0,77.0,926.0,1566.0
69043,802.0,62.0,877.0,1325.0
69044,364.0,50.0,422.0,745.0
69045,948.0,95.0,1056.0,1607.0
69046,726.0,88.0,826.0,1310.0
69047,618.0,83.0,719.0,1127.0
69048,624.0,103.0,745.0,1200.0
69049,469.0,77.0,553.0,1243.0
69050,718.0,62.0,795.0,1169.0
69051,543.0,74.0,627.0,1160.0
69052,812.0,115.0,939.0,1543.0
69053,547.0,76.0,627.0,939.0
69054,0.0,0.0,0.0,
69055,0.0,0.0,0.0,1.0
69056,550.0,81.0,638.0,1070.0
69057,424.0,57.0,484.0,827.0
69058,788.0,115.0,916.0,1641.0
69059,661.0,88.0,762.0,1327.0
69060,714.0,103.0,826.0,1497.0
69061,770.0,107.0,888.0,1459.0
69062,463.0,60.0,531.0,1028.0
69063,107.0,19.0,127.0,221.0
69064,301.0,38.0,350.0,942.0
69065,514.0,73.0,598.0,1010.0
69066,748.0,113.0,878.0,1464.0
69067,449.0,89.0,553.0,1176.0
69068,603.0,92.0,706.0,1267.0
69069,534.0,74.0,615.0,1009.0
69070,483.0,90.0,589.0,938.0
69071,694.0,95.0,797.0,1222.0
69072,448.0,104.0,558.0,851.0
69073,785.0,126.0,929.0,1498.0
69074,464.0,77.0,549.0,870.0
69075,530.0,107.0,648.0,1072.0
69076,435.0,46.0,486.0,1032.0
69077,299.0,48.0,356.0,632.0
69078,309.0,41.0,354.0,696.0
69079,675.0,115.0,802.0,1352.0
69080,0.0,0.0,0.0,
69081,0.0,0.0,0.0,
69082,0.0,0.0,0.0,
69083,0.0,0.0,0.0,
70001,255.0,54.0,313.0,1097.0
70002,226.0,46.0,278.0,961.0
70003,398.0,63.0,470.0,985.0
70004,359.0,55.0,423.0,1507.0
70005,216.0,42.0,264.0,1187.0
70006,258.0,51.0,317.0,1271.0
70007,232.0,30.0,263.0,931.0
70008,258.0,24.0,282.0,991.0
70009,197.0,49.0,251.0,1128.0
70010,229.0,43.0,275.0,1289.0
70011,265.0,36.0,309.0,1412.0
70012,305.0,46.0,354.0,1550.0
70013,385.0,34.0,431.0,928.0
70014,345.0,32.0,398.0,1068.0
70015,398.0,29.0,434.0,1188.0
70016,583.0,41.0,632.0,1627.0
70017,193.0,30.0,224.0,717.0
70018,314.0,27.0,345.0,719.0
70019,117.0,16.0,134.0,440.0
70020,0.0,0.0,0.0,4.0
70021,471.0,33.0,510.0,1449.0
70022,556.0,46.0,616.0,1448.0
70023,343.0,21.0,373.0,1505.0
70024,338.0,23.0,369.0,1506.0
70025,292.0,12.0,307.0,1084.0
70026,553.0,19.0,582.0,1428.0
70027,504.0,26.0,530.0,1320.0
70028,456.0,24.0,485.0,1141.0
70029,748.0,43.0,796.0,1571.0
70030,688.0,62.0,761.0,1528.0
70031,520.0,42.0,568.0,1361.0
70032,382.0,32.0,419.0,916.0
70033,446.0,36.0,485.0,1106.0
70034,469.0,41.0,514.0,1232.0
70035,528.0,48.0,584.0,1422.0
70036,521.0,31.0,560.0,1249.0
70037,218.0,17.0,239.0,895.0
70038,349.0,28.0,384.0,1157.0
70039,407.0,15.0,425.0,1234.0
70040,426.0,36.0,472.0,1535.0
70041,583.0,38.0,625.0,1441.0
70042,525.0,43.0,581.0,1262.0
70043,443.0,20.0,469.0,905.0
70044,708.0,32.0,752.0,1609.0
70045,202.0,35.0,240.0,1020.0
70046,259.0,24.0,290.0,1208.0
70047,402.0,35.0,439.0,1058.0
70048,325.0,22.0,349.0,972.0
70049,333.0,25.0,361.0,1158.0
70050,365.0,16.0,385.0,1049.0
70051,247.0,28.0,278.0,1226.0
70052,205.0,23.0,236.0,1025.0
70053,403.0,18.0,426.0,1232.0
70054,589.0,34.0,628.0,1617.0
70055,517.0,37.0,559.0,1324.0
70056,477.0,31.0,511.0,1215.0
70057,339.0,17.0,361.0,942.0
70058,585.0,44.0,641.0,1510.0
70059,448.0,40.0,490.0,1398.0
70060,570.0,26.0,607.0,1551.0
70061,527.0,30.0,566.0,1232.0
70062,641.0,46.0,693.0,1594.0
70063,407.0,35.0,447.0,1376.0
70064,556.0,38.0,605.0,1493.0
70065,512.0,32.0,550.0,1505.0
70066,731.0,64.0,807.0,1552.0
70067,324.0,44.0,375.0,1563.0
70068,286.0,23.0,315.0,1239.0
70069,622.0,25.0,659.0,1280.0
70070,368.0,22.0,391.0,1019.0
70071,369.0,23.0,396.0,1117.0
70072,607.0,27.0,638.0,1472.0
70073,0.0,0.0,0.0,
70074,0.0,0.0,0.0,
70075,0.0,0.0,0.0,
71001,605.0,84.0,704.0,1620.0
71002,502.0,87.0,606.0,1316.0
71003,837.0,155.0,1005.0,1584.0
71004,981.0,89.0,1082.0,1592.0
71005,873.0,87.0,968.0,1451.0
71006,824.0,93.0,924.0,1433.0
71007,665.0,96.0,772.0,1339.0
71008,517.0,135.0,661.0,1148.0
71009,617.0,124.0,756.0,1415.0
71010,510.0,63.0,583.0,1145.0
71011,347.0,51.0,404.0,914.0
71012,354.0,72.0,436.0,1341.0
71013,370.0,81.0,456.0,1262.0
71014,354.0,69.0,428.0,1401.0
71015,371.0,73.0,452.0,1109.0
71016,311.0,67.0,383.0,1353.0
71017,392.0,67.0,470.0,1390.0
71018,364.0,70.0,444.0,1171.0
71019,217.0,30.0,253.0,886.0
71020,385.0,85.0,481.0,1533.0
71021,351.0,55.0,413.0,1353.0
71022,266.0,64.0,335.0,1310.0
71023,321.0,63.0,391.0,1550.0
71024,680.0,93.0,782.0,1550.0
71025,231.0,53.0,288.0,1036.0
71026,393.0,39.0,442.0,891.0
71027,420.0,48.0,476.0,1037.0
71028,313.0,53.0,373.0,1384.0
71029,328.0,44.0,384.0,1247.0
71030,315.0,43.0,363.0,1240.0
71031,233.0,12.0,249.0,901.0
71032,263.0,35.0,307.0,1478.0
71033,149.0,31.0,183.0,829.0
71034,243.0,29.0,278.0,1420.0
71035,397.0,41.0,447.0,1259.0
71036,387.0,38.0,427.0,1357.0
71037,371.0,53.0,434.0,1542.0
71038,485.0,49.0,541.0,1250.0
71039,443.0,43.0,491.0,1114.0
71040,441.0,38.0,484.0,1392.0
71041,441.0,44.0,491.0,1389.0
71042,457.0,48.0,509.0,1503.0
71043,256.0,37.0,299.0,952.0
71044,309.0,47.0,362.0,1380.0
71045,308.0,50.0,365.0,1091.0
71046,352.0,60.0,414.0,1370.0
71047,236.0,35.0,273.0,909.0
71048,394.0,44.0,443.0,1449.0
71049,450.0,51.0,512.0,1549.0
71050,313.0,32.0,351.0,984.0
71051,559.0,31.0,598.0,1408.0
71052,399.0,41.0,444.0,1310.0
71053,486.0,33.0,523.0,1547.0
71054,328.0,44.0,379.0,1470.0
71055,591.0,48.0,648.0,1512.0
71056,439.0,45.0,490.0,1163.0
71057,445.0,30.0,485.0,1348.0
71058,433.0,37.0,479.0,1320.0
71059,498.0,34.0,538.0,1530.0
71060,425.0,17.0,452.0,1487.0
71061,757.0,31.0,797.0,1523.0
71062,482.0,16.0,502.0,1036.0
71063,424.0,20.0,447.0,1213.0
71064,388.0,35.0,432.0,1527.0
71065,0.0,0.0,0.0,
71066,0.0,0.0,0.0,
71067,0.0,0.0,0.0,
71068,0.0,0.0,0.0,
71069,0.0,0.0,0.0,
71070,0.0,0.0,0.0,
71071,0.0,0.0,0.0,
72001,315.0,48.0,373.0,1526.0
72002,318.0,75.0,398.0,1242.0
72003,328.0,74.0,412.0,1509.0
72004,769.0,93.0,879.0,1500.0
72005,713.0,98.0,823.0,1446.0
72006,490.0,121.0,623.0,1463.0
72007,231.0,65.0,309.0,1465.0
72008,436.0,59.0,500.0,1259.0
72009,567.0,87.0,668.0,1545.0
72010,445.0,65.0,521.0,1547.0
72011,293.0,84.0,387.0,1608.0
72012,246.0,90.0,353.0,1384.0
72013,276.0,75.0,358.0,1463.0
72014,269.0,72.0,355.0,1443.0
72015,335.0,99.0,448.0,1473.0
72016,155.0,49.0,215.0,1094.0
72017,221.0,71.0,302.0,1345.0
72018,273.0,84.0,363.0,1029.0
72019,328.0,50.0,386.0,979.0
72020,211.0,71.0,288.0,1179.0
72021,179.0,41.0,226.0,1114.0
72022,113.0,59.0,177.0,1007.0
72023,231.0,95.0,336.0,1385.0
72024,249.0,59.0,319.0,1094.0
72025,325.0,176.0,508.0,1242.0
72026,385.0,89.0,486.0,1071.0
72027,289.0,84.0,379.0,1008.0
72028,371.0,58.0,444.0,1012.0
72029,341.0,60.0,407.0,1254.0
72030,309.0,72.0,391.0,898.0
72031,195.0,57.0,254.0,1355.0
72032,338.0,64.0,412.0,1231.0
72033,274.0,80.0,358.0,932.0
72034,154.0,50.0,208.0,1068.0
72035,200.0,61.0,265.0,1230.0
72036,174.0,49.0,225.0,1127.0
72037,291.0,89.0,387.0,1379.0
72038,244.0,99.0,346.0,1459.0
72039,251.0,69.0,332.0,1416.0
72040,227.0,85.0,321.0,1334.0
72041,330.0,97.0,432.0,1523.0
72042,216.0,92.0,317.0,1393.0
72043,225.0,63.0,296.0,1252.0
72044,247.0,54.0,303.0,1260.0
72045,186.0,41.0,230.0,998.0
72046,222.0,82.0,312.0,1074.0
72047,205.0,41.0,255.0,1083.0
72048,187.0,59.0,256.0,1494.0
72049,167.0,53.0,228.0,1202.0
72050,180.0,63.0,248.0,1281.0
72051,192.0,44.0,239.0,1081.0
72052,286.0,79.0,372.0,1544.0
72053,227.0,64.0,295.0,1494.0
72054,172.0,56.0,233.0,1076.0
72055,258.0,58.0,323.0,1221.0
72056,206.0,50.0,265.0,997.0
72057,260.0,61.0,326.0,1277.0
72058,0.0,0.0,0.0,
72059,234.0,69.0,310.0,1191.0
72060,214.0,55.0,276.0,1157.0
72061,218.0,43.0,264.0,1070.0
72062,224.0,80.0,309.0,1410.0
72063,216.0,31.0,250.0,993.0
72064,461.0,48.0,515.0,1426.0
72065,0.0,0.0,0.0,
72066,0.0,0.0,0.0,
72067,0.0,0.0,0.0,
72068,0.0,0.0,0.0,
73001,601.0,196.0,805.0,1348.0
73002,152.0,43.0,195.0,323.0
73003,454.0,133.0,595.0,1071.0
73004,501.0,132.0,637.0,1390.0
73005,347.0,82.0,432.0,859.0
73006,567.0,183.0,759.0,1322.0
73007,428.0,170.0,611.0,1200.0
73008,160.0,53.0,221.0,874.0
73009,225.0,156.0,391.0,925.0
73010,211.0,183.0,399.0,962.0
73011,426.0,273.0,730.0,1562.0
73012,584.0,125.0,719.0,1280.0
73013,560.0,134.0,701.0,1160.0
73014,328.0,120.0,460.0,1031.0
73015,543.0,196.0,753.0,1705.0
73016,408.0,157.0,574.0,1253.0
73017,418.0,181.0,620.0,1215.0
73018,156.0,50.0,211.0,360.0
73019,658.0,222.0,899.0,1717.0
73020,743.0,251.0,1006.0,1683.0
73021,406.0,119.0,532.0,1236.0
73022,464.0,207.0,683.0,1160.0
73023,487.0,195.0,697.0,1083.0
73024,415.0,116.0,542.0,1027.0
73025,572.0,225.0,805.0,1452.0
73026,463.0,185.0,656.0,1257.0
73027,484.0,237.0,730.0,1346.0
73028,503.0,172.0,682.0,1179.0
73029,532.0,224.0,772.0,1216.0
73030,435.0,181.0,622.0,1030.0
73031,529.0,158.0,694.0,1068.0
73032,513.0,193.0,720.0,1198.0
73033,604.0,217.0,845.0,1345.0
73034,674.0,228.0,913.0,1603.0
73035,217.0,92.0,310.0,597.0
73036,381.0,162.0,554.0,1038.0
73037,510.0,211.0,732.0,1378.0
73038,598.0,250.0,855.0,1423.0
73039,668.0,280.0,953.0,1571.0
73040,444.0,253.0,714.0,1377.0
73041,385.0,201.0,602.0,1162.0
73042,397.0,241.0,654.0,1235.0
73043,530.0,265.0,805.0,1371.0
73044,510.0,206.0,724.0,1089.0
73045,545.0,237.0,797.0,1322.0
73046,474.0,251.0,736.0,1378.0
73047,437.0,209.0,656.0,1145.0
73048,532.0,289.0,841.0,1586.0
73049,343.0,184.0,542.0,971.0
73050,576.0,278.0,877.0,1588.0
73051,632.0,263.0,898.0,1433.0
73052,510.0,232.0,747.0,1201.0
73053,515.0,219.0,742.0,1215.0
73054,641.0,286.0,940.0,1499.0
73055,517.0,182.0,709.0,1124.0
73056,419.0,156.0,585.0,967.0
73057,480.0,194.0,681.0,1088.0
73058,439.0,185.0,629.0,1002.0
73059,612.0,170.0,794.0,1346.0
73060,406.0,153.0,564.0,850.0
73061,309.0,68.0,387.0,647.0
73062,615.0,152.0,775.0,1309.0
73063,654.0,276.0,950.0,1568.0
73064,506.0,200.0,718.0,1172.0
73065,537.0,178.0,732.0,1237.0
73066,654.0,200.0,873.0,1486.0
73067,571.0,184.0,766.0,1231.0
73068,547.0,235.0,791.0,1323.0
73069,597.0,155.0,770.0,1418.0
73070,2.0,0.0,2.0,2.0
73071,0.0,0.0,0.0,
74001,481.0,153.0,646.0,1268.0
74002,627.0,184.0,820.0,1435.0
74003,611.0,188.0,812.0,1304.0
74004,464.0,159.0,635.0,1179.0
74005,415.0,156.0,584.0,1111.0
74006,395.0,123.0,521.0,1330.0
74007,505.0,122.0,637.0,1224.0
74008,644.0,150.0,801.0,1463.0
74009,523.0,153.0,689.0,1223.0
74010,533.0,144.0,691.0,1348.0
74011,515.0,137.0,663.0,1474.0
74012,653.0,124.0,786.0,1461.0
74013,511.0,120.0,642.0,1228.0
74014,544.0,122.0,679.0,1555.0
74015,764.0,204.0,979.0,1518.0
74016,833.0,182.0,1027.0,1596.0
74017,669.0,150.0,832.0,1426.0
74018,780.0,165.0,960.0,1492.0
74019,537.0,124.0,668.0,1035.0
74020,584.0,124.0,717.0,1161.0
74021,428.0,108.0,547.0,929.0
74022,660.0,161.0,844.0,1353.0
74023,674.0,154.0,835.0,1282.0
74024,617.0,138.0,763.0,1253.0
74025,325.0,79.0,414.0,1451.0
74026,607.0,70.0,682.0,1402.0
74027,668.0,74.0,756.0,1545.0
74028,405.0,46.0,465.0,949.0
74029,269.0,71.0,343.0,1272.0
74030,413.0,97.0,516.0,1450.0
74031,571.0,60.0,641.0,1576.0
74032,204.0,59.0,263.0,1300.0
74033,429.0,47.0,480.0,1231.0
74034,410.0,64.0,481.0,1565.0
74035,509.0,57.0,572.0,1319.0
74036,525.0,57.0,595.0,1374.0
74037,177.0,49.0,230.0,1152.0
74038,220.0,64.0,287.0,1292.0
74039,200.0,47.0,253.0,1085.0
74040,163.0,33.0,199.0,937.0
74041,352.0,99.0,459.0,895.0
74042,394.0,257.0,662.0,1305.0
74043,569.0,63.0,644.0,1376.0
74044,337.0,114.0,462.0,917.0
74045,520.0,155.0,685.0,1260.0
74046,252.0,63.0,317.0,923.0
74047,412.0,110.0,528.0,780.0
74048,410.0,93.0,514.0,1012.0
74049,602.0,146.0,759.0,1429.0
74050,529.0,89.0,623.0,1215.0
74051,769.0,112.0,893.0,1460.0
74052,411.0,77.0,498.0,971.0
74053,570.0,80.0,666.0,1346.0
74054,327.0,55.0,387.0,733.0
74055,768.0,136.0,917.0,1390.0
74056,520.0,135.0,663.0,1149.0
74057,751.0,99.0,864.0,1308.0
74058,511.0,109.0,630.0,1034.0
74059,623.0,133.0,770.0,1509.0
74060,287.0,50.0,348.0,614.0
74061,442.0,111.0,560.0,1034.0
74062,110.0,14.0,129.0,197.0
74063,0.0,0.0,0.0,
74064,0.0,0.0,0.0,
74065,0.0,0.0,0.0,
74066,233.0,59.0,298.0,589.0
74067,199.0,48.0,254.0,470.0
74068,0.0,0.0,0.0,
74069,0.0,0.0,0.0,
75001,684.0,119.0,824.0,1394.0
75002,813.0,202.0,1024.0,1651.0
75003,701.0,188.0,910.0,1445.0
75004,322.0,110.0,441.0,721.0
75005,553.0,181.0,742.0,1244.0
75006,644.0,181.0,836.0,1519.0
75007,249.0,74.0,326.0,694.0
75008,780.0,162.0,956.0,1685.0
75009,564.0,102.0,677.0,1160.0
75010,565.0,154.0,737.0,1328.0
75011,474.0,212.0,702.0,1493.0
75012,492.0,195.0,697.0,1503.0
75013,342.0,123.0,476.0,930.0
75014,197.0,75.0,284.0,1084.0
75015,247.0,83.0,337.0,1078.0
75016,382.0,114.0,510.0,1445.0
75017,0.0,0.0,0.0,1.0
75018,14.0,3.0,17.0,44.0
75019,1.0,0.0,1.0,17.0
75020,329.0,104.0,441.0,1360.0
75021,219.0,79.0,305.0,677.0
75022,423.0,135.0,571.0,1212.0
75023,339.0,107.0,450.0,1151.0
75024,524.0,119.0,653.0,1357.0
75025,298.0,45.0,349.0,581.0
75026,693.0,123.0,822.0,1486.0
75027,470.0,108.0,585.0,1069.0
75028,689.0,105.0,809.0,1408.0
75029,477.0,89.0,572.0,1294.0
75030,339.0,135.0,478.0,1273.0
75031,544.0,89.0,641.0,1514.0
75032,482.0,72.0,567.0,1230.0
75033,432.0,69.0,506.0,1180.0
75034,351.0,85.0,442.0,1125.0
75035,295.0,68.0,371.0,1146.0
75036,139.0,33.0,173.0,709.0
75037,492.0,109.0,609.0,1207.0
75038,605.0,113.0,732.0,1158.0
75039,535.0,128.0,677.0,1093.0
75040,321.0,50.0,379.0,933.0
75041,570.0,123.0,709.0,1390.0
75042,552.0,78.0,640.0,1108.0
75043,751.0,204.0,968.0,1491.0
75044,741.0,84.0,839.0,1489.0
75045,540.0,61.0,609.0,1197.0
75046,618.0,65.0,695.0,1224.0
75047,536.0,78.0,631.0,1187.0
75048,360.0,54.0,428.0,732.0
75049,650.0,95.0,753.0,1470.0
75050,418.0,67.0,496.0,1124.0
75051,705.0,99.0,811.0,1540.0
75052,718.0,93.0,820.0,1210.0
75053,741.0,101.0,857.0,1180.0
75054,366.0,80.0,454.0,1019.0
75055,248.0,65.0,317.0,1068.0
75056,333.0,72.0,408.0,985.0
75057,362.0,102.0,469.0,1031.0
75058,452.0,88.0,557.0,1260.0
75059,625.0,149.0,778.0,1563.0
75060,506.0,92.0,604.0,1164.0
75061,206.0,50.0,265.0,1167.0
75062,541.0,88.0,639.0,1575.0
75063,953.0,91.0,1058.0,1511.0
75064,651.0,78.0,740.0,1434.0
75065,332.0,76.0,417.0,1083.0
75066,331.0,117.0,455.0,1453.0
75067,0.0,0.0,0.0,
75068,0.0,0.0,0.0,
75069,0.0,0.0,0.0,
75070,366.0,70.0,441.0,949.0
76001,581.0,211.0,802.0,1315.0
76002,375.0,154.0,540.0,891.0
76003,453.0,161.0,623.0,993.0
76004,547.0,247.0,802.0,1221.0
76005,589.0,214.0,815.0,1360.0
76006,615.0,200.0,844.0,1375.0
76007,600.0,171.0,781.0,1273.0
76008,332.0,116.0,453.0,930.0
76009,583.0,209.0,808.0,1465.0
76010,517.0,102.0,643.0,1056.0
76011,478.0,167.0,657.0,1367.0
76012,557.0,180.0,750.0,1375.0
76013,523.0,167.0,701.0,1276.0
76014,593.0,177.0,781.0,1225.0
76015,514.0,130.0,656.0,1243.0
76016,375.0,103.0,486.0,939.0
76017,525.0,148.0,682.0,1146.0
76018,474.0,198.0,680.0,1040.0
76019,705.0,245.0,961.0,1570.0
76020,577.0,244.0,831.0,1568.0
76021,617.0,179.0,804.0,1260.0
76022,558.0,182.0,750.0,1272.0
76023,503.0,142.0,650.0,1037.0
76024,654.0,202.0,867.0,1457.0
76025,433.0,138.0,577.0,991.0
76026,529.0,188.0,728.0,1219.0
76027,565.0,176.0,748.0,1139.0
76028,593.0,132.0,746.0,1341.0
76029,445.0,147.0,603.0,955.0
76030,681.0,215.0,905.0,1479.0
76031,582.0,208.0,805.0,1287.0
76032,712.0,225.0,952.0,1534.0
76033,627.0,147.0,785.0,1385.0
76034,655.0,249.0,916.0,1508.0
76035,672.0,165.0,847.0,1370.0
76036,690.0,221.0,919.0,1561.0
76037,754.0,165.0,935.0,1482.0
76038,373.0,89.0,468.0,949.0
76039,679.0,218.0,909.0,1349.0
76040,501.0,163.0,668.0,1140.0
76041,549.0,198.0,755.0,1298.0
76042,690.0,218.0,920.0,1409.0
76043,576.0,121.0,703.0,1100.0
76044,759.0,212.0,980.0,1525.0
76045,647.0,199.0,860.0,1452.0
76046,762.0,174.0,952.0,1430.0
76047,487.0,103.0,595.0,1043.0
76048,599.0,215.0,825.0,1391.0
76049,608.0,188.0,802.0,1283.0
76050,723.0,218.0,954.0,1477.0
76051,571.0,203.0,785.0,1235.0
76052,578.0,152.0,743.0,1306.0
76053,685.0,178.0,880.0,1398.0
76054,817.0,238.0,1071.0,1686.0
76055,630.0,132.0,775.0,1332.0
76056,653.0,150.0,813.0,1461.0
76057,499.0,149.0,658.0,1023.0
76058,684.0,166.0,866.0,1631.0
76059,0.0,0.0,0.0,
76060,0.0,0.0,0.0,
76061,422.0,105.0,539.0,1309.0
76062,606.0,144.0,765.0,1629.0
76063,547.0,107.0,666.0,1325.0
76064,400.0,98.0,506.0,1019.0
76065,0.0,0.0,0.0,
76066,0.0,0.0,0.0,
76067,0.0,0.0,0.0,
76068,0.0,0.0,0.0,
76069,0.0,0.0,0.0,
77001,214.0,67.0,285.0,1452.0
77002,263.0,60.0,332.0,1506.0
77003,230.0,45.0,277.0,1551.0
77004,69.0,11.0,80.0,263.0
77005,295.0,61.0,360.0,1477.0
77006,281.0,50.0,334.0,1647.0
77007,270.0,49.0,326.0,1621.0
77008,311.0,45.0,363.0,1452.0
77009,313.0,67.0,390.0,1674.0
77010,261.0,67.0,334.0,1513.0
77011,311.0,58.0,377.0,1533.0
