ed,hochul,zeldin,gov_votes,voters_nov22
57032,436.0,74.0,512.0,1157.0
57033,645.0,22.0,670.0,1486.0
57034,675.0,12.0,692.0,1493.0
57035,626.0,26.0,659.0,1479.0
57036,572.0,33.0,609.0,1411.0
57037,729.0,23.0,765.0,1585.0
57038,379.0,18.0,401.0,1047.0
57039,506.0,17.0,523.0,1121.0
57040,366.0,6.0,374.0,867.0
57041,342.0,7.0,354.0,855.0
57042,324.0,12.0,342.0,773.0
57043,878.0,30.0,916.0,1511.0
57044,663.0,23.0,696.0,1151.0
57045,569.0,7.0,583.0,1047.0
57046,657.0,14.0,674.0,1168.0
57047,752.0,19.0,778.0,1731.0
57048,698.0,28.0,728.0,1269.0
57049,811.0,32.0,854.0,1518.0
57050,663.0,16.0,687.0,1308.0
57051,697.0,19.0,725.0,1533.0
57052,133.0,2.0,136.0,256.0
57053,419.0,15.0,438.0,1022.0
57054,1050.0,42.0,1105.0,1965.0
57055,604.0,15.0,627.0,1294.0
57056,605.0,21.0,631.0,1392.0
57057,681.0,16.0,704.0,1457.0
57058,503.0,13.0,519.0,1107.0
57059,487.0,12.0,503.0,1061.0
57060,739.0,26.0,776.0,1624.0
57061,574.0,18.0,594.0,1425.0
57062,427.0,11.0,445.0,1270.0
57063,592.0,21.0,623.0,1507.0
57064,431.0,22.0,461.0,1171.0
57065,568.0,29.0,608.0,1563.0
57066,328.0,5.0,338.0,854.0
57067,0.0,0.0,0.0,
57068,42.0,0.0,42.0,113.0
57069,99.0,3.0,103.0,206.0
57070,274.0,8.0,284.0,547.0
57071,151.0,418.0,580.0,1026.0
57072,171.0,43.0,214.0,572.0
57073,87.0,7.0,94.0,161.0
57074,51.0,0.0,52.0,105.0
57075,0.0,0.0,0.0,
57076,0.0,0.0,0.0,
57077,0.0,0.0,0.0,
57078,0.0,0.0,0.0,
58001,339.0,26.0,371.0,1198.0
58002,508.0,24.0,540.0,1528.0
58003,465.0,25.0,494.0,1502.0
58004,17.0,1.0,18.0,49.0
58005,20.0,1.0,22.0,55.0
58006,285.0,16.0,303.0,1077.0
58007,353.0,16.0,374.0,1364.0
58008,389.0,21.0,416.0,1364.0
58009,347.0,28.0,383.0,1197.0
58010,336.0,23.0,362.0,1022.0
58011,508.0,49.0,560.0,1668.0
58012,342.0,39.0,382.0,1221.0
58013,446.0,42.0,495.0,1623.0
58014,371.0,22.0,395.0,1497.0
58015,403.0,24.0,430.0,1382.0
58016,347.0,33.0,386.0,1135.0
58017,365.0,22.0,391.0,1205.0
58018,441.0,25.0,470.0,1464.0
58019,314.0,13.0,333.0,1065.0
58020,245.0,11.0,258.0,773.0
58021,372.0,14.0,388.0,1256.0
58022,333.0,18.0,357.0,1204.0
58023,461.0,24.0,489.0,1377.0
58024,13.0,3.0,16.0,63.0
58025,373.0,18.0,398.0,1458.0
58026,328.0,18.0,353.0,1232.0
58027,368.0,14.0,388.0,1251.0
58028,503.0,30.0,546.0,1489.0
58029,407.0,23.0,432.0,1269.0
58030,428.0,19.0,453.0,1414.0
58031,347.0,17.0,365.0,1068.0
58032,415.0,36.0,456.0,1321.0
58033,394.0,30.0,427.0,1247.0
58034,391.0,20.0,415.0,1177.0
58035,527.0,32.0,563.0,1417.0
58036,360.0,9.0,370.0,1053.0
58037,479.0,31.0,519.0,1591.0
58038,328.0,19.0,356.0,1102.0
58039,400.0,23.0,437.0,1287.0
58040,413.0,21.0,443.0,1186.0
58041,406.0,19.0,429.0,1162.0
58042,429.0,27.0,462.0,1335.0
58043,399.0,22.0,426.0,1278.0
58044,412.0,17.0,434.0,1038.0
58045,336.0,22.0,359.0,942.0
58046,210.0,9.0,219.0,597.0
58047,54.0,4.0,58.0,173.0
58048,200.0,17.0,218.0,655.0
58049,307.0,15.0,329.0,916.0
58050,293.0,32.0,326.0,921.0
58051,354.0,19.0,380.0,1108.0
58052,319.0,9.0,332.0,1093.0
58053,639.0,31.0,680.0,1596.0
58054,230.0,26.0,261.0,957.0
58055,229.0,15.0,250.0,1007.0
58056,361.0,35.0,398.0,1240.0
58057,323.0,31.0,357.0,1175.0
58058,513.0,47.0,565.0,1552.0
58059,469.0,41.0,515.0,1326.0
58060,476.0,54.0,534.0,1624.0
58061,455.0,43.0,507.0,1502.0
58062,445.0,41.0,492.0,1484.0
58063,448.0,22.0,473.0,1577.0
58064,0.0,0.0,0.0,
59001,199.0,30.0,234.0,1020.0
59002,349.0,36.0,388.0,1254.0
59003,444.0,46.0,495.0,1616.0
59004,499.0,62.0,566.0,1539.0
59005,450.0,41.0,497.0,1564.0
59006,513.0,34.0,554.0,1513.0
59007,510.0,40.0,554.0,1502.0
59008,476.0,30.0,510.0,1447.0
59009,540.0,30.0,581.0,1457.0
59010,412.0,50.0,463.0,1468.0
59011,397.0,38.0,440.0,1512.0
59012,423.0,45.0,473.0,1319.0
59013,472.0,26.0,505.0,1483.0
59014,310.0,33.0,345.0,972.0
59015,15.0,1.0,17.0,50.0
59016,420.0,34.0,459.0,1517.0
59017,474.0,26.0,507.0,1504.0
59018,453.0,31.0,485.0,1416.0
59019,434.0,29.0,466.0,1417.0
59020,431.0,18.0,452.0,1398.0
59021,489.0,41.0,537.0,1452.0
59022,525.0,29.0,558.0,1370.0
59023,207.0,13.0,223.0,672.0
59024,219.0,14.0,240.0,962.0
59025,213.0,25.0,244.0,1025.0
59026,391.0,20.0,415.0,1056.0
59027,368.0,24.0,393.0,1066.0
59028,275.0,32.0,311.0,1062.0
59029,338.0,62.0,403.0,1104.0
59030,372.0,79.0,452.0,1103.0
59031,130.0,18.0,148.0,411.0
59032,436.0,40.0,479.0,1516.0
59033,324.0,166.0,493.0,1408.0
59034,340.0,69.0,411.0,1239.0
59035,163.0,29.0,193.0,536.0
59036,371.0,107.0,481.0,1248.0
59037,434.0,138.0,580.0,1430.0
59038,349.0,122.0,477.0,1444.0
59039,436.0,110.0,552.0,1515.0
59040,46.0,124.0,170.0,301.0
59041,321.0,134.0,463.0,1355.0
59042,226.0,370.0,599.0,1433.0
59043,316.0,291.0,609.0,1567.0
59044,145.0,381.0,529.0,1032.0
59045,329.0,322.0,660.0,1539.0
59046,221.0,497.0,723.0,1588.0
59047,68.0,453.0,524.0,1088.0
59048,134.0,543.0,685.0,1417.0
59049,133.0,609.0,744.0,1504.0
59050,137.0,567.0,705.0,1339.0
59051,111.0,286.0,400.0,725.0
59052,231.0,464.0,700.0,1354.0
59053,178.0,354.0,539.0,1004.0
59054,147.0,364.0,518.0,964.0
59055,226.0,471.0,699.0,1314.0
59056,236.0,578.0,817.0,1456.0
59057,289.0,482.0,778.0,1741.0
59058,100.0,156.0,257.0,569.0
59059,207.0,707.0,917.0,1766.0
59060,178.0,644.0,825.0,1665.0
59061,5.0,4.0,10.0,93.0
59062,3.0,1.0,4.0,7.0
59063,200.0,23.0,227.0,1144.0
59064,0.0,0.0,0.0,
59065,0.0,0.0,0.0,
59066,0.0,0.0,0.0,
59067,0.0,0.0,0.0,
59068,0.0,0.0,0.0,
59069,0.0,0.0,0.0,
60001,247.0,14.0,266.0,977.0
60002,339.0,19.0,362.0,1539.0
60003,261.0,22.0,288.0,1470.0
60004,418.0,32.0,454.0,1371.0
60005,160.0,14.0,174.0,580.0
60006,586.0,57.0,651.0,1820.0
60007,528.0,53.0,590.0,1589.0
60008,289.0,56.0,353.0,992.0
60009,437.0,63.0,512.0,1462.0
60010,435.0,38.0,486.0,1297.0
60011,184.0,83.0,273.0,818.0
60012,250.0,13.0,267.0,1140.0
60013,263.0,19.0,285.0,1326.0
60014,427.0,50.0,484.0,1221.0
60015,410.0,30.0,447.0,1274.0
60016,370.0,30.0,402.0,1027.0
60017,400.0,111.0,519.0,1538.0
60018,316.0,74.0,399.0,1130.0
60019,418.0,71.0,498.0,1526.0
60020,200.0,37.0,241.0,804.0
60021,481.0,44.0,530.0,1171.0
60022,273.0,15.0,294.0,1380.0
60023,328.0,19.0,350.0,1550.0
60024,229.0,18.0,252.0,1073.0
60025,389.0,17.0,414.0,1363.0
60026,324.0,24.0,359.0,1439.0
60027,166.0,16.0,185.0,777.0
60028,403.0,35.0,441.0,1468.0
60029,337.0,22.0,362.0,1466.0
60030,388.0,25.0,420.0,1551.0
60031,324.0,26.0,356.0,1271.0
60032,230.0,23.0,260.0,1249.0
60033,155.0,23.0,180.0,1035.0
60034,232.0,25.0,259.0,1404.0
60035,351.0,23.0,380.0,1465.0
60036,287.0,17.0,306.0,1427.0
60037,360.0,20.0,390.0,1214.0
60038,279.0,22.0,304.0,1312.0
60039,377.0,31.0,414.0,1382.0
60040,275.0,32.0,309.0,1232.0
60041,225.0,21.0,248.0,1301.0
60042,409.0,21.0,436.0,1358.0
60043,276.0,24.0,304.0,1298.0
60044,308.0,28.0,344.0,1024.0
60045,223.0,24.0,248.0,1219.0
60046,421.0,30.0,460.0,1649.0
60047,27.0,7.0,36.0,258.0
60048,151.0,30.0,185.0,919.0
60049,202.0,20.0,225.0,1271.0
60050,160.0,18.0,188.0,898.0
60051,383.0,32.0,417.0,1456.0
60052,281.0,17.0,309.0,1269.0
60053,313.0,52.0,370.0,1343.0
60054,374.0,26.0,405.0,1575.0
60055,345.0,28.0,379.0,1525.0
60056,218.0,22.0,245.0,945.0
60057,259.0,33.0,296.0,1098.0
60058,306.0,26.0,337.0,1370.0
60059,109.0,13.0,124.0,401.0
60060,13.0,0.0,13.0,39.0
60061,0.0,0.0,0.0,
61001,324.0,147.0,476.0,1544.0
61002,373.0,101.0,481.0,1376.0
61003,417.0,16.0,449.0,1651.0
61004,443.0,57.0,513.0,1839.0
61005,320.0,273.0,600.0,1483.0
61006,268.0,40.0,324.0,1482.0
61007,305.0,101.0,414.0,1557.0
61008,379.0,110.0,491.0,1412.0
61009,354.0,161.0,519.0,1218.0
61010,292.0,125.0,425.0,1064.0
61011,508.0,191.0,707.0,1508.0
61012,538.0,150.0,698.0,1492.0
61013,539.0,101.0,656.0,1550.0
61014,324.0,55.0,384.0,1409.0
61015,339.0,47.0,392.0,1458.0
61016,217.0,50.0,269.0,1105.0
61017,262.0,271.0,535.0,928.0
61018,314.0,118.0,439.0,1071.0
61019,353.0,113.0,470.0,1031.0
61020,313.0,128.0,445.0,1049.0
61021,396.0,322.0,724.0,1238.0
61022,391.0,249.0,648.0,1682.0
61023,358.0,82.0,445.0,1412.0
61024,250.0,56.0,313.0,1541.0
61025,208.0,137.0,348.0,1102.0
61026,197.0,411.0,612.0,1163.0
61027,298.0,454.0,756.0,1726.0
61028,237.0,197.0,440.0,1149.0
61029,342.0,164.0,514.0,1602.0
61030,357.0,109.0,471.0,1547.0
61031,296.0,258.0,559.0,1475.0
61032,285.0,244.0,534.0,1363.0
61033,314.0,120.0,439.0,1416.0
61034,250.0,111.0,365.0,1229.0
61035,360.0,133.0,498.0,1482.0
61036,318.0,164.0,485.0,1595.0
61037,346.0,169.0,522.0,1626.0
61038,346.0,245.0,597.0,1685.0
61039,331.0,227.0,566.0,1499.0
61040,219.0,570.0,796.0,1333.0
61041,226.0,579.0,810.0,1610.0
61042,248.0,738.0,988.0,1730.0
61043,244.0,623.0,878.0,1623.0
61044,0.0,0.0,0.0,
61045,0.0,0.0,0.0,
61046,0.0,0.0,0.0,
61047,39.0,25.0,66.0,204.0
61048,146.0,91.0,240.0,539.0
61049,0.0,0.0,0.0,1.0
61050,161.0,218.0,383.0,665.0
61060,507.0,151.0,668.0,1527.0
61061,586.0,240.0,837.0,1435.0
61062,538.0,211.0,755.0,1211.0
61063,408.0,171.0,584.0,1012.0
61064,657.0,226.0,901.0,1616.0
61065,519.0,206.0,732.0,1345.0
61066,422.0,203.0,630.0,1062.0
61067,460.0,92.0,559.0,1393.0
61068,550.0,160.0,723.0,1495.0
61069,0.0,0.0,1.0,4.0
61070,0.0,0.0,0.0,
61071,0.0,0.0,0.0,
61072,0.0,0.0,0.0,
61073,0.0,0.0,0.0,
61074,0.0,0.0,0.0,
61100,4.0,0.0,4.0,4.0
61101,0.0,0.0,0.0,
61102,0.0,0.0,0.0,
61103,0.0,0.0,0.0,
61104,0.0,0.0,0.0,
61105,0.0,0.0,0.0,
61106,0.0,0.0,0.0,
61107,0.0,0.0,0.0,
61108,0.0,0.0,0.0,
61109,0.0,0.0,0.0,
61110,0.0,0.0,0.0,
61111,0.0,0.0,0.0,
61112,0.0,0.0,0.0,
61113,0.0,0.0,0.0,
61114,0.0,0.0,0.0,
62001,109.0,813.0,923.0,1638.0
62002,142.0,830.0,975.0,1601.0
62003,166.0,688.0,860.0,1649.0
62004,103.0,726.0,836.0,1558.0
62005,110.0,714.0,830.0,1450.0
62006,133.0,697.0,834.0,1499.0
62007,127.0,757.0,886.0,1647.0
62008,123.0,661.0,789.0,1559.0
62009,136.0,745.0,885.0,1616.0
62010,162.0,687.0,852.0,1631.0
62011,118.0,594.0,714.0,1538.0
62012,147.0,675.0,826.0,1603.0
62013,159.0,736.0,899.0,1722.0
62014,162.0,689.0,854.0,1596.0
62015,162.0,747.0,913.0,1664.0
62016,168.0,780.0,950.0,1641.0
62017,171.0,695.0,872.0,1602.0
62018,165.0,745.0,915.0,1663.0
62019,147.0,794.0,946.0,1739.0
62020,179.0,685.0,869.0,1636.0
62021,181.0,730.0,917.0,1649.0
62022,145.0,680.0,829.0,1576.0
62023,150.0,734.0,889.0,1646.0
62024,171.0,643.0,818.0,1717.0
62025,144.0,609.0,757.0,1491.0
62026,196.0,619.0,817.0,1644.0
62027,182.0,688.0,873.0,1618.0
62028,170.0,619.0,791.0,1587.0
62029,177.0,654.0,836.0,1594.0
62030,201.0,590.0,798.0,1650.0
62031,219.0,659.0,880.0,1623.0
62032,139.0,547.0,693.0,1420.0
62033,168.0,698.0,872.0,1581.0
62034,163.0,641.0,806.0,1458.0
62035,56.0,233.0,292.0,540.0
62036,133.0,727.0,864.0,1727.0
62037,138.0,650.0,790.0,1634.0
62038,150.0,636.0,788.0,1659.0
62039,136.0,745.0,886.0,1619.0
62040,142.0,709.0,851.0,1618.0
62041,133.0,745.0,881.0,1575.0
62042,136.0,729.0,868.0,1602.0
62043,145.0,772.0,919.0,1606.0
62044,194.0,393.0,591.0,1576.0
62045,170.0,541.0,713.0,1593.0
62046,198.0,655.0,854.0,1610.0
62047,189.0,467.0,656.0,1488.0
62048,167.0,656.0,826.0,1573.0
62049,207.0,590.0,804.0,1584.0
62050,186.0,605.0,791.0,1619.0
62051,172.0,662.0,838.0,1628.0
62052,127.0,748.0,880.0,1654.0
62053,135.0,723.0,863.0,1675.0
62054,146.0,608.0,757.0,1626.0
62055,184.0,564.0,753.0,1602.0
62056,267.0,449.0,721.0,1578.0
62057,91.0,223.0,314.0,627.0
62058,103.0,268.0,371.0,642.0
62059,165.0,663.0,835.0,1387.0
62060,182.0,733.0,919.0,1559.0
62061,175.0,520.0,698.0,1355.0
62062,0.0,0.0,0.0,
62063,0.0,0.0,0.0,
62064,0.0,0.0,0.0,
63001,369.0,84.0,462.0,1547.0
63002,233.0,142.0,378.0,1367.0
63003,179.0,218.0,405.0,951.0
63004,245.0,293.0,548.0,1514.0
63005,254.0,250.0,505.0,1705.0
63006,263.0,371.0,642.0,1614.0
63007,244.0,396.0,646.0,1512.0
63008,100.0,120.0,222.0,608.0
63009,6.0,6.0,12.0,56.0
63010,328.0,202.0,539.0,1090.0
63011,287.0,406.0,696.0,1316.0
63012,112.0,146.0,259.0,592.0
63013,184.0,137.0,327.0,893.0
63014,292.0,373.0,670.0,1212.0
63015,251.0,326.0,581.0,988.0
63016,342.0,340.0,685.0,1615.0
63017,191.0,377.0,573.0,926.0
63018,383.0,737.0,1131.0,1755.0
63019,107.0,150.0,259.0,474.0
63020,148.0,302.0,452.0,1007.0
63021,202.0,302.0,511.0,904.0
63022,157.0,44.0,204.0,750.0
63023,262.0,409.0,676.0,1652.0
63024,309.0,396.0,711.0,1720.0
63025,131.0,420.0,555.0,1065.0
63026,164.0,400.0,567.0,1219.0
63027,211.0,347.0,563.0,1175.0
63028,261.0,581.0,844.0,1633.0
63029,258.0,579.0,841.0,1329.0
63030,227.0,524.0,754.0,1365.0
63031,293.0,685.0,990.0,1595.0
63032,266.0,580.0,849.0,1426.0
63033,189.0,354.0,545.0,1051.0
63034,282.0,409.0,701.0,1645.0
63035,269.0,447.0,725.0,1604.0
63036,377.0,79.0,461.0,1608.0
63037,382.0,105.0,492.0,1617.0
63038,191.0,32.0,227.0,1064.0
63039,322.0,83.0,415.0,1535.0
63040,275.0,158.0,442.0,1510.0
63041,373.0,199.0,577.0,1581.0
63042,220.0,215.0,438.0,1017.0
63043,215.0,181.0,398.0,1215.0
63044,247.0,392.0,641.0,1405.0
63045,216.0,395.0,620.0,1299.0
63046,243.0,375.0,626.0,1425.0
63047,199.0,323.0,526.0,1445.0
63048,143.0,270.0,418.0,1098.0
63049,175.0,323.0,503.0,1194.0
63050,10.0,30.0,40.0,77.0
63051,137.0,475.0,614.0,1345.0
63052,224.0,534.0,762.0,1617.0
63053,201.0,218.0,424.0,1147.0
63054,187.0,435.0,624.0,1364.0
63055,129.0,376.0,507.0,1023.0
63056,208.0,413.0,624.0,1245.0
63057,205.0,534.0,741.0,1615.0
63058,235.0,495.0,738.0,1669.0
63059,201.0,411.0,617.0,1343.0
63060,137.0,631.0,769.0,1553.0
63061,197.0,463.0,660.0,1532.0
63062,190.0,339.0,530.0,1097.0
63063,138.0,338.0,478.0,1240.0
63064,149.0,333.0,483.0,1157.0
63065,103.0,248.0,352.0,646.0
63066,0.0,0.0,0.0,
63067,0.0,0.0,0.0,
63068,0.0,0.0,0.0,
63069,0.0,0.0,0.0,
63070,0.0,0.0,0.0,
63072,0.0,0.0,0.0,
63073,0.0,0.0,0.0,
63074,0.0,0.0,0.0,
63075,70.0,77.0,147.0,423.0
63076,329.0,452.0,784.0,1361.0
63077,0.0,0.0,0.0,
63078,0.0,0.0,0.0,
64001,197.0,645.0,850.0,1622.0
64002,164.0,739.0,909.0,1675.0
64003,184.0,763.0,949.0,1634.0
64004,151.0,540.0,695.0,1553.0
64005,167.0,728.0,899.0,1665.0
64006,170.0,683.0,861.0,1649.0
64007,186.0,640.0,831.0,1560.0
64008,203.0,632.0,841.0,1602.0
64009,199.0,719.0,921.0,1553.0
64010,146.0,555.0,704.0,1534.0
64011,183.0,503.0,693.0,1558.0
64012,261.0,301.0,567.0,1601.0
64013,170.0,507.0,682.0,1632.0
64014,204.0,537.0,746.0,1754.0
64015,190.0,656.0,851.0,1579.0
64016,239.0,612.0,858.0,1601.0
64017,232.0,563.0,800.0,1608.0
64018,224.0,662.0,896.0,1621.0
64019,115.0,247.0,363.0,742.0
64020,6.0,22.0,28.0,60.0
64021,175.0,677.0,856.0,1555.0
64022,170.0,476.0,648.0,1568.0
64023,162.0,424.0,593.0,1623.0
64024,195.0,584.0,785.0,1587.0
64025,158.0,449.0,610.0,1176.0
64026,146.0,116.0,269.0,896.0
64027,199.0,454.0,655.0,1269.0
64028,169.0,457.0,628.0,1560.0
64029,169.0,525.0,696.0,1618.0
64030,104.0,208.0,316.0,757.0
64031,185.0,384.0,574.0,1229.0
64032,194.0,519.0,717.0,1603.0
64033,182.0,363.0,550.0,1236.0
64034,228.0,459.0,690.0,1475.0
64035,122.0,372.0,497.0,1047.0
64036,214.0,564.0,780.0,1615.0
64037,254.0,529.0,788.0,1662.0
64038,118.0,370.0,491.0,965.0
64039,160.0,564.0,730.0,1420.0
64040,151.0,137.0,293.0,1035.0
64041,163.0,426.0,593.0,1340.0
64042,127.0,328.0,456.0,1383.0
64043,146.0,441.0,589.0,1546.0
64044,157.0,402.0,567.0,1610.0
64045,254.0,478.0,737.0,1663.0
64046,158.0,206.0,368.0,1174.0
64047,134.0,231.0,369.0,872.0
64048,93.0,165.0,258.0,684.0
64049,0.0,0.0,0.0,
64050,0.0,0.0,0.0,
64051,0.0,0.0,0.0,
64052,0.0,0.0,0.0,
64053,0.0,0.0,0.0,
64054,0.0,0.0,0.0,
64055,0.0,0.0,0.0,
64056,0.0,0.0,0.0,
64057,0.0,0.0,0.0,
64058,0.0,0.0,0.0,
64059,0.0,0.0,0.0,
64060,160.0,357.0,522.0,1110.0
64061,105.0,220.0,326.0,734.0
64062,98.0,260.0,363.0,830.0
64063,0.0,0.0,0.0,
64075,427.0,324.0,765.0,1621.0
64076,110.0,64.0,179.0,689.0
64077,495.0,209.0,725.0,1885.0
64078,271.0,173.0,446.0,1155.0
64079,298.0,166.0,467.0,1243.0
64080,380.0,235.0,622.0,1379.0
64081,437.0,259.0,709.0,1410.0
64082,446.0,396.0,853.0,1427.0
64083,489.0,371.0,873.0,1610.0
64084,227.0,388.0,619.0,1066.0
64085,215.0,326.0,553.0,1032.0
64086,206.0,371.0,586.0,973.0
64087,106.0,106.0,214.0,766.0
64088,0.0,0.0,0.0,
64089,0.0,0.0,0.0,
65001,514.0,167.0,683.0,1259.0
65002,304.0,96.0,407.0,1090.0
65003,456.0,131.0,595.0,1316.0
65004,453.0,153.0,611.0,1227.0
65005,397.0,120.0,523.0,1129.0
65006,308.0,66.0,376.0,925.0
65007,483.0,293.0,788.0,1445.0
65008,330.0,220.0,559.0,1018.0
65009,461.0,109.0,574.0,1289.0
65010,405.0,131.0,545.0,1302.0
65011,212.0,50.0,263.0,949.0
65012,172.0,84.0,272.0,1221.0
65013,261.0,106.0,372.0,1389.0
65014,157.0,87.0,252.0,1026.0
65015,229.0,198.0,450.0,1277.0
65016,161.0,194.0,366.0,1023.0
65017,217.0,96.0,322.0,1217.0
65018,223.0,91.0,322.0,1422.0
65019,372.0,190.0,582.0,1618.0
65020,253.0,104.0,360.0,999.0
65021,255.0,147.0,412.0,1417.0
65022,233.0,50.0,288.0,703.0
65023,275.0,102.0,381.0,1644.0
65024,149.0,80.0,236.0,922.0
65025,238.0,66.0,311.0,964.0
65026,437.0,170.0,618.0,1498.0
65027,260.0,83.0,349.0,1260.0
65028,527.0,206.0,739.0,1206.0
65029,617.0,220.0,858.0,1375.0
65030,435.0,163.0,605.0,1512.0
65031,505.0,133.0,651.0,1455.0
65032,388.0,124.0,519.0,1085.0
65033,463.0,183.0,661.0,1426.0
65034,292.0,47.0,344.0,1027.0
65035,474.0,72.0,553.0,1469.0
65036,185.0,30.0,225.0,555.0
65037,65.0,8.0,74.0,167.0
65038,122.0,37.0,161.0,484.0
65039,156.0,36.0,199.0,440.0
65040,423.0,57.0,488.0,1221.0
65041,330.0,51.0,386.0,1199.0
65042,309.0,71.0,381.0,1281.0
65043,353.0,100.0,459.0,1370.0
65044,401.0,119.0,531.0,1483.0
65045,369.0,79.0,458.0,1249.0
65046,574.0,264.0,854.0,1580.0
65047,178.0,62.0,244.0,991.0
65048,234.0,59.0,301.0,1004.0
65049,425.0,128.0,559.0,1438.0
65050,292.0,139.0,435.0,1390.0
65051,280.0,98.0,384.0,1428.0
65052,280.0,66.0,352.0,1001.0
65053,285.0,68.0,356.0,955.0
65054,242.0,90.0,340.0,1178.0
65055,227.0,125.0,361.0,969.0
65056,239.0,164.0,408.0,886.0
65057,577.0,65.0,654.0,1415.0
65058,398.0,65.0,471.0,1151.0
65059,395.0,53.0,453.0,1356.0
65060,391.0,71.0,472.0,1416.0
65061,135.0,52.0,189.0,898.0
65062,272.0,85.0,360.0,954.0
65063,282.0,123.0,410.0,983.0
65064,430.0,68.0,507.0,1329.0
65065,253.0,61.0,320.0,1522.0
65066,254.0,69.0,327.0,1516.0
65067,0.0,0.0,0.0,1.0
65068,0.0,0.0,0.0,
65069,0.0,0.0,0.0,
65070,0.0,0.0,0.0,
65071,0.0,0.0,0.0,
66001,2.0,2.0,5.0,16.0
66002,510.0,88.0,605.0,1136.0
66003,411.0,65.0,488.0,921.0
66004,743.0,103.0,859.0,1431.0
66005,504.0,92.0,612.0,915.0
66006,622.0,121.0,764.0,1138.0
66007,386.0,84.0,475.0,868.0
66008,576.0,112.0,702.0,1330.0
66009,587.0,74.0,671.0,1024.0
66010,616.0,73.0,696.0,1102.0
66011,557.0,107.0,676.0,1096.0
66012,687.0,153.0,855.0,1443.0
66013,435.0,133.0,574.0,1038.0
66014,602.0,95.0,706.0,1194.0
66015,671.0,80.0,759.0,1209.0
66016,776.0,141.0,940.0,1554.0
66017,514.0,64.0,589.0,1008.0
66018,525.0,105.0,646.0,1121.0
66019,637.0,111.0,771.0,1428.0
66020,393.0,80.0,485.0,820.0
66021,462.0,70.0,538.0,910.0
66022,97.0,14.0,113.0,117.0
66023,696.0,98.0,807.0,1398.0
66024,693.0,90.0,797.0,1218.0
66025,693.0,141.0,849.0,1418.0
66026,561.0,79.0,651.0,1078.0
66027,367.0,80.0,453.0,820.0
66028,548.0,129.0,693.0,1184.0
66029,430.0,64.0,502.0,877.0
66030,434.0,68.0,511.0,966.0
66031,403.0,84.0,501.0,915.0
66032,558.0,132.0,707.0,1414.0
66033,50.0,10.0,61.0,131.0
66034,452.0,67.0,525.0,942.0
66035,586.0,112.0,712.0,1284.0
66036,700.0,69.0,786.0,1257.0
66037,718.0,115.0,839.0,1210.0
66038,644.0,122.0,775.0,1124.0
66039,180.0,25.0,206.0,350.0
66040,378.0,50.0,438.0,903.0
66041,587.0,100.0,699.0,1248.0
66042,636.0,120.0,764.0,1312.0
66043,345.0,57.0,411.0,1128.0
66044,472.0,62.0,540.0,1076.0
66045,493.0,59.0,560.0,1016.0
66046,257.0,24.0,288.0,994.0
66047,525.0,68.0,603.0,1185.0
66048,544.0,67.0,624.0,1267.0
66049,536.0,117.0,672.0,1525.0
66050,600.0,69.0,683.0,1372.0
66051,576.0,85.0,676.0,1431.0
66052,321.0,70.0,402.0,1003.0
66053,372.0,40.0,427.0,939.0
66054,421.0,87.0,519.0,1118.0
66055,351.0,102.0,462.0,882.0
66056,564.0,33.0,607.0,945.0
66057,579.0,58.0,655.0,1091.0
66058,564.0,79.0,660.0,1212.0
66059,438.0,72.0,521.0,921.0
66060,387.0,72.0,470.0,913.0
66061,471.0,73.0,560.0,960.0
66062,0.0,0.0,0.0,93.0
66063,362.0,122.0,486.0,1028.0
66064,563.0,120.0,703.0,1270.0
66065,459.0,73.0,539.0,988.0
66066,632.0,184.0,824.0,1464.0
66067,567.0,205.0,781.0,1449.0
66068,625.0,164.0,800.0,1429.0
66069,579.0,128.0,719.0,1091.0
66070,521.0,169.0,695.0,1196.0
66071,552.0,142.0,706.0,1202.0
66072,244.0,85.0,332.0,1136.0
66073,554.0,138.0,704.0,1216.0
66074,0.0,0.0,0.0,
66075,0.0,0.0,0.0,
66076,0.0,0.0,0.0,
66077,0.0,0.0,0.0,
66078,0.0,0.0,0.0,
66079,522.0,72.0,611.0,1001.0
66080,50.0,5.0,57.0,161.0
66081,0.0,0.0,0.0,
67001,649.0,90.0,753.0,1222.0
67002,711.0,93.0,821.0,1368.0
67003,673.0,96.0,786.0,1173.0
67004,710.0,118.0,839.0,1272.0
67005,751.0,131.0,891.0,1425.0
67006,137.0,28.0,169.0,281.0
67007,775.0,141.0,934.0,1484.0
67008,729.0,134.0,879.0,1366.0
67009,559.0,87.0,655.0,1089.0
67010,703.0,133.0,851.0,1300.0
67011,721.0,109.0,842.0,1284.0
67012,810.0,150.0,971.0,1563.0
67013,728.0,136.0,875.0,1347.0
67014,552.0,113.0,672.0,1011.0
67015,681.0,79.0,778.0,1185.0
67016,647.0,128.0,790.0,1275.0
67017,633.0,79.0,726.0,1166.0
67018,723.0,110.0,843.0,1320.0
67019,737.0,136.0,887.0,1428.0
67020,743.0,116.0,873.0,1396.0
67021,621.0,138.0,770.0,1200.0
67022,648.0,142.0,806.0,1327.0
67023,290.0,55.0,350.0,565.0
67024,720.0,139.0,875.0,1349.0
67025,747.0,134.0,892.0,1408.0
67026,847.0,139.0,1005.0,1482.0
67027,440.0,104.0,552.0,857.0
