ct,tot_,moe_,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified"
36005046208,244,366,16,35,0,18,0,18,0,18,0,18,0,18,8,17,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,189,334,31,61
36005046209,4,7,4,7,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005048401,18,29,6,10,0,13,0,13,0,13,0,13,6,10,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005048402,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005050400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005051601,87,54,0,13,0,13,0,13,0,13,0,13,12,21,75,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005051602,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000100,459,207,40,49,0,13,0,13,0,13,0,13,258,193,33,38,0,13,0,13,29,33,58,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,62
36047000200,55,37,45,35,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000301,75,53,10,20,0,13,0,13,0,13,0,13,37,44,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13
36047000501,715,227,89,56,0,13,0,13,0,13,0,13,262,119,36,45,0,13,0,13,112,125,59,42,0,13,0,13,0,13,0,13,0,13,25,32,0,13,17,28,0,13,70,55,0,13,45,56
36047000502,381,209,0,13,0,13,0,13,0,13,0,13,263,183,38,59,0,13,0,13,0,13,61,58,0,13,0,13,0,13,0,13,0,13,19,24,0,13,0,13,0,13,0,13,0,13,0,13
36047000700,491,167,30,34,0,13,0,13,0,13,0,13,116,74,18,25,0,13,0,13,149,94,25,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,32,0,13,0,13,132,136
36047000900,819,436,156,130,0,13,0,13,0,13,0,13,223,102,285,422,0,13,0,13,93,94,38,37,0,13,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,18
36047001100,244,70,45,32,0,13,0,13,0,13,0,13,81,45,17,14,0,13,0,13,0,13,55,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,11,0,13,21,19,0,13,15,11
36047001300,398,180,3,5,0,13,0,13,0,13,0,13,291,178,8,12,0,13,0,13,16,19,37,39,0,13,0,13,0,13,0,13,0,13,0,13,32,48,8,12,0,13,3,7,0,13,0,13
36047001501,1174,315,158,148,0,18,0,18,0,18,0,18,797,310,41,73,0,18,0,18,0,18,60,84,0,18,10,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18,37,59,0,18,71,106
36047001502,1768,473,352,195,17,26,0,18,0,18,0,18,842,244,67,65,0,18,0,18,82,81,330,355,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,25,29,28,41,25,39,0,18
36047001801,80,51,0,13,0,13,0,13,0,13,0,13,21,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,63
36047001802,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047001803,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047001804,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047002000,98,101,0,13,0,13,0,13,0,13,0,13,98,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047002100,1237,630,125,137,0,18,0,18,0,18,0,18,882,626,1,4,0,18,0,18,77,71,77,76,15,24,0,18,0,18,0,18,0,18,0,18,0,18,18,29,0,18,15,24,9,15,18,31
36047002200,460,128,4,6,0,13,0,13,0,13,0,13,410,115,9,14,0,13,0,13,17,24,0,13,0,13,0,13,0,13,0,13,0,13,3,5,0,13,0,13,17,20,0,13,0,13,0,13
36047002300,696,409,203,255,0,13,0,13,0,13,0,13,458,228,28,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,18,0,13,0,13,0,13
36047002901,912,229,28,44,1,3,0,13,0,13,0,13,689,168,132,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,62,69
36047003000,595,222,21,28,0,13,0,13,0,13,0,13,409,207,40,54,0,13,14,22,3,6,94,105,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,9,14,0,13,0,13
36047003101,935,275,166,97,0,13,0,13,0,13,0,13,370,143,88,83,0,13,0,13,19,21,222,172,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,75,0,13,11,17,0,13,8,13
36047003102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047003300,1009,375,264,184,0,13,0,13,0,13,0,13,197,94,50,42,0,13,0,13,277,311,75,48,0,13,0,13,0,13,0,13,0,13,7,11,17,19,42,54,0,13,7,10,0,13,73,67
36047003400,839,179,56,46,0,13,0,13,0,13,0,13,643,157,66,65,0,13,0,13,0,13,0,13,0,13,16,25,0,13,0,13,0,13,52,78,0,13,0,13,0,13,6,10,0,13,0,13
36047003500,352,120,19,20,20,21,0,13,0,13,0,13,197,74,26,28,0,13,0,13,6,9,79,84,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13
36047003600,930,252,148,173,0,13,0,13,0,13,0,13,562,186,10,14,0,13,0,13,0,13,31,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,70,0,13,119,92
36047003700,870,326,101,75,0,13,0,13,0,13,0,13,410,210,80,107,0,13,12,19,12,17,214,177,0,13,15,25,0,13,0,13,0,13,6,10,0,13,11,19,2,4,0,13,7,10,0,13
36047003800,494,278,0,13,0,13,0,13,0,13,0,13,259,101,23,34,0,13,0,13,0,13,2,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,178,269,24,33,0,13
36047003900,546,209,138,99,0,13,0,13,0,13,0,13,164,138,0,13,0,13,0,13,22,24,169,164,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,27,41,0,13,18,40
36047004100,337,178,97,71,0,13,0,13,0,13,0,13,58,59,22,36,0,13,0,13,12,19,123,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,15,24
36047004300,779,222,60,47,0,13,0,13,0,13,0,13,328,168,0,13,0,13,8,13,92,72,100,66,0,13,0,13,0,13,0,13,0,13,39,59,0,13,0,13,22,34,67,49,7,12,56,82
36047004400,169,87,0,13,0,13,0,13,0,13,0,13,156,88,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6
36047004500,302,109,52,49,0,13,0,13,0,13,0,13,119,56,0,13,0,13,0,13,16,21,81,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,24,0,13,18,20,0,13,0,13
36047004600,145,106,0,13,27,47,0,13,0,13,0,13,111,98,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047004700,288,175,20,16,0,13,0,13,0,13,0,13,39,33,44,33,0,13,0,13,33,37,116,157,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,41,4,8,0,13
36047004900,296,152,0,13,0,13,0,13,0,13,0,13,110,70,32,35,0,13,0,13,29,47,111,112,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,25,0,13,0,13,0,13,0,13
36047005000,395,261,0,13,0,13,0,13,0,13,0,13,265,185,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,108,167,0,13,0,13,0,13,0,13,0,13,12,18
36047005100,409,200,94,70,0,13,0,13,0,13,0,13,145,182,24,38,0,13,0,13,49,47,54,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,40,0,13,20,29
36047005201,320,149,11,12,0,13,0,13,0,13,0,13,256,138,0,13,0,13,0,13,27,43,17,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13
36047005202,151,102,64,65,0,13,0,13,0,13,0,13,52,60,0,13,0,13,0,13,0,13,26,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15
36047005301,101,62,41,49,0,13,0,13,0,13,0,13,54,35,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005302,5,7,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005303,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005400,475,232,22,25,0,13,0,13,0,13,0,13,304,199,97,92,0,13,25,36,8,12,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17
36047005601,530,378,9,14,0,13,0,13,0,13,0,13,177,98,46,44,0,13,0,13,23,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,249,382,0,13,0,13,0,13,26,31
36047005602,167,92,58,79,0,13,0,13,0,13,0,13,65,34,0,13,0,13,0,13,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,19,0,13,0,13,12,17,13,14
36047005800,289,130,44,53,0,13,0,13,0,13,0,13,149,102,40,50,0,13,0,13,26,30,30,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005900,58,71,0,13,0,13,0,13,0,13,0,13,58,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047006000,336,149,18,20,0,13,0,13,0,13,0,13,143,104,103,81,0,13,0,13,20,27,0,13,0,13,0,13,0,13,0,13,0,13,29,55,0,13,0,13,0,13,23,35,0,13,0,13
36047006200,496,217,41,71,63,93,0,13,0,13,0,13,263,163,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,0,13,0,13,118,96,0,13,0,13,0,13,0,13,0,13,0,13
36047006300,260,103,27,29,0,13,0,13,0,13,0,13,136,88,58,65,0,13,0,13,27,33,0,13,0,13,0,13,0,13,0,13,0,13,8,11,0,13,0,13,0,13,0,13,4,6,0,13
36047006400,318,158,8,14,0,13,0,13,0,13,0,13,185,110,49,66,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,114,0,13
36047006500,407,267,47,62,0,18,0,18,0,18,0,18,54,85,65,82,0,18,0,18,0,18,105,141,0,18,0,18,0,18,0,18,0,18,21,26,0,18,115,170,0,18,0,18,0,18,0,18
36047006600,685,186,80,89,55,42,0,13,0,13,0,13,252,171,86,67,0,13,0,13,51,60,96,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,65,67
36047006700,318,155,30,36,0,13,0,13,0,13,0,13,165,148,18,24,0,13,0,13,87,98,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,9,13,0,13,0,13,0,13,0,13
36047006800,890,227,97,87,0,13,0,13,0,13,0,13,586,202,88,97,0,13,0,13,11,17,12,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,61,0,13,0,13,6,8,49,61
36047006901,132,73,67,66,0,13,0,13,0,13,0,13,13,17,24,35,0,13,0,13,6,10,20,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13
36047006902,290,184,18,28,0,13,0,13,0,13,0,13,88,59,40,53,0,13,10,17,103,147,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,10,16,0,13,10,16,0,13
36047007000,484,218,0,13,0,13,0,13,10,15,0,13,315,202,57,54,0,13,0,13,9,16,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,78,0,13,26,29
36047007100,238,219,36,42,0,13,0,13,0,13,0,13,201,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,7,0,13,0,13
36047007200,347,140,0,13,0,13,0,13,0,13,0,13,297,128,50,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047007400,1671,656,0,18,5,13,0,18,16,35,0,18,1576,673,0,18,0,18,4,6,17,25,9,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,44,68,0,18,0,18
36047007500,479,373,17,27,0,13,0,13,0,13,0,13,103,119,106,114,0,13,103,158,104,158,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,48
36047007600,1226,555,0,18,0,18,0,18,0,18,0,18,1147,542,8,13,0,18,0,18,26,34,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,39,0,18,0,18,21,28
36047007700,780,374,203,216,0,18,0,18,0,18,0,18,438,342,40,53,0,18,0,18,47,83,52,66,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047007800,424,274,0,18,0,18,0,18,0,18,0,18,363,270,0,18,0,18,0,18,0,18,5,10,0,18,0,18,0,18,0,18,0,18,25,36,31,27,0,18,0,18,0,18,0,18,0,18
36047008000,249,157,25,37,0,13,0,13,0,13,0,13,195,154,10,17,0,13,0,13,0,13,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13
36047008200,591,225,53,60,0,13,0,13,0,13,0,13,250,132,65,93,0,13,0,13,37,35,34,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,42,0,13,118,134
36047008400,229,134,6,16,0,13,0,13,0,13,0,13,145,119,48,54,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,6,11,0,13,0,13
36047008500,300,182,0,18,0,18,0,18,0,18,0,18,300,182,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047008600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047008800,589,344,29,37,0,13,0,13,0,13,0,13,516,349,6,12,0,13,0,13,21,32,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13
36047009001,404,139,0,13,0,13,0,13,0,13,0,13,384,138,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,22,0,13,0,13
36047009002,399,162,10,16,0,13,0,13,0,13,0,13,246,130,53,54,0,13,0,13,80,103,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009201,1598,437,0,13,0,13,0,13,0,13,0,13,1445,440,0,13,0,13,0,13,65,78,40,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,68
36047009202,961,274,67,60,0,13,0,13,155,176,0,13,619,228,12,20,0,13,0,13,64,68,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,45,0,13,0,13
36047009401,1712,423,19,27,0,13,0,13,0,13,0,13,1693,424,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009402,1968,475,44,48,295,341,0,13,0,13,0,13,1391,410,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,101,164,0,13,0,13,0,13,0,13,0,13,137,159
36047009600,2157,445,113,115,106,166,0,18,0,18,0,18,1823,421,18,27,0,18,24,39,0,18,21,35,13,21,0,18,0,18,0,18,0,18,18,29,0,18,0,18,4,8,17,21,0,18,0,18
36047009800,2592,452,0,18,0,18,0,18,0,18,0,18,2502,433,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,87,139,0,18,0,18,3,6,0,18,0,18
36047010000,2840,521,0,18,0,18,0,18,0,18,0,18,2517,534,35,32,0,18,0,18,12,19,0,18,0,18,0,18,0,18,0,18,0,18,250,341,0,18,0,18,0,18,26,47,0,18,0,18
36047010100,384,290,0,13,0,13,0,13,0,13,0,13,57,53,68,85,0,13,0,13,107,139,15,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,105,138,0,13,32,52
36047010200,3434,802,75,77,0,18,0,18,0,18,0,18,3359,814,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047010401,2084,642,0,13,0,13,0,13,0,13,0,13,2058,641,26,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047010402,1893,556,0,13,0,13,0,13,0,13,0,13,1893,556,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047010601,2065,476,0,13,0,13,0,13,0,13,0,13,1982,457,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,73,113,0,13,0,13
36047010602,2054,670,63,96,0,13,0,13,0,13,0,13,1991,670,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047010801,1428,445,114,126,0,13,0,13,0,13,0,13,1251,436,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,63,117,0,13,0,13,0,13,0,13,0,13,0,13
36047010802,1872,782,34,60,0,13,0,13,0,13,0,13,1821,788,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,29,0,13,0,13,0,13
36047011000,1010,629,6,40,0,13,0,13,0,13,0,13,956,636,12,19,0,13,2,5,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,20,33
36047011200,1670,356,58,69,321,291,0,18,0,18,0,18,1126,367,11,18,0,18,0,18,16,20,0,18,0,18,0,18,0,18,0,18,0,18,115,167,0,18,0,18,0,18,0,18,0,18,23,32
36047011400,966,497,63,75,0,13,0,13,0,13,0,13,869,505,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,40,0,13,0,13
36047011600,2822,829,0,13,57,90,0,13,0,13,0,13,2708,818,10,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,103,0,13,0,13,0,13,0,13,0,13,0,13
36047011700,412,223,4,7,108,166,0,13,0,13,0,13,206,119,38,42,0,13,0,13,7,13,49,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047011800,1747,338,13,18,0,13,0,13,0,13,0,13,1688,336,3,5,0,13,0,13,4,6,15,22,0,13,0,13,0,13,0,13,0,13,14,30,0,13,0,13,0,13,10,14,0,13,0,13
36047011901,142,119,4,6,0,13,0,13,0,13,0,13,96,111,15,16,0,13,0,13,7,10,20,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047011902,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047012000,1018,368,55,43,0,13,0,13,0,13,0,13,722,400,17,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,217,181,0,13,4,6,0,13,3,5,0,13,0,13
36047012100,113,55,38,28,0,13,0,13,0,13,0,13,24,17,6,9,0,13,6,8,0,13,33,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13
36047012200,2612,824,0,18,0,18,0,18,0,18,0,18,2468,809,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,20,29,49,74,61,96,0,18,14,22
36047012600,1163,325,161,130,0,13,0,13,0,13,0,13,818,258,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,78,0,13,0,13,0,13,8,12,0,13,101,137
36047012700,316,151,54,46,0,13,0,13,0,13,0,13,141,100,6,12,0,13,0,13,53,79,38,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,25,0,13,7,11,0,13,0,13
36047012801,1252,236,20,28,0,13,0,13,0,13,0,13,1050,236,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,71,0,13,43,60,0,13,51,51,48,66,0,13
36047012901,297,140,33,42,7,11,0,13,0,13,0,13,91,69,0,13,0,13,0,13,0,13,107,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,8,11,9,15,33,40
36047012902,538,307,89,44,0,13,0,13,0,13,0,13,222,145,31,36,0,13,0,13,17,21,40,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,105,144,17,26,0,13,17,28
36047013000,584,270,29,44,0,13,0,13,0,13,0,13,357,195,48,65,0,13,0,13,22,23,110,119,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,8,12
36047013100,593,202,133,100,0,13,0,13,0,13,0,13,245,151,75,61,0,13,0,13,38,42,37,40,0,13,0,13,0,13,0,13,0,13,27,43,0,13,31,47,0,13,7,12,0,13,0,13
36047013200,860,324,94,55,0,13,0,13,0,13,0,13,700,328,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,49,74,0,13,0,13,0,13,11,17,0,13,0,13
36047013300,469,257,55,52,0,13,0,13,0,13,0,13,228,212,19,30,0,13,0,13,18,19,73,82,0,13,0,13,0,13,0,13,0,13,11,17,0,13,54,49,11,18,0,13,0,13,0,13
36047013400,993,383,119,113,0,13,0,13,0,13,0,13,812,361,49,65,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047013500,738,282,150,130,0,13,0,13,0,13,11,16,222,117,135,118,0,13,8,11,21,22,124,106,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,57,0,13,0,13,21,32
36047013600,528,356,171,188,0,13,0,13,0,13,0,13,85,56,10,16,0,13,114,179,78,125,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,66,122,0,13,4,8
36047013700,382,235,33,31,0,13,0,13,0,13,0,13,43,33,84,79,0,13,0,13,7,13,34,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,175,232
36047013800,577,178,15,29,0,13,0,13,0,13,0,13,419,195,53,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,87,0,13,21,34
36047013900,338,173,40,41,0,13,0,13,0,13,0,13,104,85,65,63,0,13,0,13,57,94,15,24,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,32,46,15,24,0,13,0,13
36047014000,442,142,0,13,40,64,0,13,0,13,0,13,269,138,30,41,0,13,0,13,6,11,57,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,8,36,37,0,13,0,13
36047014101,208,104,8,12,0,13,0,13,0,13,0,13,39,33,21,37,0,13,0,13,6,10,109,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,41,0,13,0,13,0,13,0,13
36047014102,508,238,147,155,0,13,0,13,0,13,0,13,244,260,39,36,0,13,0,13,61,71,17,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047014200,655,241,131,133,0,13,0,13,0,13,0,13,328,188,0,13,0,13,0,13,8,13,18,29,0,13,0,13,0,13,0,13,0,13,91,91,0,13,0,13,0,13,40,63,0,13,39,61
36047014300,482,316,74,69,50,76,0,13,0,13,0,13,209,199,19,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,0,13,113,158
36047014500,624,237,90,86,8,13,0,13,0,13,0,13,214,133,41,65,0,13,0,13,44,55,54,50,0,13,0,13,0,13,0,13,0,13,80,95,10,14,4,11,0,13,56,89,0,13,23,26
36047014700,425,233,4,6,0,13,0,13,5,7,0,13,151,113,109,126,0,13,0,13,50,55,21,23,0,13,0,13,0,13,0,13,0,13,48,72,0,13,0,13,0,13,0,13,3,6,34,42
36047014800,185,154,0,13,0,13,0,13,0,13,0,13,166,152,0,13,0,13,0,13,0,13,0,13,0,13,12,23,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13
36047014901,184,135,144,122,0,13,0,13,0,13,0,13,22,35,0,13,0,13,0,13,7,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,20,0,13,0,13,0,13
36047014902,598,363,251,283,0,13,0,13,0,13,0,13,174,130,25,40,0,13,0,13,18,28,91,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,40,0,13,14,23
36047015000,393,145,0,13,0,13,0,13,0,13,0,13,305,128,65,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,39
