ct,cd,pop,pop_u18,hisp,white,black,asian,other_race,multiracial,nta
36047064800,45,1993,544,233,1129,274,233,31,93,Marine Park-Mill Basin-Bergen Beach
36047065000,45,1439,276,239,335,544,254,7,60,Flatlands
36047065200,46,1197,265,127,743,42,211,23,51,Marine Park-Mill Basin-Bergen Beach
36047065400,46,1681,479,145,1229,30,209,18,50,Marine Park-Mill Basin-Bergen Beach
36047065600,46,1795,432,170,1323,5,257,7,33,Marine Park-Mill Basin-Bergen Beach
36047065800,46,1844,399,205,1165,31,380,12,51,Marine Park-Mill Basin-Bergen Beach
36047066000,46,1762,377,165,1229,11,311,4,42,Marine Park-Mill Basin-Bergen Beach
36047066200,46,1497,303,201,849,62,345,8,32,Marine Park-Mill Basin-Bergen Beach
36047066600,46,1,0,1,0,0,0,0,0,Marine Park-Plumb Island
36047067000,46,2876,601,388,466,1377,482,14,149,Marine Park-Mill Basin-Bergen Beach
36047067200,46,1435,257,149,135,936,111,35,69,Flatlands
36047067400,46,1992,401,203,241,1174,205,53,116,Flatlands
36047067600,46,1622,287,141,133,1127,84,36,101,Flatlands
36047067800,46,2874,595,195,259,2193,87,21,119,Flatlands
36047068000,46,1887,391,264,206,1141,149,19,108,Flatlands
36047068200,46,2489,490,289,381,1362,253,34,170,Flatlands
36047068600,46,1749,316,199,710,520,232,20,68,Marine Park-Mill Basin-Bergen Beach
36047068800,46,1706,269,233,383,853,136,16,85,Flatlands
36047069000,46,1880,351,300,274,1077,119,26,84,Flatlands
36047069200,46,2512,452,230,220,1812,107,33,110,Flatlands
36047069601,46,3932,791,481,1131,1929,199,47,145,Marine Park-Mill Basin-Bergen Beach
36047069602,46,6275,1322,540,3578,1443,478,71,165,Marine Park-Mill Basin-Bergen Beach
36047069800,46,1417,270,134,1057,108,82,3,33,Marine Park-Mill Basin-Bergen Beach
36047070000,46,1650,328,153,1356,45,48,10,38,Marine Park-Mill Basin-Bergen Beach
36047070201,46,6719,1521,308,5918,72,247,64,110,Marine Park-Mill Basin-Bergen Beach
36047070202,46,21,7,3,12,5,0,0,1,Barren Island-Floyd Bennett Field
36047070203,42,0,0,0,0,0,0,0,0,Jamaica Bay (West)
36047070601,46,2703,599,168,2342,44,69,18,62,Marine Park-Mill Basin-Bergen Beach
36047070602,46,4,0,0,2,0,0,0,2,McGuire Fields
36047072000,46,2205,454,135,94,1806,74,19,77,Flatlands
36047072200,45,2893,517,138,74,2341,103,30,207,Flatlands
36047072400,45,1911,326,85,35,1672,21,16,82,Flatlands
36047072600,45,2582,570,301,52,1950,79,43,157,Flatlands
36047072800,46,3645,611,183,145,3006,64,38,209,Flatlands
36047073000,45,2170,388,125,100,1711,90,32,112,Flatlands
36047073200,45,2173,360,179,66,1604,114,39,171,Flatlands
36047073400,45,1818,321,155,63,1332,112,31,125,Flatlands
36047073600,45,3473,767,406,167,2205,462,73,160,Flatlands
36047073800,45,3290,797,333,964,1534,266,54,139,Flatlands
36047074000,45,3446,784,355,307,2131,392,72,189,Flatlands
36047074200,45,3023,783,236,1269,1183,103,42,190,Flatlands
36047074400,45,2481,918,63,2179,122,68,22,27,Flatlands
36047074600,45,2100,579,156,1334,360,173,27,50,Flatlands
36047074800,45,1936,539,112,1333,353,43,48,47,Midwood
36047075000,45,2928,859,136,2162,389,99,83,59,Midwood
36047075200,45,1042,310,12,961,12,12,4,41,Midwood
36047075400,45,1402,431,8,1343,13,0,15,23,Midwood
36047075600,45,1934,484,84,1560,69,136,34,51,Midwood
36047075800,44,2005,456,59,1654,39,144,22,87,Midwood
36047076000,45,2832,671,178,2139,49,324,26,116,Midwood
36047076200,44,4391,972,518,2127,423,1045,89,189,Midwood
36047076400,45,3783,727,644,941,1676,316,48,158,Flatbush (West)-Ditmas Park-Parkville
36047076600,45,1990,350,258,236,1268,103,16,109,Flatbush
36047076800,44,4049,1094,320,2687,131,673,77,161,Midwood
36047077000,45,2776,526,471,311,1637,111,65,181,Flatbush
36047077200,45,3070,667,395,1007,1249,176,46,197,Flatbush
36047077400,45,3029,707,396,545,1698,229,33,128,Flatbush
36047077600,45,3784,650,337,209,2700,235,56,247,Flatlands
36047078000,45,2197,320,149,54,1710,49,47,188,East Flatbush-Farragut
36047078200,45,4081,797,267,65,3281,94,69,305,East Flatbush-Farragut
36047078400,45,2441,404,218,137,1830,39,61,156,East Flatbush-Farragut
36047078601,45,2374,479,315,90,1536,278,20,135,Flatbush
36047078602,45,2073,328,215,141,1536,53,41,87,East Flatbush-Farragut
36047078801,45,2040,411,248,77,1449,82,16,168,Flatbush
36047078802,45,1328,269,80,18,1097,9,13,111,East Flatbush-Farragut
36047079001,45,1347,246,189,133,882,36,10,97,Flatbush
36047079002,45,3769,715,338,181,2850,101,68,231,East Flatbush-Erasmus
36047079201,40,1743,348,269,128,1161,48,19,118,Flatbush
36047079202,40,3171,1005,492,140,2241,120,26,152,East Flatbush-Erasmus
36047079400,40,2742,810,407,203,1888,36,59,149,East Flatbush-Erasmus
36047079601,40,4125,597,529,1010,2135,175,53,223,Prospect Lefferts Gardens-Wingate
36047079602,40,4489,701,700,711,2597,158,72,251,Flatbush
36047079801,40,2957,421,289,836,1513,104,37,178,Prospect Lefferts Gardens-Wingate
36047079802,40,5647,802,680,1584,2652,310,87,334,Prospect Lefferts Gardens-Wingate
36047080000,40,3562,529,363,1019,1815,118,22,225,Prospect Lefferts Gardens-Wingate
36047080200,40,4521,737,536,802,2613,191,59,320,Prospect Lefferts Gardens-Wingate
36047080400,40,3327,524,283,661,1933,142,50,258,Prospect Lefferts Gardens-Wingate
36047080600,40,3781,1076,201,1442,1758,73,101,206,Prospect Lefferts Gardens-Wingate
36047080800,40,1940,240,445,179,1126,93,35,62,Prospect Lefferts Gardens-Wingate
36047081000,40,2907,552,187,520,1896,91,71,142,Prospect Lefferts Gardens-Wingate
36047081400,40,3121,625,166,172,2422,114,80,167,East Flatbush-Rugby
36047081600,40,2580,492,231,101,1989,87,55,117,East Flatbush-Erasmus
36047081800,40,4830,755,521,565,3160,201,53,330,East Flatbush-Erasmus
36047082000,40,5495,928,586,609,3708,155,62,375,East Flatbush-Erasmus
36047082200,40,7201,1108,850,866,4809,219,75,382,East Flatbush-Erasmus
36047082400,40,4963,949,535,303,3616,134,86,289,East Flatbush-Erasmus
36047082600,40,5165,953,421,256,3962,99,58,369,East Flatbush-Erasmus
36047082800,45,4206,810,470,211,3150,92,66,217,East Flatbush-Erasmus
36047083000,45,6167,1313,501,122,4875,112,90,467,East Flatbush-Farragut
36047083200,45,2362,475,150,43,1836,119,45,169,East Flatbush-Farragut
36047083400,45,1733,308,118,29,1373,55,25,133,East Flatbush-Farragut
36047083600,45,2160,386,157,20,1763,85,17,118,East Flatbush-Farragut
36047083800,45,2226,376,128,34,1756,42,30,236,East Flatbush-Farragut
36047084000,45,2324,435,145,36,1928,24,44,147,East Flatbush-Farragut
36047084600,45,1986,422,126,23,1604,26,44,163,East Flatbush-Farragut
36047084800,45,1728,304,101,16,1353,69,36,153,East Flatbush-Rugby
36047085000,45,1509,274,73,26,1263,16,14,117,East Flatbush-Rugby
36047085200,45,32,6,5,0,19,6,0,2,Holy Cross Cemetery
36047085400,45,1962,316,155,64,1488,70,32,153,East Flatbush-Farragut
36047085600,45,3568,693,330,138,2677,66,50,307,East Flatbush-Erasmus
36047085800,40,2474,462,137,42,1974,125,33,163,East Flatbush-Rugby
36047086000,45,3809,786,374,39,3035,52,46,263,East Flatbush-Rugby
36047086200,45,3427,739,242,39,2834,51,43,218,East Flatbush-Rugby
36047086400,41,2499,473,148,45,2122,18,17,149,East Flatbush-Rugby
36047086600,41,3385,641,216,135,2715,21,88,210,East Flatbush-Rugby
36047086800,41,3413,685,199,86,2803,31,31,263,East Flatbush-Rugby
36047087000,41,3570,678,208,99,2885,46,24,308,East Flatbush-Rugby
36047087200,40,3128,641,125,132,2514,59,37,261,East Flatbush-Rugby
36047087401,40,3740,920,311,619,2487,22,85,216,Prospect Lefferts Gardens-Wingate
36047087600,41,2098,477,171,538,1175,45,50,119,Prospect Lefferts Gardens-Wingate
36047087800,41,2730,458,183,78,2233,26,40,170,East Flatbush-Rugby
36047088001,41,2127,312,186,187,1625,8,45,76,Prospect Lefferts Gardens-Wingate
36047088002,41,1374,315,61,140,1036,22,17,98,East Flatbush-Rugby
36047088200,41,6804,1542,606,175,5473,57,62,431,East Flatbush-Remsen Village
36047088400,41,5513,1149,355,105,4580,41,127,305,East Flatbush-Remsen Village
36047088600,41,4547,978,409,68,3715,22,35,298,East Flatbush-Remsen Village
36047088800,42,4001,846,371,18,3305,16,44,247,East Flatbush-Remsen Village
36047089000,41,6683,1263,653,150,5375,38,83,384,East Flatbush-Remsen Village
36047089200,41,3673,752,519,70,2808,20,54,202,East Flatbush-Remsen Village
36047089400,41,3834,992,445,43,3017,32,44,253,Brownsville
36047089600,41,4081,920,412,71,3268,33,54,243,Brownsville
36047089800,41,2329,591,310,36,1755,28,38,162,Brownsville
36047090000,41,5434,1367,1139,49,3938,20,30,258,Brownsville
36047090200,41,3817,1200,860,77,2620,73,54,133,Brownsville
36047090600,41,4534,1397,1521,62,2747,48,39,117,Brownsville
36047090800,37,5893,2241,1858,158,3579,39,61,198,Brownsville
36047091000,41,5814,1460,1914,69,3516,100,50,165,Brownsville
36047091200,41,6572,1897,2127,53,4077,60,59,196,Brownsville
36047091600,41,5309,1380,837,62,3930,95,114,271,Brownsville
36047091800,41,2703,631,1116,29,1421,15,25,97,Brownsville
36047092000,42,3491,880,529,29,2667,36,31,199,Brownsville
36047092200,42,3031,571,262,19,2508,21,39,182,Brownsville
36047092400,41,3628,1048,603,73,2693,17,50,192,Brownsville
36047092800,42,2861,567,190,57,2330,22,42,220,East Flatbush-Remsen Village
36047093000,42,2567,442,91,8,2311,6,49,102,East Flatbush-Remsen Village
36047093200,45,1277,215,56,13,1049,50,17,92,East Flatbush-Farragut
36047093400,42,2466,399,126,40,2086,29,27,158,East Flatbush-Remsen Village
36047093600,45,1854,357,91,4,1620,7,13,119,East Flatbush-Rugby
36047093800,45,2662,517,263,67,2106,10,24,192,East Flatbush-Rugby
36047094401,45,3447,610,128,58,3030,20,20,191,Flatlands
36047094402,45,2810,650,458,66,2147,18,27,94,Flatlands
36047094600,45,2079,361,103,25,1756,18,21,156,East Flatbush-Rugby
36047095000,45,3170,629,142,111,2704,32,24,157,Canarsie
36047095400,46,5156,999,219,100,4450,38,45,304,Canarsie
36047095600,46,4391,888,252,168,3594,66,68,243,Canarsie
36047095800,46,3770,739,220,119,3135,103,34,159,Canarsie
36047096000,42,6,4,1,0,3,0,0,2,Canarsie
36047096200,42,1701,335,150,78,1336,27,14,96,Canarsie
36047096400,46,2621,639,187,146,2005,76,24,183,Canarsie
36047096600,46,2353,492,188,96,1793,72,44,160,Canarsie
36047096800,46,1555,346,179,65,1160,31,22,98,Canarsie
36047097000,42,2357,495,258,113,1795,47,25,119,Canarsie
36047097400,46,2911,453,395,145,2170,36,45,120,Canarsie
36047098200,42,4076,1029,1035,22,2822,9,43,145,Canarsie
36047098400,46,2074,410,79,40,1862,5,17,71,Canarsie
36047098600,46,2814,557,214,50,2238,66,49,197,Canarsie
36047098800,46,3083,527,334,90,2390,56,37,176,Canarsie
36047099000,46,1652,361,132,63,1262,72,40,83,Canarsie
36047099200,46,2056,411,150,108,1568,69,29,132,Canarsie
36047099400,46,2116,467,97,96,1774,29,15,105,Canarsie
36047099600,46,4052,856,200,197,3420,49,25,161,Canarsie
36047099800,46,4234,768,156,148,3620,43,58,209,Canarsie
36047100400,46,2901,564,122,51,2503,37,26,162,Canarsie
36047100600,46,2662,513,171,152,2149,47,22,121,Canarsie
36047100800,46,2189,464,150,124,1694,73,17,131,Canarsie
36047101000,46,2605,571,194,144,1932,126,26,183,Canarsie
36047101200,46,2115,437,152,90,1632,76,52,113,Canarsie
36047101400,46,2268,472,185,84,1771,98,29,101,Canarsie
36047101600,46,1551,264,73,41,1323,31,14,69,Canarsie
36047101800,46,2030,330,151,98,1661,22,18,80,Canarsie
36047102000,46,2186,426,128,111,1740,65,15,127,Canarsie
36047102200,46,2313,494,173,131,1750,136,30,93,Canarsie
36047102400,46,2257,470,155,131,1691,98,46,136,Canarsie
36047102600,46,2973,608,140,120,2521,33,26,133,Canarsie
36047102801,46,1754,334,122,53,1397,60,28,94,Canarsie
36047102802,46,5,3,1,0,0,0,0,4,Canarsie Park & Pier
36047103401,46,3980,1097,929,156,2711,13,25,146,Canarsie
36047103402,46,0,0,0,0,0,0,0,0,Canarsie Park & Pier
36047105801,42,7013,1202,1278,1387,3760,259,60,269,Spring Creek-Starrett City
36047105804,42,6482,1092,1257,1152,3639,132,64,238,Spring Creek-Starrett City
36047107001,42,3543,1064,809,56,2474,33,39,132,Spring Creek-Starrett City
36047107002,42,0,0,0,0,0,0,0,0,Shirley Chisholm State Park
36047107003,42,0,0,0,0,0,0,0,0,Spring Creek-Starrett City
36047107800,42,4112,610,527,64,3316,22,26,157,East New York-New Lots
36047109800,42,2290,594,411,47,1615,30,38,149,East New York-New Lots
36047110400,42,5068,1168,863,87,3723,41,65,289,East New York-New Lots
36047110600,42,4558,1271,1180,46,3152,17,47,116,East New York-New Lots
36047111000,42,3037,724,716,24,2155,10,33,99,East New York-New Lots
36047111600,42,3434,798,778,56,2307,41,39,213,East New York-New Lots
36047111800,42,3507,941,938,98,2095,158,49,169,East New York-New Lots
36047112000,42,3480,833,1130,52,2001,94,24,179,East New York-New Lots
36047112200,42,3514,859,696,81,2332,63,62,280,East New York-New Lots
36047112400,42,4288,1079,895,92,3021,43,35,202,East New York-New Lots
36047112600,42,4368,1078,1105,56,2945,15,49,198,East New York-New Lots
36047112800,42,4461,1039,871,173,3059,32,70,256,East New York-New Lots
36047113000,42,4460,1092,952,79,3075,32,37,285,East New York-New Lots
36047113200,42,2427,524,455,28,1734,38,32,140,East New York-New Lots
36047113400,42,2658,749,912,59,1565,12,36,74,East New York (North)
36047114201,37,1880,404,1187,86,407,107,12,81,Cypress Hills
36047114202,37,2670,558,1518,128,802,86,44,92,Cypress Hills
36047114400,37,2414,600,996,72,1181,33,29,103,East New York (North)
36047114600,37,3134,722,2012,74,697,157,59,135,Cypress Hills
36047115000,42,3123,783,1452,59,1380,42,67,123,East New York (North)
36047115200,42,3496,968,1202,80,1825,140,49,200,East New York (North)
36047115600,42,4452,1213,1642,110,2418,55,63,164,East New York (North)
36047115800,42,3260,771,886,60,1975,81,45,213,East New York (North)
36047116000,42,2630,654,814,12,1641,14,22,127,East New York (North)
36047116200,42,2374,512,497,41,1545,63,36,192,East New York (North)
36047116400,42,3275,756,1013,52,1836,148,53,173,East New York (North)
36047116600,42,3484,986,1529,60,1306,289,87,213,East New York (North)
36047116800,37,2273,540,1370,58,524,136,84,101,Cypress Hills
36047117000,37,1974,459,1312,45,378,105,62,72,Cypress Hills
36047117201,37,2602,640,1862,49,456,96,91,48,Cypress Hills
36047117202,37,4266,995,2764,130,841,217,163,151,Cypress Hills
36047117400,37,4331,987,3188,103,520,204,157,159,Cypress Hills
36047117601,37,2760,660,2031,110,342,92,122,63,Cypress Hills
36047117602,37,3492,872,2503,90,484,176,126,113,Cypress Hills
36047117800,37,1820,403,1055,30,214,280,133,108,Cypress Hills
36047118000,37,7,4,5,0,0,0,2,0,Highland Park-Cypress Hills Cemeteries (South)
36047118201,37,3345,832,2426,79,375,240,120,105,Cypress Hills
36047118202,37,3275,822,2363,75,331,251,151,104,Cypress Hills
36047118400,37,5434,1353,3833,113,618,550,184,136,Cypress Hills
36047118600,37,3147,737,1499,79,358,891,198,122,East New York-City Line
36047118800,37,5156,1284,1600,119,479,2461,275,222,East New York-City Line
36047119000,37,2217,573,815,63,431,615,183,110,East New York-City Line
36047119200,37,3636,904,1648,73,1335,324,83,173,East New York (North)
36047119400,42,4320,1097,1449,69,2054,395,106,247,East New York (North)
36047119600,42,6458,1627,1544,109,1862,2469,193,281,East New York-City Line
36047119800,37,3696,839,2185,133,1120,112,64,82,East New York (North)
36047120000,42,2873,693,722,73,1059,754,139,126,East New York-City Line
36047120200,37,1972,453,392,33,215,1050,147,135,East New York-City Line
36047120801,42,3999,860,880,59,2047,649,86,278,East New York-City Line
36047120802,42,3770,956,520,16,3015,32,38,149,East New York-City Line
36047120803,42,2010,438,599,86,961,203,48,113,East New York-City Line
36047121000,42,3688,1005,1781,11,1742,61,26,67,East New York-City Line
36047121400,42,4100,1200,1746,59,2115,35,30,115,East New York-City Line
36047122000,42,6169,1621,1272,98,4222,117,102,358,East New York-City Line
36047123700,33,8586,4862,744,7085,128,57,402,170,Bedford-Stuyvesant (West)
36047150200,39,2616,670,426,1772,57,202,34,125,Windsor Terrace-South Slope
36047152200,40,3287,623,458,1493,477,590,52,217,Flatbush (West)-Ditmas Park-Parkville
36047990100,,0,0,0,0,0,0,0,0,
36061000100,1,0,0,0,0,0,0,0,0,The Battery-Governors Island-Ellis Island-Liberty Island
36061000201,1,2012,352,784,221,244,702,11,50,Chinatown-Two Bridges
36061000202,1,7266,1205,2683,1575,942,1832,67,167,Lower East Side
36061000500,1,5,1,0,0,1,2,0,2,The Battery-Governors Island-Ellis Island-Liberty Island
36061000600,1,11616,1723,2946,1145,1227,6027,64,207,Chinatown-Two Bridges
36061000700,1,10542,1030,927,6782,353,1894,105,481,Financial District-Battery Park City
36061000800,1,10871,1430,532,1233,228,8708,62,108,Chinatown-Two Bridges
36061000900,1,2016,312,223,1148,151,357,32,105,Financial District-Battery Park City
36061001001,1,1767,315,259,1085,49,272,29,73,Lower East Side
36061001002,2,6300,1408,3702,134,1264,1050,47,103,Lower East Side
36061001200,1,3776,627,1104,1705,118,666,35,148,Lower East Side
36061001300,1,5402,581,522,3339,169,1045,49,278,Financial District-Battery Park City
36061001401,1,3543,679,416,2080,88,718,41,200,Lower East Side
36061001402,1,3418,312,996,957,287,1023,51,104,Lower East Side
36061001501,1,8385,860,763,4745,364,2102,66,345,Financial District-Battery Park City
36061001502,1,10378,1027,993,6335,474,1951,94,531,Financial District-Battery Park City
36061001600,1,7698,917,444,1347,229,5470,37,171,Chinatown-Two Bridges
36061001800,1,7934,845,1122,2551,378,3579,73,231,Lower East Side
36061002000,2,4648,894,2829,77,867,765,31,79,East Village
36061002100,1,7811,1961,547,5223,122,1337,84,498,Tribeca-Civic Center
36061002201,2,6969,878,2844,1629,799,1457,45,195,Lower East Side
36061002202,2,2488,209,474,1308,209,374,38,85,East Village
36061002400,2,4518,986,2719,81,975,645,17,81,East Village
36061002500,1,4630,818,1780,86,879,1753,42,90,Chinatown-Two Bridges
36061002601,2,3609,489,1446,1121,401,503,25,113,East Village
36061002602,2,4816,459,981,2406,391,789,51,198,East Village
36061002700,1,1370,164,53,232,22,1022,9,32,Chinatown-Two Bridges
36061002800,2,6819,829,2609,2164,731,1013,70,232,East Village
36061002901,1,1096,16,318,228,415,119,5,11,Tribeca-Civic Center
36061002902,1,4359,494,158,556,29,3495,14,107,Chinatown-Two Bridges
36061003001,1,4663,301,754,2575,165,938,37,194,Lower East Side
36061003002,2,3035,206,640,1577,143,493,70,112,East Village
36061003100,1,2989,233,433,1270,340,623,71,252,Tribeca-Civic Center
36061003200,2,8372,500,1019,5592,233,1126,76,326,East Village
36061003300,1,6458,1419,380,4832,94,747,31,374,Tribeca-Civic Center
36061003400,2,7012,431,1139,4459,244,759,84,327,East Village
36061003601,1,3513,326,1195,1030,419,742,42,85,Lower East Side
36061003602,2,3000,179,388,1778,210,473,30,121,East Village
36061003700,3,3092,408,290,2198,82,338,27,157,SoHo-Little Italy-Hudson Square
36061003800,2,9070,392,1132,5909,318,1245,64,402,East Village
36061003900,1,7036,1557,525,5216,213,622,78,382,Tribeca-Civic Center
36061004001,2,3743,166,418,2645,135,359,31,155,East Village
36061004002,2,5090,216,545,3149,185,804,93,314,East Village
36061004100,1,7523,642,569,2594,210,3829,82,239,SoHo-Little Italy-Hudson Square
36061004200,2,5216,205,557,2641,367,1386,39,226,East Village
36061004300,1,4158,267,545,2556,67,760,52,178,SoHo-Little Italy-Hudson Square
36061004400,4,17222,1744,1615,11076,560,2978,141,852,Stuyvesant Town-Peter Cooper Village
36061004500,1,1093,175,53,688,17,251,19,65,SoHo-Little Italy-Hudson Square
36061004700,1,2644,285,220,1987,40,248,19,130,SoHo-Little Italy-Hudson Square
36061004800,2,6955,518,622,4766,267,959,70,271,Gramercy
36061004900,1,4777,406,355,3619,83,434,37,249,SoHo-Little Italy-Hudson Square
36061005000,2,5223,479,286,3935,72,686,26,218,Gramercy
36061005200,2,3808,458,284,2457,161,487,83,336,Midtown South-Flatiron-Union Square
36061005400,3,4909,533,294,3676,73,617,29,220,Midtown South-Flatiron-Union Square
36061005501,2,4564,670,384,2990,191,678,43,278,Greenwich Village
36061005502,2,1956,241,126,1483,48,180,18,101,Greenwich Village
36061005600,2,4281,597,498,2541,449,545,48,200,Midtown South-Flatiron-Union Square
36061005700,2,2998,380,127,2388,39,311,14,119,Greenwich Village
36061005800,3,5109,506,484,3543,146,735,37,164,Midtown South-Flatiron-Union Square
36061005900,2,5707,519,394,4259,119,631,53,251,Greenwich Village
36061006000,4,5290,1152,397,3682,147,683,69,312,Stuyvesant Town-Peter Cooper Village
36061006100,2,5494,522,554,3542,316,708,57,317,Greenwich Village
36061006200,4,3686,406,442,1646,414,971,61,152,Murray Hill-Kips Bay
36061006300,2,6707,706,454,5319,127,447,82,278,Greenwich Village
36061006400,2,8744,692,919,5815,285,1211,128,386,Gramercy
36061006500,2,6721,387,608,4737,197,828,31,320,Greenwich Village
36061006600,2,12341,904,2211,6310,1052,2136,198,434,Murray Hill-Kips Bay
36061006700,3,5547,300,461,4397,83,374,30,202,West Village
36061006800,2,7706,459,732,4983,456,1123,106,306,Gramercy
36061006900,3,2799,383,219,2073,89,226,40,152,West Village
36061007001,4,4550,408,411,2943,185,778,39,194,Murray Hill-Kips Bay
36061007002,2,4865,351,389,3408,82,754,28,204,Murray Hill-Kips Bay
36061007100,3,5851,445,490,4501,195,367,54,244,West Village
36061007200,2,9358,696,766,6451,343,1447,71,280,Murray Hill-Kips Bay
36061007300,3,6180,352,444,4962,98,374,52,250,West Village
36061007400,4,5698,336,486,3637,291,1040,59,185,Midtown South-Flatiron-Union Square
36061007500,3,4000,477,267,3231,88,210,31,173,West Village
36061007600,3,2921,210,344,1125,269,1067,22,94,Midtown South-Flatiron-Union Square
36061007700,3,6192,501,480,4898,92,449,37,236,West Village
36061007800,4,9109,884,692,5421,264,2296,55,381,Murray Hill-Kips Bay
36061007900,3,4442,521,263,3546,90,279,50,214,West Village
36061008000,4,5906,462,441,4062,243,933,38,189,Murray Hill-Kips Bay
36061008100,3,7853,640,876,5517,229,784,84,363,Chelsea-Hudson Yards
36061008200,4,3414,272,268,2230,86,656,26,148,Midtown-Times Square
36061008300,3,3853,435,1126,1682,458,432,26,129,Chelsea-Hudson Yards
36061008400,4,1985,113,266,736,282,609,11,81,Midtown-Times Square
36061008601,4,4853,575,408,2441,190,1591,54,169,Murray Hill-Kips Bay
36061008602,4,0,0,0,0,0,0,0,0,United Nations
36061008603,4,5347,563,345,4178,58,550,75,141,East Midtown-Turtle Bay
36061008700,3,6510,592,697,4565,122,770,69,287,Chelsea-Hudson Yards
36061008800,4,8852,716,741,5305,262,2123,64,357,Murray Hill-Kips Bay
36061008900,3,5957,613,933,3787,330,581,80,246,Chelsea-Hudson Yards
36061009000,4,8830,769,622,5226,288,2233,97,364,East Midtown-Turtle Bay
36061009100,3,7362,655,689,4859,420,1025,52,317,Chelsea-Hudson Yards
36061009200,4,1866,112,221,1048,94,427,11,65,East Midtown-Turtle Bay
36061009300,3,9325,1001,1667,5696,690,834,102,336,Chelsea-Hudson Yards
36061009400,4,109,13,15,55,10,26,1,2,Midtown-Times Square
36061009500,3,3892,279,1376,1735,290,378,31,82,Midtown South-Flatiron-Union Square
36061009600,4,608,18,128,122,242,82,13,21,Midtown-Times Square
36061009700,3,5071,461,1334,2231,558,666,62,220,Chelsea-Hudson Yards
36061009800,4,8078,675,589,5413,168,1508,71,329,East Midtown-Turtle Bay
36061009901,3,2093,281,245,1406,88,246,8,100,Chelsea-Hudson Yards
36061009902,3,3848,419,565,2184,271,591,35,202,Chelsea-Hudson Yards
36061009903,3,2380,207,378,959,227,688,33,95,Chelsea-Hudson Yards
36061010000,4,2170,152,240,1291,112,427,13,87,East Midtown-Turtle Bay
36061010100,3,2596,299,377,832,360,910,41,76,Midtown South-Flatiron-Union Square
36061010200,4,283,30,35,204,3,31,8,2,Midtown-Times Square
36061010300,3,4095,212,1413,1438,215,861,30,138,Chelsea-Hudson Yards
36061010400,4,983,76,96,643,28,168,14,34,Midtown-Times Square
36061010601,4,8256,795,432,6989,46,555,37,197,East Midtown-Turtle Bay
36061010602,5,5489,941,422,3500,313,947,53,254,Upper East Side-Lenox Hill-Roosevelt Island
36061010801,4,3297,377,260,2307,66,543,23,98,East Midtown-Turtle Bay
36061010802,4,3805,451,233,2889,46,484,21,132,East Midtown-Turtle Bay
36061010803,4,2696,333,171,1888,24,515,18,80,East Midtown-Turtle Bay
36061010900,3,407,23,56,134,77,124,1,15,Midtown-Times Square
36061011000,5,7671,943,639,5492,173,1024,60,283,Upper East Side-Lenox Hill-Roosevelt Island
36061011100,3,6138,366,1152,2362,800,1559,49,216,Chelsea-Hudson Yards
36061011201,4,1233,94,139,891,9,148,10,36,Midtown-Times Square
36061011202,4,500,40,44,370,11,67,3,5,Midtown-Times Square
36061011203,4,1420,160,85,961,10,289,14,61,East Midtown-Turtle Bay
36061011300,3,216,10,35,78,48,49,0,6,Midtown-Times Square
36061011401,4,1361,187,81,1076,36,124,14,30,Upper East Side-Carnegie Hill
36061011402,4,2620,334,160,2050,42,241,23,104,Upper East Side-Carnegie Hill
36061011500,3,3863,342,616,1386,273,1407,45,136,Hell's Kitchen
36061011600,5,3263,327,344,2177,90,484,35,133,Upper East Side-Lenox Hill-Roosevelt Island
36061011700,3,5256,535,949,2149,422,1452,61,223,Chelsea-Hudson Yards
36061011800,5,9688,1320,508,7729,98,936,48,369,Upper East Side-Lenox Hill-Roosevelt Island
36061011900,3,1666,244,440,389,708,47,23,59,Midtown-Times Square
36061012000,4,3905,560,181,3288,54,250,24,108,Upper East Side-Carnegie Hill
36061012101,3,3408,130,567,1575,365,775,36,90,Hell's Kitchen
36061012102,3,5236,312,882,3325,311,440,47,231,Hell's Kitchen
36061012200,4,3425,382,193,2930,21,184,26,71,Upper East Side-Carnegie Hill
36061012400,5,10845,1420,826,7749,207,1588,78,397,Upper East Side-Lenox Hill-Roosevelt Island
36061012500,3,2901,156,415,1015,287,1078,39,67,Midtown-Times Square
36061012601,5,7437,999,468,5797,91,814,36,231,Upper East Side-Lenox Hill-Roosevelt Island
36061012602,5,6400,924,363,5292,76,437,39,193,Upper East Side-Lenox Hill-Roosevelt Island
36061012700,3,7282,422,1548,3933,295,1108,69,329,Hell's Kitchen
36061012800,4,6545,1172,321,5623,42,341,60,158,Upper East Side-Carnegie Hill
36061012901,3,7959,959,1290,3378,825,2074,78,314,Hell's Kitchen
36061012902,3,3144,253,784,1491,303,392,32,142,Hell's Kitchen
36061013000,4,3911,543,208,3388,45,191,16,63,Upper East Side-Carnegie Hill
36061013100,3,3962,351,610,1862,270,1069,24,127,Midtown-Times Square
36061013201,5,3146,410,211,2313,46,452,14,110,Upper East Side-Lenox Hill-Roosevelt Island
36061013202,5,4237,653,368,3029,103,497,30,210,Upper East Side-Lenox Hill-Roosevelt Island
36061013203,5,3747,427,269,2739,70,493,20,156,Upper East Side-Lenox Hill-Roosevelt Island
36061013300,3,6782,461,1201,3511,242,1479,52,297,Hell's Kitchen
