ct,tot_,moe_,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino
36061006100,5143,609,4584,632,559,186,111,126,58,49,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,74,53,7,13,0,18,0,18,30,31,0,18,0,18,0,18,0,18,37,42,0,18,316,113,0,18,0,18,0,18,316,113
36061006200,4385,768,3635,642,750,320,94,88,141,90,17,36,113,169,10,19,0,13,0,13,10,19,0,13,0,13,0,13,0,13,114,111,8,12,0,13,0,13,47,66,59,89,0,13,0,13,0,13,0,13,0,13,261,194,0,13,0,13,0,13,261,194
36061006300,6456,1019,6119,927,337,183,123,144,32,37,0,18,0,18,68,68,0,18,44,62,0,18,0,18,24,29,0,18,0,18,37,59,0,18,0,18,0,18,0,18,0,18,37,59,0,18,0,18,0,18,0,18,77,39,0,18,0,18,0,18,77,39
36061006400,7415,1015,6867,991,548,252,56,94,138,185,0,18,137,158,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,183,133,0,18,0,18,0,18,25,40,0,18,0,18,105,106,0,18,53,87,0,18,34,46,26,43,0,18,0,18,8,15
36061006500,5933,706,5428,708,505,222,149,123,84,93,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,14,24,14,24,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,258,117,71,73,0,18,0,18,187,98
36061006600,12022,1887,9858,1825,2164,891,206,308,1069,621,0,20,422,308,50,78,0,20,50,78,0,20,0,20,0,20,0,20,0,20,347,396,0,20,0,20,0,20,347,396,0,20,0,20,0,20,0,20,0,20,0,20,70,95,53,91,0,20,0,20,17,25
36061006700,5093,898,4570,884,523,264,86,100,141,145,0,18,50,58,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,125,114,47,65,0,18,0,18,57,90,0,18,0,18,0,18,0,18,21,36,0,18,121,139,99,135,17,29,0,18,5,7
36061006800,8293,1114,7527,1059,766,316,160,158,136,103,40,64,0,18,29,47,0,18,0,18,0,18,29,47,0,18,0,18,0,18,130,114,0,18,0,18,22,36,9,19,0,18,0,18,76,108,23,37,0,18,0,18,271,106,0,18,33,53,0,18,238,86
36061006900,2450,372,2249,347,201,107,20,24,28,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,43,25,30,17,27,0,13,0,13,0,13,0,13,0,13,7,13,0,13,0,13,104,89,42,32,0,13,0,13,62,83
36061007001,3572,1309,3456,1305,116,136,11,125,20,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,71,58,23,35,0,13,0,13,0,13,40,53,0,13,8,14,0,13,0,13,0,13,14,22,0,13,0,13,0,13,14,22
36061007002,4292,645,3921,631,371,246,0,13,90,133,23,36,0,13,90,133,0,13,0,13,0,13,14,24,76,131,0,13,0,13,114,95,0,13,0,13,56,74,0,13,28,45,0,13,0,13,0,13,30,50,0,13,54,71,0,13,41,65,0,13,13,21
36061007100,5384,803,4818,651,566,347,17,30,100,81,0,18,37,46,170,276,0,18,0,18,0,18,170,276,0,18,0,18,0,18,47,54,0,18,0,18,0,18,24,38,0,18,0,18,0,18,0,18,23,38,0,18,195,182,116,161,0,18,0,18,79,84
36061007200,7882,894,7475,917,407,212,47,74,102,99,50,79,0,18,38,63,0,18,0,18,0,18,0,18,38,63,0,18,0,18,51,85,51,85,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,119,113,5,10,59,101,0,18,55,50
36061007300,5428,715,4792,741,636,499,29,76,462,462,81,110,40,70,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,41,24,41,0,18,0,18,0,18
36061007400,4805,716,4436,670,369,179,28,48,102,89,14,22,0,13,84,75,0,13,0,13,0,13,0,13,84,75,0,13,0,13,100,94,10,22,0,13,0,13,73,86,17,27,0,13,0,13,0,13,0,13,0,13,41,43,0,13,0,13,0,13,41,43
36061007500,3610,542,3437,517,173,106,15,22,61,73,0,13,0,13,33,57,0,13,33,57,0,13,0,13,0,13,0,13,0,13,38,42,20,33,0,13,0,13,2,4,0,13,0,13,1,2,0,13,15,25,0,13,26,41,25,41,0,13,0,13,1,2
36061007600,2258,345,1970,324,288,143,13,20,151,126,66,67,16,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,41,0,13,0,13,0,13,10,15,32,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061007700,5849,623,5456,601,393,219,76,119,69,71,54,51,0,18,32,39,0,18,0,18,0,18,0,18,17,29,15,26,0,18,21,35,0,18,0,18,0,18,0,18,0,18,0,18,21,35,0,18,0,18,0,18,141,133,68,110,50,62,0,18,23,32
36061007800,9494,1386,7949,1270,1545,940,170,144,410,423,193,248,0,18,94,122,75,118,0,18,0,18,19,33,0,18,0,18,0,18,172,138,60,112,0,18,98,92,14,23,0,18,0,18,0,18,0,18,0,18,0,18,506,764,474,762,30,52,0,18,2,6
36061007900,4170,711,3667,754,503,334,71,92,197,281,50,79,52,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,79,94,79,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,86,54,86,0,13,0,13,0,13
36061008000,5282,701,4837,677,445,284,0,18,150,172,105,95,18,28,12,21,0,18,0,18,0,18,0,18,12,21,0,18,0,18,155,207,25,39,0,18,0,18,130,203,0,18,0,18,0,18,0,18,0,18,0,18,5,11,0,18,0,18,0,18,5,11
36061008100,7318,1122,6146,1122,1172,413,26,41,283,278,190,191,188,198,44,73,0,18,0,18,0,18,0,18,0,18,44,73,0,18,165,129,44,73,0,18,0,18,95,95,26,42,0,18,0,18,0,18,0,18,0,18,276,283,69,82,202,274,0,18,5,16
36061008200,3567,913,2828,666,739,646,0,13,42,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,76,95,52,85,0,13,0,13,24,39,0,13,0,13,0,13,0,13,0,13,0,13,621,613,154,218,22,35,0,13,445,584
36061008300,4073,714,2200,364,1873,596,13,20,1003,536,52,75,229,287,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,365,336,0,13,0,13,0,13,58,93,307,330,0,13,0,13,0,13,0,13,0,13,211,273,0,13,0,13,0,13,211,273
36061008400,1466,322,1358,326,108,55,21,22,17,26,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,38,0,13,0,13,0,13,32,35,9,14,0,13,0,13,0,13,0,13,0,13,25,30,0,13,0,13,0,13,25,30
36061008601,3042,439,2704,384,338,184,24,35,24,26,105,160,87,87,43,38,26,41,7,10,0,13,0,13,0,13,10,17,0,13,34,48,0,13,0,13,0,13,8,14,0,13,0,13,26,45,0,13,0,13,0,13,21,41,21,41,0,13,0,13,0,13
36061008602,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061008603,5226,877,4188,578,1038,612,0,18,273,199,161,239,34,53,162,112,0,18,0,18,77,88,85,68,0,18,0,18,0,18,369,435,0,18,0,18,0,18,41,66,0,18,0,18,328,431,0,18,0,18,0,18,39,49,24,41,15,24,0,18,0,18
36061008700,6216,853,5647,843,569,381,33,59,116,142,157,172,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,225,247,90,141,0,18,38,60,33,62,64,166,0,18,0,18,0,18,0,18,0,18,38,63,0,18,38,63,0,18,0,18
36061008800,8108,975,7991,985,117,98,34,57,0,18,0,18,0,18,57,66,20,35,37,59,0,18,0,18,0,18,0,18,0,18,26,42,0,18,0,18,26,42,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36061008900,5844,620,4842,609,1002,462,118,121,275,282,35,53,312,317,25,42,0,18,25,42,0,18,0,18,0,18,0,18,0,18,113,126,0,18,0,18,0,18,56,102,57,74,0,18,0,18,0,18,0,18,0,18,124,83,45,51,0,18,0,18,79,67
36061009000,7775,1025,7272,1000,503,302,0,18,110,130,26,43,16,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,351,259,280,247,0,18,0,18,0,18,21,33,0,18,0,18,0,18,50,84,0,18,0,18,0,18,0,18,0,18,0,18
36061009100,6656,813,6095,749,561,295,68,70,233,186,0,18,13,29,98,140,0,18,0,18,0,18,0,18,0,18,98,140,0,18,149,159,0,18,0,18,0,18,0,18,102,143,0,18,3,6,0,18,44,72,0,18,0,18,0,18,0,18,0,18,0,18
36061009200,1541,295,1456,274,85,71,8,13,46,61,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,5,8,0,13,9,14,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,17,25,0,13,0,13,0,13,17,25
36061009300,10198,1212,8013,1117,2185,455,44,51,1203,574,52,62,205,219,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,656,569,31,52,0,20,0,20,458,567,76,114,0,20,57,87,0,20,34,57,0,20,25,40,25,40,0,20,0,20,0,20
36061009400,90,69,90,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061009500,3151,657,2866,533,285,153,17,24,113,107,0,13,8,16,17,21,0,13,0,13,0,13,0,13,9,17,8,12,0,13,27,38,27,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,103,74,11,16,23,36,0,13,69,63
36061009600,220,80,205,82,15,12,0,13,6,8,0,13,0,13,5,7,0,13,0,13,5,7,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061009700,4620,505,3587,437,1033,434,219,240,551,305,61,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,202,129,0,13,0,13,0,13,92,90,74,83,0,13,36,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061009800,7426,1174,6808,1211,618,348,126,175,223,188,101,114,38,57,24,39,0,18,0,18,0,18,0,18,0,18,24,39,0,18,85,136,85,136,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,21,35,21,35,0,18,0,18,0,18
36061009901,1877,566,1726,567,151,102,51,81,19,31,50,58,1,3,29,38,0,13,0,13,0,13,16,28,13,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2
36061009902,3210,554,2575,528,635,308,39,44,216,244,0,13,152,132,28,33,0,13,0,13,28,33,0,13,0,13,0,13,0,13,187,158,93,122,0,13,0,13,26,32,68,107,0,13,0,13,0,13,0,13,0,13,13,22,13,22,0,13,0,13,0,13
36061009903,744,144,541,175,203,100,84,52,95,73,24,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061010000,1747,377,1403,216,344,338,41,58,15,19,21,24,219,329,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,58,0,13,0,13,0,13,0,13,40,58,0,13,0,13,0,13,0,13,0,13,8,14,7,14,0,13,0,13,1,3
36061010100,1683,570,1396,369,287,267,0,13,47,54,9,14,53,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,62,10,15,0,13,0,13,37,56,17,23,0,13,0,13,0,13,0,13,0,13,114,243,0,13,0,13,0,13,114,243
36061010200,214,132,206,133,8,10,0,13,7,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2
36061010300,2565,542,2400,533,165,101,29,47,49,56,16,26,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,58,55,58,55,0,13,0,13,0,13
36061010400,830,191,776,186,54,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,20,0,13,0,13,6,10,0,13,0,13,0,13,8,11,0,13,15,16,0,13,25,24,25,24,0,13,0,13,0,13
36061010601,7632,1431,7305,1419,327,199,42,47,66,101,0,18,0,18,13,22,0,18,0,18,0,18,0,18,13,22,0,18,0,18,130,143,23,44,0,18,24,41,0,18,0,18,0,18,0,18,83,133,0,18,0,18,76,124,0,18,76,124,0,18,0,18
36061010602,4812,555,4361,477,451,257,40,49,0,13,123,117,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,128,122,76,99,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,39,64,160,195,107,172,53,89,0,13,0,13
36061010801,3035,595,2939,587,96,69,41,44,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,38,0,13,0,13,0,13,48,38
36061010802,4432,1415,4257,1433,175,157,56,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,54,0,13,0,13,0,13,0,13,35,54,0,13,0,13,0,13,0,13,0,13,84,128,0,13,0,13,0,13,84,128
36061010803,1335,399,1215,326,120,176,0,13,2,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,45,27,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,91,152,91,152,0,13,0,13,0,13
36061010900,251,58,229,60,22,21,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,21,0,13,0,13,0,13,21,21
36061011000,7553,1139,6463,927,1090,773,187,298,159,166,34,54,290,485,26,44,0,18,0,18,0,18,0,18,26,44,0,18,0,18,393,373,266,327,0,18,0,18,0,18,0,18,0,18,0,18,0,18,127,127,0,18,1,2,0,18,0,18,0,18,1,2
36061011100,4540,711,3946,691,594,246,195,161,116,93,14,26,56,54,67,82,0,13,0,13,0,13,0,13,0,13,67,82,0,13,123,128,0,13,0,13,0,13,15,28,60,100,48,64,0,13,0,13,0,13,0,13,23,30,0,13,15,25,0,13,8,17
36061011201,919,186,902,185,17,15,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,7,10,0,13,0,13
36061011202,491,144,469,137,22,26,0,13,0,13,0,13,0,13,16,24,0,13,0,13,0,13,0,13,0,13,16,24,0,13,6,9,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061011203,1206,236,1178,237,28,24,18,23,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13
36061011300,107,37,103,38,4,9,0,13,4,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061011401,1217,259,1148,255,69,41,6,9,0,13,0,13,32,31,3,5,0,13,0,13,0,13,0,13,0,13,3,5,0,13,9,11,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,2,4,0,13,19,15,0,13,12,12,0,13,7,9
36061011402,2239,558,2084,561,155,112,23,25,36,51,39,53,34,43,11,17,0,13,0,13,0,13,0,13,0,13,11,17,0,13,12,15,8,12,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061011500,3367,701,2775,678,592,215,32,41,160,182,29,36,55,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,156,101,12,19,0,13,0,13,43,50,55,79,0,13,18,19,0,13,28,43,0,13,160,108,55,53,35,53,0,13,70,82
36061011600,3782,644,3359,605,423,184,21,34,43,50,19,28,11,19,18,28,0,13,18,28,0,13,0,13,0,13,0,13,0,13,240,156,47,70,26,45,0,13,167,140,0,13,0,13,0,13,0,13,0,13,0,13,71,77,9,14,59,75,0,13,3,6
36061011700,4900,722,4204,657,696,303,38,43,230,204,17,27,72,45,89,149,0,13,0,13,0,13,0,13,89,149,0,13,0,13,122,118,48,76,0,13,0,13,22,34,0,13,52,85,0,13,0,13,0,13,0,13,128,131,41,66,1,2,0,13,86,108
36061011800,9567,993,8972,963,595,413,0,18,31,53,52,59,0,18,95,172,0,18,0,18,0,18,0,18,0,18,95,172,0,18,71,84,1,3,0,18,0,18,0,18,40,66,0,18,30,51,0,18,0,18,0,18,346,358,0,18,70,108,0,18,276,360
36061011900,1152,160,871,128,281,143,20,34,169,125,10,17,0,13,40,50,0,13,0,13,40,50,0,13,0,13,0,13,0,13,42,41,7,11,0,13,0,13,0,13,0,13,0,13,35,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061012000,3013,581,2836,576,177,137,105,106,14,23,0,13,32,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,11,5,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,45,0,13,0,13,0,13,21,45
36061012101,2899,689,2398,683,501,272,49,59,19,32,0,13,45,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,385,271,65,101,0,13,0,13,284,234,0,13,0,13,0,13,36,61,0,13,0,13,3,6,0,13,0,13,0,13,3,6
36061012102,5053,858,3458,425,1595,830,84,140,922,717,104,124,61,96,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,244,301,195,294,0,18,0,18,49,57,0,18,0,18,0,18,0,18,0,18,0,18,180,203,0,18,74,120,0,18,106,170
36061012200,2986,672,2891,667,95,88,30,53,42,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,13,21,13,21,0,13,0,13,0,13
36061012400,10249,1304,9627,1241,622,312,31,51,73,78,101,137,58,83,33,47,23,42,0,20,0,20,0,20,10,21,0,20,0,20,129,127,0,20,0,20,0,20,25,40,0,20,0,20,36,45,0,20,0,20,68,112,197,131,0,20,114,117,0,20,83,56
36061012500,2427,437,2156,423,271,166,14,23,152,131,9,16,29,29,44,44,11,17,33,42,0,13,0,13,0,13,0,13,0,13,22,28,0,13,0,13,0,13,13,23,0,13,0,13,0,13,0,13,9,16,0,13,1,3,0,13,0,13,0,13,1,3
36061012601,7106,1497,6775,1508,331,363,0,18,0,18,40,67,0,18,94,121,0,18,0,18,0,18,0,18,57,105,37,60,0,18,128,157,60,112,0,18,0,18,0,18,68,107,0,18,0,18,0,18,0,18,0,18,69,127,0,18,0,18,0,18,69,127
36061012602,4847,1092,4840,1093,7,7,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,5,0,13,0,13,0,13,2,5
36061012700,7298,1022,5855,841,1443,623,184,157,92,102,153,144,20,44,511,486,0,18,0,18,0,18,57,79,201,331,253,366,0,18,334,230,0,18,63,97,0,18,111,118,112,152,0,18,21,43,0,18,27,44,0,18,149,167,0,18,75,120,0,18,74,120
36061012800,5574,757,5016,664,558,325,82,69,152,186,16,26,19,33,15,24,0,18,0,18,0,18,0,18,0,18,15,24,0,18,197,233,163,232,0,18,0,18,0,18,20,32,0,18,14,23,0,18,0,18,0,18,77,110,28,35,49,82,0,18,0,18
36061012901,7025,1013,6281,983,744,367,0,18,503,350,30,58,123,120,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,88,110,53,91,0,18,35,67,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36061012902,2374,500,1867,486,507,274,320,300,101,148,0,13,8,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,76,0,13,0,13,0,13,24,41,44,66,0,13,0,13,0,13,0,13,0,13,10,21,0,13,0,13,0,13,10,21
36061013000,3595,767,3363,679,232,187,0,13,0,13,26,42,61,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,138,143,20,33,0,13,0,13,25,41,0,13,0,13,19,30,0,13,74,118,0,13,7,14,0,13,0,13,0,13,7,14
36061013100,2780,340,2239,316,541,229,16,20,309,215,102,142,9,15,21,25,0,13,0,13,0,13,8,13,13,22,0,13,0,13,71,62,39,52,0,13,0,13,10,16,18,30,0,13,0,13,0,13,4,7,0,13,13,16,13,16,0,13,0,13,0,13
36061013201,2496,993,1939,788,557,759,557,759,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061013202,3603,901,3113,841,490,732,0,13,0,13,0,13,303,520,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,187,239,0,13,0,13,0,13,76,130,111,189,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061013203,4452,1098,3455,1175,997,705,190,182,55,103,0,13,61,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,388,539,388,539,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,303,367,303,367,0,13,0,13,0,13
36061013300,6471,802,5237,761,1234,359,99,80,156,149,17,29,154,111,141,184,0,18,37,64,0,18,0,18,0,18,104,141,0,18,631,317,101,163,0,18,0,18,181,157,178,165,0,18,98,113,0,18,73,85,0,18,36,58,36,58,0,18,0,18,0,18
36061013400,11272,1540,10825,1544,447,201,1,4,98,158,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,129,155,129,155,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,219,165,0,20,0,20,0,20,219,165
36061013501,4936,940,2992,558,1944,800,32,61,561,675,66,104,60,81,332,383,0,13,0,13,0,13,0,13,332,383,0,13,0,13,458,260,55,88,0,13,0,13,51,91,334,266,0,13,18,33,0,13,0,13,0,13,435,670,0,13,0,13,0,13,435,670
36061013502,5543,884,4217,711,1326,615,80,130,259,209,54,78,527,475,55,63,27,47,0,18,28,46,0,18,0,18,0,18,0,18,192,243,0,18,0,18,3,6,0,18,61,174,0,18,99,158,0,18,29,46,0,18,159,309,0,18,0,18,0,18,159,309
36061013601,1714,536,1619,508,95,139,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,95,139,0,13,0,13,0,13,95,139,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061013602,6756,2117,5949,2307,807,573,159,165,321,303,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,234,260,178,242,0,18,0,18,56,89,0,18,0,18,0,18,0,18,0,18,0,18,93,144,0,18,93,144,0,18,0,18
36061013603,4069,689,3857,663,212,233,0,13,78,123,0,13,2,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,124,177,124,177,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,8,12
36061013604,4042,736,3717,660,325,216,36,60,75,129,0,13,0,13,131,153,0,13,69,114,0,13,0,13,62,103,0,13,0,13,83,97,0,13,0,13,0,13,51,85,0,13,0,13,0,13,0,13,32,51,0,13,0,13,0,13,0,13,0,13,0,13
36061013700,6579,1107,5977,1007,602,336,65,80,102,117,0,18,0,18,156,255,0,18,0,18,0,18,156,255,0,18,0,18,0,18,86,86,0,18,0,18,27,45,0,18,0,18,0,18,0,18,34,61,25,39,0,18,193,200,74,115,0,18,0,18,119,170
36061013800,12879,2251,12129,2230,750,455,28,25,172,213,155,225,8,16,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,380,387,0,20,0,20,0,20,193,314,187,228,0,20,0,20,0,20,0,20,0,20,7,16,0,20,0,20,0,20,7,16
36061013900,10203,1588,8653,1605,1550,823,480,443,157,204,0,20,808,660,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,67,83,0,20,0,20,0,20,22,36,0,20,0,20,45,75,0,20,0,20,0,20,38,70,37,70,0,20,0,20,1,3
36061014000,7461,912,7419,913,42,60,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,17,10,17,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,32,56,32,56,0,18,0,18,0,18
36061014200,4747,877,4462,838,285,296,0,13,91,136,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,31,19,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,175,271,0,13,92,151,0,13,83,123
36061014300,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061014401,4644,804,4358,818,286,202,116,135,53,60,30,35,40,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,81,46,81,0,13,1,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36061014402,7028,907,6377,915,651,404,241,325,128,131,20,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,204,147,26,41,0,18,47,52,24,38,0,18,0,18,43,69,64,101,0,18,0,18,58,93,58,93,0,18,0,18,0,18
36061014500,6401,817,5891,762,510,284,183,193,24,29,10,20,6,13,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,148,146,0,18,0,18,0,18,41,49,0,18,0,18,33,64,0,18,74,118,0,18,139,90,65,68,0,18,0,18,74,58
36061014601,4312,713,3683,648,629,380,360,339,59,61,118,90,0,13,27,43,13,21,14,22,0,13,0,13,0,13,0,13,0,13,43,50,20,33,0,13,0,13,0,13,0,13,0,13,23,37,0,13,0,13,0,13,22,32,0,13,2,4,0,13,20,31
