ct,cd,tot_pov_pop,below_pov_pop
36047116800,37,2538,359
36047117000,37,1914,953
36047117201,37,2408,632
36047117202,37,4385,566
36047117400,37,3919,791
36047117601,37,3333,494
36047117602,37,2776,449
36047117800,37,1889,250
36047118000,37,0,0
36047118201,37,3329,477
36047118202,37,3581,735
36047118400,37,4899,703
36047118600,37,3464,276
36047118800,37,4757,948
36047119000,37,2366,871
36047119200,37,3421,542
36047119400,42,5898,1991
36047119600,42,5089,1382
36047119800,37,3436,1205
36047120000,42,2626,537
36047120200,37,2134,323
36047120801,42,5642,543
36047120802,42,4556,1460
36047120803,42,1739,204
36047121000,42,4237,2261
36047121400,42,4720,2292
36047122000,42,6741,1398
36047123700,33,8372,4384
36047150200,39,2807,129
36047152200,40,3577,127
36047990100,,0,0
36061000100,1,0,0
36061000201,1,2693,1474
36061000202,1,6771,2096
36061000500,1,0,0
36061000600,1,10576,4075
36061000700,1,8653,299
36061000800,1,9184,2648
36061000900,1,1905,151
36061001001,1,1615,16
36061001002,2,5520,2449
36061001200,1,4316,936
36061001300,1,4844,428
36061001401,1,3009,247
36061001402,1,3132,906
36061001501,1,7329,595
36061001502,1,7640,534
36061001600,1,8132,973
36061001800,1,6884,989
36061002000,2,5015,2031
36061002100,1,7342,122
36061002201,2,6662,2221
36061002202,2,2422,335
36061002400,2,4385,2627
36061002500,1,5267,2661
36061002601,2,4171,1282
36061002602,2,3666,721
36061002700,1,1247,212
36061002800,2,6453,1312
36061002901,1,68,40
36061002902,1,4197,1346
36061003001,1,3718,724
36061003002,2,3126,756
36061003100,1,1537,136
36061003200,2,8000,1216
36061003300,1,5647,80
36061003400,2,6981,2144
36061003601,1,2940,498
36061003602,2,3248,751
36061003700,3,3338,154
36061003800,2,7810,1112
36061003900,1,6814,460
36061004001,2,2923,269
36061004002,2,4575,939
36061004100,1,7485,1097
36061004200,2,2517,369
36061004300,1,3788,559
36061004400,4,16629,2187
36061004500,1,1189,120
36061004700,1,2698,215
36061004800,2,5367,428
36061004900,1,4410,406
36061005000,2,4978,282
36061005200,2,2397,196
36061005400,3,4815,204
36061005501,2,4511,747
36061005502,2,1912,196
36061005600,2,4156,734
36061005700,2,3007,85
36061005800,3,4001,507
36061005900,2,4104,286
36061006000,4,5698,140
36061006100,2,3819,155
36061006200,4,3515,719
36061006300,2,6177,382
36061006400,2,7087,1089
36061006500,2,4884,403
36061006600,2,11802,1086
36061006700,3,5076,207
36061006800,2,7226,855
36061006900,3,2126,89
36061007001,4,3410,93
36061007002,2,4292,598
36061007100,3,5166,304
36061007200,2,7660,355
36061007300,3,5428,534
36061007400,4,4231,295
36061007500,3,3610,244
36061007600,3,2258,268
36061007700,3,5849,443
36061007800,4,9494,373
36061007900,3,4170,336
36061008000,4,5174,356
36061008100,3,7245,321
36061008200,4,3567,201
36061008300,3,4073,921
36061008400,4,1464,111
36061008601,4,3042,473
36061008602,4,0,0
36061008603,4,5226,172
36061008700,3,6216,567
36061008800,4,8108,385
36061008900,3,5289,893
36061009000,4,7775,670
36061009100,3,6656,1098
36061009200,4,1501,47
36061009300,3,10151,1426
36061009400,4,90,12
36061009500,3,2227,112
36061009600,4,220,5
36061009700,3,4601,602
36061009800,4,7426,981
36061009901,3,1874,59
36061009902,3,3210,185
36061009903,3,722,70
36061010000,4,1747,88
36061010100,3,1683,295
36061010200,4,214,26
36061010300,3,2565,295
36061010400,4,828,41
36061010601,4,7632,262
36061010602,5,4812,97
36061010801,4,2551,87
36061010802,4,4432,242
36061010803,4,1335,42
36061010900,3,251,64
36061011000,5,7552,367
36061011100,3,4540,383
36061011201,4,919,80
36061011202,4,491,5
36061011203,4,1206,64
36061011300,3,107,58
36061011401,4,1212,49
36061011402,4,2239,78
36061011500,3,3363,494
36061011600,5,3636,355
36061011700,3,4900,301
36061011800,5,9547,745
36061011900,3,1152,540
36061012000,4,3013,214
36061012101,3,2886,439
36061012102,3,5053,611
36061012200,4,2986,118
36061012400,5,9779,362
36061012500,3,2378,298
36061012601,5,7106,234
36061012602,5,4847,158
36061012700,3,7298,986
36061012800,4,5571,464
36061012901,3,6984,796
36061012902,3,2374,379
36061013000,4,3595,165
36061013100,3,2780,237
36061013201,5,2496,167
36061013202,5,3603,341
36061013203,5,4452,1221
36061013300,3,6471,906
36061013400,5,11272,1388
36061013501,3,4936,853
36061013502,6,5481,1447
36061013601,5,1714,49
36061013602,5,6756,175
36061013603,5,4069,19
36061013604,5,4042,338
36061013700,6,6579,509
36061013800,5,12419,604
36061013900,6,10201,807
36061014000,4,7436,323
36061014200,4,4747,235
36061014300,6,0,0
36061014401,5,4644,100
36061014402,5,7028,373
36061014500,6,5539,336
36061014601,5,4305,375
36061014602,5,7878,622
36061014700,6,3041,211
36061014801,4,2751,104
36061014802,4,6615,249
36061014900,6,5051,667
36061015001,4,2001,85
36061015002,4,4707,188
36061015101,6,3747,1041
36061015102,6,7426,1306
36061015200,5,8122,1413
36061015301,6,4450,215
36061015302,6,5431,294
36061015401,5,5071,274
36061015402,5,3579,155
36061015403,5,5211,514
36061015501,6,5197,421
36061015502,6,5095,628
36061015601,8,5139,587
36061015602,8,2193,603
36061015700,6,9966,587
36061015801,5,4644,318
36061015802,8,3317,248
36061015900,6,8606,587
36061016001,5,3127,72
36061016002,8,2903,109
36061016100,6,6544,319
36061016200,8,9049,2644
36061016300,6,7575,355
36061016400,8,8041,3740
36061016500,6,7431,730
36061016600,8,5655,2026
36061016700,6,6966,687
36061016800,8,4502,1871
36061016900,6,7921,630
36061017000,8,8926,2004
36061017100,6,9358,1229
36061017200,8,5109,1309
36061017300,6,8867,688
36061017401,9,4870,1404
36061017402,8,2759,681
36061017500,6,10154,368
36061017700,6,10581,1089
36061017800,8,4065,958
36061017900,6,9116,276
36061018000,8,7048,2669
36061018100,7,9064,430
36061018200,8,7212,2695
36061018300,7,8573,1168
36061018400,8,7753,2390
36061018500,7,5155,337
36061018600,9,5894,1961
36061018700,7,9831,1075
36061018800,8,4939,1494
36061018900,7,10752,4197
36061019000,9,3722,647
36061019100,7,8809,673
36061019200,8,4005,1900
36061019300,7,10483,1874
36061019400,8,6379,2315
36061019500,7,7487,797
36061019600,9,3619,1260
36061019701,7,879,246
36061019702,9,3054,679
36061019800,9,2387,131
36061019900,7,6504,1364
36061020000,9,3233,418
36061020101,7,711,55
36061020102,9,4125,651
36061020300,7,1073,286
36061020500,7,2883,147
36061020600,9,3716,945
36061020701,7,2220,510
36061020800,9,5710,990
36061020901,7,3674,1457
36061021000,9,7179,2479
36061021100,7,9946,2141
36061021200,9,3993,605
36061021303,7,6546,1134
36061021400,9,3034,500
36061021500,9,4136,843
36061021600,9,9325,1876
36061021703,9,0,0
36061021800,9,5979,1056
36061021900,7,6386,2900
36061022000,9,6540,831
36061022102,9,2670,194
36061022200,9,3616,885
36061022301,7,7758,1297
36061022302,7,3077,1018
36061022400,9,7592,2362
36061022500,7,11080,2702
36061022600,9,5345,1282
36061022700,9,5207,1410
36061022800,9,6154,905
36061022900,7,9265,2852
36061023000,9,9027,2720
36061023100,9,6888,1432
36061023200,9,9153,4051
36061023300,7,7450,1128
36061023400,9,5005,1435
36061023501,9,7293,1042
36061023502,9,1716,408
36061023600,9,7869,1234
36061023700,7,6222,2238
36061023802,5,4510,387
36061023803,5,3483,330
36061023804,5,2981,50
36061023900,10,3433,549
36061024000,8,1493,1157
36061024100,7,8424,1147
36061024200,8,5500,1352
36061024301,10,4951,674
36061024302,9,7183,2731
36061024500,10,14951,3724
36061024700,7,6632,917
36061024900,10,990,76
36061025100,10,2627,775
36061025300,10,11236,2040
36061025500,10,5143,983
36061025700,9,5015,506
36061025900,9,4033,466
36061026100,10,13180,3004
36061026300,10,9690,2269
36061026500,10,8784,693
36061026700,10,1632,214
36061026900,10,9288,1193
36061027100,10,9075,1238
36061027300,10,7620,357
36061027500,10,3054,156
36061027700,10,5678,2252
36061027900,10,11410,1875
36061028100,10,3171,65
36061028300,10,8286,1339
36061028500,10,8746,1977
36061028700,10,4580,682
36061029100,10,12406,2699
36061029300,10,10138,1760
36061029500,10,8063,385
36061029700,10,0,0
36061029900,10,3757,1049
36061030300,10,4393,476
36061030700,10,4040,184
36061030900,10,11739,3441
36061031100,10,0,0
36061031703,1,6419,286
36061031704,1,10558,245
36061031900,1,0,0
36081000101,26,5006,288
36081000102,26,5323,125
36081000103,26,0,0
36081000104,26,240,179
36081000200,32,2655,350
36081000400,32,4692,448
36081000600,32,4361,718
36081000701,26,3024,83
36081000702,26,3651,196
36081000800,32,3312,267
36081001000,32,4834,390
36081001200,32,3816,157
36081001400,32,4159,320
36081001600,32,2477,193
36081001800,32,3058,397
36081001901,26,1339,0
36081001902,26,4143,417
36081001903,26,1525,160
36081002000,32,1746,237
36081002200,32,2587,377
36081002400,29,2437,461
36081002500,26,6046,1734
36081002600,29,2149,150
36081002800,29,3431,303
36081003000,32,1679,180
36081003100,26,1188,146
36081003200,32,1681,555
36081003301,26,2675,163
36081003302,26,1008,237
36081003400,32,2563,570
36081003600,32,3789,417
36081003700,26,0,0
36081003800,32,2761,359
36081003900,22,1363,207
36081004001,32,2231,280
36081004002,32,1839,282
36081004200,32,4136,590
36081004300,26,2054,726
36081004401,32,4238,803
36081004500,22,3145,170
36081004700,26,3917,508
36081005000,32,0,0
36081005100,26,2294,111
36081005200,32,2802,304
36081005300,22,5590,509
36081005400,32,6399,469
36081005500,26,1215,90
36081005700,26,4460,660
36081005800,32,6643,566
36081005900,22,3956,472
36081006100,22,5432,201
36081006201,32,5920,337
36081006202,32,6739,986
36081006300,22,5715,618
36081006501,22,3242,265
36081006502,22,3923,798
36081006900,22,3659,485
36081007100,22,3114,333
36081007300,22,3862,346
36081007500,22,4344,382
36081007700,22,2012,334
36081007900,22,2649,535
36081008100,22,1080,105
36081008300,22,2211,82
36081008500,26,1137,197
36081008600,32,2830,531
36081008700,22,3115,1342
36081008800,32,3894,409
36081009100,22,2170,188
36081009400,28,3195,680
36081009500,22,2126,160
36081009600,28,3470,340
36081009700,22,3981,414
36081009800,29,2759,222
36081009900,22,0,0
36081010000,28,4247,405
36081010100,22,2463,73
36081010200,28,2833,357
36081010300,22,4397,672
36081010400,28,3397,500
36081010500,22,5073,1105
36081010600,28,3774,234
36081010701,22,0,0
36081010800,29,3370,697
36081011000,29,3157,334
36081011100,22,3092,312
36081011200,29,2603,244
36081011300,22,4553,388
36081011400,29,1636,180
36081011500,22,2498,111
36081011600,29,2112,374
36081011700,22,3850,382
36081011800,29,2650,277
36081011900,22,1516,118
36081012000,29,2301,271
36081012100,22,2041,137
36081012200,29,3504,505
36081012301,22,2960,252
36081012400,29,3381,274
36081012500,22,1557,34
36081012601,29,2955,130
36081012602,29,2781,278
36081012800,29,2276,160
36081013000,29,1861,128
36081013200,29,2031,258
36081013400,29,5503,588
36081013500,22,1172,126
36081013600,29,2044,109
36081013700,22,1880,26
36081013800,29,3815,400
36081014000,29,3757,227
36081014100,22,1680,138
36081014201,29,4534,475
36081014202,29,2267,472
36081014300,22,3867,468
36081014400,29,1810,156
36081014500,22,2585,384
36081014700,22,2862,165
36081014800,29,1637,233
36081014900,22,2152,176
36081015000,29,2435,263
36081015100,22,2830,284
36081015200,29,2835,292
36081015300,22,1824,211
36081015400,29,1945,164
36081015500,22,2219,77
36081015600,29,3037,445
36081015700,26,1313,143
36081015801,28,3631,255
36081015802,28,5114,293
36081015900,22,3250,317
36081016100,22,2589,145
36081016300,26,3675,725
36081016400,28,3944,459
36081016600,28,3990,251
36081016800,28,3597,418
36081016900,26,5893,570
36081017000,28,2674,221
36081017101,26,0,0
36081017102,26,31,27
36081017200,28,2129,186
36081017400,28,2483,190
36081017600,28,2255,382
36081017800,28,2284,161
36081017901,26,1114,361
36081017902,26,11,5
36081018000,28,1180,182
36081018101,26,4013,519
36081018102,26,3389,190
36081018200,28,2681,495
36081018300,26,5613,762
36081018401,28,2158,382
36081018402,28,2628,336
36081018501,26,3429,392
36081018502,26,3152,211
36081018600,28,2024,207
36081018700,26,2890,275
36081018800,28,1363,125
36081018900,26,3400,270
36081019000,28,2679,300
36081019200,28,2185,188
36081019400,28,3185,249
36081019600,28,3374,653
36081019800,28,2972,156
36081019901,26,228,27
36081019902,26,7,0
36081019903,26,0,0
36081020200,28,1752,76
36081020400,28,2158,367
36081020500,26,1300,120
36081020600,27,1729,202
36081020800,27,3262,196
36081021200,24,2907,784
36081021400,24,6025,1431
36081021601,29,2730,124
36081021602,29,1782,361
36081021603,29,0,0
36081021900,26,0,0
36081022001,24,6563,941
36081022002,24,7405,763
36081022900,26,0,0
36081023000,24,1975,121
36081023200,24,5542,383
36081023501,26,4382,265
36081023502,26,2885,313
36081023600,24,3372,452
36081023800,27,5264,1008
36081024000,27,7106,1096
36081024300,26,5171,263
36081024500,26,5095,277
36081024600,27,0,0
36081024700,26,1438,152
36081024900,26,4569,552
36081025100,26,6066,387
36081025301,26,4385,395
36081025302,26,3417,444
36081025401,28,4680,489
36081025402,28,6572,1219
36081025500,26,1612,153
36081025700,26,1650,279
36081025800,27,2212,284
36081025900,26,3542,187
36081026000,28,2984,169
36081026100,26,7555,691
36081026200,28,1505,196
36081026300,26,5360,36
36081026400,28,2668,419
36081026501,25,2936,483
36081026502,26,1220,43
36081026600,27,1791,533
36081026700,25,5484,698
36081026901,25,4996,469
36081026902,25,3817,654
36081027000,28,2227,88
36081027101,25,5389,465
36081027102,25,3323,366
36081027200,28,2210,192
36081027301,21,3158,877
36081027302,21,4558,784
36081027400,28,1934,462
36081027500,25,6631,1296
36081027600,28,1586,209
36081027701,21,3704,673
36081027702,25,4096,295
36081027800,28,2539,810
36081027900,25,7347,643
36081028000,28,1460,138
36081028100,25,6085,975
36081028200,28,2116,185
36081028300,25,7721,904
36081028400,28,4311,169
36081028500,25,5036,525
36081028700,25,7003,1373
36081028801,28,2830,61
36081028802,28,2195,303
36081028803,28,0,0
36081028900,25,5631,394
36081029100,25,5964,589
36081029300,25,1234,66
36081029400,28,7249,501
36081029500,25,3953,259
36081029700,22,1912,124
36081029900,22,0,0
36081030600,31,4762,344
36081030903,25,5069,301
36081030904,22,2691,318
36081030905,25,2833,148
36081030906,25,3314,475
36081031700,22,5341,242
36081032000,31,4674,830
36081032700,25,3405,577
36081032800,31,2850,246
36081032900,22,3238,411
36081033000,31,7606,448
36081033100,21,0,0
36081033401,27,4065,406
36081033403,28,4629,613
36081033404,28,5527,794
36081033405,28,2675,113
36081033700,25,2352,39
36081033900,25,2773,550
36081034700,21,2749,367
36081035100,25,3653,506
36081035200,27,2938,365
36081035300,21,2208,391
36081035700,21,3554,471
36081035800,31,4881,262
36081036100,21,2129,135
36081036300,21,1992,221
36081036500,21,2697,577
36081036600,27,2865,269
36081036700,21,2142,329
36081036800,27,2692,192
36081037100,21,1289,88
36081037300,21,2284,305
36081037501,21,1600,274
36081037502,21,2705,345
36081037600,27,6794,511
36081037700,21,4058,515
36081037900,21,6961,1378
36081038100,21,6980,931
36081038301,21,0,0
36081038302,21,0,0
36081038400,27,2428,245
36081039400,27,3179,589
36081039800,27,1792,146
36081039901,21,2522,45
36081039902,21,1649,500
36081040000,27,1672,86
36081040101,21,3159,319
36081040102,21,5172,934
36081040200,27,1706,132
36081040301,21,3141,369
36081040302,21,4401,527
36081040400,27,4313,453
36081040501,21,1069,111
36081040502,21,2254,288
36081040701,21,3711,796
36081040702,21,4723,539
36081040901,21,2163,313
36081040902,21,3612,542
36081041100,21,4370,971
36081041300,21,4954,1152
36081041400,27,4882,1071
36081041500,21,4656,593
36081042400,27,2410,151
36081042600,27,129,116
36081042700,21,4784,1439
36081043200,27,1333,21
36081043400,27,1852,118
36081043701,21,2868,581
36081043702,21,8406,1296
36081043900,21,3362,782
36081044000,27,4503,490
36081044301,21,3654,1076
36081044302,21,4272,421
36081044400,27,4387,1006
36081044601,27,3835,286
36081044602,24,5295,1591
36081044800,24,2959,709
36081045000,24,2272,144
36081045200,24,837,96
36081045400,24,5252,1027
36081045500,21,13672,3382
36081045600,24,1369,194
36081045700,25,3783,450
36081045800,24,2420,130
36081045900,25,4319,254
36081046000,27,6042,466
36081046100,25,2402,182
36081046200,27,5788,487
36081046300,25,3791,320
36081046400,24,1777,178
36081046500,21,4618,433
36081046600,24,4631,680
36081046700,25,6058,182
36081046800,23,3801,556
36081046901,25,4961,444
36081046902,21,4194,514
36081047000,23,3635,704
36081047100,25,4486,457
36081047200,24,3613,167
36081047300,25,4345,242
36081047500,30,5178,570
36081047600,23,1496,98
36081047801,23,3791,710
36081047802,23,1186,70
36081047900,30,5821,883
36081048000,23,2512,118
36081048100,25,6775,495
36081048200,23,1345,115
36081048301,25,2105,404
36081048302,26,2300,186
36081048400,23,4806,155
36081048500,25,4255,436
36081048900,26,1609,251
36081049201,23,3319,170
36081049202,23,2532,456
36081049301,30,2467,456
36081049302,30,2815,433
36081049500,30,1697,133
36081049600,23,3451,327
36081049700,30,2883,140
36081049900,30,5705,542
36081050000,27,4539,493
36081050201,27,1645,179
36081050202,27,1301,180
36081050400,27,1771,139
36081050500,30,1895,187
36081050600,27,1538,126
36081050700,30,3717,322
36081050800,27,2014,239
36081051000,27,1945,370
36081051100,30,2562,227
36081051200,27,2686,160
36081051300,30,2843,413
36081051500,30,3565,86
36081051600,27,2178,282
36081051700,30,1816,125
36081051800,27,2602,137
36081052000,27,1437,81
36081052100,30,2058,185
36081052200,27,1965,243
36081052400,27,2308,332
36081052500,30,2647,206
36081052600,27,2386,126
36081052800,27,1543,107
36081053000,27,2662,45
36081053100,30,3613,243
36081053200,27,2228,117
36081053401,27,2048,50
36081053501,30,1359,187
36081053502,30,0,0
36081053601,27,2073,332
36081053800,27,1656,207
36081053901,34,4422,318
36081053902,34,170,0
36081054000,27,4209,354
36081054200,23,5823,382
36081054500,34,4061,654
36081054700,34,5137,482
36081054800,23,2635,241
36081054900,34,6059,665
36081055100,30,4462,778
36081055200,23,2941,150
36081055300,34,3114,361
36081055400,23,2786,302
36081055500,34,2378,315
36081055600,23,2580,151
36081055700,34,4289,418
36081055800,23,1999,112
36081055900,34,1149,170
36081056000,23,1788,54
36081056100,32,20,0
36081056200,23,1573,85
36081056400,23,1216,48
36081056500,30,1739,115
36081056600,23,1454,359
36081056700,30,5421,110
36081056800,27,5270,130
36081057700,30,3641,396
36081057900,30,1591,165
36081058000,27,4341,235
36081058100,30,3264,261
36081058200,27,5333,141
36081058300,30,3718,219
36081058500,30,4737,478
36081058700,30,3532,254
36081058900,30,5033,1020
36081059000,27,1401,87
36081059100,30,5735,775
36081059200,27,1624,203
36081059300,30,4274,754
36081059400,27,1871,9
36081059501,30,1929,405
36081059502,30,3125,413
36081059600,27,1531,77
36081059800,27,1850,103
36081059900,30,1231,228
36081060000,27,1118,69
36081060100,30,2512,338
36081060300,30,2042,332
36081060600,27,1222,192
36081060701,30,14,0
36081060800,27,1536,91
36081061000,27,1528,45
36081061200,27,2204,22
36081061301,30,5856,686
36081061302,30,0,0
36081061400,27,1493,81
36081061601,31,2735,137
36081061602,31,1111,39
36081061800,31,1832,56
36081061900,30,3657,362
36081062000,31,1589,100
36081062100,30,2925,169
36081062200,27,2185,107
36081062300,32,2210,304
36081062400,31,0,0
36081062500,32,2388,173
36081062600,31,3100,264
36081062700,30,2861,80
36081062900,32,3491,152
36081063000,31,1629,47
36081063200,31,2553,75
36081063301,32,1562,57
36081063302,32,1831,34
36081063500,32,2613,381
36081063700,32,3672,657
36081063800,31,3486,311
36081063900,32,3195,248
36081064101,32,2530,102
36081064102,32,0,0
36081064500,29,1993,326
36081064600,31,3518,150
36081065000,31,2897,192
36081065401,31,3794,131
36081065402,31,23,0
36081065501,30,0,0
36081065600,31,4754,342
36081065702,30,1365,94
36081065703,30,3057,141
36081065900,30,2066,51
36081066000,31,3363,129
36081066100,30,1689,30
36081066301,30,2940,45
36081066302,30,0,0
36081066401,31,2029,60
36081066402,31,2591,63
36081066403,31,5959,1306
36081066404,31,0,0
36081066501,30,4322,276
36081066701,30,2894,466
36081066900,30,1625,67
36081067100,30,2611,137
36081067700,30,1934,100
36081067900,30,4411,414
36081068000,31,5726,387
36081068200,31,1137,35
36081068300,25,4314,503
36081068700,30,4354,284
36081069000,31,4198,168
36081069300,30,3119,179
36081069400,31,3580,320
36081069500,30,2360,401
36081069701,30,4299,449
36081069702,30,4178,403
36081070300,30,2045,193
36081070700,29,2750,69
36081070900,29,3161,181
36081071100,29,6057,187
36081071303,29,5854,295
36081071304,29,6275,929
36081071305,29,5108,268
36081071306,29,7482,711
36081071600,31,0,0
36081071701,24,5438,881
36081071702,24,4287,714
36081071900,24,2911,399
36081072100,29,4742,541
36081072300,29,2165,121
36081072900,29,1462,64
36081073100,29,1658,19
36081073700,29,2233,140
36081073900,29,5450,163
36081074100,29,3123,175
36081074300,29,4412,251
36081074500,24,3814,600
36081074700,24,3540,276
36081074900,29,1412,29
36081075701,29,4877,145
36081075702,29,5698,364
36081076901,29,4672,187
36081076902,29,1168,62
36081077300,29,2136,93
36081077500,29,2201,142
36081077902,24,5062,608
36081077903,24,3416,235
36081077904,24,6201,250
36081077905,24,2696,224
36081077906,24,3641,248
36081077907,24,3344,683
36081077908,24,3023,905
36081078800,28,2065,97
36081079000,28,2690,243
36081079200,28,2623,152
36081079300,24,0,0
36081079701,20,6502,1768
36081079702,20,4026,1090
36081079900,20,3383,1322
36081080301,20,3441,243
36081080302,20,3567,300
36081080900,24,6925,943
36081081400,28,4950,518
36081081800,28,4177,412
36081083700,20,5518,460
36081083800,28,5861,399
36081084000,28,7200,581
36081084500,20,4980,1260
36081084601,28,3062,136
36081084602,28,1187,174
36081084901,20,2400,532
36081084902,20,4086,1408
36081085300,20,5742,1013
36081085500,20,7041,886
36081085700,20,4728,891
36081085900,20,5455,1146
36081086100,20,2266,619
36081086300,20,6807,1420
36081086400,28,2827,449
36081086500,20,4333,642
36081086900,20,1692,262
36081087100,20,3565,722
36081088400,32,9175,506
36081088902,20,5580,925
36081088903,19,5089,781
36081089201,32,8885,528
36081089202,32,0,0
36081090700,19,1570,284
36081091602,32,0,0
36081091603,32,3782,148
36081091604,32,0,0
36081091800,32,13,0
36081091900,19,5222,557
36081092200,32,2273,87
36081092500,19,3610,966
36081092800,32,3925,166
36081092900,19,7738,403
36081093401,32,3920,527
36081093402,32,4345,455
36081093800,32,4585,889
36081093900,19,6244,375
36081094201,32,3229,800
36081094202,31,6057,1347
36081094203,32,6623,843
36081094500,19,4081,448
36081094700,19,2324,237
36081095400,31,6609,959
36081096400,31,6904,1143
36081097202,31,3679,1318
36081097204,31,3524,327
36081097205,31,3645,1688
36081097206,31,2923,1111
36081097207,31,0,0
36081097300,19,2341,107
36081098100,19,2264,280
36081098700,19,2806,312
36081099100,19,7812,453
36081099200,31,4293,1587
36081099701,19,2862,253
36081099703,19,3966,91
36081099704,19,7432,563
36081099705,19,2698,114
36081099801,31,9070,682
36081099802,31,6489,1677
36081099900,19,0,0
36081100801,31,3042,168
36081100803,31,4071,847
36081100804,31,4848,316
36081101002,31,5332,925
36081101003,31,3882,516
36081101004,31,6699,1173
36081101700,19,6724,488
36081102900,19,3748,181
36081103201,31,7226,2429
36081103202,31,8083,1209
36081103300,19,4784,332
36081103900,19,7131,761
36081104700,19,7009,844
36081105900,19,3947,113
36081107201,32,2427,285
36081107202,31,0,0
36081108500,19,2577,76
36081109300,19,3085,373
36081109700,19,1714,33
36081109900,19,3471,157
36081111300,19,2635,277
36081112300,19,2226,258
36081112900,19,2327,85
36081113300,19,1416,54
36081113900,19,3997,472
36081114100,19,2484,83
36081114700,19,1910,95
36081115100,19,829,15
36081115500,20,2384,283
36081115700,20,3221,461
36081115900,20,4197,616
36081116100,20,3378,935
36081116301,20,4117,1074
36081116302,20,4036,1076
36081116700,20,2064,545
36081117100,19,2510,394
36081117500,19,4533,377
36081118100,19,1734,193
36081118500,20,1930,181
36081118700,20,2497,359
36081118900,20,1857,252
36081119100,20,2941,534
36081119300,19,2058,238
36081119500,19,1559,115
36081119900,20,1584,233
36081120100,20,1416,213
36081120300,20,1684,254
36081120500,20,2722,684
36081120701,20,3191,176
36081120702,20,0,0
36081121100,20,0,0
36081121500,20,4764,640
36081122300,24,3152,242
36081122702,24,6454,1894
36081122703,24,7738,400
36081122704,24,4590,236
36081124100,24,3971,419
36081124700,24,3664,378
36081125700,24,3298,478
36081126500,24,1843,117
36081126700,24,2667,811
36081127700,24,3299,24
36081128300,23,0,0
36081129102,23,4083,219
36081129103,23,4477,605
36081129104,23,4384,235
36081130100,23,4075,177
36081133300,23,4115,132
36081133900,24,1310,214
36081134100,24,3508,182
36081134701,23,5313,773
36081134702,23,4724,526
36081136700,23,6585,599
36081137700,23,7824,452
36081138501,23,4513,279
36081138502,23,42,3
36081139900,23,1656,105
36081140300,23,2729,211
36081140901,20,1252,46
36081140902,20,2647,250
36081141700,20,5017,1010
36081142900,20,4086,81
36081143500,23,2553,125
36081144100,23,3161,365
36081144700,19,3387,646
36081145101,19,1037,109
36081145102,20,2748,223
36081145900,19,2826,132
36081146300,19,2345,185
36081146700,19,2828,179
36081147100,19,3322,310
36081147900,19,4639,513
36081148300,19,2960,136
36081150701,19,3292,46
36081150702,19,3080,104
36081152901,23,6291,850
36081152902,23,6168,285
36081155101,23,2075,261
36081155103,23,4980,326
36081155104,23,3103,211
36081156700,23,1297,452
36081157101,23,8889,390
36081157102,23,2289,208
36081157901,23,5825,833
36081157902,23,4160,130
36081157903,23,4378,91
36081161700,23,5133,477
36081162100,23,6244,344
36081990100,,0,0
36085000300,49,2166,372
36085000600,49,2484,532
36085000700,49,4578,852
36085000800,49,5751,478
36085000900,49,1924,219
36085001100,49,3099,856
36085001700,49,1543,329
36085001800,50,485,0
36085002001,49,2883,284
36085002002,50,3091,174
36085002100,49,4840,1130
36085002700,49,1232,665
36085002900,49,4947,1700
36085003300,49,3748,222
36085003600,49,3188,146
36085003900,49,2007,135
36085004001,49,3077,170
36085004002,49,2395,0
36085004003,49,2961,1509
36085004004,49,4353,513
36085004700,49,2523,190
36085005000,50,4616,613
36085005901,49,3315,117
36085005902,49,0,0
36085006400,50,3475,690
36085006700,49,2702,205
36085007001,50,3180,236
36085007002,50,6425,695
36085007400,50,4998,651
36085007500,49,3872,736
36085007700,49,1646,325
36085008100,49,4204,631
36085009601,50,4507,334
36085009602,50,3343,153
36085009701,49,4288,152
36085009702,49,0,0
36085010500,49,4489,577
36085011201,50,5846,179
36085011203,50,6622,625
36085011204,50,260,46
36085011401,50,3273,616
36085011402,50,3532,193
36085012100,49,3076,51
36085012200,50,3975,32
36085012500,49,3013,388
36085012804,50,4565,309
36085012805,50,2362,228
36085012806,50,5574,545
36085013201,50,1417,72
36085013203,51,6683,509
36085013204,51,5246,419
36085013301,49,1085,590
36085013302,49,3846,999
36085013400,50,4225,1104
36085013800,50,6705,245
36085014100,49,2397,542
36085014604,51,7392,137
36085014605,51,4043,203
36085014606,50,5732,266
36085014607,51,4841,476
36085014608,51,3304,240
36085014700,49,3288,78
36085015100,50,5997,253
36085015400,51,0,0
36085015601,51,6262,182
36085015602,51,3533,352
36085015603,51,4903,483
36085016901,49,3870,177
36085017005,51,4873,212
36085017007,51,6457,491
36085017009,51,5186,133
36085017011,51,4890,415
36085017012,51,4364,311
36085017013,51,4157,196
36085017014,51,4346,125
36085017015,51,2940,43
36085017016,51,4758,160
36085017300,50,2372,330
36085017600,51,4963,191
36085017701,50,3556,60
36085017702,50,2331,146
36085018100,50,2952,217
36085018701,50,1925,187
36085018703,50,4642,441
36085018704,50,3330,229
36085018901,50,5169,112
36085018902,50,6277,1215
36085019700,50,1840,154
36085019800,51,7728,692
36085020100,50,3769,540
36085020701,49,3149,619
36085020702,49,2311,951
36085020803,51,8400,914
