ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36047006600,3898,497,0,13,136,153,0,13,251,139,446,309,65,93,26,39,9,14,258,245,0,13,0,13,0,13,16,37,88,133,0,13,0,13,0,13,14,22,0,13,0,13,0,13,16,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,11,18,53,70,85,58,0,13,52,51,35,37,122,141,0,13,82,53,0,13,59,52,0,13,10,16,0,13,0,13,237,96,13,20,357,176,0,13,30,46,0,13,0,13,0,13,0,13,22,36,21,24,0,13,280,273,8,13,82,130,178,120,0,13,0,13,17,28,0,13,52,66,0,13,0,13,0,13,20,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,22,0,13,0,13,0,13,0,13,102,87,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,1591,325,400,169,3898,497,3066,477,832,270,159,129,255,130,116,108,183,199,29,33,0,13,12,20,0,13,0,13,0,13,17,26,0,13,81,62,13,19,0,13,0,13,13,21,13,20,0,13,42,56,0,13,0,13,0,13,9,16,0,13,0,13,0,13,9,16,594,170,53,50,28,44,0,13,0,13,0,13,237,157,74,55,0,13,0,13,51,60,96,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,44,27,41
36047006700,4102,529,0,13,0,13,0,13,83,57,14,22,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,22,0,13,26,40,31,33,177,91,0,13,19,29,14,22,0,13,0,13,0,13,0,13,8,11,0,13,67,67,127,75,163,130,447,187,0,13,139,100,19,24,55,50,8,13,398,134,0,13,8,12,0,13,55,69,0,13,0,13,425,219,8,13,311,144,0,13,11,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,466,405,11,15,9,13,396,400,8,14,11,18,89,60,0,13,0,13,17,27,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,111,69,24,38,0,13,46,38,40,36,88,148,0,13,0,13,0,13,0,13,0,13,0,13,0,13,88,148,0,13,0,13,0,13,0,13,0,13,703,242,1123,356,4102,529,3849,519,253,108,80,45,83,65,32,35,0,13,15,25,0,13,0,13,15,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,39,32,45,11,20,0,13,0,13,133,69,14,16,0,13,0,13,0,13,0,13,53,43,0,13,0,13,0,13,30,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,9,13,0,13,0,13,0,13,0,13,18,24
36047006800,4684,775,6,8,24,28,0,13,237,186,333,186,77,119,0,13,0,13,16,19,32,52,57,88,0,13,54,56,97,95,36,59,0,13,0,13,0,13,15,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,128,90,0,13,35,43,0,13,0,13,0,13,168,163,0,13,28,31,0,13,0,13,10,15,0,13,492,221,0,13,229,109,11,17,0,13,0,13,0,13,0,13,0,13,0,13,59,60,0,13,167,148,5,9,0,13,116,98,10,16,10,16,9,15,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,0,13,10,15,10,15,354,321,0,13,0,13,91,144,0,13,0,13,0,13,54,66,31,47,0,13,0,13,178,275,0,13,0,13,2103,630,933,316,4684,775,2995,471,1689,572,589,369,343,208,141,165,126,123,116,149,0,13,0,13,0,13,14,25,0,13,102,145,0,13,374,230,0,13,0,13,0,13,245,187,101,123,0,13,10,21,5,9,13,20,0,13,0,13,0,13,0,13,0,13,0,13,756,199,33,49,0,13,0,13,0,13,0,13,576,202,88,97,0,13,0,13,10,17,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,61,0,13,0,13,5,8,0,13,1,3
36047006901,1838,278,0,13,0,13,0,13,157,94,24,23,8,14,0,13,0,13,6,9,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,14,47,46,176,79,0,13,75,64,0,13,58,34,22,27,245,80,0,13,34,48,0,13,53,60,0,13,0,13,194,84,0,13,259,130,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,172,99,0,13,0,13,91,65,9,14,28,27,23,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,9,15,86,90,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,442,166,353,158,1838,278,1670,284,168,131,29,33,65,95,26,29,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,37,0,13,0,13,0,13,0,13,22,34,0,13,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,0,13,123,71,67,66,0,13,0,13,0,13,0,13,4,7,24,35,0,13,0,13,6,10,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,9,14
36047006902,2157,354,0,13,0,13,0,13,78,63,110,94,11,17,0,13,0,13,8,14,0,13,0,13,28,33,45,72,37,45,0,13,0,13,0,13,9,14,0,13,32,49,32,49,85,66,0,13,0,13,35,44,0,13,0,13,12,18,0,13,0,13,0,13,25,38,6,10,21,22,280,127,0,13,34,25,0,13,216,205,20,22,312,139,0,13,24,38,0,13,0,13,0,13,36,41,224,96,0,13,273,140,0,13,22,24,0,13,0,13,0,13,0,13,0,13,12,18,0,13,108,71,27,31,0,13,71,55,0,13,47,44,34,54,0,13,0,13,18,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,11,17,0,13,21,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,449,115,322,168,2157,354,1979,385,178,88,43,48,49,47,26,28,0,13,14,23,0,13,0,13,14,23,0,13,0,13,0,13,0,13,46,52,46,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,98,59,0,13,0,13,0,13,0,13,0,13,42,40,11,17,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,10,16,0,13,20,23
36047007000,2632,375,0,13,0,13,0,13,135,85,76,54,12,17,0,13,0,13,6,11,0,13,0,13,0,13,21,31,37,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,45,62,35,41,0,13,39,60,0,13,13,20,0,13,31,35,0,13,0,13,0,13,29,50,0,13,0,13,239,146,0,13,315,177,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,37,0,13,50,47,0,13,0,13,335,151,0,13,10,15,60,64,0,13,0,13,0,13,0,13,0,13,17,21,0,13,3,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,21,0,13,10,18,0,13,103,107,0,13,77,104,0,13,11,18,0,13,0,13,0,13,0,13,0,13,66,103,0,13,0,13,0,13,0,13,0,13,1093,313,490,230,2632,375,2227,402,405,191,53,72,299,177,15,22,24,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,7,11,363,190,0,13,0,13,0,13,10,15,0,13,249,176,57,54,0,13,0,13,9,16,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,25,0,13,11,18,0,13
36047007100,4669,857,0,13,0,13,0,13,174,157,48,52,0,13,0,13,0,13,0,13,0,13,0,13,34,50,0,13,14,22,0,13,0,13,0,13,71,85,0,13,0,13,0,13,12,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,25,29,265,116,0,13,1,7,0,13,65,60,0,13,263,133,0,13,0,13,0,13,49,73,0,13,0,13,121,90,12,21,71,63,19,25,15,22,0,13,0,13,0,13,0,13,1,7,0,13,0,13,61,48,0,13,0,13,58,57,0,13,0,13,23,26,0,13,2,8,0,13,0,13,0,13,60,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,66,0,13,14,22,0,13,0,13,0,13,0,13,393,305,0,13,160,232,0,13,0,13,0,13,0,13,125,138,17,27,0,13,0,13,108,100,0,13,0,13,2552,648,1008,676,4669,857,3335,866,1334,537,270,321,546,240,8,14,75,64,39,56,0,13,0,13,0,13,0,13,0,13,39,56,0,13,361,382,0,13,0,13,0,13,81,128,280,345,0,13,0,13,0,13,0,13,0,13,35,56,0,13,0,13,0,13,35,56,238,219,36,42,0,13,0,13,0,13,0,13,201,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,7,0,13,0,13,0,13
36047007200,1844,401,0,13,0,13,0,13,73,94,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,0,13,15,14,0,13,0,13,0,13,1,5,0,13,0,13,31,24,0,13,18,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,29,0,13,0,13,3,5,4,8,3,6,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7,0,13,0,13,7,10,0,13,0,13,1305,369,387,175,1844,401,533,132,1311,374,474,346,292,153,0,13,272,195,92,129,0,13,92,129,0,13,0,13,0,13,0,13,0,13,130,89,0,13,0,13,0,13,0,13,130,89,0,13,0,13,0,13,0,13,0,13,51,77,0,13,0,13,51,77,0,13,344,139,0,13,0,13,0,13,0,13,0,13,297,128,47,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047007400,5508,1002,0,18,0,18,0,18,111,122,98,136,11,18,0,18,0,18,0,18,0,18,87,142,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,15,25,28,43,0,18,0,18,44,49,0,18,16,28,0,18,55,49,0,18,9,14,0,18,26,40,0,18,0,18,96,91,0,18,46,41,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,26,40,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,16,0,18,0,18,19,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,3978,770,1192,636,5508,1002,2271,704,3237,749,948,616,644,303,0,18,832,250,297,250,0,18,0,18,128,146,0,18,45,70,124,196,0,18,319,194,0,18,0,18,0,18,0,18,319,194,0,18,0,18,0,18,0,18,0,18,197,194,0,18,0,18,0,18,197,194,1671,656,0,18,5,13,0,18,16,35,0,18,1576,673,0,18,0,18,4,6,17,25,9,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,44,68,0,18,0,18,0,18
36047007500,4811,810,0,13,0,13,16,26,152,130,15,24,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,25,16,26,0,13,0,13,0,13,47,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,85,0,13,0,13,0,13,192,138,387,311,0,13,16,25,0,13,127,88,69,107,664,270,0,13,17,29,0,13,16,24,0,13,0,13,771,251,38,60,539,181,0,13,33,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,222,109,0,13,0,13,219,168,0,13,87,135,165,203,0,13,0,13,0,13,0,13,0,13,59,94,0,13,0,13,0,13,0,13,0,13,59,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,37,0,13,18,29,30,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1168,509,1191,565,4811,810,4072,716,739,446,166,125,347,349,0,13,57,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,147,125,37,58,0,13,0,13,18,28,0,13,0,13,92,138,0,13,0,13,0,13,22,31,19,31,0,13,0,13,3,4,313,259,17,27,0,13,0,13,0,13,0,13,103,119,46,44,0,13,43,67,44,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,91
36047007600,5327,1257,0,18,0,18,0,18,137,213,130,171,0,18,0,18,0,18,0,18,90,139,0,18,0,18,73,113,19,28,19,28,0,18,0,18,11,17,0,18,10,15,0,18,0,18,0,18,0,18,17,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,15,18,26,0,18,0,18,0,18,10,15,1,2,66,62,0,18,0,18,0,18,0,18,0,18,7,14,111,75,0,18,78,51,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,35,0,18,18,28,0,18,0,18,16,25,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,9,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,4152,1231,748,392,5327,1257,1877,660,3450,1104,2482,1109,378,265,92,128,170,122,235,195,0,18,128,158,0,18,0,18,0,18,107,120,0,18,78,113,0,18,0,18,0,18,66,110,0,18,0,18,12,18,0,18,0,18,0,18,15,24,0,18,0,18,0,18,15,24,1219,554,0,18,0,18,0,18,0,18,0,18,1147,542,8,13,0,18,0,18,26,34,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,39,0,18,0,18,14,25,0,18
36047007700,6211,779,0,18,0,18,0,18,114,85,191,127,70,107,0,18,0,18,78,119,0,18,0,18,0,18,0,18,43,48,89,147,0,18,0,18,286,342,0,18,0,18,0,18,223,243,0,18,0,18,0,18,0,18,0,18,15,25,20,33,13,21,0,18,28,42,22,34,168,188,629,310,0,18,211,166,59,93,96,102,97,104,554,270,0,18,91,70,0,18,37,44,0,18,0,18,1010,418,0,18,1273,519,0,18,89,98,0,18,0,18,0,18,0,18,0,18,202,321,113,176,205,172,0,18,0,18,213,160,0,18,25,30,91,110,0,18,0,18,28,41,13,25,0,18,49,76,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,49,76,0,18,11,16,41,57,25,41,13,22,64,73,20,33,0,18,0,18,0,18,0,18,20,33,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,2184,619,754,255,6211,779,5677,762,534,475,69,89,404,452,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,55,102,0,18,0,18,0,18,55,102,0,18,0,18,0,18,0,18,0,18,0,18,6,12,0,18,0,18,0,18,6,12,500,248,161,200,0,18,0,18,0,18,0,18,200,132,40,53,0,18,0,18,47,83,52,66,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047007800,5053,943,0,18,0,18,0,18,39,48,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,23,35,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,16,62,56,0,18,0,18,0,18,35,54,10,16,175,140,0,18,0,18,0,18,0,18,0,18,0,18,173,145,0,18,97,78,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,23,22,13,21,0,18,5,8,0,18,14,22,24,39,12,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,40,0,18,0,18,0,18,0,18,35,38,0,18,0,18,0,18,0,18,18,28,0,18,0,18,0,18,0,18,0,18,17,25,0,18,0,18,3469,885,1112,594,5053,943,1175,371,3878,788,2162,711,880,385,0,18,239,159,164,139,0,18,100,124,14,22,32,52,0,18,18,28,0,18,413,247,62,78,0,18,0,18,19,33,303,234,0,18,29,33,0,18,0,18,0,18,20,32,0,18,20,32,0,18,0,18,398,270,0,18,0,18,0,18,0,18,0,18,337,268,0,18,0,18,0,18,0,18,5,10,0,18,0,18,0,18,0,18,0,18,25,36,21,24,0,18,0,18,0,18,0,18,0,18,10,19
36047008000,3571,716,0,13,0,13,0,13,49,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,37,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,83,64,24,37,11,17,0,13,19,23,0,13,94,89,0,13,7,14,26,61,12,19,0,13,0,13,190,124,9,14,102,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,59,0,13,14,18,0,13,0,13,62,49,7,12,10,17,50,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,46,48,0,13,7,14,0,13,0,13,0,13,0,13,12,19,14,22,0,13,0,13,0,13,13,31,0,13,2197,605,771,393,3571,716,1138,220,2433,732,498,410,954,474,0,13,299,218,248,214,35,53,0,13,91,141,30,48,8,15,84,112,0,13,324,226,0,13,0,13,0,13,103,142,192,171,0,13,29,46,0,13,0,13,0,13,110,135,15,22,0,13,0,13,95,134,249,157,25,37,0,13,0,13,0,13,0,13,195,154,10,17,0,13,0,13,0,13,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13
36047008200,3780,596,0,13,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,37,6,12,35,29,0,13,17,27,0,13,18,21,0,13,112,79,0,13,0,13,35,55,0,13,0,13,0,13,122,99,0,13,169,108,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,73,71,0,13,0,13,73,82,10,18,0,13,30,37,0,13,0,13,0,13,0,13,0,13,35,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2368,338,999,566,3780,596,1621,560,2159,345,464,265,461,240,47,55,346,228,451,258,0,13,0,13,120,145,0,13,0,13,331,230,0,13,356,234,74,74,0,13,0,13,199,209,83,95,0,13,0,13,0,13,0,13,0,13,34,51,0,13,0,13,0,13,34,51,422,175,35,55,0,13,0,13,0,13,0,13,223,132,8,13,0,13,0,13,26,40,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,42,0,13,68,114,18,27
36047008400,3742,803,0,13,0,13,0,13,82,60,92,117,0,13,0,13,40,57,0,13,41,59,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,0,13,96,107,0,13,48,63,0,13,0,13,0,13,65,50,0,13,12,19,0,13,0,13,0,13,0,13,62,49,23,36,174,113,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,88,80,0,13,0,13,11,16,0,13,0,13,28,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,11,17,0,13,126,148,0,13,8,16,0,13,0,13,0,13,0,13,101,146,0,13,17,26,0,13,0,13,0,13,0,13,2684,804,537,259,3742,803,1035,239,2707,860,1100,628,323,185,0,13,458,612,356,261,0,13,161,192,33,53,0,13,0,13,162,142,0,13,439,279,0,13,0,13,0,13,63,74,363,266,0,13,13,22,0,13,0,13,0,13,31,47,0,13,0,13,0,13,31,47,229,134,6,16,0,13,0,13,0,13,0,13,145,119,48,54,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,6,11,0,13,0,13,0,13
