ed,cd
36046,26
36047,26
36048,26
36049,26
36050,22
36052,22
36053,22
36054,22
36055,22
36056,22
36057,22
36058,22
36059,22
36060,22
36061,22
36062,22
36063,22
36064,22
36065,22
36066,26
36067,22
37001,26
37002,26
37003,26
37004,26
37005,26
37006,26
37007,26
37008,26
37009,26
37010,26
37011,30
37012,34
37013,26
37014,26
37015,26
37016,26
37017,26
37018,26
37019,26
37020,26
37021,26
37022,26
37023,26
37024,26
37025,26
37026,26
37027,26
37028,26
37029,26
37030,26
37031,26
37032,26
37033,26
37034,26
37035,26
37036,26
37037,26
37038,26
37039,26
37040,26
37041,26
37043,30
37044,30
37046,30
37047,30
37048,30
37049,30
37050,30
37051,30
37052,30
37053,30
37054,30
37055,30
37056,30
37057,30
37058,30
37059,30
37060,34
37061,34
37062,30
37063,30
37064,30
37065,34
37066,34
37067,30
37068,26
37069,26
37071,26
37072,26
37073,26
38001,34
38002,34
38003,34
38004,34
38005,34
38006,34
38007,34
38008,32
38009,30
38010,30
38011,32
38012,30
38013,32
38014,32
38015,32
38016,32
38017,32
38018,32
38019,32
38020,32
38021,32
38022,29
38023,29
38024,32
38025,29
38026,29
38027,32
38028,29
38029,32
38030,32
38031,32
38032,32
38033,32
38034,32
38035,32
38037,32
38038,32
38039,32
38040,32
38041,32
38042,29
38043,32
38044,28
38045,32
38046,30
38047,29
38048,29
38049,29
38050,29
38051,29
38052,30
38053,30
38054,32
39001,25
39002,25
39003,25
39004,25
39005,25
39006,25
39007,25
39008,25
39009,25
39010,25
39011,25
39012,25
39013,25
39014,25
39015,25
39016,21
39017,25
39018,25
39019,25
39020,25
39021,25
39022,25
39023,25
39024,21
39025,25
39026,25
39027,21
39028,30
39029,21
39030,21
39031,21
39032,21
39033,21
39034,21
39035,21
39036,21
39037,25
39038,25
39039,25
39040,24
39042,30
39043,30
39044,30
39045,30
39046,30
39047,30
39048,21
39049,21
39050,25
40001,20
40002,20
40003,20
40004,20
40005,20
40006,20
40007,20
40008,20
40009,20
40010,20
40011,20
40012,20
40013,20
40014,20
40015,20
40016,20
40017,20
40018,20
40019,20
40020,20
40021,20
40022,20
40023,20
40024,20
40025,20
40026,20
40027,20
40028,20
40029,20
40030,20
40031,20
40032,19
40033,20
40034,20
40035,19
40036,19
40037,19
40038,19
40039,19
40040,19
40041,19
40042,20
40043,19
40044,19
40045,19
40046,19
40047,19
40048,20
40049,20
41001,45
41002,45
41003,45
41004,45
41005,45
41006,45
41007,45
41008,45
41009,45
41010,45
41011,46
41012,45
41013,45
41014,45
41015,45
41016,45
41017,45
41018,45
41019,45
41020,44
41021,44
41022,44
41023,48
41024,48
41025,48
41026,48
41027,48
41028,48
41029,48
41030,48
41031,46
41032,45
41033,45
41034,46
41035,45
41036,46
41037,46
41038,46
41039,46
41040,48
41041,48
41042,48
41043,48
41044,48
41045,46
41046,46
41047,46
41048,46
41049,46
41050,46
41051,46
41052,46
41053,46
41054,48
41055,48
41056,48
41057,48
41058,48
41059,48
41060,46
41061,48
41062,48
41063,48
41064,48
41065,48
41066,48
41067,48
41068,46
41069,48
41070,45
41071,48
41072,46
41073,45
41074,48
41075,46
42001,40
42003,40
42004,40
42005,40
42006,40
42007,40
42008,40
42009,40
42010,40
42011,40
42012,40
42013,40
42014,40
42015,40
42016,40
42017,40
42018,40
42019,40
42020,40
42021,40
42022,40
42023,45
42024,40
42025,40
42026,40
42027,40
42028,40
42029,40
42030,45
42031,45
42032,45
42033,45
42034,40
42035,45
42036,45
42037,45
42038,45
42039,45
42040,45
42041,45
42042,45
42043,45
42044,45
42045,45
42046,45
42047,45
42048,45
42049,45
42050,45
42051,45
42052,45
42053,45
42054,45
42055,45
42056,45
42057,45
42058,45
42059,45
42060,45
42061,45
43001,36
43002,36
43003,36
43004,36
43005,36
43006,36
43007,36
43008,36
43009,36
43010,35
43011,35
43012,35
43013,35
43014,35
43015,35
43016,35
43017,35
43018,35
43019,35
43020,35
43021,35
43022,35
43023,35
43024,35
43025,35
43026,35
43027,35
43028,35
43029,35
43030,35
43032,40
43033,40
43034,40
43035,40
43036,40
43037,40
43038,40
43039,40
43040,40
43041,40
43042,40
43043,40
43044,40
43045,40
43046,41
43047,41
43048,41
43049,40
43050,40
43051,41
43052,40
43053,40
43054,40
43055,40
43056,40
43057,40
43058,40
43059,40
43060,40
43061,40
43062,40
43063,40
43064,40
43065,40
43066,40
43067,40
43068,40
44001,35
44002,39
44003,39
44004,35
44005,35
44006,35
44007,35
44008,35
44009,35
44010,35
44011,35
44012,35
44013,35
44014,35
44015,35
44016,35
44017,39
44018,39
44019,39
44020,38
44021,38
44022,39
44023,39
44024,39
44025,39
44026,39
44027,39
44028,39
44029,39
44030,39
44031,39
44032,39
44033,39
44034,39
44035,39
44036,39
44039,39
44040,39
44041,39
44042,39
44043,39
44044,39
44045,39
44046,39
44047,39
44048,39
44049,39
44050,39
44051,44
44052,40
44053,40
44054,40
44055,40
44056,39
44057,39
44058,39
44059,39
44060,39
44061,40
44062,40
44063,39
44064,39
44065,40
44066,40
44067,45
44068,40
44069,45
44070,45
44071,45
44072,40
44073,39
44074,40
44075,39
44076,39
44077,39
44079,39
44080,40
45001,44
45002,48
45003,48
45004,48
45005,48
45006,48
45007,44
45009,44
45010,44
45011,44
45012,44
45013,44
45015,44
45016,44
45017,48
45018,44
45019,48
45020,48
45021,47
45022,44
45023,47
45024,47
45025,48
45026,48
45027,48
45028,48
45029,48
45030,48
45031,48
45032,44
45033,48
45034,44
45035,48
45036,48
45037,48
45038,48
45039,47
45040,47
45041,47
45044,48
45045,48
45047,48
45048,48
45049,48
45050,48
45051,48
45052,48
45053,43
45054,43
45055,47
46001,47
46002,47
46003,47
46004,47
46005,47
46006,47
46007,47
46008,47
46009,47
46010,47
46011,47
46012,47
46013,47
46014,47
46015,47
46016,47
46017,47
46018,47
46019,47
46020,47
46021,50
46022,50
46023,47
46024,50
46025,38
46026,38
46027,47
46028,50
46029,47
46030,47
46031,47
46032,47
46033,47
46034,47
46035,47
46036,47
46037,47
46039,47
46040,47
46041,47
46042,47
46043,47
46044,47
46045,47
46046,47
46047,47
46048,47
46049,47
46050,47
46051,47
46052,47
46053,47
46054,48
46055,48
46056,48
46057,48
46058,48
46059,48
46060,48
46061,48
46062,47
46064,48
46065,48
46066,48
46067,48
46068,48
46069,48
46070,48
46071,48
46077,47
47001,50
47002,50
47003,47
47004,38
47005,47
47006,38
47007,47
47008,38
47009,47
47010,47
47011,47
47012,38
47013,38
47014,43
47015,43
47016,43
47017,43
47018,43
47019,44
47020,43
47021,44
47022,44
47023,43
47024,44
47025,43
47026,43
47027,43
47028,43
47029,43
47030,43
47031,43
47032,43
47033,43
47034,43
47035,47
47036,43
47037,43
47038,43
47039,43
47040,47
47041,47
47042,47
47043,43
47044,43
47045,43
47046,43
47047,44
47048,43
47049,43
47050,44
47051,47
47052,43
47053,43
47054,43
47055,43
47056,44
47057,50
47058,50
47059,47
47060,38
47061,47
48001,43
48002,44
48003,44
48004,44
48005,44
48006,39
48007,44
48008,44
48009,44
48010,39
48011,44
48012,44
48013,44
48014,40
48015,40
48016,40
48017,45
48018,44
48019,45
48020,45
48021,44
48022,44
48023,44
48024,44
48025,44
48026,44
48027,44
48028,44
48029,44
48030,44
48031,44
48032,44
48033,44
48034,44
48035,44
48036,44
48037,44
48038,44
48039,44
48040,44
48041,44
48042,44
48043,44
48044,44
48045,44
48046,44
48047,44
48048,44
48049,44
48050,44
48051,44
48052,40
49001,38
49002,44
49003,38
49004,43
49005,43
49006,43
49007,43
49008,43
49009,43
49010,43
49011,43
49012,43
49013,38
49014,38
49015,43
49016,43
49017,43
49018,43
49019,43
49020,47
49021,43
49022,43
49023,43
49024,43
49025,43
49026,43
49027,43
49028,43
49029,38
49030,38
49031,43
49032,43
49033,38
49034,38
49035,38
49036,38
49037,38
49038,43
49039,38
49040,38
49041,38
49042,38
49043,38
49044,43
49045,38
49046,43
49047,43
49048,43
49049,43
49050,43
49051,38
49052,38
49053,38
49054,47
49055,47
49056,44
50001,33
50002,33
50003,33
50004,33
50005,33
50006,33
50007,33
50008,33
50009,33
50010,33
50011,33
50012,33
50013,33
50014,33
50015,33
50016,33
50017,33
50018,33
50019,33
50020,33
50021,33
50022,33
50023,33
50024,33
50025,34
50026,33
50027,33
50028,34
50029,33
50030,33
50031,33
50032,33
50033,33
50034,34
50035,34
50036,34
50037,33
50038,34
50039,34
50040,34
50041,34
50042,33
50043,33
50044,33
50045,33
50046,33
50047,33
50048,33
50049,33
50050,34
50051,34
50052,34
50053,34
50054,34
50055,34
50056,34
50057,34
50058,34
50059,34
50060,34
50061,34
50062,34
50063,34
50064,33
50065,34
50066,33
50067,33
51001,47
51002,47
51003,47
51004,47
51005,38
51006,38
51007,38
51008,38
51009,38
51010,38
51011,38
51012,38
51013,38
51014,38
51015,38
51016,38
51017,38
51018,38
51019,38
51020,38
51021,38
51025,39
51028,38
51030,39
51031,39
51032,38
51033,38
51034,38
51035,38
51036,38
51037,38
51038,38
51039,38
51040,39
51041,39
51042,39
51043,38
51044,38
51045,38
51046,38
51047,38
51048,38
51049,38
51050,38
51051,38
51052,38
51053,38
51055,38
51056,38
51057,43
51058,39
51059,38
51060,38
52002,35
52003,35
52004,33
52006,33
52007,33
52008,33
52009,33
52010,33
52011,33
52012,35
52013,38
52014,33
52015,33
52016,33
52017,33
52018,33
52019,33
52020,33
52021,33
52022,33
52023,33
52024,33
52025,33
52026,33
52027,33
52028,33
52029,33
52030,33
52031,39
52032,39
52033,39
52034,39
52035,39
52036,33
52037,33
52038,33
52039,33
52040,33
52041,33
52042,33
52043,39
52045,39
52046,39
52047,39
52048,39
52049,39
52050,39
52051,39
52052,39
52053,39
52054,39
52055,39
52056,39
52057,39
52058,33
52059,39
52060,39
52061,39
52062,39
52063,39
52064,39
52065,39
52066,39
52067,39
52068,39
52069,39
52070,39
52071,39
52072,39
52073,39
52074,39
52075,35
52076,35
52077,35
52078,39
52079,39
52080,39
52081,39
52082,39
52083,39
52084,39
52085,39
52086,39
52088,38
52090,38
52091,33
52092,33
52093,33
52095,33
52096,33
52097,33
52098,39
52099,33
53001,37
53003,37
53004,37
53005,37
53006,37
53007,37
53008,37
53009,37
53010,37
53011,37
53012,37
53013,37
53014,37
53015,37
53016,37
53017,37
53018,34
53019,34
53020,34
53021,34
53022,34
53023,34
53024,34
53025,34
53026,34
53027,34
53028,34
53029,34
53030,34
53031,34
53032,34
53033,34
53034,34
53035,34
53036,34
53037,33
53038,34
53039,34
53040,34
53041,34
53042,34
53043,34
53044,34
53045,34
53046,34
53047,34
53048,34
53049,34
53050,34
53051,34
53052,34
53053,34
53054,34
53055,34
53056,34
53057,34
53058,34
53059,34
53060,34
53061,34
53062,34
53063,34
54001,37
54003,37
54004,42
54005,42
54006,42
54007,37
54008,37
54009,37
54010,37
54011,42
54012,42
54013,42
54014,42
54015,42
54016,42
54017,37
54018,37
54019,37
54020,37
54021,37
54022,37
54023,37
54024,37
54025,37
54026,37
54027,37
54028,37
54029,37
54030,37
54031,37
54032,37
54033,37
54034,37
54035,37
54036,37
54037,37
54038,37
54039,37
54040,37
54041,37
54042,37
54043,37
54044,37
54045,37
54046,37
54047,37
54048,37
54049,37
54050,37
54051,37
54052,37
54053,37
54054,37
54055,37
54056,37
54057,37
54058,37
54059,37
54060,37
54061,37
54062,37
54063,37
55001,41
55002,41
55003,41
55004,41
55005,41
55006,41
55007,41
55008,41
55009,41
55010,41
55011,41
55012,41
55013,37
55014,37
55015,37
55016,37
55017,37
55018,37
55019,37
55020,37
55021,37
55022,42
55023,41
55024,41
55025,41
55026,41
55027,41
55028,41
55029,42
55030,42
55031,42
55032,42
55033,41
55034,41
55035,41
55036,41
55037,37
55038,41
55039,41
55040,41
55041,41
55042,41
55043,41
55044,41
55045,41
55046,41
55047,41
55048,41
55049,41
55050,41
55051,41
55052,41
55053,41
55054,41
55055,41
55056,41
55057,41
55058,37
55059,36
55060,36
55061,41
55062,41
55063,41
55064,41
55065,41
55066,41
55067,37
56001,36
56002,36
56003,36
56004,36
56005,36
56006,36
56007,36
56008,36
56009,36
56010,36
56011,36
56012,36
56013,36
56014,36
56015,36
56016,36
56017,36
56018,36
56019,36
56020,36
56021,36
56022,36
56023,36
56026,36
56027,36
56028,36
56029,36
56030,36
56031,36
56032,36
56033,36
56034,36
56035,36
56036,41
56037,36
56038,36
56039,36
56040,36
56041,36
56042,41
56043,41
56044,36
56045,36
56046,36
56047,36
56048,36
56049,36
56050,36
56051,41
56052,41
56053,36
56054,36
56055,36
56056,36
56057,36
56058,36
56059,36
56060,36
56061,36
56062,41
56063,36
56064,36
56065,36
56066,36
56067,41
56068,41
57001,35
57002,35
57003,35
57004,35
57005,35
57006,35
57007,35
57008,35
57009,35
57010,35
57011,35
57012,33
57013,33
57014,33
57015,35
57016,35
57017,35
57018,35
57019,35
57020,35
57021,35
57022,35
57023,35
57024,33
57025,33
57026,35
57027,35
57028,35
57029,35
57030,35
57031,36
57032,36
57033,36
57034,36
57035,36
57036,36
57037,36
57038,36
57039,35
57040,36
57041,36
57042,35
57043,35
57044,35
57045,35
57046,35
57047,36
57048,35
57049,35
57050,35
57051,36
57052,35
57053,35
57054,35
57055,35
57056,35
57057,35
57058,35
57059,35
57060,35
57061,35
57062,35
57063,35
57064,35
57065,35
57066,35
57067,35
57068,35
57069,35
57070,35
57071,33
57072,33
57073,35
57074,33
57075,35
57076,35
57077,35
57078,33
57079,35
58001,40
58002,41
58003,41
58004,41
58005,41
58006,41
58007,41
58008,45
58009,41
58010,41
58011,41
58012,41
58013,41
58014,41
58015,41
58016,41
58017,41
58018,41
58019,41
58020,41
58021,41
58022,42
58023,42
58024,45
58025,40
58026,45
58027,45
58028,45
58029,45
58030,42
58031,42
58032,45
58033,45
58034,45
58035,45
58036,45
58037,45
58038,45
58039,45
58040,45
58041,45
58042,45
58043,45
58044,45
58045,45
58046,45
58047,45
58048,42
58049,42
58051,42
58052,42
58053,42
58054,42
58055,42
58057,46
58058,46
58059,46
58060,46
58061,46
58062,46
58063,46
58064,45
58065,41
58066,45
58067,42
58068,45
59001,46
59002,46
59003,46
59004,46
59005,46
59006,46
59007,46
59008,46
59009,46
59010,46
59011,46
59012,46
59013,46
59014,46
59015,46
59016,46
59017,46
59018,46
59019,46
59020,42
59021,45
59022,46
59023,45
59024,45
59025,45
59026,45
59027,46
59028,46
59029,46
59030,46
59031,45
59032,46
59033,46
59034,46
59035,45
59036,46
59037,46
59038,46
59039,46
59041,46
59043,46
59044,46
59045,46
59046,46
59047,46
59048,46
59049,46
59050,46
59051,46
59052,46
59053,46
59054,46
59055,46
59056,46
59057,46
59058,46
59059,46
59060,46
59061,46
59062,46
59063,46
59064,46
59065,46
59067,42
59069,46
59070,46
60001,42
60002,42
60003,42
60004,42
60005,42
60006,42
60007,42
60008,42
60009,42
60010,42
60011,42
60012,42
60013,42
60014,46
60015,46
60016,46
60017,42
60018,42
60019,42
60020,42
60021,42
60022,42
60023,42
60024,42
60025,42
60026,42
60027,42
60028,42
60029,42
60030,42
60031,42
60032,42
60033,42
60034,42
60035,42
60036,42
60037,42
60038,42
60039,42
60040,42
60041,42
60042,42
60043,42
60044,42
60045,42
60046,42
60047,37
60048,42
60049,42
60050,42
60051,42
60052,42
60053,42
60054,42
60055,42
60056,42
60057,42
60058,42
60059,42
60060,42
60061,37
60062,37
61001,49
61002,49
61003,49
61004,49
61005,49
61006,49
61007,49
61008,49
61009,49
61010,49
61011,49
61012,49
61013,49
61014,49
61015,49
61016,49
61017,49
61018,49
61020,49
61021,49
61022,49
61023,49
61024,49
61025,49
61027,50
61029,49
61030,49
61031,49
61032,49
61033,49
61036,49
61037,49
61039,49
61040,50
61041,50
61042,50
61043,50
61044,49
61045,49
61046,49
61047,49
61049,49
61050,49
61051,49
61052,50
61061,1
61064,1
61065,1
61067,1
61069,1
61071,1
61073,1
61074,1
61100,38
61103,38
61104,38
61105,38
61106,38
61107,38
61108,38
61113,47
62001,51
62002,51
62003,51
62004,51
62005,51
62006,51
62007,51
62008,51
62011,51
62012,51
62013,51
62014,51
62015,51
62016,51
62017,51
62018,51
62019,51
62020,51
62021,51
62022,51
62023,51
62024,51
62025,51
62026,51
62027,51
62028,51
62029,51
62030,51
62031,50
62032,51
62033,51
62034,51
62035,51
62036,51
62037,51
62038,51
62039,51
62040,51
62041,51
62042,51
62043,51
62046,51
62047,51
62048,51
62049,51
62050,51
62051,51
62052,51
62053,51
62054,51
62055,51
62056,51
62060,50
62061,50
62062,51
62064,51
63001,49
63002,49
63003,49
63004,49
63005,49
63006,49
63007,49
63008,50
63009,50
63010,49
63011,49
63012,49
63013,49
63014,49
63015,49
63016,49
63017,49
63018,49
63019,49
63020,49
63021,49
63022,49
63023,49
63024,50
63025,50
63026,50
63027,50
63028,50
63029,50
63030,50
63031,50
63032,50
63033,50
63034,50
63035,50
63036,49
63037,49
63038,49
63039,49
63040,49
63041,49
63042,49
63043,49
63044,51
63045,51
63046,51
63047,51
63048,51
63049,51
63050,51
63052,50
63053,50
63054,50
63055,50
63056,50
63057,50
63059,50
63060,50
63061,51
63062,51
63063,51
63064,51
63065,50
63066,50
63067,49
63072,50
63073,50
63074,51
63075,49
63076,49
63077,50
63078,49
63079,51
63080,49
64001,51
64002,51
64003,51
64004,51
64005,51
64006,51
64009,50
64010,50
64011,50
64012,50
64013,50
64014,50
64015,50
64016,50
64017,50
64018,50
64019,50
64020,50
64021,50
64022,50
64023,50
64024,50
64025,50
64026,50
64027,50
64028,50
64029,50
64030,50
64031,50
64032,50
64033,50
64034,50
64035,50
64036,50
64037,50
64038,50
64039,50
64040,50
64041,50
64042,50
64043,50
64044,50
64045,50
64046,50
64047,49
64048,49
64049,50
64050,49
64051,49
64052,50
64053,50
64056,50
64059,51
64060,50
64061,50
64062,50
64063,50
64075,47
64076,47
64077,47
64078,47
64079,47
64080,47
64081,47
64082,47
64083,47
64084,47
64085,47
64086,47
64087,47
64089,47
65001,1
65002,1
65003,1
65004,1
65005,1
65006,1
65007,1
65008,1
65009,1
65010,1
65011,1
65012,1
65013,1
65014,1
65015,1
65016,1
65017,1
65018,1
65019,1
65020,1
65021,1
65022,1
65023,1
65024,1
65025,1
65026,1
65027,1
65028,1
65029,1
65030,1
65031,1
65032,1
65033,1
65034,1
65035,1
65036,1
65037,1
65038,1
65039,2
65040,1
65041,1
65042,1
65043,1
65044,1
65045,1
65046,1
65047,1
65048,1
65049,1
65050,1
65051,1
65052,1
65053,1
65054,1
65055,1
65056,1
65057,2
65058,2
65059,2
65060,2
65061,2
65062,2
65063,2
65064,2
65065,2
65066,2
65068,2
65069,1
66001,3
66002,3
66003,3
66004,3
66005,3
66006,2
66007,2
66008,3
66009,3
66010,3
66011,3
66012,3
66013,1
66014,3
66015,3
66016,3
66017,3
66018,3
66019,3
66020,3
66021,3
66022,1
66023,3
66024,2
66025,3
66026,2
66027,3
66028,2
66029,3
66030,2
66031,3
66032,1
66033,3
66034,2
66035,2
66036,2
66037,2
66038,2
66039,2
66040,2
66041,2
