ed,cd
58007,41
58008,41
58009,41
58010,41
58011,41
58012,41
58013,41
58014,40
58015,40
58016,45
58017,45
58018,45
58019,45
58020,45
58021,45
58022,45
58023,45
58024,45
58025,45
58026,45
58028,45
58029,45
58030,45
58031,45
58032,45
58033,45
58034,45
58035,45
58036,45
58037,45
58038,45
58039,45
58040,45
58041,42
58042,42
58043,45
58044,45
58045,41
58046,41
58047,41
58048,41
58049,42
58050,42
58051,45
58052,41
58053,41
58054,41
58055,42
58056,42
58057,42
58058,42
58059,46
58060,46
58061,42
58062,42
58063,42
58064,42
58065,46
58066,42
58067,42
58068,42
58069,42
58070,46
58071,42
58072,42
58073,42
58074,46
58075,46
58076,46
58077,46
58078,46
58079,46
58080,45
58081,45
58082,46
58083,45
58084,41
58085,41
58086,45
59001,45
59002,45
59003,45
59004,45
59005,45
59006,46
59007,46
59008,42
59009,46
59010,46
59011,46
59012,46
59013,46
59014,46
59015,46
59016,46
59017,45
59018,46
59019,45
59020,46
59021,46
59022,46
59023,45
59024,46
59025,46
59026,46
59027,46
59028,46
59029,46
59030,46
59031,46
59032,46
59033,46
59034,46
59035,46
59036,46
59037,46
59038,46
59039,46
59041,46
59042,46
59044,46
59047,46
59048,46
59049,46
59051,46
59052,46
59053,46
59054,46
59055,46
59056,46
59057,46
59058,46
59059,46
59060,46
59061,46
59062,46
59063,46
59064,46
59065,46
59066,46
59067,46
59068,46
59069,46
59070,46
59071,46
59072,46
59073,46
59074,46
59075,46
59076,46
59077,42
59078,46
59079,46
59080,46
59081,46
59082,46
59083,46
59084,46
59085,46
59086,42
59087,46
59089,42
60001,42
60002,42
60003,42
60004,42
60005,42
60006,42
60007,42
60008,42
60009,42
60010,42
60011,42
60012,42
60013,42
60014,42
60015,42
60016,42
60017,42
60018,42
60019,42
60020,42
60021,42
60022,42
60023,37
60024,42
60025,42
60026,42
60027,42
60028,42
60029,42
60030,42
60031,42
60032,42
60033,42
60034,42
60035,42
60036,42
60037,42
60038,42
60039,42
60040,42
60041,42
60042,42
60043,42
60044,42
60045,41
60046,41
60047,41
60048,42
60049,42
60050,42
60051,42
60052,42
60053,42
60054,42
60055,42
60056,42
60057,42
60058,42
60059,42
60060,42
60061,42
60062,42
60063,42
60064,42
60065,42
60066,42
60067,42
60068,42
60069,42
60070,42
60071,42
60072,42
60073,42
60074,42
60075,42
60076,42
60077,42
60078,42
60079,46
60080,42
60081,42
60082,42
60083,42
60084,42
60085,42
60086,42
60087,42
60088,42
60089,42
60090,42
60091,41
61002,49
61003,49
61004,49
61005,49
61006,49
61007,49
61008,49
61009,49
61010,49
61011,49
61012,49
61013,49
61014,49
61015,49
61016,49
61018,49
61020,49
61021,49
61023,49
61025,49
61027,49
61028,49
61029,49
61030,49
61031,49
61032,49
61033,49
61034,50
61035,50
61036,50
61037,49
61038,49
61039,49
61040,49
61042,49
61043,50
61044,50
61045,50
61046,50
61047,50
61048,50
61050,49
61051,49
61052,49
61053,49
61054,49
61055,49
61056,49
61057,49
61058,49
61059,49
61060,49
61061,49
61062,50
61063,49
61064,49
61067,49
61068,49
61069,49
61070,49
61072,49
61073,49
61074,49
61075,49
61076,49
61077,49
61078,49
61079,49
62002,51
62003,51
62004,51
62005,51
62006,51
62007,51
62008,51
62009,51
62010,51
62011,51
62012,51
62013,51
62014,51
62015,51
62016,51
62017,51
62018,51
62019,51
62020,51
62021,51
62022,51
62023,51
62024,51
62025,51
62026,51
62027,51
62028,51
62029,51
62030,51
62031,51
62032,51
62033,51
62034,51
62035,51
62036,51
62038,51
62039,51
62041,51
62042,51
62043,51
62044,51
62045,51
62046,51
62047,51
62049,51
62050,51
62051,51
62052,51
62053,51
62054,51
62057,51
62058,51
62059,51
62060,50
62061,50
62064,50
62065,50
62066,50
62067,50
62068,50
62072,50
62074,51
62075,51
62076,51
62077,51
62078,51
62079,51
62080,51
62081,51
62082,51
62083,51
62084,51
62085,50
62086,51
62088,51
63001,51
63002,51
63003,51
63004,51
63007,51
63008,51
63009,51
63011,51
63012,51
63013,51
63014,51
63015,51
63016,51
63017,49
63018,50
63020,50
63021,51
63022,51
63023,51
63024,50
63025,50
63026,50
63027,50
63028,51
63029,50
63030,50
63031,50
63032,50
63033,50
63034,50
63035,50
63037,49
63038,49
63039,49
63040,49
63041,49
63042,49
63043,49
63045,49
63046,50
63047,50
63048,50
63049,50
63050,50
63051,50
63052,50
63053,50
63054,50
63055,50
63056,50
63057,50
63058,50
63059,50
63060,50
63062,50
63063,50
63064,50
63065,50
63066,50
63067,50
63068,49
63069,49
63070,50
63071,49
63072,49
63073,49
63074,49
63075,50
63076,51
63077,51
63078,51
63079,50
63080,49
63081,50
63082,50
63083,50
63084,51
63085,51
63087,51
63089,50
64001,51
64002,51
64003,51
64004,51
64005,51
64007,51
64008,51
64009,51
64010,51
64011,51
64012,50
64013,50
64014,50
64015,50
64016,50
64018,50
64019,50
64020,50
64021,50
64022,50
64023,50
64024,50
64025,50
64026,50
64027,50
64028,50
64029,50
64030,50
64031,50
64032,50
64033,50
64034,50
64035,50
64036,50
64037,50
64038,50
64039,50
64040,50
64041,50
64042,50
64043,50
64044,50
64045,50
64046,49
64047,49
64048,50
64049,49
64050,49
64051,49
64052,49
64053,49
64055,51
64057,50
64058,51
64059,50
64060,50
64061,49
64062,50
64063,50
64064,50
64068,49
64070,50
64075,47
64076,47
64077,47
64078,47
64079,47
64080,47
64081,47
64082,47
64083,47
64084,47
64085,47
64086,47
64087,47
64088,47
64089,47
64090,47
64091,47
64092,47
64093,47
64094,47
64095,47
64096,47
64097,47
64098,47
65001,1
65002,1
65003,1
65004,1
65005,1
65006,1
65007,1
65008,1
65009,1
65010,1
65011,1
65012,1
65013,1
65014,1
65015,1
65016,1
65017,1
65018,1
65019,1
65020,1
65021,1
65022,1
65023,1
65024,1
65025,1
65026,1
65027,1
65028,1
65029,1
65030,1
65031,1
65032,1
65033,1
65034,1
65035,1
65036,1
65037,1
65038,1
65039,1
65040,1
65041,1
65042,1
65043,1
65044,1
65045,1
65046,1
65047,1
65048,1
65049,2
65050,2
65051,1
65052,1
65053,1
65054,1
65055,1
65056,1
65057,1
65058,1
65059,1
65060,1
65061,1
65062,1
65063,1
65064,1
65065,1
65066,1
65067,1
65068,1
65069,1
65070,2
65071,1
65072,1
65073,1
65074,1
65075,1
65076,1
65077,2
65078,2
65079,2
65080,1
65081,1
65082,1
65083,1
65084,1
65085,1
65086,1
65087,1
65088,1
65089,1
65090,1
65091,1
65092,1
65093,1
65094,1
65095,1
65098,1
65099,1
66001,1
66002,1
66003,1
66004,1
66005,1
66006,1
66007,1
66008,1
66009,1
66010,1
66011,1
66012,1
66013,1
66014,1
66015,1
66016,1
66017,1
66018,1
66019,1
66020,2
66021,1
66022,2
66023,2
66024,2
66026,2
66027,2
66029,2
66030,2
66031,2
66032,2
66033,2
66034,2
66035,2
66036,2
66037,2
66038,2
66039,2
66040,1
66041,1
66042,1
66043,2
66044,2
66045,2
66046,2
66047,2
66048,2
66049,2
66050,2
66051,2
66052,2
66053,2
66054,2
66055,2
66056,2
66057,2
66058,2
66059,2
66060,2
66061,2
66062,2
66063,2
66064,3
66065,1
66066,3
66067,3
66068,3
66069,3
66070,3
66071,3
66072,3
66073,3
66074,3
66075,3
66076,3
66077,3
66078,3
66079,3
66080,3
66081,3
66082,3
66083,3
66084,3
66085,3
66088,3
66090,3
66091,1
66092,3
66094,1
66096,3
66097,2
66098,1
66099,1
66100,1
66101,2
66102,2
66103,2
66104,2
66105,1
66106,2
67001,3
67002,3
67003,3
67004,3
67006,3
67007,6
67008,3
67009,3
67010,3
67011,6
67012,6
67013,3
67014,6
67015,6
67016,6
67017,6
67018,6
67019,6
67021,6
67022,6
67023,6
67025,6
67026,6
67027,6
67028,6
67029,6
67030,6
67031,6
67032,6
67033,6
67034,6
67035,6
67036,6
67037,6
67038,6
67039,6
67040,6
67041,6
67042,6
67043,6
67044,6
67045,6
67046,6
67047,6
67048,6
67049,6
67050,6
67051,3
67052,6
67053,6
67054,6
67055,6
67056,6
67057,6
67058,6
67059,6
67060,6
67061,6
67062,6
67063,6
67064,6
67065,6
67066,6
67067,6
67068,6
67069,6
67070,6
67071,6
67072,6
67073,6
67074,6
67075,6
67076,6
67077,6
67078,6
67079,6
67080,6
67081,6
67082,6
67083,6
67084,6
67085,6
67086,6
67087,6
67088,6
67089,6
67090,6
67091,6
67092,6
67093,6
67094,6
67095,6
67096,6
67097,6
67098,6
67099,6
67101,6
67102,6
67105,6
67106,6
67107,6
67108,6
67109,3
67110,3
67111,3
67112,6
67113,6
67114,7
68001,8
68002,8
68003,5
68004,8
68005,5
68006,8
68007,5
68008,5
68009,8
68010,5
68011,8
68012,8
68013,8
68014,8
68015,8
68017,8
68018,8
68022,8
68023,8
68024,8
68025,8
68026,8
68027,8
68028,8
68029,8
68030,8
68031,9
68032,8
68033,9
68034,9
68035,8
68036,8
68037,8
68038,8
68039,8
68040,8
68041,8
68042,8
68043,8
68044,8
68045,8
68046,8
68047,8
68048,8
68049,8
68050,8
68051,8
68052,8
68053,8
68054,8
68055,8
68056,8
68057,9
68058,9
68059,9
68060,9
68061,8
68062,8
68063,8
68064,8
68065,8
68066,8
68067,8
68068,8
68069,8
68070,8
68071,8
68072,8
68073,8
68074,9
68075,8
68076,8
68077,8
68078,8
68079,8
68080,9
68081,9
68082,9
68083,9
68087,9
68088,8
68089,8
68090,8
68091,8
68092,8
68093,8
68094,8
68096,9
68097,9
68098,9
68099,6
68102,6
68103,8
68104,8
68105,9
68108,9
68109,9
68110,8
68111,8
68112,8
68113,9
68114,8
68115,8
69001,6
69002,6
69003,6
69004,6
69005,6
69006,6
69007,6
69008,7
69009,6
69010,6
69011,6
69012,6
69013,6
69014,6
69015,6
69016,6
69017,6
69018,6
69019,6
69020,6
69021,7
69022,6
69023,6
69024,6
69025,6
69026,7
69027,7
69028,7
69029,7
69030,6
69031,6
69032,7
69033,6
69034,7
69035,7
69036,7
69037,7
69038,7
69039,7
69040,7
69041,7
69042,7
69043,7
69044,7
69045,7
69046,6
69047,7
69048,7
69049,7
69050,7
69051,7
69052,7
69053,7
69054,7
69055,7
69056,7
69057,7
69058,7
69059,7
69060,7
69061,7
69062,7
69063,7
69064,7
69065,7
69066,7
69067,7
69068,7
69069,7
69070,7
69071,7
69072,7
69073,7
69074,7
69075,7
69076,7
69077,7
69078,7
69079,7
69080,7
69081,7
69082,9
69083,7
69084,7
69085,7
69086,7
69087,7
69088,7
69089,7
69090,7
69091,7
69092,7
69093,7
69094,7
69095,7
69096,7
69097,7
69098,7
69099,7
69100,7
69104,6
69105,6
69108,7
69109,7
69110,7
69111,7
69112,7
69113,7
69114,7
69115,6
70001,9
70002,9
70003,9
70004,9
70005,9
70006,9
70007,9
70008,9
70009,9
70010,9
70011,9
70012,9
70013,9
70014,9
70015,9
70016,9
70017,9
70018,9
70019,9
70020,9
70021,9
70022,9
70023,9
70024,9
70025,9
70026,9
70027,9
70028,9
70029,9
70030,9
70031,9
70032,9
70033,9
70034,9
70035,9
70036,9
70037,9
70038,9
70039,9
70040,9
70041,9
70042,9
70043,9
70044,9
70045,9
70047,9
70048,9
70049,9
70050,9
70051,9
70052,9
70053,9
70055,9
70056,9
70057,9
70058,9
70059,9
70060,9
70061,9
70062,9
70063,9
70064,7
70065,7
70066,9
70067,7
70068,7
70069,9
70070,7
70071,7
70073,7
70074,9
70075,9
70076,7
70077,7
70078,7
70080,7
70081,7
70082,7
70083,7
70084,7
70085,7
70086,7
70087,7
70088,7
70089,9
70090,9
70091,9
70092,9
70093,9
70096,7
70097,7
70098,9
70099,7
70100,9
70101,9
70102,9
70103,9
70104,7
70105,9
70106,9
70107,9
70108,9
70109,7
70110,9
70111,9
71001,7
71002,7
71003,7
71004,7
71005,7
71007,7
71008,9
71009,9
71010,10
71011,9
71012,9
71013,9
71014,9
71015,9
71016,9
71017,9
71018,9
71019,9
71020,9
71021,9
71023,9
71024,9
71025,9
71026,7
71027,9
71028,7
71029,7
71030,7
71032,7
71033,7
71034,7
71035,7
71038,10
71039,10
71040,7
71041,7
71042,10
71043,10
71045,10
71046,7
71047,7
71048,7
71049,7
71050,10
71051,10
71052,10
71053,10
71054,7
71055,7
71056,7
71057,10
71058,10
71059,10
71060,7
71061,10
71062,10
71063,10
71064,10
71065,10
71066,10
71067,10
71069,10
71070,10
71071,7
71072,10
71073,10
71074,10
71075,10
71076,10
71077,10
71078,10
71079,10
71080,10
71081,10
71082,10
71083,10
71084,10
71085,10
71086,10
71087,9
71088,9
71089,9
71090,9
71091,9
71092,7
71093,10
71097,10
71098,10
71099,10
71100,7
71101,7
71102,9
71103,7
71104,7
71105,9
71106,9
71107,9
71108,10
71109,9
72001,10
72003,10
72004,10
72005,10
72006,10
72007,10
72008,10
72009,10
72010,10
72011,10
72012,10
72013,10
72014,10
72015,10
72016,10
72017,10
72018,10
72019,10
72020,10
72021,10
72022,10
72023,10
72024,10
72025,10
72026,10
72027,10
72028,10
72029,10
72030,10
72031,10
72032,10
72034,10
72035,10
72036,10
72037,10
72040,10
72041,10
72042,10
72043,10
72044,10
72045,10
72046,10
72047,10
72048,10
72049,10
72050,10
72051,10
72052,10
72053,10
72054,10
72055,10
72056,10
72057,10
72058,10
72059,10
72060,10
72061,10
72062,10
72063,10
72064,10
72065,10
72066,10
72067,10
72068,10
72069,10
72070,10
72071,10
72072,10
72073,10
72074,10
72075,10
72076,10
72077,10
72078,10
72082,9
72084,10
72085,10
72086,10
72087,10
72088,10
72089,10
72090,10
72091,10
72092,10
72093,10
72094,10
72095,10
72096,10
72097,10
73001,4
73002,4
73003,4
73004,4
73005,4
73006,4
73007,4
73008,4
73009,4
73010,4
73011,4
73012,4
73013,5
73014,4
73015,4
73016,4
73017,5
73018,4
73019,4
73020,4
73021,4
73022,4
73023,4
73024,5
73025,4
73026,4
73027,4
73028,4
73029,4
73030,5
73031,5
73032,4
73034,4
73036,4
73037,4
73038,5
73039,4
73040,4
73041,4
73042,4
73043,4
73044,5
73045,4
73046,4
73047,5
73048,5
73049,5
73050,4
73051,4
73052,4
73053,4
73054,4
73055,5
73056,4
73057,4
73058,4
73059,4
73060,4
73061,4
73062,4
73063,4
73064,4
73065,4
73066,4
73067,4
73068,5
73069,5
73070,4
73071,4
73072,4
73073,4
73074,4
73075,4
73077,4
73078,4
73079,4
73080,4
73081,4
73082,4
73084,5
73085,5
73086,4
73087,4
73088,4
73089,5
73090,5
73091,5
73092,5
73093,5
73094,4
73095,5
73096,4
73097,4
73098,4
73099,4
73100,4
73101,4
73102,4
73103,4
73104,4
73105,4
73106,4
73107,4
74001,2
74002,2
74003,2
74004,2
74005,2
74006,2
74007,2
74008,2
74009,2
74010,2
74011,2
74012,2
74013,2
74014,2
74015,2
74016,2
74017,2
74018,2
74019,2
74020,2
74021,2
74022,2
74023,2
74024,2
74025,2
74026,2
74027,2
74028,2
74029,2
74030,2
74031,2
74032,2
74033,2
74034,2
74035,2
74036,2
74037,2
74038,2
74039,4
74040,4
74041,4
74042,4
74043,4
74044,4
74045,4
74046,4
74047,4
74048,4
74050,4
74051,4
74052,4
74053,2
74054,2
74055,2
74056,2
74057,2
74058,2
74059,2
74060,2
74061,2
74062,2
74063,2
74064,2
74065,2
74066,2
74067,2
74068,2
74069,2
74070,2
74071,2
74072,2
74073,2
74074,2
74075,2
74076,2
74077,2
74078,4
74079,4
74082,4
74083,4
74084,4
74085,4
74086,4
74087,4
74088,4
74089,4
74090,4
74091,4
74092,4
74093,4
74094,4
74096,2
74098,2
74099,2
74100,2
74101,4
74102,2
74103,4
74104,4
74105,2
74106,2
74107,4
75001,2
75002,3
75003,3
75004,3
75005,3
75006,3
75007,3
75008,2
75009,3
75010,3
75011,3
75012,3
75013,3
75014,3
75015,3
75016,3
75017,3
75018,3
75019,3
75020,3
75021,3
75022,3
75023,3
75024,3
75025,3
75026,3
75027,2
75028,3
75029,3
75030,2
75031,2
75032,2
75033,2
75034,3
75035,3
75036,3
75037,3
75038,3
75039,3
75040,3
75041,3
75042,3
75043,3
75044,3
75045,3
75046,3
75047,3
75048,3
75049,3
75050,4
75051,2
75052,2
75053,2
75054,2
75055,4
75056,4
75057,4
75058,4
75059,3
75060,3
75061,3
75062,3
75063,3
75064,3
75065,3
75066,6
75067,3
75068,2
75069,3
75070,3
75071,3
75072,3
75073,3
75074,3
75075,4
75076,3
75077,3
75078,3
75079,3
75080,3
75081,3
75082,3
75083,3
75084,3
75085,3
75086,6
75087,6
75088,4
75089,6
75090,4
75091,4
75092,6
75093,6
75094,6
75097,6
75098,6
75099,6
75100,6
75101,3
75102,6
75103,6
75105,3
75107,3
75108,3
75109,2
75110,3
75111,3
75112,3
75113,3
75114,3
75115,3
76001,5
76002,5
76003,5
76004,5
76005,5
76006,5
76007,5
76008,5
76009,5
76010,5
76011,5
76012,5
76013,5
76014,5
76015,5
76016,5
76017,5
76018,5
76019,5
76020,5
76021,5
76022,5
76023,5
76024,5
76025,5
76026,5
76027,5
76028,5
76029,5
76030,5
76031,5
76032,5
76033,5
76034,5
76035,5
76036,5
76037,5
76038,5
76039,5
76040,5
76041,5
76042,5
76043,5
76044,5
76045,5
76046,5
76047,5
76048,5
76049,5
76050,5
76051,5
76052,5
76053,5
76054,5
76055,5
76056,5
76057,5
76058,5
76059,5
76060,5
76061,5
76062,5
76063,5
76064,5
76065,5
76066,5
76067,5
76068,5
76069,5
76070,5
76071,5
76072,5
76073,5
76074,5
76075,5
76076,5
76077,5
76078,5
76079,5
76080,5
76081,5
76082,5
76083,5
76084,5
76085,5
76086,5
76087,5
76088,5
76089,5
76094,4
76095,4
76097,5
76098,5
76099,5
76100,5
76101,5
76102,5
76103,5
77001,16
77002,16
77003,16
77004,16
77005,16
77006,16
77007,16
77008,16
77009,16
77010,16
77011,16
77012,16
77013,16
77014,16
77015,16
77016,16
77017,15
77018,14
77019,14
77020,14
77021,14
77022,14
77023,16
77024,14
77025,14
77026,16
77027,16
77028,16
77029,14
77030,16
77031,14
77032,14
77033,14
77035,14
77036,14
77037,14
77038,16
77039,16
77040,16
77041,16
77043,16
77044,16
77045,16
77046,16
77047,16
77048,16
77050,16
77051,16
77052,16
77053,16
77054,16
77055,16
77056,16
77057,16
77058,16
77059,16
77060,16
77061,16
77062,16
77063,16
77064,16
77065,16
77067,16
77068,16
77069,8
77070,15
77073,8
77074,16
77075,16
77076,16
77077,16
77078,16
77079,16
77080,16
77081,14
77082,16
78001,15
78002,15
78003,15
78004,15
78005,15
78006,15
78007,15
78008,15
78009,15
78010,15
78012,15
78013,15
78014,15
78015,15
78016,15
78018,14
78019,15
78020,15
78021,15
78022,14
78023,14
78024,14
78025,15
78026,15
78027,15
78028,15
78029,14
78030,11
78031,11
78032,14
78033,11
78034,11
78035,11
78037,15
78038,11
78040,15
78041,15
78043,14
78044,14
78045,14
78046,14
78047,14
78048,14
78049,14
78050,14
78051,14
78052,14
78053,14
78054,14
78056,15
78057,15
78059,14
78060,14
78061,15
78062,15
78063,15
78064,15
78065,14
78066,14
78067,11
78068,14
78069,15
78070,15
78071,15
78072,14
78073,14
79001,15
79002,15
79004,15
79005,15
79007,15
79008,15
79009,15
79010,15
79011,15
79012,15
79013,15
79014,17
79015,17
79016,17
79017,17
79018,17
79019,17
79020,15
79021,17
79022,17
79023,17
79024,17
79026,17
79027,17
79028,17
79029,15
79030,16
79031,16
79032,16
79033,16
79035,16
79036,16
79037,16
79038,16
79039,16
79041,16
79044,16
79047,17
79048,17
79049,17
79050,17
79051,17
79052,17
79056,17
79057,17
79058,17
79059,17
79060,8
79061,8
79062,17
79063,17
79064,17
79065,17
79066,17
79067,15
79068,16
79069,16
79071,16
79072,16
79074,15
79075,17
79076,17
79077,15
79080,16
79082,16
79083,15
79084,17
79085,16
79086,16
79087,15
79088,15
79089,17
80001,13
80002,13
80003,13
80004,13
80005,13
80006,13
80007,13
80008,13
80009,13
80010,13
80012,13
80013,13
80014,12
80016,13
80017,13
80019,13
80020,13
80021,13
80022,13
80023,13
80024,13
80025,13
80026,13
80027,13
80028,13
80029,13
80030,13
80031,13
80032,13
80033,13
80034,13
80035,13
80036,13
80037,13
80038,13
80039,13
80040,13
80041,13
80042,13
80043,13
80044,13
80045,13
80046,13
80047,15
80048,15
80049,15
80050,13
80051,13
80052,12
80053,12
80054,11
80055,13
80056,11
80057,12
80058,13
80059,12
80060,12
80061,12
80062,12
80063,12
80065,11
80067,13
80068,13
80069,13
80070,13
80071,13
80072,13
80073,12
80074,11
80076,11
80077,11
80079,11
80080,11
80083,11
80084,11
80085,11
80086,11
80087,11
80089,11
80090,13
80092,11
80093,13
80094,11
80095,11
81001,14
81002,14
81003,14
81004,14
81005,14
81007,14
81008,14
81010,11
81011,11
81013,11
81014,11
81016,11
81017,11
81018,11
81019,11
81020,11
81021,11
81022,11
81023,11
81024,11
81025,11
81027,11
81028,11
81029,11
81030,11
81031,11
81032,11
81038,14
81039,11
81041,11
81042,14
81043,11
81044,11
81045,11
81046,11
81048,11
81051,11
81053,11
81054,11
81056,11
81057,11
81058,11
81059,11
81060,11
81061,11
81062,11
81063,11
81064,11
81065,11
81066,11
81067,11
81069,11
81070,11
81071,11
81072,11
81073,11
81074,11
81075,11
81077,11
81078,11
81080,11
81081,11
81082,11
81083,11
81084,11
81085,11
81090,11
81091,11
81092,11
81093,11
81094,11
81095,11
81096,11
81097,11
81098,11
81099,11
81100,11
81103,11
81104,11
81105,11
82001,13
82002,13
82003,13
82004,13
82005,13
82006,13
82007,13
82008,13
82009,13
82010,13
82011,13
82012,13
82013,13
82014,13
82015,13
82016,13
82017,13
82018,13
82019,13
82020,13
82021,13
82022,13
82023,18
82024,13
82025,13
82026,13
82027,18
82028,18
82029,18
82031,18
82032,13
82033,13
82034,13
82035,13
82036,13
82037,13
82038,13
82039,13
82040,13
82041,13
82042,13
82045,13
82046,13
82047,13
82048,13
82049,13
82050,13
82051,13
82052,13
82053,13
82054,12
82055,13
82056,13
82057,13
82058,13
82059,13
82060,13
82061,13
82062,13
82063,13
82065,12
82066,12
82067,12
82068,12
82069,12
82070,12
82071,12
82072,12
82073,12
82074,12
82075,12
82076,12
82077,12
82078,12
82079,12
82080,12
82081,12
82082,12
82083,12
82084,12
82085,12
82086,12
82087,12
82088,12
82089,12
82090,12
82091,12
82092,12
82093,12
82094,12
82095,12
82096,12
82097,12
82098,12
82099,12
82100,12
82101,12
82102,12
82103,12
82106,12
82107,13
82109,12
82110,13
82111,12
82112,13
82113,13
82114,13
82115,12
82116,12
82119,13
83001,12
83002,12
83005,12
83006,12
83007,12
83008,12
83009,12
83010,12
83011,12
83012,13
83013,12
83014,12
83015,12
83016,12
83017,12
83018,12
83019,12
83020,12
83021,12
83022,12
83023,12
83024,12
83025,12
83026,12
83027,12
83028,12
83029,12
83030,12
83031,12
83032,12
83033,12
83034,12
83037,12
83039,12
83040,12
83041,12
83042,12
83043,12
83044,12
83045,12
83046,12
83047,12
83048,12
83049,12
83050,12
83051,11
83052,11
83053,12
83054,11
83055,12
83056,12
83057,12
83058,12
83059,12
83060,12
83061,12
83062,12
83063,12
83064,12
83065,12
83066,12
83067,12
83068,12
83069,12
83070,12
83071,12
83072,12
83073,12
83074,12
83075,12
83076,11
83077,12
83078,11
83079,11
83080,12
83081,12
83082,12
83083,11
83084,12
83085,12
83086,12
83087,13
83088,12
83089,12
84001,16
84002,16
84003,16
84004,16
84005,16
84006,16
84008,16
84009,16
84010,16
84011,16
84012,16
84014,16
84015,16
84016,16
84019,8
84022,8
84023,8
84024,8
84025,8
84026,8
84027,8
84028,8
84029,8
84030,8
84031,8
84032,8
84033,8
84034,17
84035,17
84036,17
84037,17
84038,17
84039,17
84040,8
84041,17
84042,8
84043,8
84044,8
84045,8
84048,17
84049,17
84050,17
84051,17
84052,17
84054,8
84055,8
84056,8
84057,8
84058,8
84059,8
84060,8
84061,8
84062,8
84063,8
84064,8
84065,8
84066,8
84067,8
84068,8
84069,8
84072,8
84074,17
84075,17
84076,8
84077,17
84079,8
84080,16
84082,16
84083,16
84084,8
84085,17
85001,18
85003,18
85004,18
85005,18
85007,18
85008,18
85009,18
85010,18
85011,18
85012,18
85013,18
85014,18
85015,18
85016,18
85017,18
85018,18
85019,18
85020,18
85021,18
85022,18
85023,18
85024,18
85025,18
85026,18
85027,18
85028,18
85029,18
85030,18
85031,18
85032,18
85033,18
85034,18
85035,22
85036,17
85039,17
85042,17
85045,17
85047,17
85048,17
85049,17
85050,17
85051,17
85052,17
85053,17
85054,17
85055,17
85056,17
85057,17
85058,17
85059,17
85060,17
85062,17
85063,18
85064,18
85065,17
85066,17
85068,17
85069,17
85070,17
85071,18
85072,17
85076,17
85077,17
85078,17
85079,22
85080,18
85081,17
85083,18
85084,17
85085,17
86001,14
86002,14
86003,14
86004,14
86005,14
86007,14
86008,14
86009,14
86010,14
86011,14
86012,14
86013,14
86014,14
86015,14
86016,14
86017,14
86018,14
86021,15
86022,14
86023,14
86024,14
86025,14
86026,14
86027,14
86028,15
86029,14
86030,15
86031,14
86032,15
86033,14
86034,14
86035,15
86036,15
86037,14
86038,14
86039,14
86040,15
86041,15
86042,15
86043,15
86044,15
86045,15
86046,15
86047,15
86048,15
86049,15
86050,15
86051,15
86052,15
86053,15
86054,15
86055,15
86056,15
86057,15
86058,14
86059,15
86060,14
86061,14
86062,14
86063,14
86064,15
86065,14
86066,14
86067,14
86068,14
86069,14
86070,15
86071,15
86072,15
87001,15
87002,15
87003,15
87004,15
87005,15
87007,15
87008,15
87009,15
87010,15
87011,15
87012,15
87013,15
87014,15
87015,15
87016,15
87017,13
87019,13
87020,13
87021,15
87022,17
87023,17
87024,18
87025,18
87026,18
87027,18
87028,18
87029,18
87030,18
87031,18
87032,18
87033,18
87034,18
87035,18
87036,18
87037,18
87038,18
87039,18
87040,18
87041,18
87042,18
87043,13
87044,13
87045,18
87046,18
87047,18
87048,18
87049,18
87050,18
87051,18
87052,18
87053,18
87054,18
87055,18
87056,18
87057,18
87058,18
87059,18
87060,18
87061,18
87062,18
87063,18
87064,18
87065,18
87066,18
87067,18
87068,18
87069,18
87070,18
87071,18
87072,18
87073,18
87074,18
87075,18
87076,18
87077,18
87078,18
87079,18
87080,18
87081,18
87082,18
87083,18
87084,18
87085,18
87086,18
87087,18
87088,18
87089,18
87090,15
87091,15
87093,15
87094,18
87095,18
87096,17
87097,18
87098,18
87099,18
87100,18
87101,18
87102,18
52040,39
52119,39
53039,34
53040,34
73076,4
73083,5
50056,34
50058,34
52038,39
52105,39
66025,2
66028,2
77049,16
77072,16
23054,32
23070,28
56003,36
56012,36
30011,30
30070,30
30027,30
30074,30
50036,33
74095,4
31002,28
31080,28
67024,6
79046,17
79078,17
72002,10
71044,10
79025,17
79043,17
73033,4
73035,4
86020,14
23022,31
23021,31
64069,51
27045,24
25064,20
49008,43
51016,38
61041,49
61071,49
32013,27
32018,27
26030,19
26032,19
86019,14
27008,29
27013,24
81047,11
81049,11
81050,11
85006,18
72038,10
72039,10
82030,18
82064,13
40046,20
25050,20
83003,12
83004,12
62001,51
64006,51
64054,51
81068,11
23023,31
23024,31
23017,32
23086,32
23016,32
23012,32
23011,32
23092,32
23007,32
23005,32
31035,31
31037,31
76090,5
76096,5
80078,11
63010,49
63036,49
63061,49
27054,24
27055,24
83035,12
83038,12
23004,32
23003,32
23080,32
81086,11
81087,11
81088,11
81089,11
77066,8
63005,51
62070,50
62073,50
63006,51
23019,32
37002,22
37004,22
23013,32
23014,32
23018,32
74049,4
81034,11
81033,11
29040,27
29069,31
51069,38
84070,8
84071,8
52099,39
52100,39
82043,13
82044,13
80018,13
80011,13
80015,13
80066,13
82108,13
74080,4
74081,4
30050,26
30062,26
23027,31
23039,31
