ed,cd,dem,rep,con,wor,oth,blank,total
39030,21,838.0,101.0,6.0,1.0,22.0,330.0,1298.0
39031,21,810.0,87.0,3.0,6.0,19.0,335.0,1260.0
39032,21,1067.0,122.0,7.0,7.0,36.0,428.0,1667.0
39033,21,845.0,125.0,2.0,6.0,29.0,356.0,1363.0
39034,21,777.0,99.0,1.0,4.0,15.0,310.0,1206.0
39035,21,995.0,109.0,2.0,5.0,16.0,318.0,1445.0
39036,21,718.0,75.0,3.0,3.0,12.0,282.0,1093.0
39037,25,371.0,55.0,2.0,1.0,7.0,140.0,576.0
39038,25,408.0,65.0,4.0,3.0,9.0,187.0,676.0
39039,25,625.0,104.0,5.0,2.0,30.0,389.0,1155.0
39040,24,88.0,14.0,2.0,0.0,3.0,39.0,146.0
39042,30,306.0,87.0,3.0,6.0,10.0,178.0,590.0
39043,30,336.0,122.0,9.0,0.0,19.0,196.0,682.0
39044,30,553.0,140.0,5.0,1.0,25.0,244.0,968.0
39045,30,540.0,155.0,4.0,3.0,26.0,319.0,1047.0
39046,30,681.0,340.0,13.0,5.0,44.0,473.0,1556.0
39047,30,475.0,300.0,8.0,1.0,36.0,257.0,1077.0
39048,21,405.0,30.0,1.0,2.0,10.0,107.0,555.0
39049,21,800.0,75.0,5.0,5.0,25.0,281.0,1191.0
39050,25,228.0,25.0,0.0,2.0,5.0,99.0,359.0
40001,20,840.0,213.0,9.0,5.0,26.0,542.0,1635.0
40002,20,475.0,105.0,3.0,2.0,13.0,348.0,946.0
40003,20,509.0,84.0,1.0,4.0,16.0,293.0,907.0
40004,20,812.0,150.0,5.0,6.0,20.0,435.0,1428.0
40005,20,593.0,131.0,5.0,0.0,17.0,355.0,1101.0
40006,20,418.0,92.0,2.0,1.0,17.0,207.0,737.0
40007,20,820.0,166.0,7.0,4.0,18.0,420.0,1435.0
40008,20,977.0,172.0,5.0,2.0,28.0,540.0,1724.0
40009,20,908.0,149.0,4.0,1.0,21.0,436.0,1519.0
40010,20,541.0,62.0,4.0,3.0,21.0,303.0,934.0
40011,20,755.0,81.0,1.0,3.0,16.0,298.0,1154.0
40012,20,746.0,135.0,6.0,0.0,21.0,371.0,1279.0
40013,20,454.0,56.0,0.0,4.0,10.0,199.0,723.0
40014,20,525.0,43.0,0.0,2.0,14.0,142.0,726.0
40015,20,371.0,92.0,0.0,2.0,9.0,297.0,771.0
40016,20,857.0,130.0,4.0,6.0,18.0,418.0,1433.0
40017,20,522.0,76.0,2.0,0.0,13.0,282.0,895.0
40018,20,760.0,161.0,0.0,5.0,23.0,432.0,1381.0
40019,20,842.0,118.0,4.0,5.0,21.0,350.0,1340.0
40020,20,918.0,159.0,5.0,1.0,19.0,450.0,1552.0
40021,20,939.0,148.0,3.0,2.0,28.0,433.0,1553.0
40022,20,365.0,60.0,4.0,0.0,8.0,188.0,625.0
40023,20,998.0,189.0,6.0,5.0,19.0,451.0,1668.0
40024,20,568.0,131.0,0.0,3.0,13.0,265.0,980.0
40025,20,5.0,2.0,0.0,0.0,0.0,2.0,9.0
40026,20,1095.0,142.0,1.0,10.0,26.0,394.0,1668.0
40027,20,887.0,204.0,1.0,2.0,22.0,505.0,1621.0
40028,20,986.0,209.0,8.0,2.0,30.0,500.0,1735.0
40029,20,920.0,154.0,5.0,9.0,20.0,440.0,1548.0
40030,20,833.0,131.0,7.0,4.0,17.0,401.0,1393.0
40031,20,553.0,114.0,5.0,1.0,17.0,299.0,989.0
40032,19,356.0,115.0,3.0,2.0,18.0,225.0,719.0
40033,20,737.0,140.0,10.0,4.0,14.0,393.0,1298.0
40034,20,485.0,95.0,4.0,3.0,9.0,234.0,830.0
40035,19,249.0,69.0,1.0,0.0,13.0,154.0,486.0
40036,19,70.0,21.0,3.0,0.0,0.0,29.0,123.0
40037,19,686.0,319.0,16.0,3.0,35.0,412.0,1471.0
40038,19,465.0,239.0,7.0,1.0,24.0,268.0,1004.0
40039,19,316.0,143.0,6.0,2.0,12.0,174.0,653.0
40040,19,452.0,281.0,8.0,5.0,25.0,328.0,1099.0
40041,19,543.0,315.0,17.0,2.0,46.0,343.0,1266.0
40042,20,23.0,2.0,1.0,0.0,0.0,7.0,33.0
40043,19,568.0,198.0,13.0,2.0,17.0,309.0,1107.0
40044,19,270.0,78.0,4.0,0.0,5.0,142.0,499.0
40045,19,478.0,183.0,10.0,3.0,25.0,240.0,939.0
40046,19,220.0,109.0,4.0,0.0,13.0,93.0,439.0
40047,19,438.0,313.0,9.0,2.0,27.0,333.0,1122.0
40048,20,158.0,40.0,0.0,0.0,9.0,111.0,318.0
40049,20,,,,,,,
41001,45,1236.0,33.0,4.0,6.0,25.0,190.0,1494.0
41002,45,1054.0,30.0,2.0,6.0,31.0,149.0,1272.0
41003,45,817.0,29.0,2.0,1.0,22.0,119.0,990.0
41004,45,1173.0,30.0,4.0,3.0,29.0,154.0,1393.0
41005,45,933.0,42.0,3.0,5.0,24.0,169.0,1176.0
41006,45,998.0,48.0,2.0,2.0,23.0,190.0,1263.0
41007,45,1059.0,34.0,2.0,2.0,23.0,179.0,1299.0
41008,45,980.0,36.0,3.0,3.0,20.0,181.0,1223.0
41009,45,1200.0,29.0,4.0,4.0,20.0,220.0,1477.0
41010,45,766.0,20.0,1.0,2.0,13.0,105.0,907.0
41011,46,956.0,31.0,1.0,2.0,14.0,123.0,1127.0
41012,45,697.0,110.0,4.0,3.0,15.0,188.0,1017.0
41013,45,707.0,56.0,1.0,8.0,20.0,157.0,949.0
41014,45,673.0,214.0,9.0,1.0,12.0,175.0,1084.0
41015,45,311.0,54.0,1.0,1.0,4.0,76.0,447.0
41016,45,639.0,98.0,3.0,3.0,22.0,184.0,949.0
41017,45,816.0,24.0,5.0,3.0,27.0,219.0,1094.0
41018,45,757.0,46.0,2.0,2.0,13.0,141.0,961.0
41019,45,886.0,82.0,6.0,9.0,30.0,163.0,1176.0
41020,44,160.0,81.0,1.0,3.0,11.0,98.0,354.0
41021,44,254.0,72.0,1.0,1.0,7.0,140.0,475.0
41022,44,972.0,361.0,8.0,3.0,29.0,405.0,1778.0
41023,48,609.0,267.0,5.0,3.0,14.0,245.0,1143.0
41024,48,704.0,291.0,8.0,0.0,16.0,426.0,1445.0
41025,48,728.0,266.0,7.0,0.0,23.0,342.0,1366.0
41026,48,736.0,311.0,7.0,1.0,30.0,491.0,1576.0
41027,48,743.0,298.0,6.0,3.0,38.0,454.0,1542.0
41028,48,614.0,379.0,6.0,0.0,31.0,320.0,1350.0
41029,48,639.0,272.0,3.0,2.0,24.0,250.0,1190.0
41030,48,791.0,372.0,9.0,3.0,29.0,343.0,1547.0
41031,46,386.0,183.0,2.0,2.0,20.0,175.0,768.0
41032,45,826.0,153.0,5.0,3.0,13.0,222.0,1222.0
41033,45,832.0,302.0,9.0,2.0,26.0,250.0,1421.0
41034,46,786.0,437.0,8.0,4.0,36.0,309.0,1580.0
41035,45,609.0,246.0,4.0,2.0,14.0,209.0,1084.0
41036,46,322.0,178.0,5.0,0.0,7.0,138.0,650.0
41037,46,101.0,30.0,2.0,0.0,2.0,61.0,196.0
41038,46,34.0,23.0,2.0,0.0,2.0,21.0,82.0
41039,46,2.0,1.0,0.0,0.0,0.0,0.0,3.0
41040,48,578.0,233.0,4.0,6.0,16.0,344.0,1181.0
41041,48,708.0,399.0,16.0,4.0,32.0,398.0,1557.0
41042,48,643.0,270.0,10.0,0.0,22.0,438.0,1383.0
41043,48,572.0,244.0,1.0,4.0,19.0,435.0,1275.0
41044,48,494.0,185.0,3.0,1.0,27.0,394.0,1104.0
41045,46,610.0,284.0,7.0,1.0,36.0,318.0,1256.0
41046,46,463.0,229.0,5.0,6.0,17.0,373.0,1093.0
41047,46,618.0,168.0,6.0,1.0,15.0,370.0,1178.0
41048,46,717.0,282.0,12.0,3.0,38.0,345.0,1397.0
41049,46,1117.0,87.0,2.0,12.0,26.0,251.0,1495.0
41050,46,762.0,79.0,2.0,4.0,17.0,222.0,1086.0
41051,46,591.0,46.0,2.0,4.0,11.0,162.0,816.0
41052,46,842.0,396.0,17.0,6.0,46.0,366.0,1673.0
41053,46,353.0,54.0,1.0,1.0,10.0,177.0,596.0
41054,48,207.0,71.0,1.0,0.0,11.0,140.0,430.0
41055,48,572.0,258.0,4.0,2.0,24.0,421.0,1281.0
41056,48,494.0,243.0,5.0,4.0,25.0,426.0,1197.0
41057,48,441.0,241.0,1.0,3.0,29.0,366.0,1081.0
41058,48,598.0,303.0,6.0,4.0,33.0,529.0,1473.0
41059,48,219.0,143.0,1.0,0.0,15.0,165.0,543.0
41060,46,301.0,181.0,2.0,1.0,17.0,181.0,683.0
41061,48,544.0,260.0,4.0,0.0,26.0,416.0,1250.0
41062,48,1.0,0.0,0.0,0.0,0.0,0.0,1.0
41063,48,640.0,500.0,5.0,3.0,36.0,555.0,1739.0
41064,48,505.0,385.0,7.0,11.0,28.0,440.0,1376.0
41065,48,212.0,119.0,3.0,3.0,12.0,182.0,531.0
41066,48,404.0,266.0,7.0,2.0,20.0,313.0,1012.0
41067,48,360.0,237.0,9.0,4.0,22.0,283.0,915.0
41068,46,187.0,50.0,5.0,0.0,6.0,82.0,330.0
41069,48,176.0,96.0,2.0,1.0,9.0,114.0,398.0
41070,45,262.0,109.0,1.0,0.0,8.0,126.0,506.0
41071,48,254.0,215.0,5.0,0.0,16.0,141.0,631.0
41072,46,219.0,69.0,0.0,1.0,8.0,88.0,385.0
41073,45,,,,,,,
41074,48,,,,,,,
41075,46,,,,,,,
42001,40,67.0,4.0,1.0,0.0,6.0,21.0,99.0
42003,40,1009.0,28.0,4.0,14.0,20.0,180.0,1255.0
42004,40,1043.0,33.0,0.0,13.0,22.0,189.0,1300.0
42005,40,1034.0,36.0,3.0,15.0,16.0,190.0,1294.0
42006,40,1123.0,34.0,9.0,12.0,20.0,210.0,1408.0
42007,40,1328.0,53.0,2.0,9.0,30.0,208.0,1630.0
42008,40,682.0,20.0,0.0,6.0,16.0,148.0,872.0
42009,40,1132.0,36.0,1.0,6.0,22.0,224.0,1421.0
42010,40,1187.0,36.0,4.0,6.0,17.0,210.0,1460.0
42011,40,1090.0,43.0,4.0,12.0,19.0,198.0,1366.0
42012,40,1148.0,32.0,3.0,6.0,18.0,211.0,1418.0
42013,40,1226.0,50.0,3.0,11.0,23.0,239.0,1552.0
42014,40,1051.0,37.0,1.0,2.0,24.0,193.0,1308.0
42015,40,1078.0,30.0,2.0,4.0,19.0,207.0,1340.0
42016,40,1068.0,31.0,0.0,3.0,13.0,177.0,1292.0
42017,40,1250.0,48.0,2.0,6.0,28.0,222.0,1556.0
42018,40,865.0,33.0,3.0,7.0,13.0,162.0,1083.0
42019,40,1191.0,47.0,5.0,8.0,32.0,235.0,1518.0
42020,40,1156.0,33.0,1.0,7.0,22.0,181.0,1400.0
42021,40,1146.0,41.0,0.0,8.0,26.0,198.0,1419.0
42022,40,985.0,48.0,7.0,7.0,25.0,195.0,1267.0
42023,45,1177.0,45.0,3.0,6.0,21.0,222.0,1474.0
42024,40,1169.0,27.0,6.0,8.0,33.0,182.0,1425.0
42025,40,1082.0,32.0,1.0,11.0,24.0,203.0,1353.0
42026,40,873.0,32.0,1.0,3.0,15.0,134.0,1058.0
42027,40,321.0,19.0,1.0,3.0,9.0,67.0,420.0
42028,40,45.0,2.0,0.0,0.0,0.0,8.0,55.0
42029,40,1158.0,32.0,2.0,11.0,32.0,245.0,1480.0
42030,45,780.0,21.0,3.0,5.0,17.0,163.0,989.0
42031,45,960.0,28.0,6.0,5.0,19.0,150.0,1168.0
42032,45,809.0,16.0,3.0,4.0,18.0,117.0,967.0
42033,45,971.0,34.0,0.0,3.0,14.0,170.0,1192.0
42034,40,668.0,20.0,1.0,3.0,16.0,121.0,829.0
42035,45,975.0,36.0,1.0,4.0,17.0,152.0,1185.0
42036,45,1050.0,38.0,1.0,5.0,25.0,206.0,1325.0
42037,45,1192.0,39.0,2.0,3.0,24.0,219.0,1479.0
42038,45,1146.0,43.0,2.0,5.0,24.0,207.0,1427.0
42039,45,1108.0,34.0,1.0,7.0,28.0,217.0,1395.0
42040,45,912.0,36.0,2.0,6.0,14.0,198.0,1168.0
42041,45,879.0,53.0,2.0,3.0,20.0,161.0,1118.0
42042,45,871.0,15.0,1.0,2.0,19.0,148.0,1056.0
42043,45,1201.0,45.0,1.0,5.0,24.0,231.0,1507.0
42044,45,830.0,32.0,4.0,5.0,24.0,159.0,1054.0
42045,45,711.0,20.0,1.0,3.0,11.0,115.0,861.0
42046,45,770.0,20.0,1.0,0.0,19.0,121.0,931.0
42047,45,1025.0,23.0,3.0,4.0,24.0,218.0,1297.0
42048,45,117.0,20.0,0.0,0.0,1.0,15.0,153.0
42049,45,1000.0,139.0,4.0,9.0,24.0,208.0,1384.0
42050,45,1179.0,42.0,2.0,5.0,22.0,217.0,1467.0
42051,45,768.0,25.0,1.0,3.0,24.0,166.0,987.0
42052,45,774.0,258.0,4.0,1.0,18.0,281.0,1336.0
42053,45,991.0,158.0,6.0,3.0,22.0,248.0,1428.0
42054,45,924.0,270.0,2.0,0.0,9.0,171.0,1376.0
42055,45,812.0,118.0,4.0,6.0,23.0,221.0,1184.0
42056,45,629.0,165.0,1.0,4.0,10.0,188.0,997.0
42057,45,243.0,91.0,4.0,0.0,3.0,64.0,405.0
42058,45,922.0,266.0,5.0,1.0,11.0,211.0,1416.0
42059,45,567.0,199.0,3.0,1.0,8.0,171.0,949.0
42060,45,755.0,36.0,0.0,6.0,16.0,206.0,1019.0
42061,45,1195.0,32.0,2.0,7.0,33.0,239.0,1508.0
43001,36,975.0,11.0,0.0,6.0,18.0,156.0,1166.0
43002,36,1071.0,33.0,2.0,7.0,27.0,144.0,1284.0
43003,36,997.0,18.0,0.0,7.0,22.0,107.0,1151.0
43004,36,1277.0,31.0,2.0,10.0,25.0,154.0,1499.0
43005,36,778.0,12.0,2.0,6.0,15.0,110.0,923.0
43006,36,1021.0,41.0,3.0,8.0,22.0,168.0,1263.0
43007,36,1288.0,51.0,2.0,10.0,28.0,216.0,1595.0
43008,36,810.0,23.0,1.0,8.0,17.0,99.0,958.0
43009,36,627.0,16.0,0.0,9.0,8.0,96.0,756.0
43010,35,1051.0,22.0,1.0,15.0,13.0,168.0,1270.0
43011,35,866.0,27.0,0.0,5.0,12.0,155.0,1065.0
43012,35,793.0,28.0,0.0,7.0,14.0,93.0,935.0
43013,35,1019.0,71.0,6.0,4.0,21.0,168.0,1289.0
43014,35,782.0,39.0,1.0,5.0,13.0,127.0,967.0
43015,35,828.0,72.0,2.0,4.0,27.0,150.0,1083.0
43016,35,1078.0,42.0,5.0,7.0,21.0,211.0,1364.0
43017,35,803.0,28.0,0.0,3.0,21.0,155.0,1010.0
43018,35,1091.0,37.0,1.0,14.0,16.0,146.0,1305.0
43019,35,1059.0,64.0,6.0,13.0,32.0,160.0,1334.0
43020,35,1023.0,158.0,10.0,6.0,20.0,203.0,1420.0
43021,35,875.0,209.0,2.0,0.0,17.0,203.0,1306.0
43022,35,1081.0,198.0,4.0,4.0,20.0,244.0,1551.0
43023,35,1069.0,67.0,4.0,7.0,24.0,190.0,1361.0
43024,35,858.0,111.0,9.0,2.0,16.0,189.0,1185.0
43025,35,897.0,92.0,11.0,1.0,16.0,170.0,1187.0
43026,35,588.0,154.0,3.0,2.0,12.0,156.0,915.0
43027,35,1008.0,217.0,5.0,5.0,20.0,211.0,1466.0
43028,35,661.0,110.0,2.0,0.0,8.0,117.0,898.0
43029,35,1092.0,78.0,1.0,8.0,16.0,162.0,1357.0
43030,35,1205.0,103.0,2.0,7.0,28.0,193.0,1538.0
43032,40,1042.0,15.0,2.0,10.0,19.0,149.0,1237.0
43033,40,1222.0,42.0,1.0,10.0,20.0,172.0,1467.0
43034,40,966.0,74.0,0.0,6.0,20.0,183.0,1249.0
43035,40,1155.0,88.0,3.0,3.0,26.0,187.0,1462.0
43036,40,1056.0,22.0,1.0,10.0,26.0,168.0,1283.0
43037,40,1294.0,20.0,0.0,15.0,30.0,165.0,1524.0
43038,40,1163.0,19.0,2.0,6.0,19.0,171.0,1380.0
43039,40,950.0,20.0,1.0,2.0,16.0,98.0,1087.0
43040,40,1161.0,31.0,1.0,7.0,19.0,161.0,1380.0
43041,40,1103.0,40.0,1.0,5.0,26.0,169.0,1344.0
43042,40,986.0,22.0,2.0,10.0,19.0,189.0,1228.0
43043,40,1014.0,132.0,6.0,5.0,28.0,232.0,1417.0
43044,40,1090.0,96.0,6.0,6.0,27.0,186.0,1411.0
43045,40,1225.0,95.0,2.0,2.0,21.0,193.0,1538.0
43046,41,672.0,90.0,1.0,1.0,12.0,141.0,917.0
43047,41,1401.0,48.0,1.0,4.0,34.0,190.0,1678.0
43048,41,166.0,8.0,1.0,2.0,4.0,31.0,212.0
43049,40,1155.0,66.0,0.0,8.0,19.0,231.0,1479.0
43050,40,737.0,32.0,2.0,4.0,18.0,132.0,925.0
43051,41,665.0,44.0,4.0,1.0,19.0,109.0,842.0
43052,40,1263.0,29.0,1.0,3.0,21.0,189.0,1506.0
43053,40,1153.0,26.0,0.0,10.0,17.0,195.0,1401.0
43054,40,1216.0,26.0,1.0,12.0,24.0,201.0,1480.0
43055,40,952.0,19.0,0.0,6.0,19.0,149.0,1145.0
43056,40,1183.0,32.0,3.0,6.0,30.0,209.0,1463.0
43057,40,1307.0,32.0,1.0,14.0,16.0,173.0,1543.0
43058,40,849.0,11.0,2.0,4.0,14.0,153.0,1033.0
43059,40,1205.0,27.0,2.0,7.0,23.0,218.0,1482.0
43060,40,946.0,26.0,2.0,9.0,24.0,176.0,1183.0
43061,40,922.0,22.0,0.0,11.0,14.0,153.0,1122.0
43062,40,708.0,16.0,0.0,1.0,9.0,99.0,833.0
43063,40,960.0,23.0,2.0,4.0,16.0,144.0,1149.0
43064,40,1216.0,44.0,4.0,5.0,29.0,213.0,1511.0
43065,40,975.0,29.0,3.0,3.0,17.0,159.0,1186.0
43066,40,1013.0,20.0,5.0,6.0,17.0,153.0,1214.0
43067,40,1280.0,45.0,5.0,10.0,26.0,243.0,1609.0
43068,40,512.0,15.0,1.0,1.0,9.0,104.0,642.0
44001,35,734.0,25.0,2.0,3.0,13.0,141.0,918.0
44002,39,979.0,106.0,6.0,6.0,22.0,283.0,1402.0
44003,39,219.0,10.0,2.0,0.0,4.0,38.0,273.0
44004,35,541.0,29.0,1.0,3.0,8.0,90.0,672.0
44005,35,594.0,5.0,1.0,6.0,6.0,79.0,691.0
44006,35,1194.0,46.0,0.0,12.0,23.0,212.0,1487.0
44007,35,1173.0,32.0,1.0,16.0,12.0,150.0,1384.0
44008,35,1004.0,24.0,3.0,5.0,14.0,153.0,1203.0
44009,35,1009.0,16.0,2.0,10.0,17.0,164.0,1218.0
44010,35,917.0,22.0,0.0,4.0,12.0,99.0,1054.0
44011,35,563.0,14.0,1.0,4.0,8.0,75.0,665.0
44012,35,1332.0,22.0,1.0,9.0,18.0,170.0,1552.0
44013,35,358.0,7.0,0.0,3.0,3.0,51.0,422.0
44014,35,1175.0,35.0,0.0,11.0,23.0,167.0,1411.0
44015,35,281.0,4.0,0.0,0.0,4.0,39.0,328.0
44016,35,1517.0,38.0,1.0,4.0,21.0,204.0,1785.0
44017,39,1195.0,50.0,1.0,6.0,19.0,179.0,1450.0
44018,39,929.0,52.0,6.0,5.0,18.0,184.0,1194.0
44019,39,619.0,32.0,3.0,4.0,12.0,129.0,799.0
44020,38,525.0,19.0,0.0,4.0,11.0,84.0,643.0
44021,38,759.0,44.0,7.0,3.0,22.0,194.0,1029.0
44022,39,773.0,28.0,2.0,2.0,11.0,126.0,942.0
44023,39,1041.0,40.0,3.0,7.0,17.0,136.0,1244.0
44024,39,881.0,54.0,1.0,6.0,16.0,160.0,1118.0
44025,39,1047.0,43.0,1.0,7.0,17.0,152.0,1267.0
44026,39,830.0,43.0,2.0,2.0,8.0,114.0,999.0
44027,39,945.0,47.0,3.0,7.0,15.0,141.0,1158.0
44028,39,972.0,53.0,1.0,7.0,21.0,158.0,1212.0
44029,39,1103.0,44.0,2.0,8.0,21.0,183.0,1361.0
44030,39,881.0,40.0,3.0,5.0,11.0,147.0,1087.0
44031,39,1198.0,76.0,2.0,10.0,22.0,210.0,1518.0
44032,39,1182.0,55.0,2.0,13.0,25.0,171.0,1448.0
44033,39,1211.0,82.0,5.0,8.0,27.0,234.0,1567.0
44034,39,663.0,47.0,2.0,4.0,11.0,135.0,862.0
44035,39,764.0,66.0,4.0,3.0,18.0,135.0,990.0
44036,39,1173.0,128.0,4.0,4.0,31.0,198.0,1538.0
44039,39,934.0,68.0,1.0,7.0,19.0,194.0,1223.0
44040,39,646.0,71.0,2.0,9.0,12.0,111.0,851.0
44041,39,1220.0,131.0,6.0,8.0,39.0,244.0,1648.0
44042,39,507.0,95.0,5.0,3.0,13.0,169.0,792.0
44043,39,829.0,85.0,4.0,4.0,23.0,205.0,1150.0
44044,39,1023.0,138.0,8.0,5.0,17.0,312.0,1503.0
44045,39,347.0,20.0,1.0,1.0,7.0,52.0,428.0
44046,39,1258.0,131.0,7.0,1.0,17.0,289.0,1703.0
44047,39,703.0,75.0,1.0,1.0,7.0,218.0,1005.0
44048,39,890.0,149.0,2.0,3.0,17.0,256.0,1317.0
44049,39,385.0,115.0,2.0,0.0,2.0,104.0,608.0
44050,39,329.0,92.0,5.0,0.0,3.0,110.0,539.0
44051,44,397.0,148.0,3.0,0.0,3.0,98.0,649.0
44052,40,135.0,32.0,1.0,2.0,5.0,46.0,221.0
44053,40,747.0,199.0,10.0,4.0,15.0,288.0,1263.0
44054,40,907.0,70.0,1.0,11.0,15.0,204.0,1208.0
44055,40,266.0,36.0,0.0,2.0,5.0,78.0,387.0
44056,39,1046.0,126.0,5.0,11.0,24.0,298.0,1510.0
44057,39,877.0,168.0,4.0,4.0,21.0,249.0,1323.0
44058,39,709.0,109.0,2.0,2.0,14.0,132.0,968.0
44059,39,650.0,144.0,12.0,7.0,18.0,241.0,1072.0
44060,39,292.0,53.0,1.0,2.0,9.0,143.0,500.0
44061,40,1324.0,89.0,4.0,9.0,35.0,239.0,1700.0
44062,40,585.0,22.0,0.0,4.0,13.0,77.0,701.0
44063,39,1279.0,108.0,2.0,4.0,23.0,316.0,1732.0
44064,39,1004.0,166.0,7.0,7.0,27.0,360.0,1571.0
44065,40,1042.0,62.0,3.0,7.0,26.0,195.0,1335.0
44066,40,1101.0,198.0,9.0,2.0,23.0,326.0,1659.0
44067,45,864.0,50.0,1.0,2.0,18.0,195.0,1130.0
44068,40,547.0,42.0,1.0,3.0,13.0,119.0,725.0
44069,45,873.0,210.0,6.0,9.0,26.0,365.0,1489.0
44070,45,649.0,50.0,2.0,6.0,18.0,217.0,942.0
44071,45,612.0,122.0,7.0,4.0,25.0,293.0,1063.0
44072,40,772.0,140.0,3.0,6.0,24.0,333.0,1278.0
44073,39,233.0,10.0,1.0,1.0,7.0,40.0,292.0
44074,40,589.0,32.0,2.0,4.0,15.0,122.0,764.0
44075,39,16.0,1.0,1.0,0.0,0.0,7.0,25.0
44076,39,482.0,71.0,1.0,2.0,15.0,183.0,754.0
44077,39,208.0,7.0,0.0,1.0,3.0,23.0,242.0
44079,39,,,,,,,
44080,40,,,,,,,
45001,44,641.0,233.0,6.0,1.0,10.0,258.0,1149.0
45002,48,862.0,329.0,9.0,0.0,23.0,347.0,1570.0
45003,48,789.0,318.0,5.0,2.0,24.0,389.0,1527.0
45004,48,643.0,284.0,2.0,6.0,28.0,458.0,1421.0
45005,48,634.0,291.0,7.0,0.0,36.0,375.0,1343.0
45006,48,677.0,259.0,4.0,2.0,25.0,414.0,1381.0
45007,44,685.0,341.0,8.0,2.0,20.0,268.0,1324.0
45009,44,689.0,300.0,5.0,6.0,29.0,293.0,1322.0
45010,44,567.0,293.0,6.0,0.0,6.0,243.0,1115.0
45011,44,493.0,267.0,1.0,3.0,19.0,232.0,1015.0
45012,44,134.0,53.0,1.0,1.0,3.0,84.0,276.0
45013,44,271.0,198.0,3.0,0.0,8.0,146.0,626.0
45015,44,487.0,319.0,0.0,2.0,6.0,228.0,1042.0
45016,44,827.0,453.0,4.0,3.0,22.0,318.0,1627.0
45017,48,522.0,305.0,5.0,4.0,16.0,315.0,1167.0
45018,44,89.0,32.0,2.0,0.0,7.0,69.0,199.0
45019,48,205.0,100.0,4.0,2.0,7.0,170.0,488.0
45020,48,485.0,474.0,7.0,1.0,30.0,300.0,1297.0
45021,47,169.0,64.0,0.0,1.0,5.0,110.0,349.0
45022,44,210.0,76.0,3.0,1.0,13.0,153.0,456.0
45023,47,773.0,71.0,7.0,11.0,15.0,283.0,1160.0
45024,47,831.0,122.0,5.0,10.0,19.0,314.0,1301.0
45025,48,360.0,211.0,4.0,2.0,10.0,186.0,773.0
45026,48,283.0,233.0,1.0,0.0,12.0,147.0,676.0
45027,48,550.0,223.0,9.0,2.0,21.0,333.0,1138.0
45028,48,492.0,471.0,8.0,1.0,34.0,333.0,1339.0
45029,48,423.0,282.0,3.0,1.0,18.0,305.0,1032.0
45030,48,516.0,240.0,3.0,3.0,20.0,354.0,1136.0
45031,48,661.0,160.0,7.0,2.0,23.0,392.0,1245.0
45032,44,697.0,485.0,16.0,3.0,35.0,438.0,1674.0
45033,48,410.0,337.0,4.0,5.0,18.0,283.0,1057.0
45034,44,517.0,348.0,13.0,4.0,29.0,333.0,1244.0
45035,48,351.0,242.0,6.0,2.0,18.0,309.0,928.0
45036,48,717.0,463.0,16.0,4.0,42.0,609.0,1851.0
45037,48,690.0,223.0,7.0,3.0,22.0,487.0,1432.0
45038,48,353.0,187.0,6.0,2.0,21.0,261.0,830.0
45039,47,55.0,21.0,0.0,0.0,1.0,67.0,144.0
45040,47,533.0,276.0,8.0,3.0,29.0,355.0,1204.0
45041,47,693.0,449.0,12.0,4.0,49.0,488.0,1695.0
45044,48,520.0,335.0,8.0,3.0,28.0,430.0,1324.0
45045,48,401.0,249.0,5.0,4.0,25.0,386.0,1070.0
45047,48,561.0,315.0,3.0,3.0,35.0,432.0,1349.0
45048,48,369.0,251.0,5.0,2.0,21.0,332.0,980.0
45049,48,292.0,665.0,3.0,2.0,34.0,409.0,1405.0
45050,48,625.0,263.0,0.0,1.0,32.0,431.0,1352.0
45051,48,431.0,577.0,7.0,3.0,33.0,402.0,1453.0
45052,48,392.0,286.0,1.0,0.0,24.0,289.0,992.0
45053,43,314.0,95.0,6.0,3.0,10.0,203.0,631.0
45054,43,59.0,30.0,0.0,1.0,3.0,57.0,150.0
45055,47,31.0,11.0,0.0,0.0,1.0,32.0,75.0
46001,47,529.0,190.0,3.0,0.0,27.0,239.0,988.0
46002,47,566.0,168.0,3.0,2.0,41.0,214.0,994.0
46003,47,772.0,171.0,8.0,4.0,27.0,297.0,1279.0
46004,47,669.0,186.0,11.0,4.0,23.0,235.0,1128.0
46005,47,797.0,294.0,9.0,4.0,40.0,349.0,1493.0
46006,47,513.0,361.0,6.0,2.0,41.0,271.0,1194.0
46007,47,673.0,248.0,11.0,3.0,36.0,344.0,1315.0
46008,47,624.0,198.0,7.0,2.0,28.0,251.0,1110.0
46009,47,716.0,262.0,11.0,6.0,40.0,323.0,1358.0
46010,47,798.0,217.0,5.0,7.0,41.0,401.0,1469.0
46011,47,551.0,158.0,5.0,7.0,29.0,265.0,1015.0
46012,47,647.0,322.0,20.0,3.0,50.0,281.0,1323.0
46013,47,664.0,293.0,8.0,4.0,49.0,279.0,1297.0
46014,47,789.0,285.0,12.0,2.0,47.0,317.0,1452.0
46015,47,620.0,259.0,10.0,1.0,34.0,343.0,1267.0
46016,47,749.0,194.0,6.0,4.0,37.0,343.0,1333.0
46017,47,668.0,184.0,10.0,2.0,18.0,330.0,1212.0
