ed,cd,dem,rep,con,wor,oth,blank,total
57011,35,1192.0,32.0,2.0,7.0,24.0,160.0,1417.0
57012,33,348.0,18.0,0.0,3.0,7.0,75.0,451.0
57013,33,1079.0,171.0,7.0,4.0,12.0,168.0,1441.0
57014,33,688.0,70.0,3.0,1.0,16.0,113.0,891.0
57015,35,771.0,28.0,2.0,0.0,12.0,128.0,941.0
57016,35,824.0,33.0,3.0,5.0,15.0,150.0,1030.0
57017,35,1445.0,48.0,0.0,15.0,24.0,293.0,1825.0
57018,35,671.0,22.0,2.0,4.0,8.0,157.0,864.0
57019,35,1429.0,34.0,0.0,7.0,27.0,203.0,1700.0
57020,35,937.0,24.0,1.0,6.0,8.0,152.0,1128.0
57021,35,816.0,18.0,0.0,6.0,17.0,141.0,998.0
57022,35,1035.0,22.0,1.0,3.0,16.0,138.0,1215.0
57023,35,1111.0,29.0,2.0,8.0,23.0,261.0,1434.0
57024,33,639.0,22.0,0.0,10.0,16.0,137.0,824.0
57025,33,772.0,68.0,1.0,8.0,6.0,168.0,1023.0
57026,35,1043.0,33.0,1.0,8.0,22.0,159.0,1266.0
57027,35,1156.0,25.0,3.0,8.0,13.0,170.0,1375.0
57028,35,1420.0,40.0,3.0,8.0,21.0,236.0,1728.0
57029,35,900.0,26.0,1.0,9.0,15.0,121.0,1072.0
57030,35,1457.0,40.0,0.0,3.0,29.0,141.0,1670.0
57031,36,1424.0,81.0,4.0,11.0,33.0,272.0,1825.0
57032,36,873.0,28.0,1.0,11.0,21.0,140.0,1074.0
57033,36,1198.0,27.0,2.0,16.0,21.0,201.0,1465.0
57034,36,1223.0,24.0,2.0,11.0,14.0,182.0,1456.0
57035,36,1176.0,39.0,1.0,14.0,30.0,158.0,1418.0
57036,36,1115.0,31.0,1.0,8.0,20.0,191.0,1366.0
57037,36,1295.0,30.0,0.0,16.0,16.0,179.0,1536.0
57038,36,845.0,26.0,1.0,10.0,16.0,128.0,1026.0
57039,35,606.0,12.0,1.0,6.0,10.0,101.0,736.0
57040,36,677.0,19.0,0.0,7.0,8.0,109.0,820.0
57041,36,645.0,8.0,1.0,7.0,11.0,108.0,780.0
57042,35,588.0,20.0,1.0,7.0,5.0,93.0,714.0
57043,35,1226.0,28.0,1.0,14.0,18.0,142.0,1429.0
57044,35,922.0,16.0,0.0,5.0,27.0,127.0,1097.0
57045,35,860.0,16.0,0.0,5.0,16.0,103.0,1000.0
57046,35,948.0,17.0,1.0,12.0,12.0,141.0,1131.0
57047,36,1091.0,14.0,0.0,19.0,16.0,161.0,1301.0
57048,35,1034.0,20.0,0.0,11.0,11.0,156.0,1232.0
57049,35,1216.0,15.0,0.0,12.0,25.0,178.0,1446.0
57050,35,1092.0,18.0,0.0,9.0,14.0,139.0,1272.0
57051,36,1508.0,34.0,1.0,13.0,23.0,221.0,1800.0
57052,35,205.0,2.0,1.0,3.0,4.0,42.0,257.0
57053,35,777.0,22.0,1.0,7.0,9.0,132.0,948.0
57054,35,1572.0,29.0,0.0,27.0,32.0,244.0,1904.0
57055,35,1027.0,16.0,0.0,8.0,18.0,153.0,1222.0
57056,35,1161.0,30.0,2.0,5.0,21.0,138.0,1357.0
57057,35,1200.0,34.0,2.0,11.0,13.0,165.0,1425.0
57058,35,879.0,22.0,1.0,6.0,17.0,137.0,1062.0
57059,35,855.0,13.0,1.0,8.0,23.0,128.0,1028.0
57060,35,1330.0,39.0,0.0,17.0,24.0,164.0,1574.0
57061,35,1209.0,32.0,2.0,4.0,9.0,172.0,1428.0
57062,35,1023.0,30.0,0.0,13.0,15.0,146.0,1227.0
57063,35,1204.0,29.0,2.0,12.0,19.0,172.0,1438.0
57064,35,949.0,20.0,5.0,9.0,24.0,142.0,1149.0
57065,35,1220.0,46.0,2.0,6.0,34.0,177.0,1485.0
57066,35,706.0,17.0,0.0,4.0,10.0,98.0,835.0
57067,35,88.0,2.0,0.0,0.0,2.0,7.0,99.0
57068,35,80.0,1.0,0.0,0.0,3.0,17.0,101.0
57069,35,161.0,8.0,0.0,2.0,5.0,28.0,204.0
57070,35,464.0,5.0,0.0,0.0,4.0,75.0,548.0
57071,33,814.0,93.0,3.0,0.0,11.0,132.0,1053.0
57072,33,430.0,15.0,2.0,3.0,10.0,90.0,550.0
57073,35,134.0,7.0,0.0,1.0,0.0,17.0,159.0
57074,33,,,,,,,
57075,35,,,,,,,
57076,35,,,,,,,
57077,35,,,,,,,
57078,33,,,,,,,
57079,35,,,,,,,
58001,40,1477.0,48.0,2.0,1.0,34.0,260.0,1822.0
58002,41,715.0,25.0,0.0,5.0,11.0,105.0,861.0
58003,41,1185.0,30.0,0.0,7.0,18.0,197.0,1437.0
58004,41,41.0,0.0,0.0,0.0,0.0,6.0,47.0
58005,41,46.0,0.0,0.0,0.0,1.0,6.0,53.0
58006,41,834.0,27.0,3.0,1.0,15.0,158.0,1038.0
58007,41,1107.0,24.0,5.0,3.0,33.0,180.0,1352.0
58008,45,1069.0,33.0,3.0,2.0,22.0,196.0,1325.0
58009,41,955.0,39.0,5.0,5.0,15.0,151.0,1170.0
58010,41,819.0,31.0,2.0,4.0,15.0,116.0,987.0
58011,41,1286.0,36.0,3.0,5.0,27.0,229.0,1586.0
58012,41,967.0,38.0,2.0,3.0,20.0,171.0,1201.0
58013,41,1326.0,35.0,3.0,4.0,18.0,187.0,1573.0
58014,41,1191.0,34.0,1.0,5.0,21.0,206.0,1458.0
58015,41,1080.0,39.0,2.0,3.0,34.0,191.0,1349.0
58016,41,904.0,36.0,3.0,5.0,11.0,146.0,1105.0
58017,41,938.0,36.0,2.0,4.0,12.0,185.0,1177.0
58018,41,1176.0,38.0,6.0,3.0,41.0,167.0,1431.0
58019,41,845.0,16.0,0.0,5.0,16.0,133.0,1015.0
58020,41,619.0,12.0,0.0,7.0,6.0,105.0,749.0
58021,41,889.0,24.0,1.0,3.0,15.0,163.0,1095.0
58022,42,288.0,3.0,1.0,2.0,6.0,58.0,358.0
58023,42,974.0,21.0,1.0,4.0,16.0,156.0,1172.0
58024,45,44.0,6.0,0.0,1.0,0.0,8.0,59.0
58025,40,1130.0,30.0,2.0,7.0,33.0,204.0,1406.0
58026,45,966.0,16.0,1.0,4.0,26.0,154.0,1167.0
58027,45,988.0,23.0,2.0,2.0,20.0,152.0,1187.0
58028,45,1197.0,34.0,3.0,4.0,21.0,197.0,1456.0
58029,45,1018.0,34.0,3.0,3.0,18.0,159.0,1235.0
58030,42,685.0,22.0,1.0,2.0,10.0,109.0,829.0
58031,42,848.0,27.0,1.0,2.0,15.0,141.0,1034.0
58032,45,1081.0,26.0,3.0,0.0,23.0,146.0,1279.0
58033,45,1016.0,26.0,1.0,4.0,22.0,157.0,1226.0
58034,45,959.0,31.0,1.0,3.0,18.0,128.0,1140.0
58035,45,1162.0,41.0,0.0,1.0,21.0,179.0,1404.0
58036,45,861.0,26.0,2.0,1.0,14.0,129.0,1033.0
58037,45,1256.0,45.0,3.0,2.0,25.0,211.0,1542.0
58038,45,851.0,29.0,6.0,4.0,15.0,152.0,1057.0
58039,45,1000.0,36.0,4.0,4.0,15.0,172.0,1231.0
58040,45,942.0,22.0,1.0,4.0,19.0,160.0,1148.0
58041,45,942.0,30.0,0.0,7.0,22.0,146.0,1147.0
58042,45,1070.0,31.0,1.0,3.0,26.0,166.0,1297.0
58043,45,1022.0,29.0,4.0,4.0,19.0,181.0,1259.0
58044,45,870.0,25.0,2.0,2.0,17.0,113.0,1029.0
58045,45,787.0,21.0,1.0,0.0,18.0,105.0,932.0
58046,45,498.0,16.0,0.0,0.0,7.0,67.0,588.0
58047,45,144.0,3.0,0.0,0.0,3.0,22.0,172.0
58048,42,518.0,24.0,0.0,0.0,13.0,90.0,645.0
58049,42,738.0,15.0,3.0,3.0,27.0,113.0,899.0
58051,42,888.0,20.0,3.0,3.0,15.0,146.0,1075.0
58052,42,857.0,12.0,0.0,2.0,12.0,158.0,1041.0
58053,42,1336.0,59.0,4.0,2.0,16.0,140.0,1557.0
58054,42,399.0,16.0,3.0,2.0,9.0,83.0,512.0
58055,42,961.0,38.0,2.0,6.0,22.0,158.0,1187.0
58057,46,1384.0,75.0,6.0,7.0,25.0,287.0,1784.0
58058,46,1269.0,37.0,3.0,5.0,23.0,188.0,1525.0
58059,46,1067.0,38.0,1.0,5.0,25.0,173.0,1309.0
58060,46,1296.0,55.0,5.0,3.0,30.0,205.0,1594.0
58061,46,1197.0,57.0,1.0,5.0,21.0,204.0,1485.0
58062,46,1193.0,45.0,1.0,2.0,25.0,184.0,1450.0
58063,46,1052.0,29.0,3.0,3.0,28.0,194.0,1309.0
58064,45,486.0,12.0,2.0,0.0,7.0,64.0,571.0
58065,41,881.0,21.0,2.0,3.0,19.0,181.0,1107.0
58066,45,2.0,0.0,0.0,0.0,0.0,0.0,2.0
58067,42,,,,,,,
58068,45,,,,,,,
59001,46,806.0,29.0,3.0,4.0,12.0,144.0,998.0
59002,46,992.0,43.0,2.0,4.0,15.0,172.0,1228.0
59003,46,1230.0,60.0,2.0,7.0,26.0,257.0,1582.0
59004,46,1222.0,58.0,2.0,5.0,17.0,208.0,1512.0
59005,46,1184.0,60.0,2.0,3.0,28.0,268.0,1545.0
59006,46,1209.0,34.0,3.0,6.0,26.0,220.0,1498.0
59007,46,1211.0,51.0,2.0,5.0,26.0,194.0,1489.0
59008,46,1180.0,20.0,0.0,2.0,32.0,181.0,1415.0
59009,46,1217.0,30.0,2.0,5.0,23.0,156.0,1433.0
59010,46,1130.0,59.0,5.0,7.0,35.0,215.0,1451.0
59011,46,1139.0,55.0,9.0,6.0,17.0,277.0,1503.0
59012,46,1057.0,38.0,1.0,2.0,28.0,177.0,1303.0
59013,46,1204.0,32.0,5.0,3.0,34.0,182.0,1460.0
59014,46,733.0,32.0,0.0,3.0,20.0,139.0,927.0
59015,46,657.0,20.0,1.0,2.0,16.0,123.0,819.0
59016,46,1057.0,51.0,5.0,3.0,25.0,194.0,1335.0
59017,46,1223.0,32.0,6.0,4.0,29.0,193.0,1487.0
59018,46,1153.0,35.0,2.0,6.0,17.0,164.0,1377.0
59019,46,1170.0,30.0,4.0,5.0,18.0,158.0,1385.0
59020,42,951.0,28.0,7.0,4.0,22.0,179.0,1191.0
59021,45,1054.0,47.0,5.0,3.0,17.0,169.0,1295.0
59022,46,930.0,23.0,3.0,3.0,13.0,121.0,1093.0
59023,45,537.0,15.0,2.0,2.0,15.0,85.0,656.0
59024,45,785.0,25.0,2.0,5.0,19.0,134.0,970.0
59025,45,744.0,39.0,2.0,3.0,11.0,130.0,929.0
59026,45,735.0,17.0,0.0,1.0,16.0,100.0,869.0
59027,46,956.0,36.0,3.0,3.0,16.0,172.0,1186.0
59028,46,794.0,42.0,3.0,4.0,24.0,164.0,1031.0
59029,46,860.0,49.0,2.0,4.0,20.0,141.0,1076.0
59030,46,816.0,73.0,5.0,3.0,17.0,161.0,1075.0
59031,45,304.0,28.0,0.0,0.0,6.0,65.0,403.0
59032,46,1173.0,51.0,6.0,1.0,24.0,242.0,1497.0
59033,46,907.0,132.0,9.0,2.0,36.0,298.0,1384.0
59034,46,905.0,77.0,3.0,2.0,21.0,214.0,1222.0
59035,45,372.0,31.0,2.0,3.0,9.0,70.0,487.0
59036,46,912.0,101.0,7.0,4.0,31.0,173.0,1228.0
59037,46,1021.0,116.0,6.0,4.0,27.0,225.0,1399.0
59038,46,995.0,108.0,10.0,2.0,46.0,251.0,1412.0
59039,46,1116.0,99.0,9.0,3.0,35.0,235.0,1497.0
59041,46,882.0,123.0,8.0,4.0,32.0,253.0,1302.0
59043,46,881.0,247.0,2.0,6.0,28.0,366.0,1530.0
59044,46,443.0,296.0,9.0,1.0,23.0,240.0,1012.0
59045,46,879.0,276.0,10.0,5.0,36.0,332.0,1538.0
59046,46,687.0,449.0,17.0,2.0,28.0,367.0,1550.0
59047,46,348.0,436.0,5.0,1.0,22.0,271.0,1083.0
59048,46,481.0,524.0,4.0,0.0,27.0,351.0,1387.0
59049,46,533.0,538.0,4.0,1.0,31.0,344.0,1451.0
59050,46,448.0,531.0,22.0,0.0,28.0,292.0,1321.0
59051,46,357.0,176.0,8.0,0.0,15.0,153.0,709.0
59052,46,618.0,352.0,14.0,1.0,31.0,307.0,1323.0
59053,46,499.0,255.0,4.0,2.0,23.0,219.0,1002.0
59054,46,420.0,266.0,10.0,4.0,30.0,211.0,941.0
59055,46,557.0,356.0,16.0,1.0,40.0,308.0,1278.0
59056,46,642.0,444.0,16.0,3.0,46.0,283.0,1434.0
59057,46,819.0,415.0,12.0,2.0,46.0,414.0,1708.0
59058,46,284.0,135.0,5.0,0.0,21.0,120.0,565.0
59059,46,724.0,543.0,26.0,5.0,54.0,378.0,1730.0
59060,46,608.0,557.0,44.0,7.0,56.0,356.0,1628.0
59061,46,67.0,8.0,2.0,0.0,2.0,10.0,89.0
59062,46,3.0,2.0,0.0,0.0,0.0,2.0,7.0
59063,46,898.0,29.0,4.0,10.0,13.0,151.0,1105.0
59064,46,16.0,5.0,0.0,0.0,0.0,4.0,25.0
59065,46,,,,,,,
59067,42,,,,,,,
59069,46,,,,,,,
59070,46,,,,,,,
60001,42,794.0,31.0,0.0,3.0,9.0,118.0,955.0
60002,42,1188.0,36.0,1.0,7.0,19.0,246.0,1497.0
60003,42,1074.0,64.0,3.0,10.0,18.0,268.0,1437.0
60004,42,1042.0,39.0,2.0,6.0,26.0,219.0,1334.0
60005,42,438.0,17.0,0.0,0.0,6.0,102.0,563.0
60006,42,1464.0,67.0,2.0,9.0,34.0,260.0,1836.0
60007,42,1255.0,52.0,1.0,3.0,28.0,228.0,1567.0
60008,42,736.0,58.0,2.0,7.0,12.0,146.0,961.0
60009,42,1084.0,81.0,2.0,7.0,22.0,199.0,1395.0
60010,42,993.0,49.0,3.0,7.0,17.0,167.0,1236.0
60011,42,556.0,106.0,4.0,1.0,14.0,110.0,791.0
60012,42,912.0,31.0,1.0,5.0,12.0,136.0,1097.0
60013,42,1004.0,42.0,2.0,7.0,18.0,204.0,1277.0
60014,46,990.0,39.0,3.0,2.0,24.0,136.0,1194.0
60015,46,1017.0,28.0,1.0,3.0,24.0,179.0,1252.0
60016,46,841.0,23.0,3.0,2.0,9.0,136.0,1014.0
60017,42,1086.0,140.0,5.0,5.0,21.0,226.0,1483.0
60018,42,807.0,96.0,1.0,6.0,20.0,177.0,1107.0
60019,42,1151.0,95.0,1.0,6.0,24.0,204.0,1481.0
60020,42,612.0,51.0,1.0,1.0,13.0,102.0,780.0
60021,42,923.0,26.0,2.0,8.0,21.0,113.0,1093.0
60022,42,1031.0,48.0,4.0,12.0,17.0,184.0,1296.0
60023,42,1190.0,46.0,2.0,7.0,20.0,216.0,1481.0
60024,42,948.0,35.0,2.0,11.0,19.0,148.0,1163.0
60025,42,1061.0,31.0,3.0,5.0,23.0,179.0,1302.0
60026,42,1022.0,26.0,3.0,9.0,22.0,157.0,1239.0
60027,42,573.0,28.0,1.0,5.0,11.0,117.0,735.0
60028,42,1158.0,36.0,3.0,11.0,21.0,187.0,1416.0
60029,42,1120.0,39.0,3.0,10.0,11.0,191.0,1374.0
60030,42,1209.0,49.0,1.0,4.0,24.0,269.0,1556.0
60031,42,981.0,38.0,3.0,5.0,20.0,205.0,1252.0
60032,42,926.0,45.0,1.0,9.0,23.0,200.0,1204.0
60033,42,744.0,34.0,0.0,4.0,7.0,180.0,969.0
60034,42,1039.0,49.0,3.0,5.0,10.0,218.0,1324.0
60035,42,1023.0,55.0,4.0,6.0,27.0,218.0,1333.0
60036,42,1075.0,31.0,3.0,6.0,15.0,217.0,1347.0
60037,42,973.0,32.0,3.0,6.0,19.0,162.0,1195.0
60038,42,1044.0,44.0,3.0,9.0,15.0,165.0,1280.0
60039,42,1067.0,47.0,4.0,7.0,15.0,202.0,1342.0
60040,42,950.0,54.0,4.0,3.0,15.0,199.0,1225.0
60041,42,985.0,43.0,2.0,5.0,22.0,209.0,1266.0
60042,42,1122.0,31.0,1.0,6.0,15.0,168.0,1343.0
60043,42,1000.0,42.0,5.0,5.0,12.0,207.0,1271.0
60044,42,792.0,39.0,1.0,3.0,7.0,152.0,994.0
60045,42,897.0,49.0,0.0,2.0,19.0,223.0,1190.0
60046,42,1291.0,67.0,8.0,6.0,26.0,203.0,1601.0
60047,37,176.0,17.0,1.0,1.0,6.0,54.0,255.0
60048,42,623.0,20.0,0.0,5.0,11.0,202.0,861.0
60049,42,1007.0,42.0,2.0,5.0,14.0,159.0,1229.0
60050,42,652.0,30.0,1.0,7.0,18.0,157.0,865.0
60051,42,1155.0,55.0,2.0,4.0,20.0,191.0,1427.0
60052,42,1030.0,24.0,1.0,7.0,13.0,188.0,1263.0
60053,42,1041.0,65.0,2.0,5.0,19.0,180.0,1312.0
60054,42,1083.0,56.0,2.0,5.0,18.0,254.0,1418.0
60055,42,1019.0,40.0,3.0,10.0,24.0,207.0,1303.0
60056,42,714.0,24.0,1.0,5.0,8.0,143.0,895.0
60057,42,835.0,35.0,3.0,3.0,22.0,172.0,1070.0
60058,42,1074.0,35.0,2.0,12.0,23.0,188.0,1334.0
60059,42,278.0,16.0,0.0,1.0,5.0,67.0,367.0
60060,42,36.0,1.0,0.0,0.0,0.0,2.0,39.0
60061,37,2.0,0.0,0.0,0.0,0.0,1.0,3.0
60062,37,,,,,,,
61001,49,940.0,128.0,17.0,9.0,30.0,373.0,1497.0
61002,49,883.0,83.0,2.0,6.0,33.0,327.0,1334.0
61003,49,1237.0,59.0,5.0,7.0,34.0,296.0,1638.0
61004,49,1282.0,94.0,10.0,10.0,36.0,350.0,1782.0
61005,49,735.0,275.0,16.0,4.0,44.0,351.0,1425.0
61006,49,1018.0,71.0,1.0,11.0,32.0,286.0,1419.0
61007,49,954.0,129.0,9.0,11.0,51.0,345.0,1499.0
61008,49,867.0,117.0,11.0,4.0,54.0,313.0,1366.0
61009,49,714.0,158.0,10.0,2.0,45.0,263.0,1192.0
61010,49,648.0,149.0,6.0,2.0,37.0,217.0,1059.0
61011,49,875.0,193.0,15.0,4.0,43.0,315.0,1445.0
61012,49,989.0,130.0,6.0,7.0,49.0,271.0,1452.0
61013,49,1058.0,98.0,9.0,5.0,38.0,269.0,1477.0
61014,49,969.0,67.0,6.0,12.0,47.0,263.0,1364.0
61015,49,1019.0,81.0,11.0,16.0,36.0,279.0,1442.0
61016,49,703.0,90.0,7.0,10.0,23.0,247.0,1080.0
61017,49,428.0,263.0,22.0,3.0,23.0,176.0,915.0
61018,49,676.0,128.0,6.0,0.0,21.0,224.0,1055.0
61020,49,654.0,131.0,13.0,4.0,37.0,196.0,1035.0
61021,49,671.0,258.0,12.0,4.0,46.0,217.0,1208.0
61022,49,974.0,233.0,10.0,7.0,59.0,363.0,1646.0
61023,49,947.0,100.0,6.0,9.0,31.0,281.0,1374.0
61024,49,1036.0,96.0,4.0,20.0,33.0,321.0,1510.0
61025,49,642.0,154.0,7.0,8.0,31.0,252.0,1094.0
61027,50,419.0,262.0,18.0,6.0,39.0,221.0,965.0
61029,49,972.0,178.0,10.0,11.0,40.0,380.0,1591.0
61030,49,1032.0,106.0,7.0,14.0,27.0,325.0,1511.0
61031,49,740.0,276.0,18.0,9.0,32.0,380.0,1455.0
61032,49,717.0,231.0,19.0,4.0,27.0,324.0,1322.0
61033,49,897.0,137.0,6.0,5.0,38.0,309.0,1392.0
61036,49,1015.0,199.0,9.0,8.0,35.0,316.0,1582.0
61037,49,1018.0,184.0,16.0,10.0,39.0,342.0,1609.0
61039,49,849.0,221.0,8.0,11.0,39.0,335.0,1463.0
61040,50,474.0,503.0,31.0,2.0,51.0,262.0,1323.0
61041,50,550.0,597.0,22.0,6.0,42.0,382.0,1599.0
61042,50,614.0,637.0,32.0,6.0,46.0,351.0,1686.0
61043,50,595.0,558.0,23.0,2.0,52.0,358.0,1588.0
61044,49,,,,,,,
61045,49,,,,,,,
61046,49,,,,,,,
61047,49,106.0,27.0,1.0,0.0,14.0,57.0,205.0
61049,49,0.0,0.0,0.0,0.0,0.0,1.0,1.0
61050,49,329.0,180.0,18.0,3.0,18.0,126.0,674.0
61051,49,348.0,171.0,18.0,1.0,25.0,162.0,725.0
61052,50,,,,,,,
61061,1,759.0,164.0,2.0,3.0,32.0,391.0,1351.0
61064,1,601.0,111.0,1.0,1.0,31.0,228.0,973.0
61065,1,794.0,139.0,0.0,0.0,32.0,350.0,1315.0
61067,1,961.0,103.0,5.0,2.0,19.0,304.0,1394.0
61069,1,3.0,0.0,0.0,0.0,0.0,1.0,4.0
61071,1,,,,,,,
61073,1,,,,,,,
61074,1,,,,,,,
61100,38,4.0,0.0,0.0,0.0,0.0,0.0,4.0
61103,38,,,,,,,
61104,38,,,,,,,
61105,38,,,,,,,
61106,38,,,,,,,
61107,38,,,,,,,
61108,38,,,,,,,
61113,47,,,,,,,
62001,51,322.0,851.0,29.0,4.0,47.0,340.0,1593.0
62002,51,356.0,819.0,23.0,5.0,55.0,327.0,1585.0
62003,51,449.0,712.0,21.0,3.0,39.0,409.0,1633.0
62004,51,309.0,791.0,24.0,5.0,60.0,353.0,1542.0
62005,51,322.0,735.0,35.0,2.0,49.0,288.0,1431.0
62006,51,327.0,723.0,21.0,5.0,44.0,346.0,1466.0
62007,51,363.0,817.0,30.0,6.0,52.0,365.0,1633.0
62008,51,362.0,751.0,27.0,3.0,39.0,336.0,1518.0
62011,51,360.0,662.0,19.0,4.0,49.0,403.0,1497.0
62012,51,394.0,733.0,27.0,4.0,56.0,359.0,1573.0
62013,51,415.0,806.0,20.0,5.0,43.0,385.0,1674.0
62014,51,376.0,758.0,34.0,5.0,57.0,340.0,1570.0
62015,51,400.0,795.0,33.0,1.0,42.0,363.0,1634.0
62016,51,426.0,748.0,28.0,3.0,62.0,357.0,1624.0
62017,51,436.0,755.0,30.0,3.0,41.0,308.0,1573.0
62018,51,446.0,788.0,32.0,4.0,45.0,330.0,1645.0
62019,51,434.0,794.0,33.0,2.0,48.0,388.0,1699.0
62020,51,457.0,674.0,17.0,3.0,40.0,408.0,1599.0
62021,51,448.0,726.0,35.0,2.0,47.0,349.0,1607.0
62022,51,449.0,667.0,23.0,5.0,40.0,344.0,1528.0
62023,51,426.0,745.0,33.0,3.0,44.0,362.0,1613.0
62024,51,522.0,692.0,30.0,0.0,41.0,398.0,1683.0
62025,51,444.0,594.0,24.0,4.0,44.0,353.0,1463.0
62026,51,526.0,610.0,22.0,9.0,41.0,390.0,1598.0
62027,51,471.0,686.0,32.0,5.0,42.0,349.0,1585.0
62028,51,490.0,619.0,19.0,5.0,42.0,379.0,1554.0
62029,51,454.0,663.0,23.0,6.0,43.0,374.0,1563.0
62030,51,426.0,560.0,16.0,4.0,39.0,322.0,1367.0
62031,50,513.0,753.0,13.0,5.0,48.0,365.0,1697.0
62032,51,445.0,654.0,29.0,8.0,52.0,401.0,1589.0
62033,51,416.0,652.0,18.0,3.0,30.0,319.0,1438.0
62034,51,427.0,622.0,28.0,9.0,35.0,330.0,1451.0
62035,51,137.0,277.0,10.0,1.0,13.0,99.0,537.0
62036,51,399.0,752.0,17.0,5.0,45.0,455.0,1673.0
62037,51,439.0,702.0,12.0,5.0,51.0,410.0,1619.0
62038,51,460.0,697.0,21.0,4.0,44.0,388.0,1614.0
62039,51,365.0,785.0,34.0,8.0,55.0,357.0,1604.0
62040,51,436.0,736.0,22.0,5.0,34.0,373.0,1606.0
62041,51,363.0,801.0,37.0,4.0,40.0,308.0,1553.0
62042,51,378.0,771.0,34.0,4.0,49.0,348.0,1584.0
62043,51,413.0,792.0,24.0,0.0,36.0,324.0,1589.0
62046,51,499.0,601.0,35.0,5.0,53.0,372.0,1565.0
62047,51,513.0,500.0,16.0,8.0,38.0,389.0,1464.0
62048,51,427.0,696.0,16.0,3.0,47.0,360.0,1549.0
62049,51,488.0,590.0,29.0,4.0,53.0,388.0,1552.0
62050,51,471.0,646.0,23.0,2.0,42.0,402.0,1586.0
62051,51,430.0,699.0,24.0,2.0,48.0,373.0,1576.0
62052,51,404.0,819.0,21.0,1.0,48.0,355.0,1648.0
62053,51,482.0,704.0,25.0,3.0,46.0,404.0,1664.0
62054,51,524.0,606.0,17.0,4.0,40.0,399.0,1590.0
62055,51,555.0,556.0,24.0,5.0,46.0,400.0,1586.0
62056,51,629.0,421.0,18.0,4.0,49.0,388.0,1509.0
62060,50,436.0,669.0,26.0,3.0,41.0,354.0,1529.0
62061,50,403.0,548.0,23.0,4.0,43.0,308.0,1329.0
62062,51,,,,,,,
62064,51,,,,,,,
63001,49,1046.0,113.0,11.0,7.0,31.0,277.0,1485.0
63002,49,768.0,159.0,13.0,4.0,28.0,330.0,1302.0
63003,49,419.0,249.0,3.0,3.0,31.0,233.0,938.0
63004,49,700.0,260.0,20.0,6.0,46.0,442.0,1474.0
63005,49,843.0,281.0,9.0,4.0,29.0,481.0,1647.0
63006,49,724.0,357.0,11.0,4.0,44.0,445.0,1585.0
63007,49,632.0,410.0,29.0,6.0,33.0,367.0,1477.0
63008,50,266.0,120.0,9.0,4.0,12.0,189.0,600.0
63009,50,18.0,9.0,0.0,0.0,2.0,21.0,50.0
63010,49,595.0,202.0,9.0,7.0,29.0,199.0,1041.0
63011,49,584.0,361.0,14.0,3.0,49.0,274.0,1285.0
63012,49,250.0,161.0,10.0,2.0,10.0,136.0,569.0
63013,49,507.0,151.0,9.0,3.0,30.0,181.0,881.0
63014,49,545.0,350.0,11.0,1.0,25.0,252.0,1184.0
63015,49,433.0,274.0,17.0,4.0,37.0,193.0,958.0
63016,49,838.0,313.0,17.0,8.0,50.0,360.0,1586.0
63017,49,347.0,370.0,27.0,3.0,30.0,147.0,924.0
63018,49,670.0,592.0,41.0,3.0,77.0,331.0,1714.0
63019,49,204.0,150.0,14.0,0.0,16.0,76.0,460.0
63020,49,414.0,278.0,18.0,2.0,18.0,258.0,988.0
63021,49,359.0,286.0,9.0,4.0,19.0,199.0,876.0
63022,49,512.0,61.0,3.0,3.0,11.0,113.0,703.0
63023,49,845.0,414.0,22.0,7.0,50.0,505.0,1843.0
63024,50,723.0,261.0,26.0,4.0,35.0,376.0,1425.0
63025,50,438.0,301.0,34.0,1.0,36.0,244.0,1054.0
63026,50,547.0,341.0,25.0,1.0,27.0,272.0,1213.0
63027,50,429.0,354.0,33.0,3.0,35.0,305.0,1159.0
63028,50,608.0,544.0,34.0,7.0,46.0,352.0,1591.0
63029,50,475.0,523.0,27.0,1.0,28.0,251.0,1305.0
63030,50,473.0,495.0,24.0,0.0,56.0,296.0,1344.0
63031,50,606.0,555.0,32.0,4.0,51.0,324.0,1572.0
63032,50,559.0,493.0,27.0,3.0,46.0,267.0,1395.0
63033,50,405.0,353.0,23.0,6.0,22.0,229.0,1038.0
63034,50,748.0,407.0,43.0,8.0,40.0,373.0,1619.0
63035,50,682.0,399.0,23.0,4.0,59.0,397.0,1564.0
63036,49,1105.0,104.0,4.0,16.0,41.0,279.0,1549.0
63037,49,1127.0,98.0,7.0,7.0,59.0,284.0,1582.0
63038,49,735.0,33.0,3.0,12.0,25.0,205.0,1013.0
63039,49,1039.0,109.0,4.0,6.0,37.0,295.0,1490.0
63040,49,856.0,186.0,16.0,4.0,39.0,366.0,1467.0
63041,49,887.0,210.0,5.0,7.0,41.0,354.0,1504.0
63042,49,490.0,213.0,10.0,6.0,36.0,220.0,975.0
63043,49,614.0,206.0,10.0,3.0,31.0,312.0,1176.0
63044,51,530.0,401.0,21.0,5.0,49.0,395.0,1401.0
63045,51,502.0,357.0,14.0,2.0,46.0,338.0,1259.0
63046,51,570.0,421.0,17.0,5.0,39.0,350.0,1402.0
63047,51,595.0,373.0,14.0,4.0,31.0,401.0,1418.0
63048,51,464.0,262.0,5.0,1.0,26.0,312.0,1070.0
