county,elect_dist,status,dem,rep,con,wor,oth,blank,total
Queens,33005,Total,920.0,157.0,5.0,5.0,28.0,323.0,1438.0
Queens,33006,Total,974.0,306.0,13.0,5.0,53.0,433.0,1784.0
Queens,33007,Total,720.0,201.0,11.0,3.0,37.0,349.0,1321.0
Queens,33008,Total,1010.0,239.0,17.0,4.0,34.0,436.0,1740.0
Queens,33009,Total,957.0,199.0,9.0,7.0,30.0,433.0,1635.0
Queens,33010,Total,1092.0,168.0,10.0,5.0,38.0,422.0,1735.0
Queens,33011,Total,619.0,86.0,5.0,3.0,20.0,225.0,958.0
Queens,33012,Total,882.0,150.0,11.0,4.0,22.0,307.0,1376.0
Queens,33013,Total,134.0,16.0,2.0,0.0,4.0,31.0,187.0
Queens,33014,Total,941.0,194.0,6.0,2.0,41.0,363.0,1547.0
Queens,33015,Total,831.0,120.0,7.0,3.0,30.0,307.0,1298.0
Queens,33016,Total,1021.0,156.0,5.0,8.0,33.0,386.0,1609.0
Queens,33017,Total,1151.0,164.0,8.0,2.0,38.0,386.0,1749.0
Queens,33018,Total,937.0,105.0,3.0,7.0,28.0,293.0,1373.0
Queens,33019,Total,806.0,78.0,2.0,2.0,11.0,267.0,1166.0
Queens,33020,Total,945.0,114.0,5.0,5.0,29.0,303.0,1401.0
Queens,33021,Total,1162.0,99.0,4.0,6.0,28.0,367.0,1666.0
Queens,33022,Total,508.0,54.0,3.0,1.0,12.0,148.0,726.0
Queens,33023,Total,1265.0,127.0,10.0,5.0,35.0,349.0,1791.0
Queens,33024,Total,215.0,20.0,1.0,1.0,8.0,71.0,316.0
Queens,33025,Total,494.0,45.0,1.0,0.0,5.0,134.0,679.0
Queens,33026,Total,184.0,13.0,1.0,1.0,9.0,53.0,261.0
Queens,33027,Total,1036.0,56.0,3.0,6.0,31.0,259.0,1391.0
Queens,33028,Total,505.0,20.0,2.0,2.0,9.0,124.0,662.0
Queens,33029,Total,1314.0,79.0,8.0,4.0,36.0,311.0,1752.0
Queens,33030,Total,1464.0,105.0,3.0,5.0,34.0,319.0,1930.0
Queens,33031,Total,1104.0,40.0,2.0,1.0,22.0,198.0,1367.0
Queens,33032,Total,1425.0,50.0,2.0,4.0,35.0,245.0,1761.0
Queens,33033,Total,854.0,25.0,4.0,1.0,16.0,138.0,1038.0
Queens,33034,Total,1217.0,45.0,3.0,7.0,30.0,202.0,1504.0
Queens,33035,Total,1347.0,43.0,2.0,4.0,21.0,206.0,1623.0
Queens,33036,Total,1296.0,33.0,4.0,2.0,35.0,186.0,1556.0
Queens,33037,Total,1311.0,25.0,3.0,3.0,26.0,216.0,1584.0
Queens,33038,Total,1128.0,32.0,3.0,1.0,20.0,138.0,1322.0
Queens,33039,Total,1030.0,31.0,1.0,0.0,24.0,164.0,1250.0
Queens,33040,Total,959.0,27.0,2.0,3.0,18.0,152.0,1161.0
Queens,33041,Total,771.0,24.0,0.0,1.0,12.0,99.0,907.0
Queens,33042,Total,1314.0,32.0,1.0,2.0,30.0,199.0,1578.0
Queens,33043,Total,759.0,17.0,2.0,4.0,9.0,128.0,919.0
Queens,33044,Total,1462.0,56.0,3.0,4.0,33.0,233.0,1791.0
Queens,33045,Total,1296.0,25.0,3.0,7.0,19.0,226.0,1576.0
Queens,33046,Total,1554.0,38.0,4.0,6.0,36.0,260.0,1898.0
Queens,33047,Total,1396.0,41.0,1.0,2.0,26.0,229.0,1695.0
Queens,33048,Total,1270.0,38.0,5.0,5.0,36.0,214.0,1568.0
Queens,33049,Total,750.0,19.0,3.0,1.0,20.0,131.0,924.0
Queens,33050,Total,1421.0,40.0,5.0,6.0,28.0,273.0,1773.0
Queens,33051,Total,1468.0,71.0,1.0,6.0,34.0,291.0,1871.0
Queens,33052,Total,1512.0,51.0,3.0,3.0,36.0,288.0,1893.0
Queens,33053,Total,1256.0,47.0,5.0,8.0,26.0,239.0,1581.0
Queens,33054,Total,1199.0,43.0,3.0,9.0,35.0,205.0,1494.0
Queens,33055,Total,1060.0,37.0,3.0,5.0,23.0,207.0,1335.0
Queens,33056,Total,1505.0,42.0,2.0,3.0,28.0,231.0,1811.0
Queens,33057,Total,1056.0,26.0,2.0,5.0,24.0,203.0,1316.0
Queens,33058,Total,1142.0,48.0,6.0,3.0,29.0,219.0,1447.0
Queens,33059,Total,723.0,27.0,2.0,4.0,24.0,136.0,916.0
Queens,33060,Total,1115.0,43.0,2.0,4.0,22.0,218.0,1404.0
Queens,33061,Total,1192.0,57.0,3.0,6.0,23.0,229.0,1510.0
Queens,33062,Total,601.0,29.0,1.0,6.0,17.0,140.0,794.0
Queens,33063,Total,846.0,51.0,2.0,6.0,20.0,193.0,1118.0
Queens,33064,Total,10.0,1.0,0.0,0.0,0.0,3.0,14.0
Queens,33065,Total,3.0,0.0,1.0,0.0,0.0,3.0,7.0
Queens,33066,Total,1176.0,51.0,5.0,3.0,29.0,251.0,1515.0
Queens,34001,Total,1128.0,244.0,12.0,7.0,45.0,468.0,1904.0
Queens,34002,Total,394.0,35.0,2.0,2.0,8.0,146.0,587.0
Queens,34003,Total,831.0,132.0,4.0,4.0,23.0,284.0,1278.0
Queens,34004,Total,963.0,130.0,8.0,5.0,29.0,283.0,1418.0
Queens,34005,Total,707.0,98.0,2.0,5.0,20.0,278.0,1110.0
Queens,34006,Total,204.0,32.0,1.0,1.0,4.0,62.0,304.0
Queens,34007,Total,1007.0,146.0,5.0,6.0,29.0,364.0,1557.0
Queens,34008,Total,1198.0,162.0,5.0,5.0,38.0,401.0,1809.0
Queens,34009,Total,947.0,189.0,7.0,4.0,45.0,387.0,1579.0
Queens,34010,Total,52.0,0.0,0.0,0.0,3.0,9.0,64.0
Queens,34011,Total,930.0,110.0,6.0,3.0,21.0,297.0,1367.0
Queens,34012,Total,1510.0,205.0,3.0,5.0,41.0,436.0,2200.0
Queens,34013,Total,1465.0,251.0,7.0,9.0,62.0,508.0,2302.0
Queens,34014,Total,1200.0,241.0,8.0,9.0,49.0,453.0,1960.0
Queens,34015,Total,379.0,145.0,2.0,2.0,7.0,164.0,699.0
Queens,34016,Total,327.0,124.0,2.0,3.0,17.0,160.0,633.0
Queens,34017,Total,1015.0,223.0,4.0,5.0,42.0,428.0,1717.0
Queens,34018,Total,975.0,158.0,7.0,9.0,36.0,379.0,1564.0
Queens,34019,Total,1179.0,169.0,5.0,6.0,44.0,437.0,1840.0
Queens,34020,Total,689.0,115.0,8.0,3.0,22.0,290.0,1127.0
Queens,34021,Total,1320.0,93.0,5.0,9.0,43.0,343.0,1813.0
Queens,34022,Total,620.0,66.0,1.0,4.0,13.0,177.0,881.0
Queens,34023,Total,241.0,18.0,0.0,3.0,10.0,71.0,343.0
Queens,34024,Total,674.0,119.0,4.0,3.0,24.0,248.0,1072.0
Queens,34025,Total,59.0,20.0,0.0,0.0,3.0,32.0,114.0
Queens,34026,Total,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Queens,34027,Total,954.0,324.0,14.0,4.0,47.0,510.0,1853.0
Queens,34028,Total,562.0,174.0,6.0,3.0,38.0,253.0,1036.0
Queens,34029,Total,658.0,144.0,3.0,4.0,28.0,238.0,1075.0
Queens,34030,Total,806.0,123.0,5.0,1.0,20.0,333.0,1288.0
Queens,34031,Total,1041.0,202.0,2.0,6.0,29.0,431.0,1711.0
Queens,34032,Total,683.0,132.0,3.0,3.0,20.0,272.0,1113.0
Queens,34033,Total,465.0,52.0,4.0,1.0,14.0,175.0,711.0
Queens,34034,Total,851.0,116.0,7.0,3.0,16.0,313.0,1306.0
Queens,34035,Total,658.0,85.0,2.0,2.0,11.0,216.0,974.0
Queens,34036,Total,1089.0,109.0,6.0,4.0,25.0,428.0,1661.0
Queens,34037,Total,432.0,74.0,5.0,1.0,15.0,202.0,729.0
Queens,34038,Total,496.0,63.0,2.0,3.0,15.0,185.0,764.0
Queens,34039,Total,985.0,94.0,4.0,4.0,26.0,328.0,1441.0
Queens,34040,Total,1217.0,161.0,7.0,5.0,42.0,497.0,1929.0
Queens,34041,Total,964.0,150.0,6.0,5.0,32.0,281.0,1438.0
Queens,34042,Total,720.0,92.0,0.0,4.0,20.0,214.0,1050.0
Queens,34043,Total,876.0,114.0,2.0,6.0,27.0,303.0,1328.0
Queens,34044,Total,1081.0,113.0,5.0,2.0,12.0,378.0,1591.0
Queens,34045,Total,695.0,75.0,3.0,5.0,19.0,262.0,1059.0
Queens,34046,Total,998.0,155.0,5.0,3.0,38.0,346.0,1545.0
Queens,34047,Total,975.0,140.0,3.0,3.0,31.0,310.0,1462.0
Queens,34048,Total,706.0,83.0,0.0,2.0,15.0,243.0,1049.0
Queens,34049,Total,489.0,66.0,3.0,3.0,14.0,136.0,711.0
Queens,34050,Total,161.0,22.0,1.0,2.0,6.0,44.0,236.0
Queens,34051,Total,989.0,126.0,1.0,2.0,39.0,374.0,1531.0
Queens,34052,Total,1252.0,138.0,6.0,6.0,20.0,416.0,1838.0
Queens,34053,Total,47.0,9.0,0.0,0.0,1.0,12.0,69.0
Queens,34054,Total,842.0,102.0,4.0,7.0,22.0,326.0,1303.0
Queens,34055,Total,618.0,94.0,2.0,5.0,8.0,277.0,1004.0
Queens,34056,Total,1070.0,116.0,4.0,10.0,23.0,385.0,1608.0
Queens,34057,Total,762.0,69.0,1.0,5.0,16.0,219.0,1072.0
Queens,34058,Total,607.0,63.0,1.0,2.0,9.0,193.0,875.0
Queens,34059,Total,1017.0,99.0,3.0,4.0,18.0,318.0,1459.0
Queens,35001,Total,565.0,161.0,6.0,6.0,25.0,218.0,981.0
Queens,35002,Total,610.0,91.0,3.0,4.0,22.0,261.0,991.0
Queens,35003,Total,668.0,80.0,4.0,3.0,14.0,238.0,1007.0
Queens,35004,Total,811.0,73.0,4.0,3.0,23.0,255.0,1169.0
Queens,35005,Total,873.0,82.0,2.0,3.0,25.0,206.0,1191.0
Queens,35006,Total,969.0,57.0,2.0,4.0,22.0,278.0,1332.0
Queens,35007,Total,1257.0,104.0,8.0,6.0,40.0,287.0,1702.0
Queens,35008,Total,1312.0,80.0,7.0,2.0,26.0,326.0,1753.0
Queens,35009,Total,702.0,235.0,5.0,3.0,37.0,420.0,1402.0
Queens,35010,Total,581.0,58.0,2.0,2.0,18.0,172.0,833.0
Queens,35011,Total,769.0,52.0,1.0,4.0,17.0,210.0,1053.0
Queens,35012,Total,1139.0,77.0,5.0,7.0,23.0,358.0,1609.0
Queens,35013,Total,1170.0,92.0,2.0,8.0,23.0,338.0,1633.0
Queens,35014,Total,1089.0,78.0,3.0,8.0,26.0,338.0,1542.0
Queens,35015,Total,1045.0,67.0,4.0,4.0,18.0,307.0,1445.0
Queens,35016,Total,1107.0,84.0,5.0,1.0,25.0,283.0,1505.0
Queens,35017,Total,938.0,115.0,9.0,10.0,25.0,414.0,1511.0
Queens,35018,Total,970.0,101.0,9.0,6.0,15.0,327.0,1428.0
Queens,35019,Total,605.0,46.0,5.0,7.0,17.0,251.0,931.0
Queens,35020,Total,381.0,34.0,4.0,0.0,16.0,132.0,567.0
Queens,35021,Total,397.0,57.0,4.0,1.0,12.0,87.0,558.0
Queens,35022,Total,1107.0,148.0,2.0,5.0,25.0,435.0,1722.0
Queens,35023,Total,677.0,71.0,4.0,4.0,24.0,235.0,1015.0
Queens,35024,Total,775.0,107.0,4.0,5.0,15.0,269.0,1175.0
Queens,35025,Total,852.0,90.0,4.0,3.0,23.0,280.0,1252.0
Queens,35026,Total,1103.0,95.0,6.0,7.0,20.0,252.0,1483.0
Queens,35027,Total,315.0,61.0,1.0,3.0,6.0,200.0,586.0
Queens,35028,Total,129.0,28.0,0.0,0.0,5.0,60.0,222.0
Queens,35029,Total,635.0,81.0,3.0,3.0,10.0,265.0,997.0
Queens,35030,Total,895.0,157.0,3.0,2.0,27.0,379.0,1463.0
Queens,35031,Total,652.0,227.0,4.0,3.0,35.0,288.0,1209.0
Queens,35032,Total,950.0,60.0,3.0,7.0,31.0,276.0,1327.0
Queens,35033,Total,1107.0,75.0,1.0,6.0,25.0,243.0,1457.0
Queens,35034,Total,968.0,101.0,1.0,6.0,30.0,260.0,1366.0
Queens,35035,Total,941.0,105.0,2.0,3.0,25.0,240.0,1316.0
Queens,35036,Total,978.0,99.0,1.0,3.0,20.0,279.0,1380.0
Queens,35037,Total,399.0,94.0,5.0,2.0,21.0,208.0,729.0
Queens,35038,Total,666.0,199.0,4.0,1.0,25.0,375.0,1270.0
Queens,35039,Total,939.0,241.0,8.0,4.0,32.0,440.0,1664.0
Queens,35040,Total,676.0,218.0,7.0,6.0,34.0,370.0,1311.0
Queens,35041,Total,841.0,282.0,12.0,2.0,37.0,389.0,1563.0
Queens,35042,Total,843.0,337.0,8.0,4.0,43.0,468.0,1703.0
Queens,35043,Total,427.0,138.0,4.0,1.0,11.0,227.0,808.0
Queens,35044,Total,363.0,47.0,0.0,0.0,4.0,64.0,478.0
Queens,35045,Total,576.0,190.0,6.0,7.0,21.0,297.0,1097.0
Queens,35046,Total,522.0,121.0,3.0,3.0,17.0,183.0,849.0
Queens,35047,Total,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Queens,35048,Total,226.0,34.0,3.0,0.0,4.0,108.0,375.0
