county,elect_dist,status,dem,rep,con,wor,oth,blank,total
New York,72041,Total,1269.0,97.0,2.0,5.0,40.0,303.0,1716.0
New York,72042,Total,1141.0,81.0,3.0,5.0,33.0,205.0,1468.0
New York,72043,Total,1091.0,83.0,3.0,5.0,25.0,231.0,1438.0
New York,72044,Total,1105.0,65.0,3.0,2.0,22.0,195.0,1392.0
New York,72045,Total,911.0,30.0,4.0,4.0,7.0,149.0,1105.0
New York,72046,Total,895.0,72.0,2.0,2.0,7.0,184.0,1162.0
New York,72047,Total,922.0,47.0,1.0,3.0,14.0,169.0,1156.0
New York,72048,Total,1238.0,60.0,4.0,5.0,23.0,258.0,1588.0
New York,72049,Total,1049.0,58.0,2.0,0.0,15.0,201.0,1325.0
New York,72050,Total,1103.0,61.0,4.0,1.0,11.0,194.0,1374.0
New York,72051,Total,918.0,36.0,1.0,1.0,14.0,163.0,1133.0
New York,72052,Total,1299.0,89.0,5.0,10.0,18.0,252.0,1673.0
New York,72053,Total,1275.0,72.0,4.0,6.0,17.0,225.0,1599.0
New York,72054,Total,945.0,47.0,0.0,4.0,16.0,161.0,1173.0
New York,72055,Total,1076.0,60.0,4.0,1.0,17.0,192.0,1350.0
New York,72056,Total,896.0,43.0,3.0,5.0,22.0,175.0,1144.0
New York,72057,Total,1105.0,60.0,4.0,8.0,11.0,193.0,1381.0
New York,72059,Total,1014.0,40.0,2.0,6.0,23.0,194.0,1279.0
New York,72060,Total,985.0,50.0,3.0,5.0,22.0,197.0,1262.0
New York,72061,Total,963.0,44.0,2.0,4.0,17.0,169.0,1199.0
New York,72062,Total,1230.0,53.0,5.0,4.0,15.0,213.0,1520.0
New York,72063,Total,844.0,34.0,1.0,5.0,14.0,170.0,1068.0
New York,72064,Total,1246.0,55.0,5.0,3.0,24.0,262.0,1595.0
New York,72093,Total,0.0,0.0,0.0,0.0,0.0,1.0,1.0
New York,73001,Total,973.0,229.0,0.0,2.0,39.0,399.0,1642.0
New York,73002,Total,222.0,55.0,1.0,1.0,10.0,103.0,392.0
New York,73003,Total,749.0,210.0,3.0,3.0,27.0,307.0,1299.0
New York,73004,Total,1008.0,216.0,2.0,2.0,44.0,438.0,1710.0
New York,73005,Total,633.0,113.0,1.0,3.0,29.0,284.0,1063.0
New York,73006,Total,896.0,251.0,7.0,1.0,51.0,412.0,1618.0
New York,73007,Total,778.0,241.0,4.0,3.0,35.0,361.0,1422.0
New York,73008,Total,524.0,161.0,2.0,4.0,39.0,298.0,1028.0
New York,73009,Total,534.0,237.0,0.0,1.0,34.0,292.0,1098.0
New York,73010,Total,461.0,269.0,4.0,2.0,47.0,295.0,1078.0
New York,73011,Total,867.0,384.0,2.0,1.0,53.0,450.0,1757.0
New York,73012,Total,990.0,164.0,6.0,1.0,42.0,374.0,1577.0
New York,73013,Total,880.0,143.0,4.0,1.0,28.0,311.0,1367.0
New York,73014,Total,700.0,157.0,0.0,5.0,36.0,387.0,1285.0
New York,73015,Total,1186.0,284.0,3.0,1.0,38.0,627.0,2139.0
New York,73016,Total,791.0,209.0,7.0,0.0,50.0,450.0,1507.0
New York,73017,Total,765.0,238.0,1.0,0.0,42.0,381.0,1427.0
New York,73018,Total,244.0,61.0,0.0,0.0,8.0,85.0,398.0
New York,73019,Total,1130.0,299.0,6.0,3.0,68.0,478.0,1984.0
New York,73020,Total,1146.0,308.0,5.0,2.0,40.0,435.0,1936.0
New York,73021,Total,778.0,208.0,5.0,1.0,52.0,407.0,1451.0
New York,73022,Total,727.0,219.0,2.0,1.0,45.0,325.0,1319.0
New York,73023,Total,759.0,191.0,0.0,1.0,36.0,260.0,1247.0
New York,73024,Total,696.0,164.0,5.0,0.0,38.0,336.0,1239.0
New York,73025,Total,888.0,242.0,7.0,4.0,45.0,438.0,1624.0
New York,73026,Total,773.0,215.0,3.0,3.0,39.0,445.0,1478.0
New York,73027,Total,868.0,265.0,3.0,0.0,44.0,413.0,1593.0
New York,73028,Total,657.0,164.0,2.0,1.0,43.0,280.0,1147.0
New York,73029,Total,818.0,264.0,1.0,0.0,47.0,297.0,1427.0
New York,73030,Total,973.0,236.0,2.0,0.0,45.0,314.0,1570.0
New York,73031,Total,697.0,172.0,2.0,0.0,28.0,240.0,1139.0
New York,73032,Total,877.0,241.0,1.0,0.0,45.0,356.0,1520.0
New York,73033,Total,755.0,213.0,3.0,1.0,31.0,327.0,1330.0
New York,73034,Total,1063.0,305.0,3.0,0.0,48.0,497.0,1916.0
New York,73035,Total,419.0,124.0,1.0,1.0,18.0,233.0,796.0
New York,73036,Total,638.0,215.0,3.0,1.0,34.0,288.0,1179.0
New York,73037,Total,910.0,254.0,5.0,0.0,61.0,430.0,1660.0
New York,73038,Total,1027.0,365.0,10.0,1.0,63.0,502.0,1968.0
New York,73039,Total,885.0,255.0,3.0,1.0,43.0,366.0,1553.0
New York,73040,Total,788.0,327.0,3.0,1.0,67.0,349.0,1535.0
New York,73041,Total,709.0,237.0,5.0,1.0,37.0,284.0,1273.0
New York,73042,Total,707.0,257.0,2.0,0.0,35.0,297.0,1298.0
New York,73043,Total,848.0,300.0,1.0,0.0,43.0,307.0,1499.0
New York,73044,Total,748.0,209.0,2.0,1.0,26.0,266.0,1252.0
New York,73045,Total,852.0,251.0,4.0,2.0,36.0,312.0,1457.0
New York,73046,Total,820.0,272.0,0.0,0.0,57.0,305.0,1454.0
New York,73047,Total,683.0,261.0,1.0,1.0,39.0,277.0,1262.0
New York,73048,Total,987.0,344.0,3.0,0.0,45.0,384.0,1763.0
New York,73049,Total,621.0,193.0,2.0,0.0,25.0,243.0,1084.0
New York,73050,Total,987.0,316.0,2.0,1.0,50.0,403.0,1759.0
New York,73051,Total,930.0,264.0,5.0,0.0,44.0,352.0,1595.0
New York,73052,Total,803.0,207.0,4.0,2.0,41.0,283.0,1340.0
New York,73053,Total,774.0,226.0,1.0,2.0,43.0,289.0,1335.0
