ed,cd,hochul,zeldin,gov_votes,voters_nov22
43054,40,616.0,22.0,644.0,1508.0
43055,40,455.0,13.0,473.0,1170.0
43056,40,546.0,21.0,578.0,1502.0
43057,40,673.0,27.0,707.0,1594.0
43058,40,412.0,20.0,438.0,1193.0
43059,40,549.0,6.0,562.0,1497.0
43060,40,481.0,20.0,508.0,1223.0
43061,40,414.0,18.0,439.0,1156.0
43062,40,322.0,11.0,342.0,867.0
43063,40,390.0,13.0,414.0,1180.0
43064,40,546.0,36.0,584.0,1545.0
43065,40,464.0,25.0,493.0,1242.0
43066,40,474.0,25.0,503.0,1259.0
43067,40,511.0,19.0,540.0,1698.0
43068,40,200.0,8.0,210.0,675.0
44001,35,429.0,22.0,453.0,853.0
44002,39,515.0,165.0,688.0,1428.0
44003,39,153.0,14.0,169.0,299.0
44004,35,359.0,20.0,382.0,695.0
44005,35,448.0,9.0,461.0,720.0
44006,35,799.0,58.0,862.0,1496.0
44007,35,785.0,35.0,827.0,1444.0
44008,35,633.0,32.0,669.0,1245.0
44009,35,609.0,26.0,638.0,1250.0
44010,35,659.0,24.0,691.0,1121.0
44011,35,358.0,13.0,373.0,695.0
44012,35,855.0,29.0,891.0,1634.0
44013,35,254.0,13.0,271.0,440.0
44014,35,676.0,25.0,712.0,1466.0
44015,35,187.0,3.0,192.0,325.0
44016,35,1080.0,39.0,1132.0,1839.0
44017,39,895.0,65.0,968.0,1495.0
44018,39,661.0,65.0,738.0,1243.0
44019,39,577.0,46.0,631.0,1136.0
44020,38,205.0,3.0,211.0,373.0
44021,38,509.0,62.0,576.0,1080.0
44022,39,542.0,31.0,579.0,966.0
44023,39,835.0,43.0,891.0,1305.0
44024,39,684.0,83.0,780.0,1154.0
44025,39,826.0,70.0,908.0,1330.0
44026,39,665.0,51.0,728.0,1075.0
44027,39,722.0,58.0,800.0,1254.0
44028,39,772.0,52.0,837.0,1290.0
44029,39,820.0,53.0,880.0,1412.0
44030,39,703.0,77.0,800.0,1143.0
44031,39,844.0,91.0,944.0,1565.0
44032,39,809.0,60.0,874.0,1471.0
44033,39,782.0,118.0,909.0,1601.0
44034,39,431.0,54.0,487.0,881.0
44035,39,456.0,63.0,525.0,1019.0
44036,39,855.0,155.0,1021.0,1590.0
44037,39,781.0,138.0,930.0,1458.0
44038,39,847.0,130.0,993.0,1435.0
44039,39,685.0,95.0,792.0,1271.0
44040,39,498.0,90.0,592.0,891.0
44041,39,876.0,204.0,1088.0,1677.0
44042,39,89.0,137.0,228.0,760.0
44043,39,477.0,114.0,602.0,1163.0
44044,39,353.0,206.0,567.0,1508.0
44045,39,245.0,29.0,275.0,446.0
44046,39,739.0,153.0,901.0,1762.0
44047,39,239.0,73.0,313.0,1006.0
44048,39,223.0,241.0,476.0,1325.0
44049,39,27.0,231.0,261.0,598.0
44050,39,29.0,225.0,255.0,548.0
44051,44,25.0,343.0,372.0,650.0
44052,40,28.0,53.0,81.0,222.0
44053,40,170.0,310.0,482.0,1295.0
44054,40,634.0,74.0,715.0,1251.0
44055,40,168.0,27.0,198.0,408.0
44056,39,621.0,124.0,747.0,1537.0
44057,39,263.0,222.0,491.0,1341.0
44058,39,318.0,159.0,483.0,997.0
44059,39,462.0,146.0,623.0,1491.0
44060,40,237.0,144.0,382.0,1016.0
44061,40,597.0,65.0,666.0,1337.0
44062,40,508.0,58.0,570.0,1109.0
44063,39,356.0,80.0,446.0,1371.0
44064,39,436.0,168.0,612.0,1361.0
44065,40,700.0,56.0,761.0,1400.0
44066,40,418.0,202.0,628.0,1515.0
44067,45,358.0,81.0,444.0,1059.0
44068,45,56.0,5.0,61.0,103.0
44069,45,309.0,277.0,592.0,1534.0
44070,40,341.0,77.0,426.0,1271.0
44071,40,446.0,95.0,544.0,1300.0
44072,45,361.0,202.0,563.0,1607.0
44073,39,0.0,0.0,0.0,
44074,40,384.0,55.0,442.0,775.0
44075,39,1.0,4.0,6.0,26.0
44076,39,169.0,99.0,269.0,758.0
44077,39,154.0,9.0,167.0,254.0
44078,39,183.0,17.0,203.0,309.0
44079,39,0.0,0.0,0.0,
44080,40,0.0,0.0,0.0,
44081,40,0.0,0.0,0.0,
45001,44,94.0,443.0,547.0,1179.0
45002,48,129.0,651.0,784.0,1614.0
45003,48,183.0,514.0,703.0,1553.0
45004,48,153.0,346.0,504.0,1446.0
45005,48,143.0,370.0,518.0,1370.0
45006,48,153.0,321.0,481.0,1398.0
45007,44,80.0,563.0,648.0,1340.0
45008,44,41.0,545.0,594.0,1243.0
45009,44,105.0,437.0,547.0,1321.0
45010,44,50.0,513.0,567.0,1099.0
45011,44,30.0,437.0,471.0,1046.0
45012,44,15.0,29.0,44.0,210.0
45013,44,2.0,20.0,22.0,62.0
45014,44,47.0,368.0,418.0,974.0
45015,44,56.0,488.0,546.0,1055.0
45016,44,57.0,489.0,550.0,1140.0
45017,48,71.0,424.0,500.0,1163.0
45018,44,16.0,44.0,62.0,210.0
45019,48,43.0,117.0,163.0,499.0
45020,48,128.0,529.0,665.0,1289.0
45021,43,118.0,169.0,293.0,1019.0
45022,44,76.0,166.0,243.0,700.0
45023,47,183.0,76.0,264.0,1213.0
45024,47,198.0,111.0,317.0,1373.0
45025,44,48.0,606.0,655.0,1326.0
45026,48,23.0,335.0,358.0,678.0
45027,48,111.0,247.0,365.0,1171.0
45028,48,134.0,554.0,694.0,1365.0
45029,48,43.0,366.0,415.0,1051.0
45030,48,115.0,294.0,413.0,1167.0
45031,48,156.0,191.0,350.0,1265.0
45032,44,120.0,626.0,749.0,1701.0
45033,48,95.0,678.0,779.0,1700.0
45034,44,141.0,366.0,514.0,1291.0
45035,48,65.0,228.0,294.0,943.0
45036,48,187.0,487.0,676.0,1874.0
45037,48,191.0,286.0,483.0,1461.0
45038,48,77.0,204.0,286.0,843.0
45039,47,13.0,31.0,45.0,151.0
45040,47,131.0,339.0,473.0,1264.0
45041,47,190.0,447.0,650.0,1738.0
45042,47,161.0,284.0,450.0,1517.0
45043,48,174.0,574.0,755.0,1816.0
45044,48,162.0,339.0,511.0,1349.0
45045,48,126.0,309.0,441.0,1080.0
45046,48,145.0,198.0,347.0,1100.0
45047,48,159.0,327.0,491.0,1357.0
45048,48,132.0,276.0,414.0,994.0
45049,48,57.0,579.0,640.0,1418.0
45050,48,99.0,209.0,310.0,1402.0
45051,48,121.0,493.0,624.0,1481.0
45052,48,76.0,208.0,290.0,1000.0
45053,,0.0,0.0,0.0,
45054,,0.0,0.0,0.0,
46001,47,286.0,209.0,500.0,1021.0
46002,47,311.0,176.0,489.0,1029.0
46003,47,461.0,161.0,627.0,1334.0
46004,47,381.0,203.0,597.0,1164.0
46005,47,336.0,270.0,619.0,1550.0
46006,47,311.0,380.0,692.0,1229.0
46007,47,318.0,321.0,650.0,1350.0
46008,47,291.0,205.0,505.0,1154.0
46009,47,377.0,244.0,634.0,1408.0
46010,47,400.0,239.0,649.0,1503.0
46011,47,230.0,179.0,423.0,1043.0
46012,47,482.0,378.0,869.0,1365.0
46013,47,425.0,348.0,784.0,1328.0
46014,47,439.0,317.0,761.0,1515.0
46015,47,304.0,291.0,599.0,1295.0
46016,47,357.0,231.0,595.0,1397.0
46017,47,251.0,190.0,449.0,1272.0
46018,47,315.0,226.0,543.0,1329.0
46019,47,414.0,373.0,795.0,1381.0
46020,47,395.0,349.0,759.0,1437.0
46021,50,55.0,41.0,99.0,238.0
46022,50,259.0,303.0,569.0,1331.0
46023,47,185.0,452.0,643.0,1349.0
46024,50,91.0,475.0,572.0,1115.0
46025,38,142.0,431.0,576.0,1067.0
46026,38,169.0,390.0,563.0,1230.0
46027,47,340.0,302.0,647.0,1312.0
46028,50,143.0,370.0,526.0,1125.0
46029,47,64.0,56.0,121.0,257.0
46030,47,35.0,50.0,89.0,271.0
46031,47,93.0,163.0,263.0,734.0
46032,47,45.0,81.0,126.0,429.0
46033,47,23.0,44.0,68.0,181.0
46034,47,122.0,211.0,339.0,994.0
46035,47,57.0,178.0,237.0,498.0
46036,47,139.0,279.0,427.0,776.0
46037,47,1.0,0.0,1.0,1.0
46038,47,106.0,319.0,432.0,1098.0
46039,47,161.0,267.0,443.0,1457.0
46040,47,176.0,428.0,611.0,1526.0
46041,47,242.0,92.0,339.0,1165.0
46042,47,194.0,48.0,248.0,1079.0
46043,47,177.0,58.0,244.0,1242.0
46044,47,161.0,73.0,245.0,980.0
46045,47,160.0,107.0,277.0,949.0
46046,47,184.0,79.0,275.0,1055.0
46047,47,221.0,114.0,342.0,1299.0
46048,47,206.0,66.0,279.0,1174.0
46049,47,71.0,119.0,204.0,626.0
46050,47,238.0,63.0,305.0,1356.0
46051,47,161.0,34.0,205.0,1133.0
46052,47,169.0,86.0,260.0,1098.0
46053,47,167.0,86.0,256.0,1183.0
46054,48,41.0,299.0,348.0,866.0
46055,48,75.0,399.0,482.0,1289.0
46056,48,145.0,491.0,645.0,1517.0
46057,48,90.0,310.0,403.0,807.0
46058,48,87.0,308.0,400.0,743.0
46059,48,57.0,335.0,395.0,743.0
46060,48,78.0,263.0,347.0,664.0
46061,48,206.0,528.0,745.0,1703.0
46062,47,92.0,276.0,376.0,817.0
46063,47,141.0,568.0,715.0,1383.0
46064,48,66.0,306.0,375.0,742.0
46065,47,71.0,276.0,355.0,746.0
46066,48,125.0,337.0,467.0,1467.0
46067,48,53.0,309.0,371.0,1247.0
46068,48,124.0,275.0,409.0,1465.0
46069,48,110.0,96.0,213.0,1063.0
46070,48,146.0,185.0,336.0,1215.0
46071,48,148.0,224.0,382.0,1517.0
46072,47,0.0,1.0,1.0,6.0
46073,,0.0,0.0,0.0,
46074,,0.0,0.0,0.0,
46075,,0.0,0.0,0.0,
46076,,0.0,0.0,0.0,
47001,50,77.0,158.0,239.0,562.0
47002,50,199.0,378.0,581.0,1598.0
47003,47,154.0,361.0,519.0,1333.0
47004,38,135.0,241.0,382.0,1111.0
47005,47,194.0,288.0,489.0,1490.0
47006,47,117.0,160.0,278.0,880.0
47007,47,144.0,263.0,409.0,1159.0
47008,38,161.0,244.0,409.0,1205.0
47009,47,148.0,203.0,358.0,1151.0
47010,47,139.0,141.0,296.0,1041.0
47011,47,141.0,215.0,363.0,1134.0
47012,38,189.0,277.0,479.0,1443.0
47013,38,171.0,217.0,394.0,1474.0
47014,43,171.0,330.0,509.0,1415.0
47015,43,21.0,48.0,69.0,161.0
47016,43,25.0,56.0,81.0,279.0
47017,43,14.0,41.0,56.0,187.0
47018,43,86.0,128.0,214.0,666.0
47019,44,84.0,174.0,266.0,946.0
47020,44,207.0,250.0,468.0,1779.0
47021,44,163.0,207.0,376.0,1173.0
47022,44,118.0,220.0,345.0,1021.0
47023,43,115.0,188.0,310.0,1155.0
47024,43,143.0,196.0,342.0,1057.0
47025,43,153.0,228.0,393.0,1232.0
47026,43,128.0,240.0,379.0,1211.0
47027,43,206.0,430.0,658.0,1875.0
47028,43,76.0,101.0,182.0,569.0
47029,43,124.0,236.0,366.0,1297.0
47030,43,9.0,35.0,45.0,103.0
47031,43,18.0,37.0,58.0,190.0
47032,43,126.0,199.0,331.0,1234.0
47033,43,142.0,302.0,455.0,1438.0
47034,43,157.0,210.0,374.0,1191.0
47035,47,90.0,154.0,249.0,896.0
47036,43,113.0,211.0,328.0,1020.0
47037,43,133.0,199.0,334.0,1049.0
47038,43,170.0,283.0,461.0,1357.0
47039,43,93.0,159.0,252.0,856.0
47040,47,40.0,76.0,117.0,367.0
47041,47,65.0,115.0,181.0,584.0
47042,47,211.0,58.0,276.0,1376.0
47043,43,172.0,277.0,454.0,1387.0
47044,43,167.0,263.0,433.0,1546.0
47045,43,173.0,302.0,485.0,1580.0
47046,43,152.0,225.0,387.0,1206.0
47047,44,182.0,291.0,482.0,1586.0
47048,44,118.0,196.0,319.0,860.0
47049,43,132.0,303.0,444.0,1457.0
47050,44,104.0,281.0,392.0,964.0
47051,47,23.0,34.0,57.0,169.0
47052,43,68.0,127.0,198.0,789.0
47053,43,110.0,162.0,279.0,960.0
47054,43,125.0,221.0,359.0,1191.0
47055,43,0.0,0.0,0.0,
47056,47,0.0,0.0,0.0,
48001,43,24.0,151.0,178.0,526.0
48002,44,43.0,488.0,539.0,1106.0
48003,44,20.0,595.0,620.0,1183.0
48004,44,61.0,706.0,772.0,1474.0
48005,44,58.0,862.0,930.0,1702.0
48006,44,109.0,571.0,687.0,1354.0
48007,44,26.0,837.0,875.0,1409.0
48008,44,65.0,689.0,759.0,1316.0
48009,39,54.0,530.0,589.0,1164.0
48010,39,57.0,625.0,688.0,1307.0
48011,44,51.0,556.0,611.0,1082.0
48012,44,23.0,846.0,874.0,1537.0
48013,44,64.0,655.0,725.0,1447.0
48014,40,64.0,183.0,252.0,635.0
48015,40,143.0,342.0,494.0,1015.0
48016,40,136.0,592.0,730.0,1837.0
48017,45,7.0,7.0,14.0,37.0
48018,44,0.0,42.0,42.0,78.0
48019,45,129.0,368.0,498.0,1079.0
48020,45,148.0,282.0,442.0,1078.0
48021,44,71.0,74.0,149.0,471.0
48022,44,17.0,100.0,119.0,227.0
48023,44,209.0,354.0,571.0,1498.0
48024,44,153.0,215.0,371.0,1054.0
48025,44,148.0,418.0,573.0,1261.0
48026,44,70.0,610.0,692.0,1403.0
48027,44,89.0,372.0,467.0,1045.0
48028,44,80.0,343.0,431.0,1176.0
48029,44,93.0,417.0,518.0,1177.0
48030,44,61.0,484.0,550.0,979.0
48031,44,21.0,41.0,64.0,169.0
48032,44,26.0,393.0,424.0,956.0
48033,44,112.0,382.0,501.0,1179.0
48034,44,54.0,54.0,109.0,300.0
48035,44,108.0,471.0,586.0,1100.0
48036,44,66.0,191.0,259.0,690.0
48037,44,22.0,351.0,374.0,682.0
48038,44,73.0,668.0,744.0,1378.0
48039,44,68.0,627.0,705.0,1335.0
48040,44,31.0,791.0,826.0,1570.0
48041,44,26.0,795.0,822.0,1494.0
48042,44,21.0,642.0,668.0,1240.0
48043,44,38.0,497.0,538.0,1022.0
48044,44,15.0,496.0,523.0,946.0
48045,44,58.0,630.0,692.0,1334.0
48046,44,49.0,707.0,763.0,1431.0
48047,44,39.0,742.0,787.0,1391.0
48048,44,77.0,640.0,729.0,1285.0
48049,44,34.0,555.0,591.0,1163.0
48050,44,39.0,600.0,642.0,1221.0
48051,44,17.0,562.0,586.0,1118.0
49001,38,0.0,0.0,0.0,24.0
49002,44,23.0,33.0,57.0,185.0
49003,38,23.0,23.0,47.0,178.0
49004,43,122.0,121.0,247.0,955.0
49005,43,108.0,85.0,200.0,982.0
49006,43,112.0,127.0,243.0,1356.0
49007,43,83.0,165.0,254.0,1256.0
49008,43,117.0,129.0,255.0,1312.0
49009,43,81.0,132.0,218.0,1359.0
49010,43,80.0,119.0,210.0,1073.0
49011,43,99.0,129.0,236.0,1321.0
49012,43,102.0,127.0,239.0,1165.0
49013,38,11.0,24.0,37.0,160.0
49014,38,84.0,139.0,229.0,911.0
49015,43,112.0,162.0,279.0,1063.0
49016,43,171.0,177.0,351.0,1159.0
49017,43,111.0,205.0,321.0,1127.0
49018,43,175.0,209.0,393.0,1224.0
49019,43,109.0,112.0,225.0,812.0
49020,43,0.0,0.0,0.0,
49021,43,66.0,200.0,268.0,731.0
49022,43,97.0,175.0,275.0,906.0
49023,43,131.0,185.0,320.0,1027.0
49024,43,129.0,225.0,362.0,1232.0
49025,43,136.0,223.0,374.0,1223.0
49026,43,139.0,239.0,386.0,1282.0
49027,43,140.0,245.0,391.0,1216.0
49028,43,163.0,276.0,444.0,1321.0
49029,38,47.0,69.0,117.0,404.0
49030,38,202.0,192.0,405.0,1349.0
49031,43,136.0,254.0,398.0,1549.0
49032,43,159.0,307.0,477.0,1487.0
49033,38,181.0,295.0,484.0,1396.0
49034,38,165.0,191.0,367.0,1353.0
49035,38,176.0,402.0,586.0,1236.0
49036,38,176.0,424.0,613.0,1245.0
49037,38,177.0,366.0,552.0,1316.0
49038,43,183.0,279.0,467.0,1450.0
49039,38,123.0,238.0,364.0,1103.0
49040,38,152.0,306.0,467.0,1334.0
49041,38,223.0,406.0,632.0,1575.0
49042,38,116.0,206.0,327.0,874.0
49043,38,202.0,258.0,462.0,1471.0
49044,43,124.0,165.0,295.0,1048.0
49045,38,64.0,84.0,148.0,553.0
49046,43,4.0,0.0,4.0,25.0
49047,43,69.0,89.0,160.0,603.0
49048,43,13.0,56.0,69.0,221.0
49049,43,33.0,63.0,97.0,362.0
49050,43,124.0,185.0,316.0,940.0
49051,38,50.0,204.0,256.0,573.0
49052,44,0.0,0.0,0.0,
50001,33,691.0,79.0,777.0,1467.0
50002,33,510.0,71.0,588.0,1365.0
50003,33,535.0,70.0,616.0,1305.0
50004,33,599.0,83.0,686.0,1389.0
50005,33,600.0,90.0,695.0,1429.0
50006,33,495.0,103.0,604.0,1225.0
50007,33,486.0,60.0,548.0,1105.0
50008,33,557.0,108.0,670.0,1222.0
50009,33,0.0,0.0,0.0,7.0
50010,33,260.0,44.0,306.0,685.0
50011,33,405.0,83.0,490.0,966.0
50012,33,388.0,51.0,442.0,771.0
50013,33,434.0,74.0,514.0,1092.0
50014,33,550.0,107.0,667.0,1296.0
50015,33,486.0,84.0,578.0,1103.0
50016,33,553.0,167.0,725.0,1360.0
50017,33,597.0,169.0,779.0,1427.0
50018,33,478.0,112.0,593.0,1158.0
50019,33,508.0,183.0,698.0,1451.0
50020,33,603.0,111.0,723.0,1348.0
50021,33,507.0,119.0,630.0,1266.0
50022,33,531.0,45.0,587.0,1085.0
50023,33,523.0,54.0,581.0,1118.0
50024,33,635.0,49.0,689.0,1330.0
50025,34,567.0,82.0,655.0,1316.0
50026,33,699.0,77.0,781.0,1482.0
50027,33,593.0,93.0,690.0,1349.0
50028,34,529.0,74.0,609.0,1343.0
50029,33,525.0,89.0,618.0,1310.0
50030,33,526.0,60.0,590.0,1113.0
50031,33,264.0,28.0,292.0,612.0
50032,33,417.0,215.0,638.0,1232.0
50033,33,298.0,356.0,657.0,1215.0
50034,34,236.0,303.0,552.0,1419.0
50035,34,129.0,352.0,490.0,1357.0
50036,33,218.0,452.0,678.0,1753.0
50037,33,81.0,341.0,430.0,985.0
50038,34,207.0,239.0,462.0,1291.0
50039,34,66.0,396.0,468.0,958.0
50040,34,98.0,424.0,531.0,1335.0
50041,34,161.0,333.0,500.0,1308.0
50042,33,81.0,403.0,493.0,1174.0
50043,33,56.0,439.0,502.0,1046.0
50044,33,109.0,588.0,702.0,1259.0
50045,33,87.0,605.0,699.0,1327.0
50046,33,110.0,704.0,823.0,1388.0
50047,33,54.0,532.0,592.0,1207.0
50048,33,69.0,599.0,671.0,1174.0
50049,33,60.0,447.0,515.0,996.0
50050,34,380.0,183.0,570.0,1335.0
50051,34,441.0,45.0,497.0,1182.0
50052,34,443.0,51.0,503.0,1343.0
50053,34,435.0,46.0,487.0,1124.0
50054,34,269.0,18.0,289.0,689.0
50055,34,160.0,22.0,183.0,425.0
50056,34,582.0,59.0,646.0,1339.0
50057,34,609.0,59.0,679.0,1424.0
50058,34,481.0,94.0,584.0,1242.0
50059,34,498.0,86.0,587.0,1269.0
50060,34,420.0,127.0,552.0,1028.0
50061,34,635.0,77.0,716.0,1256.0
50062,34,488.0,76.0,570.0,1019.0
50063,34,485.0,89.0,581.0,1188.0
50064,33,2.0,0.0,2.0,12.0
50065,34,285.0,33.0,320.0,701.0
50066,33,0.0,0.0,0.0,
51001,47,546.0,328.0,885.0,1853.0
51002,47,191.0,102.0,300.0,1000.0
51003,38,192.0,188.0,386.0,885.0
51004,47,152.0,167.0,320.0,703.0
51005,38,94.0,66.0,163.0,631.0
51006,38,218.0,83.0,302.0,1278.0
51007,38,247.0,128.0,379.0,1573.0
51008,38,271.0,102.0,376.0,1539.0
51009,38,185.0,116.0,306.0,1298.0
51010,38,125.0,91.0,217.0,928.0
51011,38,261.0,103.0,374.0,1443.0
51012,38,130.0,94.0,229.0,1211.0
51013,38,249.0,79.0,335.0,1350.0
51014,38,242.0,99.0,348.0,1269.0
51015,38,255.0,99.0,359.0,1392.0
51016,38,232.0,126.0,361.0,1623.0
51017,38,272.0,80.0,355.0,1315.0
51018,38,414.0,96.0,519.0,1400.0
51019,38,330.0,86.0,420.0,1431.0
51020,38,285.0,64.0,352.0,1182.0
51021,38,512.0,103.0,624.0,1559.0
51022,38,593.0,81.0,680.0,1528.0
51023,38,336.0,33.0,373.0,1049.0
51024,38,546.0,66.0,617.0,1280.0
51025,39,430.0,31.0,462.0,743.0
51026,38,594.0,40.0,637.0,1183.0
51027,38,185.0,17.0,203.0,321.0
51028,38,666.0,54.0,726.0,1342.0
51029,39,540.0,76.0,627.0,1045.0
51030,39,189.0,9.0,200.0,259.0
51031,39,0.0,0.0,0.0,93.0
51032,38,116.0,18.0,134.0,236.0
51033,38,508.0,43.0,553.0,1005.0
51034,38,276.0,24.0,304.0,1277.0
51035,38,227.0,37.0,269.0,1034.0
51036,38,335.0,30.0,369.0,1188.0
51037,38,215.0,31.0,253.0,1181.0
51038,38,228.0,27.0,259.0,1017.0
51039,38,0.0,0.0,0.0,11.0
51040,39,496.0,69.0,572.0,1142.0
51041,39,671.0,71.0,755.0,1464.0
51042,39,643.0,64.0,719.0,1314.0
51043,38,1.0,3.0,4.0,53.0
51044,38,499.0,111.0,616.0,1522.0
51045,38,330.0,103.0,442.0,1387.0
51046,38,206.0,95.0,307.0,1257.0
51047,38,209.0,124.0,342.0,1339.0
51048,43,158.0,153.0,315.0,1267.0
51049,38,125.0,75.0,203.0,886.0
51050,38,82.0,150.0,236.0,688.0
51051,38,69.0,207.0,278.0,682.0
51052,38,244.0,186.0,436.0,1682.0
51053,38,115.0,322.0,441.0,1158.0
51054,38,2.0,1.0,3.0,28.0
51055,38,3.0,0.0,3.0,16.0
51056,38,6.0,0.0,6.0,69.0
51057,39,0.0,0.0,0.0,1.0
51058,38,0.0,0.0,0.0,
51059,38,0.0,0.0,0.0,
51060,38,0.0,0.0,0.0,
51061,38,0.0,0.0,0.0,
52001,33,46.0,435.0,489.0,864.0
52002,35,431.0,32.0,471.0,1290.0
52003,35,99.0,3.0,103.0,246.0
52004,33,2.0,0.0,2.0,13.0
52005,33,356.0,34.0,390.0,762.0
52006,33,546.0,91.0,643.0,1149.0
52007,33,458.0,52.0,515.0,933.0
52008,33,402.0,48.0,454.0,800.0
52009,33,792.0,116.0,921.0,1439.0
52010,33,741.0,93.0,843.0,1240.0
52011,33,511.0,35.0,550.0,1082.0
52012,35,458.0,54.0,515.0,941.0
52013,35,127.0,12.0,140.0,235.0
52014,33,583.0,82.0,673.0,1006.0
52015,33,588.0,79.0,680.0,1385.0
52016,33,812.0,98.0,921.0,1398.0
52017,33,783.0,97.0,897.0,1463.0
52018,33,710.0,86.0,812.0,1137.0
52019,33,727.0,55.0,791.0,1390.0
52020,33,756.0,76.0,841.0,1241.0
52021,33,801.0,92.0,903.0,1509.0
52022,33,907.0,104.0,1029.0,1596.0
52023,33,245.0,25.0,275.0,497.0
52024,33,710.0,100.0,822.0,1387.0
52025,33,820.0,82.0,916.0,1490.0
52026,33,893.0,92.0,990.0,1643.0
52027,33,0.0,0.0,0.0,1.0
52028,33,513.0,36.0,554.0,924.0
52029,33,596.0,26.0,624.0,1182.0
52030,33,468.0,43.0,514.0,971.0
52031,39,797.0,74.0,877.0,1399.0
52032,39,621.0,61.0,690.0,1094.0
52033,39,243.0,17.0,265.0,417.0
52034,39,558.0,43.0,602.0,1085.0
52035,39,750.0,97.0,860.0,1377.0
52036,33,626.0,53.0,682.0,1066.0
52037,33,544.0,47.0,598.0,1011.0
52038,33,150.0,13.0,165.0,278.0
52039,33,668.0,70.0,745.0,1205.0
52040,33,648.0,34.0,694.0,1248.0
52041,33,606.0,34.0,654.0,1094.0
52042,33,686.0,48.0,744.0,1380.0
52043,39,687.0,84.0,778.0,1237.0
52044,39,441.0,68.0,518.0,908.0
52045,39,584.0,55.0,645.0,1209.0
52046,39,715.0,56.0,781.0,1151.0
52047,39,799.0,90.0,909.0,1414.0
52048,39,854.0,135.0,1002.0,1576.0
52049,39,625.0,82.0,713.0,1114.0
52050,39,537.0,105.0,647.0,1004.0
52051,39,244.0,35.0,282.0,510.0
52052,39,543.0,40.0,589.0,985.0
52053,39,567.0,23.0,598.0,971.0
52054,39,577.0,68.0,656.0,1110.0
52055,39,208.0,27.0,237.0,1145.0
52056,39,181.0,20.0,209.0,1025.0
52057,39,506.0,32.0,547.0,1005.0
52058,33,392.0,21.0,417.0,931.0
52059,39,217.0,28.0,248.0,1050.0
52060,39,563.0,42.0,615.0,1327.0
52061,39,830.0,110.0,951.0,1621.0
52062,39,430.0,60.0,498.0,959.0
52063,39,750.0,84.0,842.0,1487.0
52064,39,548.0,47.0,600.0,1133.0
52065,39,677.0,44.0,725.0,1128.0
52066,39,748.0,39.0,790.0,1215.0
52067,39,642.0,54.0,703.0,1071.0
52068,39,664.0,54.0,729.0,1146.0
52069,39,769.0,49.0,829.0,1373.0
52070,39,191.0,12.0,204.0,344.0
52071,39,545.0,29.0,578.0,1179.0
52072,39,330.0,15.0,347.0,589.0
52073,39,586.0,37.0,633.0,1193.0
52074,39,41.0,5.0,46.0,78.0
52075,35,617.0,24.0,651.0,1118.0
52076,35,575.0,23.0,603.0,960.0
52077,35,812.0,34.0,855.0,1220.0
52078,39,294.0,11.0,309.0,415.0
52079,39,780.0,37.0,828.0,1408.0
52080,39,828.0,60.0,899.0,1310.0
52081,39,847.0,50.0,905.0,1318.0
52082,39,857.0,74.0,937.0,1395.0
52083,39,930.0,89.0,1036.0,1483.0
52084,39,979.0,46.0,1040.0,1572.0
52085,39,855.0,44.0,907.0,1310.0
52086,39,486.0,29.0,517.0,901.0
52087,33,6.0,0.0,6.0,10.0
52088,33,0.0,0.0,0.0,
52089,,0.0,0.0,0.0,
52090,38,0.0,0.0,0.0,
52091,33,0.0,0.0,0.0,
52092,33,0.0,0.0,0.0,
52093,33,0.0,0.0,0.0,
52094,,0.0,0.0,0.0,
52095,33,0.0,0.0,0.0,
52096,33,0.0,0.0,0.0,
52097,33,0.0,0.0,0.0,
52098,39,0.0,0.0,0.0,
53001,37,344.0,59.0,411.0,1460.0
53002,34,368.0,32.0,400.0,1395.0
53003,37,303.0,66.0,373.0,1429.0
53004,37,341.0,42.0,386.0,1443.0
53005,37,263.0,52.0,319.0,1292.0
53006,37,262.0,37.0,321.0,1367.0
53007,37,229.0,33.0,272.0,994.0
53008,37,349.0,41.0,394.0,1363.0
53009,37,259.0,50.0,314.0,1119.0
53010,37,360.0,58.0,422.0,1484.0
53011,37,292.0,53.0,352.0,1234.0
53012,37,349.0,55.0,411.0,1246.0
53013,37,381.0,47.0,433.0,1240.0
53014,37,345.0,37.0,384.0,1185.0
53015,37,314.0,62.0,377.0,1217.0
53016,37,334.0,37.0,380.0,1322.0
53017,37,445.0,37.0,488.0,1532.0
53018,34,409.0,39.0,456.0,1382.0
53019,34,400.0,48.0,449.0,1485.0
53020,34,495.0,45.0,550.0,1579.0
53021,34,440.0,60.0,511.0,1560.0
53022,34,426.0,41.0,469.0,1545.0
53023,34,314.0,33.0,347.0,1006.0
53024,34,378.0,37.0,421.0,1389.0
53025,34,326.0,40.0,372.0,1133.0
53026,34,363.0,65.0,434.0,1300.0
53027,34,349.0,37.0,389.0,1257.0
53028,34,336.0,36.0,376.0,1289.0
53029,34,369.0,51.0,430.0,1187.0
53030,34,278.0,14.0,298.0,1059.0
53031,34,355.0,29.0,390.0,1019.0
53032,34,275.0,58.0,335.0,1230.0
53033,34,224.0,21.0,249.0,1226.0
53034,34,129.0,16.0,148.0,1003.0
53035,34,211.0,27.0,240.0,1263.0
53036,34,336.0,68.0,417.0,1380.0
53037,33,149.0,607.0,764.0,1561.0
53038,34,307.0,156.0,464.0,1306.0
