ed,cd,hochul,zeldin,gov_votes,voters_nov22
25001,24,475.0,225.0,709.0,1753.0
25002,24,450.0,173.0,633.0,1467.0
25003,24,59.0,75.0,134.0,428.0
25004,24,172.0,90.0,263.0,727.0
25005,24,501.0,223.0,735.0,1515.0
25006,24,225.0,181.0,407.0,1123.0
25007,24,36.0,31.0,67.0,189.0
25008,24,24.0,17.0,41.0,134.0
25009,24,212.0,322.0,536.0,1590.0
25010,24,7.0,15.0,22.0,58.0
25011,24,173.0,297.0,479.0,1164.0
25012,24,296.0,414.0,716.0,1579.0
25013,24,266.0,389.0,657.0,1646.0
25014,24,219.0,362.0,593.0,1669.0
25015,24,160.0,250.0,419.0,1291.0
25016,24,179.0,401.0,590.0,1406.0
25017,23,281.0,370.0,656.0,1573.0
25018,23,353.0,242.0,601.0,1490.0
25019,23,386.0,165.0,557.0,1564.0
25020,23,368.0,145.0,522.0,1512.0
25021,23,138.0,95.0,237.0,754.0
25022,23,385.0,298.0,689.0,1893.0
25023,23,191.0,213.0,409.0,933.0
25024,23,212.0,193.0,411.0,1085.0
25025,23,294.0,387.0,691.0,1607.0
25026,23,279.0,370.0,657.0,1647.0
25027,19,354.0,292.0,652.0,1749.0
25028,19,268.0,193.0,466.0,1275.0
25029,20,261.0,344.0,618.0,1583.0
25030,20,203.0,351.0,563.0,1539.0
25031,20,190.0,280.0,476.0,1474.0
25032,20,201.0,265.0,469.0,1261.0
25033,20,257.0,418.0,681.0,1479.0
25034,20,246.0,349.0,598.0,1542.0
25035,20,219.0,222.0,445.0,1548.0
25036,20,3.0,6.0,9.0,68.0
25037,20,192.0,173.0,373.0,1494.0
25038,20,154.0,204.0,363.0,1435.0
25039,20,153.0,211.0,371.0,1579.0
25040,20,181.0,216.0,400.0,1653.0
25041,20,141.0,164.0,313.0,1286.0
25042,20,219.0,190.0,412.0,1596.0
25043,20,248.0,198.0,456.0,1565.0
25044,20,279.0,141.0,433.0,1456.0
25045,20,200.0,211.0,420.0,1589.0
25046,20,133.0,156.0,294.0,1406.0
25047,20,121.0,110.0,233.0,824.0
25048,19,196.0,267.0,464.0,1247.0
25200,24,0.0,0.0,0.0,
25201,23,0.0,0.0,0.0,
25202,23,0.0,0.0,0.0,
25203,20,0.0,0.0,0.0,
25204,20,0.0,0.0,0.0,
25205,20,0.0,0.0,0.0,
25206,20,0.0,0.0,0.0,
25207,20,0.0,0.0,0.0,
25208,20,0.0,0.0,0.0,
25209,20,0.0,0.0,0.0,
25210,24,0.0,0.0,0.0,
26001,23,114.0,77.0,191.0,642.0
26002,23,65.0,23.0,90.0,397.0
26003,23,68.0,28.0,96.0,347.0
26004,23,102.0,58.0,160.0,376.0
26005,23,0.0,0.0,0.0,68.0
26006,23,254.0,221.0,483.0,1430.0
26007,23,423.0,224.0,653.0,1524.0
26008,23,429.0,332.0,769.0,1637.0
26009,23,170.0,103.0,278.0,845.0
26010,23,643.0,205.0,859.0,1268.0
26011,23,342.0,110.0,460.0,667.0
26012,23,444.0,404.0,853.0,1744.0
26013,23,339.0,344.0,692.0,1696.0
26014,23,364.0,321.0,693.0,1626.0
26015,23,414.0,283.0,699.0,1755.0
26016,23,348.0,357.0,708.0,1687.0
26017,23,475.0,383.0,865.0,1586.0
26018,23,266.0,212.0,482.0,1386.0
26019,23,144.0,154.0,301.0,752.0
26020,23,433.0,409.0,849.0,1729.0
26021,19,351.0,475.0,836.0,1716.0
26022,19,359.0,530.0,898.0,1660.0
26023,19,377.0,361.0,750.0,1594.0
26024,19,406.0,448.0,865.0,1520.0
26025,19,276.0,265.0,543.0,1135.0
26026,19,285.0,348.0,638.0,1079.0
26027,19,22.0,31.0,54.0,115.0
26028,23,229.0,306.0,538.0,1522.0
26029,23,152.0,224.0,381.0,1186.0
26030,23,5.0,7.0,14.0,27.0
26031,19,349.0,305.0,661.0,1663.0
26032,19,324.0,275.0,603.0,1529.0
26033,19,338.0,411.0,752.0,1588.0
26034,19,355.0,492.0,855.0,1751.0
26035,19,238.0,265.0,512.0,1022.0
26036,19,321.0,428.0,754.0,1425.0
26037,19,233.0,320.0,556.0,1188.0
26038,19,501.0,324.0,834.0,1548.0
26039,19,233.0,216.0,452.0,999.0
26040,19,220.0,199.0,423.0,974.0
26041,19,568.0,360.0,938.0,1695.0
26042,19,322.0,275.0,605.0,1232.0
26043,19,424.0,307.0,737.0,1408.0
26044,19,389.0,316.0,710.0,1254.0
26045,19,444.0,453.0,903.0,1532.0
26046,19,277.0,310.0,593.0,1054.0
26047,19,14.0,14.0,29.0,87.0
26048,19,271.0,353.0,630.0,1252.0
26049,19,201.0,326.0,529.0,1026.0
26050,19,262.0,597.0,863.0,1647.0
26051,19,142.0,197.0,340.0,859.0
26052,19,249.0,360.0,612.0,1166.0
26053,19,253.0,350.0,610.0,1432.0
26054,19,352.0,374.0,729.0,1637.0
26055,19,352.0,424.0,781.0,1616.0
26056,19,319.0,348.0,668.0,1526.0
26057,19,329.0,347.0,688.0,1675.0
26058,20,84.0,84.0,168.0,584.0
26059,19,320.0,342.0,668.0,1550.0
26060,19,208.0,247.0,465.0,1309.0
26061,19,276.0,301.0,586.0,1663.0
26062,19,257.0,318.0,581.0,1388.0
26200,23,0.0,0.0,0.0,
26201,19,0.0,0.0,0.0,
26202,19,0.0,0.0,0.0,
26203,19,0.0,0.0,0.0,
26204,23,0.0,0.0,0.0,
26205,,0.0,0.0,0.0,
26206,23,0.0,0.0,0.0,
26207,,0.0,0.0,0.0,
26208,,0.0,0.0,0.0,
27001,29,104.0,44.0,150.0,302.0
27002,24,419.0,144.0,572.0,1691.0
27003,29,541.0,236.0,781.0,1443.0
27004,29,378.0,146.0,535.0,943.0
27005,29,248.0,77.0,332.0,581.0
27006,29,324.0,162.0,493.0,976.0
27007,29,35.0,108.0,148.0,355.0
27008,24,146.0,146.0,296.0,849.0
27009,24,137.0,256.0,395.0,1102.0
27010,24,147.0,55.0,205.0,663.0
27011,24,125.0,53.0,178.0,559.0
27012,24,336.0,188.0,532.0,1714.0
27013,24,202.0,174.0,382.0,1468.0
27014,24,453.0,201.0,660.0,1503.0
27015,24,457.0,203.0,668.0,1710.0
27016,24,252.0,84.0,336.0,956.0
27017,24,270.0,118.0,400.0,1711.0
27018,24,184.0,49.0,240.0,907.0
27019,24,143.0,197.0,347.0,1181.0
27020,24,257.0,377.0,647.0,1750.0
27021,24,225.0,375.0,605.0,1537.0
27022,24,343.0,243.0,595.0,1616.0
27023,24,176.0,365.0,547.0,1460.0
27024,24,172.0,299.0,476.0,1172.0
27025,24,173.0,541.0,730.0,1605.0
27026,24,89.0,29.0,120.0,488.0
27027,24,98.0,772.0,881.0,1700.0
27028,24,232.0,359.0,598.0,1491.0
27029,24,86.0,547.0,640.0,1492.0
27030,24,150.0,215.0,365.0,893.0
27031,21,0.0,0.0,0.0,
27032,19,203.0,275.0,485.0,1558.0
27033,19,201.0,264.0,472.0,1728.0
27034,19,206.0,217.0,430.0,1696.0
27035,19,202.0,226.0,434.0,1670.0
27036,19,195.0,316.0,512.0,1662.0
27037,19,210.0,281.0,494.0,1563.0
27038,19,190.0,279.0,473.0,1624.0
27039,19,158.0,463.0,624.0,1443.0
27040,24,255.0,263.0,525.0,1771.0
27041,19,69.0,202.0,273.0,535.0
27042,19,186.0,729.0,922.0,1673.0
27043,19,224.0,511.0,742.0,1527.0
27044,19,157.0,526.0,688.0,1289.0
27045,19,164.0,547.0,716.0,1331.0
27046,19,24.0,154.0,181.0,289.0
27047,24,134.0,76.0,212.0,651.0
27048,19,232.0,407.0,643.0,1436.0
27049,19,260.0,399.0,670.0,1631.0
27050,19,166.0,371.0,537.0,1268.0
27051,19,264.0,324.0,597.0,1153.0
27052,19,141.0,276.0,424.0,1053.0
27200,29,0.0,0.0,0.0,
27201,29,0.0,0.0,0.0,
27202,29,0.0,0.0,0.0,
27203,24,0.0,0.0,0.0,
27204,29,0.0,0.0,0.0,
27205,24,0.0,0.0,0.0,
27206,24,0.0,0.0,0.0,
27207,24,0.0,0.0,0.0,
27208,24,0.0,0.0,0.0,
27209,29,0.0,0.0,0.0,
27210,21,0.0,0.0,0.0,
27211,24,0.0,0.0,0.0,
27212,24,0.0,0.0,0.0,
27213,21,0.0,0.0,0.0,
27214,24,0.0,0.0,0.0,
27215,21,0.0,0.0,0.0,
27216,21,0.0,0.0,0.0,
27217,20,0.0,0.0,0.0,
27218,24,0.0,0.0,0.0,
27219,20,0.0,0.0,0.0,
27220,20,0.0,0.0,0.0,
27221,20,0.0,0.0,0.0,
27222,20,0.0,0.0,0.0,
27223,21,0.0,0.0,0.0,
27224,,0.0,0.0,0.0,
27225,,0.0,0.0,0.0,
27226,,0.0,0.0,0.0,
27227,19,0.0,0.0,0.0,
27228,19,0.0,0.0,0.0,
27229,19,0.0,0.0,0.0,
27230,19,0.0,0.0,0.0,
27231,,0.0,0.0,0.0,
27232,19,0.0,0.0,0.0,
27233,,0.0,0.0,0.0,
27234,,0.0,0.0,0.0,
27235,,0.0,0.0,0.0,
27236,21,0.0,0.0,0.0,
27237,19,0.0,0.0,0.0,
27238,,0.0,0.0,0.0,
27239,20,0.0,0.0,0.0,
27240,20,0.0,0.0,0.0,
27241,21,0.0,0.0,0.0,
28001,29,15.0,13.0,29.0,121.0
28002,29,593.0,283.0,889.0,1686.0
28003,29,597.0,294.0,899.0,1830.0
28004,29,563.0,225.0,801.0,1654.0
28005,29,104.0,34.0,141.0,460.0
28006,29,72.0,136.0,208.0,574.0
28007,29,341.0,278.0,626.0,1496.0
28008,29,412.0,219.0,642.0,1566.0
28009,29,371.0,264.0,645.0,1589.0
28010,29,5.0,3.0,8.0,22.0
28011,32,185.0,292.0,481.0,1055.0
28012,32,158.0,491.0,654.0,1267.0
28013,32,133.0,265.0,400.0,856.0
28014,30,179.0,340.0,523.0,1386.0
28015,30,180.0,358.0,541.0,1409.0
28016,32,7.0,19.0,26.0,1.0
28017,32,0.0,0.0,0.0,62.0
28018,30,49.0,45.0,96.0,184.0
28019,30,177.0,162.0,342.0,831.0
28020,30,293.0,187.0,484.0,1423.0
28021,30,75.0,113.0,190.0,614.0
28022,30,235.0,517.0,757.0,1456.0
28023,30,148.0,401.0,552.0,1076.0
28024,30,277.0,599.0,883.0,1593.0
28025,30,280.0,675.0,965.0,1716.0
28026,30,234.0,402.0,650.0,1412.0
28027,32,122.0,279.0,402.0,840.0
28028,29,173.0,153.0,327.0,724.0
28029,29,455.0,268.0,735.0,1414.0
28030,29,616.0,365.0,988.0,1690.0
28031,29,547.0,201.0,754.0,1527.0
28032,29,619.0,178.0,803.0,1468.0
28033,29,322.0,163.0,496.0,975.0
28034,29,735.0,285.0,1035.0,1775.0
28035,29,575.0,260.0,848.0,1532.0
28036,29,173.0,52.0,225.0,388.0
28037,29,502.0,263.0,776.0,1372.0
28038,29,415.0,179.0,600.0,1186.0
28039,29,481.0,257.0,743.0,1528.0
28040,29,454.0,328.0,790.0,1548.0
28041,29,149.0,91.0,244.0,652.0
28042,29,39.0,60.0,101.0,312.0
28043,29,294.0,363.0,662.0,1838.0
28044,29,189.0,300.0,492.0,1691.0
28045,24,0.0,0.0,0.0,2.0
28046,30,364.0,271.0,647.0,1658.0
28047,29,300.0,253.0,558.0,1561.0
28048,30,350.0,231.0,592.0,1471.0
28049,29,460.0,227.0,695.0,1668.0
28050,29,455.0,207.0,668.0,1379.0
28051,29,455.0,202.0,666.0,1374.0
28052,29,356.0,158.0,519.0,923.0
28053,29,574.0,287.0,880.0,1602.0
28054,29,456.0,348.0,812.0,1541.0
28055,29,430.0,334.0,769.0,1385.0
28056,29,381.0,267.0,654.0,1344.0
28057,29,449.0,273.0,741.0,1565.0
28058,30,355.0,348.0,711.0,1709.0
28059,30,231.0,238.0,472.0,1227.0
28060,30,283.0,330.0,618.0,1394.0
28061,30,59.0,192.0,255.0,493.0
28062,30,19.0,67.0,86.0,169.0
28063,30,35.0,74.0,109.0,283.0
28064,30,134.0,174.0,309.0,703.0
28065,29,112.0,172.0,286.0,532.0
28066,32,171.0,334.0,505.0,1093.0
28067,30,39.0,71.0,111.0,295.0
28068,30,54.0,85.0,139.0,276.0
28069,29,116.0,61.0,182.0,256.0
28070,29,0.0,0.0,0.0,55.0
28071,29,474.0,324.0,806.0,1604.0
28072,29,52.0,30.0,83.0,183.0
28073,29,27.0,27.0,55.0,118.0
28074,29,4.0,14.0,18.0,46.0
28075,30,31.0,57.0,89.0,172.0
28200,29,0.0,0.0,0.0,
28201,29,0.0,0.0,0.0,
28202,29,0.0,0.0,0.0,
28203,32,0.0,0.0,0.0,
28204,32,0.0,0.0,0.0,
28205,29,0.0,0.0,0.0,
28206,29,0.0,0.0,0.0,
29001,31,575.0,46.0,627.0,1721.0
29002,31,549.0,39.0,591.0,1611.0
29003,31,494.0,37.0,533.0,1552.0
29004,31,498.0,43.0,547.0,1531.0
29005,31,451.0,59.0,514.0,1462.0
29006,31,452.0,58.0,516.0,1658.0
29007,31,360.0,39.0,401.0,1172.0
29008,31,389.0,34.0,424.0,1118.0
29009,31,341.0,26.0,371.0,884.0
29010,31,712.0,39.0,758.0,1682.0
29011,31,637.0,42.0,680.0,1614.0
29012,31,575.0,46.0,625.0,1728.0
29013,31,637.0,32.0,673.0,1678.0
29014,31,526.0,33.0,564.0,1667.0
29015,31,70.0,5.0,75.0,241.0
29016,27,121.0,6.0,127.0,361.0
29017,31,354.0,27.0,381.0,1197.0
29018,31,553.0,24.0,582.0,1670.0
29019,31,651.0,40.0,696.0,1616.0
29020,31,452.0,20.0,476.0,1387.0
29021,31,559.0,23.0,588.0,1602.0
29022,31,491.0,32.0,530.0,1448.0
29023,31,683.0,35.0,724.0,1753.0
29024,31,56.0,4.0,61.0,165.0
29025,27,483.0,35.0,523.0,1518.0
29026,27,128.0,9.0,138.0,391.0
29027,27,558.0,32.0,597.0,1622.0
29028,27,561.0,23.0,587.0,1665.0
29029,27,544.0,44.0,592.0,1807.0
29030,27,585.0,44.0,634.0,1668.0
29031,27,361.0,16.0,381.0,1032.0
29032,27,285.0,18.0,307.0,833.0
29033,28,280.0,19.0,299.0,961.0
29034,27,552.0,45.0,606.0,1415.0
29035,27,381.0,27.0,411.0,1174.0
29036,27,496.0,36.0,541.0,1175.0
29037,27,501.0,22.0,527.0,1392.0
29038,27,417.0,29.0,447.0,1147.0
29039,27,427.0,33.0,463.0,1678.0
29040,27,418.0,32.0,454.0,1673.0
29041,27,333.0,44.0,378.0,1673.0
29042,27,25.0,13.0,38.0,147.0
29043,27,341.0,79.0,423.0,1378.0
29044,27,244.0,76.0,325.0,1422.0
29045,27,302.0,90.0,407.0,1776.0
29046,27,106.0,23.0,134.0,684.0
29047,23,313.0,119.0,436.0,1375.0
29048,23,266.0,116.0,387.0,1583.0
29049,27,68.0,20.0,89.0,320.0
29050,24,513.0,119.0,640.0,1642.0
29051,24,458.0,129.0,597.0,1682.0
29052,24,98.0,18.0,116.0,275.0
29053,24,164.0,65.0,233.0,1038.0
29054,23,217.0,94.0,317.0,1305.0
29055,23,251.0,77.0,332.0,1344.0
29056,27,346.0,39.0,390.0,1344.0
29057,27,192.0,24.0,218.0,823.0
29058,23,393.0,106.0,503.0,1707.0
29059,23,162.0,47.0,210.0,840.0
29060,23,316.0,99.0,417.0,1577.0
29061,31,28.0,3.0,31.0,108.0
29062,31,0.0,0.0,0.0,8.0
29063,27,334.0,84.0,423.0,1558.0
29200,31,0.0,0.0,0.0,
29201,31,0.0,0.0,0.0,
30001,30,95.0,315.0,412.0,822.0
30002,30,211.0,625.0,840.0,1618.0
30003,30,142.0,455.0,599.0,1198.0
30004,30,92.0,258.0,352.0,815.0
30005,30,215.0,341.0,562.0,1414.0
30006,30,173.0,280.0,462.0,1365.0
30007,30,102.0,151.0,257.0,730.0
30008,30,211.0,320.0,534.0,1478.0
30009,30,138.0,183.0,325.0,904.0
30010,30,231.0,368.0,606.0,1443.0
30011,26,203.0,161.0,371.0,996.0
30012,26,112.0,72.0,184.0,568.0
30013,26,447.0,344.0,797.0,1584.0
30014,25,40.0,22.0,63.0,231.0
30015,25,30.0,29.0,60.0,423.0
30016,26,286.0,244.0,532.0,1731.0
30017,26,50.0,81.0,131.0,514.0
30018,26,22.0,11.0,33.0,168.0
30019,30,0.0,0.0,0.0,
30020,26,187.0,87.0,283.0,900.0
30021,26,371.0,176.0,566.0,1656.0
30022,26,371.0,196.0,578.0,1705.0
30023,26,171.0,91.0,262.0,975.0
30024,26,303.0,154.0,462.0,1712.0
30025,26,262.0,124.0,391.0,1550.0
30026,30,0.0,0.0,0.0,26.0
30027,30,193.0,238.0,440.0,1625.0
30028,30,82.0,64.0,147.0,524.0
30029,30,33.0,22.0,57.0,237.0
30030,30,301.0,225.0,528.0,1713.0
30031,30,249.0,197.0,451.0,1359.0
30032,30,21.0,34.0,55.0,181.0
30033,30,177.0,106.0,287.0,1016.0
30034,30,91.0,135.0,228.0,881.0
30035,25,302.0,171.0,483.0,1532.0
30036,25,293.0,211.0,512.0,1687.0
30037,25,181.0,121.0,305.0,1118.0
30038,25,192.0,143.0,339.0,1355.0
30039,25,184.0,153.0,344.0,1391.0
30040,25,264.0,153.0,427.0,1810.0
30041,25,259.0,148.0,411.0,1756.0
30042,25,206.0,73.0,281.0,850.0
30043,25,241.0,92.0,338.0,955.0
30044,26,10.0,5.0,15.0,68.0
30045,25,246.0,96.0,347.0,1057.0
30046,25,260.0,172.0,443.0,1566.0
30047,25,183.0,98.0,282.0,810.0
30048,25,136.0,83.0,219.0,781.0
30049,22,457.0,245.0,708.0,1342.0
30050,22,303.0,181.0,487.0,1101.0
30051,22,276.0,147.0,427.0,1029.0
30052,25,216.0,105.0,327.0,1020.0
30053,25,180.0,113.0,296.0,882.0
30054,26,134.0,55.0,193.0,701.0
30055,26,190.0,126.0,322.0,1064.0
30056,26,215.0,114.0,337.0,1238.0
30057,26,232.0,86.0,328.0,1423.0
30058,26,94.0,63.0,159.0,537.0
30059,26,15.0,0.0,15.0,41.0
30060,25,208.0,79.0,288.0,1072.0
30061,25,209.0,116.0,325.0,1192.0
30062,30,5.0,3.0,8.0,34.0
30063,25,86.0,23.0,112.0,255.0
30200,25,0.0,0.0,0.0,
30201,26,0.0,0.0,0.0,
30202,26,0.0,0.0,0.0,
30203,30,0.0,0.0,0.0,
30204,30,0.0,0.0,0.0,
30205,30,0.0,0.0,0.0,
30206,30,0.0,0.0,0.0,
31001,31,430.0,49.0,487.0,1569.0
31002,31,302.0,58.0,364.0,1399.0
31003,31,261.0,35.0,301.0,1178.0
31004,31,293.0,57.0,355.0,1236.0
31005,31,315.0,27.0,348.0,1500.0
31006,31,230.0,21.0,253.0,1108.0
31007,31,63.0,4.0,67.0,300.0
31008,31,401.0,44.0,450.0,1639.0
31009,31,203.0,25.0,230.0,777.0
31010,31,232.0,28.0,262.0,1035.0
31011,31,229.0,32.0,266.0,1308.0
31012,31,356.0,20.0,381.0,1215.0
31013,31,179.0,31.0,211.0,528.0
31014,31,371.0,21.0,402.0,1439.0
31015,31,475.0,67.0,550.0,1723.0
31016,31,358.0,130.0,495.0,1412.0
31017,32,4.0,3.0,7.0,70.0
31018,31,174.0,19.0,195.0,1025.0
31019,32,7.0,3.0,10.0,22.0
31020,31,427.0,70.0,505.0,1667.0
31021,31,0.0,0.0,0.0,1.0
31022,31,391.0,38.0,434.0,1244.0
31023,31,489.0,37.0,527.0,1672.0
31024,31,136.0,28.0,165.0,559.0
31025,31,446.0,43.0,495.0,1388.0
31026,31,417.0,46.0,464.0,1403.0
31027,31,513.0,35.0,550.0,1456.0
31028,31,432.0,24.0,466.0,1305.0
31029,31,401.0,29.0,433.0,1125.0
31030,31,246.0,8.0,256.0,651.0
31031,31,246.0,17.0,266.0,824.0
31032,31,450.0,34.0,487.0,1568.0
31033,28,125.0,39.0,164.0,682.0
31034,31,430.0,42.0,472.0,1399.0
31035,31,321.0,25.0,350.0,1190.0
31036,31,110.0,6.0,117.0,378.0
31037,28,208.0,17.0,225.0,892.0
31038,28,215.0,29.0,244.0,1041.0
31039,28,159.0,36.0,197.0,776.0
31040,31,2.0,0.0,2.0,40.0
31041,28,323.0,58.0,383.0,1387.0
31042,28,86.0,58.0,146.0,497.0
31043,28,223.0,109.0,336.0,1485.0
31044,28,203.0,86.0,291.0,1229.0
31045,28,243.0,81.0,328.0,1524.0
31046,28,259.0,61.0,322.0,1221.0
31047,28,91.0,48.0,140.0,520.0
31048,28,108.0,51.0,163.0,623.0
31049,28,29.0,11.0,40.0,139.0
31050,28,206.0,92.0,298.0,1210.0
31051,28,205.0,96.0,303.0,1137.0
31052,28,180.0,89.0,274.0,1121.0
31053,28,153.0,65.0,219.0,1067.0
31054,28,294.0,54.0,351.0,1549.0
31055,28,254.0,65.0,323.0,1306.0
31056,28,285.0,66.0,353.0,1289.0
31057,29,199.0,97.0,299.0,1307.0
31058,28,217.0,52.0,271.0,1284.0
31059,28,253.0,205.0,464.0,1681.0
31060,28,255.0,214.0,475.0,1615.0
31061,28,236.0,172.0,411.0,1609.0
31201,31,0.0,0.0,0.0,
31202,,0.0,0.0,0.0,
31203,31,0.0,0.0,0.0,
31204,31,0.0,0.0,0.0,
31205,31,0.0,0.0,0.0,
31206,31,0.0,0.0,0.0,
31207,31,0.0,0.0,0.0,
31208,31,0.0,0.0,0.0,
31209,31,0.0,0.0,0.0,
31210,31,0.0,0.0,0.0,
31211,31,0.0,0.0,0.0,
31212,31,0.0,0.0,0.0,
31213,,0.0,0.0,0.0,
31214,31,0.0,0.0,0.0,
31215,,0.0,0.0,0.0,
31216,,0.0,0.0,0.0,
31217,,0.0,0.0,0.0,
31218,,0.0,0.0,0.0,
31219,,0.0,0.0,0.0,
31220,31,0.0,0.0,0.0,
31221,31,0.0,0.0,0.0,
31222,31,0.0,0.0,0.0,
31223,31,0.0,0.0,0.0,
31224,31,0.0,0.0,0.0,
31225,31,0.0,0.0,0.0,
31226,31,0.0,0.0,0.0,
31227,31,0.0,0.0,0.0,
31228,31,0.0,0.0,0.0,
31229,31,0.0,0.0,0.0,
31230,31,0.0,0.0,0.0,
31231,31,0.0,0.0,0.0,
31232,31,0.0,0.0,0.0,
32001,24,76.0,66.0,143.0,507.0
32002,24,169.0,53.0,228.0,977.0
32003,27,289.0,83.0,374.0,1360.0
32004,24,180.0,55.0,240.0,841.0
32005,27,313.0,78.0,391.0,1243.0
32006,24,11.0,4.0,15.0,95.0
32007,27,375.0,68.0,449.0,1449.0
32008,24,156.0,89.0,245.0,1003.0
32009,27,217.0,65.0,292.0,1296.0
32010,27,39.0,5.0,45.0,166.0
32011,24,24.0,12.0,36.0,181.0
32012,27,121.0,29.0,152.0,513.0
32013,27,0.0,0.0,0.0,2.0
32014,27,1.0,0.0,1.0,13.0
32015,27,243.0,100.0,348.0,1667.0
32016,29,93.0,40.0,133.0,660.0
32017,28,305.0,68.0,375.0,1680.0
32018,28,103.0,18.0,122.0,529.0
32019,28,236.0,57.0,298.0,1326.0
32020,28,274.0,49.0,324.0,1222.0
32021,28,329.0,40.0,374.0,1667.0
32022,28,438.0,76.0,517.0,1565.0
32023,28,322.0,42.0,364.0,1277.0
32024,28,305.0,38.0,344.0,1125.0
32025,28,302.0,34.0,338.0,1227.0
32026,28,383.0,41.0,425.0,1626.0
32027,28,378.0,37.0,415.0,1491.0
32028,28,332.0,28.0,364.0,1499.0
32029,28,223.0,30.0,254.0,985.0
32030,28,259.0,27.0,288.0,1154.0
32031,28,286.0,29.0,315.0,1096.0
32032,28,365.0,27.0,396.0,1378.0
32033,28,116.0,6.0,124.0,459.0
32034,28,487.0,30.0,517.0,1475.0
32035,28,289.0,26.0,317.0,1023.0
32036,28,294.0,21.0,317.0,969.0
32037,27,464.0,43.0,509.0,1653.0
32038,27,369.0,31.0,408.0,1402.0
32039,28,315.0,33.0,350.0,1462.0
32040,28,312.0,28.0,344.0,1307.0
32041,28,181.0,18.0,201.0,721.0
32042,28,348.0,43.0,396.0,1463.0
32043,28,400.0,49.0,453.0,1675.0
32044,27,245.0,15.0,261.0,759.0
32045,28,248.0,36.0,287.0,1051.0
32046,28,348.0,20.0,369.0,1011.0
32047,28,392.0,6.0,400.0,1087.0
32048,27,434.0,32.0,469.0,1486.0
32049,27,308.0,17.0,327.0,873.0
32050,28,493.0,43.0,539.0,1542.0
32051,28,467.0,34.0,508.0,1490.0
32052,28,0.0,0.0,0.0,6.0
32053,28,662.0,33.0,705.0,1590.0
32054,28,596.0,30.0,639.0,1432.0
32055,28,448.0,23.0,476.0,922.0
32056,28,397.0,29.0,432.0,922.0
32057,28,442.0,19.0,462.0,981.0
32058,28,382.0,16.0,403.0,912.0
32059,28,374.0,20.0,401.0,912.0
32060,28,424.0,22.0,453.0,898.0
32061,28,406.0,22.0,432.0,926.0
32062,28,368.0,10.0,381.0,1108.0
32063,28,282.0,14.0,297.0,917.0
32064,28,302.0,17.0,321.0,877.0
32065,28,389.0,18.0,412.0,1153.0
32066,28,112.0,4.0,117.0,395.0
32067,28,450.0,49.0,501.0,1598.0
32068,28,355.0,46.0,403.0,1405.0
32069,27,25.0,1.0,26.0,72.0
32200,28,0.0,0.0,0.0,
32201,28,0.0,0.0,0.0,
32202,29,0.0,0.0,0.0,
33001,23,297.0,319.0,620.0,1636.0
33002,23,356.0,379.0,741.0,1771.0
33003,23,297.0,251.0,554.0,1536.0
33004,23,302.0,311.0,616.0,1291.0
33005,23,279.0,189.0,470.0,1370.0
33006,23,366.0,338.0,706.0,1698.0
33007,23,269.0,220.0,490.0,1214.0
33008,23,302.0,286.0,593.0,1625.0
33009,23,250.0,189.0,443.0,1512.0
33010,23,372.0,200.0,579.0,1641.0
33011,23,172.0,100.0,277.0,894.0
33012,23,311.0,114.0,430.0,1246.0
33013,23,41.0,12.0,53.0,178.0
33014,23,265.0,171.0,439.0,1480.0
33015,23,274.0,95.0,372.0,1234.0
33016,23,283.0,133.0,416.0,1550.0
33017,23,369.0,167.0,543.0,1670.0
33018,23,308.0,93.0,405.0,1292.0
33019,23,248.0,84.0,336.0,1101.0
33020,23,284.0,98.0,385.0,1340.0
33021,23,397.0,120.0,525.0,1611.0
33022,23,156.0,46.0,202.0,693.0
33023,23,438.0,116.0,560.0,1710.0
33024,23,62.0,22.0,86.0,291.0
33025,23,185.0,45.0,230.0,656.0
33026,27,67.0,15.0,83.0,254.0
33027,27,402.0,55.0,465.0,1345.0
33028,27,169.0,20.0,190.0,628.0
33029,27,475.0,59.0,537.0,1655.0
33030,27,538.0,60.0,599.0,1798.0
33031,27,423.0,37.0,467.0,1297.0
33032,27,668.0,43.0,715.0,1687.0
33033,27,380.0,26.0,412.0,990.0
33034,27,503.0,57.0,565.0,1432.0
33035,27,661.0,38.0,705.0,1548.0
33036,27,642.0,29.0,677.0,1472.0
33037,27,614.0,32.0,649.0,1495.0
33038,27,541.0,28.0,570.0,1280.0
33039,27,420.0,26.0,455.0,1170.0
33040,27,374.0,33.0,412.0,1115.0
33041,27,345.0,13.0,358.0,853.0
33042,27,512.0,30.0,543.0,1499.0
33043,27,304.0,11.0,317.0,868.0
33044,27,611.0,27.0,643.0,1713.0
33045,27,447.0,22.0,474.0,1484.0
33046,27,585.0,42.0,633.0,1793.0
33047,27,491.0,32.0,530.0,1607.0
33048,27,480.0,18.0,502.0,1483.0
33049,27,242.0,7.0,249.0,862.0
33050,27,506.0,32.0,540.0,1659.0
33051,27,579.0,59.0,645.0,1773.0
33052,27,547.0,46.0,598.0,1776.0
33053,27,400.0,33.0,436.0,1456.0
33054,27,434.0,41.0,477.0,1394.0
33055,27,377.0,48.0,429.0,1263.0
33056,27,546.0,44.0,597.0,1723.0
33057,27,394.0,24.0,421.0,1206.0
33058,27,398.0,49.0,453.0,1363.0
